breakdown,value,arm,comparison,rows,sessions,stocks,outcome_rate,brier_improvement,log_loss_improvement
stock,IREN,joint,C1_vs_C0,262,152,1,0.04198473282442748,0.0005644506964356476,0.0015994288616492855
stock,IREN,movement,B1_vs_B0,262,152,1,0.18702290076335878,-1.6073941942288166e-05,-6.472628240171043e-05
stock,MARA,closure,A3_vs_A2,271,151,1,0.3025830258302583,0.00048218628378463247,0.0015621510771083602
stock,MARA,joint,C1_vs_C0,271,151,1,0.01845018450184502,-0.00030177554381851057,-0.0036382963741352866
stock,MARA,movement,B1_vs_B0,271,151,1,0.11070110701107011,-5.9331008017154355e-05,-0.00023733626478889195
stock,MP,closure,A3_vs_A2,202,121,1,0.24752475247524752,-9.569542550635043e-05,-0.0004553955282714447
stock,MP,joint,C1_vs_C0,202,121,1,0.04950495049504951,-0.0006160258328572725,-0.00482554882652787
stock,MP,movement,B1_vs_B0,202,121,1,0.16831683168316833,-0.0001192798016635835,-0.000342560580594544
stock,MRNA,closure,A3_vs_A2,212,128,1,0.33962264150943394,0.00047842929048055334,0.0018607815754817358
stock,MRNA,joint,C1_vs_C0,212,128,1,0.04716981132075472,0.00014790325343683514,-0.001737088262925167
stock,MRNA,movement,B1_vs_B0,212,128,1,0.2028301886792453,1.9207052187508395e-05,6.455288193178104e-05
stock,MSTR,closure,A3_vs_A2,246,140,1,0.3252032520325203,0.000371773839359604,0.0008327127052181358
stock,MSTR,joint,C1_vs_C0,246,140,1,0.06097560975609756,-0.003236843202434808,-0.015231216546094587
stock,MSTR,movement,B1_vs_B0,246,140,1,0.14634146341463414,-0.00016592358078442975,-0.0003749968014371729
stock,NVTS,closure,A3_vs_A2,186,112,1,0.3010752688172043,0.0025645760110589665,0.006252433596225055
stock,NVTS,joint,C1_vs_C0,186,112,1,0.043010752688172046,0.0006660890145346612,-0.00014333084265612413
stock,NVTS,movement,B1_vs_B0,186,112,1,0.1989247311827957,-4.527651668422915e-05,-0.00012953445831743378
stock,QBTS,closure,A3_vs_A2,159,97,1,0.32075471698113206,-0.00044568306391243843,-0.0008293091347927634
stock,QBTS,joint,C1_vs_C0,159,97,1,0.06918238993710692,-0.0003640552674375813,-0.0012318173199845012
stock,QBTS,movement,B1_vs_B0,159,97,1,0.20125786163522014,0.00026493224769595126,0.0006223845248152966
stock,RGTI,closure,A3_vs_A2,193,118,1,0.32642487046632124,-0.0003389567744602881,-0.0008365675193488821
stock,RGTI,joint,C1_vs_C0,193,118,1,0.05181347150259067,-0.00042034644019755917,-0.0014802971582690545
stock,RGTI,movement,B1_vs_B0,193,118,1,0.18652849740932642,7.706271688310983e-05,0.00020140003273832634
stock,RIOT,closure,A3_vs_A2,254,149,1,0.2874015748031496,-0.0004234513831250081,-0.0007177529010029321
stock,RIOT,joint,C1_vs_C0,254,149,1,0.047244094488188976,-0.00038575904284343817,-0.0019057184585655397
stock,RIOT,movement,B1_vs_B0,254,149,1,0.14173228346456693,-2.3737947737737444e-05,-6.046039420330764e-05
stock,RIVN,closure,A3_vs_A2,281,155,1,0.3202846975088968,-0.00037542285349921405,-0.0009137383134851096
stock,RIVN,joint,C1_vs_C0,281,155,1,0.03202846975088968,-0.000365223189524397,-0.004308516705597651
stock,RIVN,movement,B1_vs_B0,281,155,1,0.1423487544483986,7.181283237681375e-05,0.00023123136342014945
stock,SMCI,closure,A3_vs_A2,228,136,1,0.2982456140350877,0.00022018719679019807,0.000353052900998516
stock,SMCI,joint,C1_vs_C0,228,136,1,0.039473684210526314,-8.74298636535971e-06,-0.0030416591337796917
stock,SMCI,movement,B1_vs_B0,228,136,1,0.11842105263157894,-4.825762061791583e-05,-0.00011736035790198705
stock,SOFI,closure,A3_vs_A2,273,152,1,0.2857142857142857,-0.0006058186567225595,-0.0011231938714617866
stock,SOFI,joint,C1_vs_C0,273,152,1,0.018315018315018316,-0.00042929172841808447,-0.00359043867508034
stock,SOFI,movement,B1_vs_B0,273,152,1,0.07326007326007326,6.609668228464951e-05,0.00018904356550520875
stock,WULF,closure,A3_vs_A2,200,132,1,0.26,0.00014764080039067666,0.00030888506807308044
stock,WULF,joint,C1_vs_C0,200,132,1,0.09,0.0008559740805298597,0.004246831134424447
stock,WULF,movement,B1_vs_B0,200,132,1,0.285,2.148139622115501e-06,3.649136375206101e-05
