record_type,stage,population,comparison,draw,metric,value,interval_level,lower,upper
draw,A_diagnostic,pooled,R1_minus_R0,1.0,brier_improvement,-0.00029745703384496947,,,
draw,A_primary,ordinal_6,U1_minus_U0,1.0,log_loss_improvement,0.008602912018357167,,,
draw,A_primary,ordinal_6,U1_minus_U0,1.0,brier_improvement,0.0030925338413122228,,,
draw,A_primary,ordinal_6,U1_minus_U0,1.0,auc_improvement,0.02119550599382969,,,
draw,A_primary,ordinal_6,U1_minus_U0,1.0,top_decile_precision_improvement,0.02440467792970641,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,1.0,log_loss_improvement,-0.0007944526728014267,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,1.0,brier_improvement,-0.00021661771530231272,,,
draw,A_primary,ordinal_12,U1_minus_U0,1.0,log_loss_improvement,0.00036927271570752485,,,
draw,A_primary,ordinal_12,U1_minus_U0,1.0,brier_improvement,-0.0002086597321410144,,,
draw,A_primary,ordinal_12,U1_minus_U0,1.0,auc_improvement,0.0018070502126634747,,,
draw,A_primary,ordinal_12,U1_minus_U0,1.0,top_decile_precision_improvement,0.01601602391080359,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,1.0,log_loss_improvement,-0.0005081482003987114,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,1.0,brier_improvement,-0.00038535100966086144,,,
draw,A_primary,low_transition,U1_minus_U0,1.0,log_loss_improvement,0.006167644301182995,,,
draw,A_primary,low_transition,U1_minus_U0,1.0,brier_improvement,0.0019901202467280388,,,
draw,A_primary,low_transition,U1_minus_U0,1.0,auc_improvement,0.014787285888390844,,,
draw,A_primary,low_transition,U1_minus_U0,1.0,top_decile_precision_improvement,0.01409817499546373,,,
draw,A_diagnostic,low_transition,R1_minus_R0,1.0,log_loss_improvement,5.728337923671667e-05,,,
draw,A_diagnostic,low_transition,R1_minus_R0,1.0,brier_improvement,-2.3684038613698555e-05,,,
draw,B,pooled,F1_minus_F0,1.0,multiclass_log_loss_improvement,0.004499126752832927,,,
draw,B,pooled,F1_minus_F0,1.0,multiclass_brier_improvement,0.0008045940679479724,,,
draw,B,pooled,F1_minus_F0,1.0,top_two_accuracy_improvement,0.001840358744394699,,,
draw,A_primary,pooled,U1_minus_U0,2.0,log_loss_improvement,0.004922827740785118,,,
draw,A_primary,pooled,U1_minus_U0,2.0,brier_improvement,0.0015257908339852133,,,
draw,A_primary,pooled,U1_minus_U0,2.0,auc_improvement,0.01063547799174902,,,
draw,A_primary,pooled,U1_minus_U0,2.0,top_decile_precision_improvement,0.0021530796904264404,,,
draw,A_diagnostic,pooled,R1_minus_R0,2.0,log_loss_improvement,-0.0007059444935267056,,,
draw,A_diagnostic,pooled,R1_minus_R0,2.0,brier_improvement,-0.000236670953238656,,,
draw,A_primary,ordinal_6,U1_minus_U0,2.0,log_loss_improvement,0.004436429218568294,,,
draw,A_primary,ordinal_6,U1_minus_U0,2.0,brier_improvement,0.0011595392775176072,,,
draw,A_primary,ordinal_6,U1_minus_U0,2.0,auc_improvement,0.013758023817080023,,,
draw,A_primary,ordinal_6,U1_minus_U0,2.0,top_decile_precision_improvement,0.02870638578011836,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,2.0,log_loss_improvement,-0.0015248022208252943,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,2.0,brier_improvement,-0.0004591131457509015,,,
draw,A_primary,ordinal_12,U1_minus_U0,2.0,log_loss_improvement,0.005409226263002109,,,
draw,A_primary,ordinal_12,U1_minus_U0,2.0,brier_improvement,0.0018920423904528472,,,
draw,A_primary,ordinal_12,U1_minus_U0,2.0,auc_improvement,0.009813809132016682,,,
draw,A_primary,ordinal_12,U1_minus_U0,2.0,top_decile_precision_improvement,-0.004024115021733943,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,2.0,log_loss_improvement,0.00019498109846094458,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,2.0,brier_improvement,8.064923692333026e-06,,,
draw,A_primary,low_transition,U1_minus_U0,2.0,log_loss_improvement,0.007499276773673125,,,
draw,A_primary,low_transition,U1_minus_U0,2.0,brier_improvement,0.0025646496797030738,,,
draw,A_primary,low_transition,U1_minus_U0,2.0,auc_improvement,0.016646213199496995,,,
draw,A_primary,low_transition,U1_minus_U0,2.0,top_decile_precision_improvement,-0.008459691583815432,,,
draw,A_diagnostic,low_transition,R1_minus_R0,2.0,log_loss_improvement,0.0003726412608013874,,,
draw,A_diagnostic,low_transition,R1_minus_R0,2.0,brier_improvement,0.00011811093838033637,,,
draw,B,pooled,F1_minus_F0,2.0,multiclass_log_loss_improvement,0.007281195695912235,,,
draw,B,pooled,F1_minus_F0,2.0,multiclass_brier_improvement,0.0027558010998963156,,,
draw,B,pooled,F1_minus_F0,2.0,top_two_accuracy_improvement,-0.0012935703593602854,,,
draw,A_primary,pooled,U1_minus_U0,3.0,log_loss_improvement,0.0037104955047229105,,,
draw,A_primary,pooled,U1_minus_U0,3.0,brier_improvement,0.0013764298686096965,,,
draw,A_primary,pooled,U1_minus_U0,3.0,auc_improvement,0.007420220388028698,,,
draw,A_primary,pooled,U1_minus_U0,3.0,top_decile_precision_improvement,0.013808435811567987,,,
draw,A_diagnostic,pooled,R1_minus_R0,3.0,log_loss_improvement,0.000507325242320833,,,
draw,A_diagnostic,pooled,R1_minus_R0,3.0,brier_improvement,3.1011265095921836e-05,,,
draw,A_primary,ordinal_6,U1_minus_U0,3.0,log_loss_improvement,0.006398794965965737,,,
draw,A_primary,ordinal_6,U1_minus_U0,3.0,brier_improvement,0.0025163983068730578,,,
draw,A_primary,ordinal_6,U1_minus_U0,3.0,auc_improvement,0.013685866919745937,,,
draw,A_primary,ordinal_6,U1_minus_U0,3.0,top_decile_precision_improvement,0.03318188061052402,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,3.0,log_loss_improvement,0.00016942196967742462,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,3.0,brier_improvement,-1.007197939038168e-05,,,
draw,A_primary,ordinal_12,U1_minus_U0,3.0,log_loss_improvement,0.0010221960434799726,,,
draw,A_primary,ordinal_12,U1_minus_U0,3.0,brier_improvement,0.00023646143034636302,,,
draw,A_primary,ordinal_12,U1_minus_U0,3.0,auc_improvement,0.0025240432729449758,,,
draw,A_primary,ordinal_12,U1_minus_U0,3.0,top_decile_precision_improvement,0.009185544756741382,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,3.0,log_loss_improvement,0.0008741916783899517,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,3.0,brier_improvement,7.561593367144681e-05,,,
draw,A_primary,low_transition,U1_minus_U0,3.0,log_loss_improvement,0.007122052110876187,,,
draw,A_primary,low_transition,U1_minus_U0,3.0,brier_improvement,0.0025738709256208914,,,
draw,A_primary,low_transition,U1_minus_U0,3.0,auc_improvement,0.01608752419958015,,,
draw,A_primary,low_transition,U1_minus_U0,3.0,top_decile_precision_improvement,-0.035668156584535926,,,
draw,A_diagnostic,low_transition,R1_minus_R0,3.0,log_loss_improvement,0.0007775885982565789,,,
draw,A_diagnostic,low_transition,R1_minus_R0,3.0,brier_improvement,0.00016221579398875002,,,
draw,B,pooled,F1_minus_F0,3.0,multiclass_log_loss_improvement,0.003078634462871488,,,
draw,B,pooled,F1_minus_F0,3.0,multiclass_brier_improvement,-0.0009118880399183182,,,
draw,B,pooled,F1_minus_F0,3.0,top_two_accuracy_improvement,0.001753768208592521,,,
draw,A_primary,pooled,U1_minus_U0,4.0,log_loss_improvement,0.0030760701966134896,,,
draw,A_primary,pooled,U1_minus_U0,4.0,brier_improvement,0.0009535421299575464,,,
draw,A_primary,pooled,U1_minus_U0,4.0,auc_improvement,0.007260225948793719,,,
draw,A_primary,pooled,U1_minus_U0,4.0,top_decile_precision_improvement,-0.0008617107673970503,,,
draw,A_diagnostic,pooled,R1_minus_R0,4.0,log_loss_improvement,0.0002753674361255509,,,
draw,A_diagnostic,pooled,R1_minus_R0,4.0,brier_improvement,-7.991497563517025e-05,,,
draw,A_primary,ordinal_6,U1_minus_U0,4.0,log_loss_improvement,0.006095252366560666,,,
draw,A_primary,ordinal_6,U1_minus_U0,4.0,brier_improvement,0.001998968916487154,,,
draw,A_primary,ordinal_6,U1_minus_U0,4.0,auc_improvement,0.018083983710607376,,,
draw,A_primary,ordinal_6,U1_minus_U0,4.0,top_decile_precision_improvement,0.010192525481313663,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,4.0,log_loss_improvement,-0.0001588078545933791,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,4.0,brier_improvement,-0.0002335482778888856,,,
draw,A_primary,ordinal_12,U1_minus_U0,4.0,log_loss_improvement,5.688802666614645e-05,,,
draw,A_primary,ordinal_12,U1_minus_U0,4.0,brier_improvement,-9.188465657206102e-05,,,
draw,A_primary,ordinal_12,U1_minus_U0,4.0,auc_improvement,0.0003940861400588691,,,
draw,A_primary,ordinal_12,U1_minus_U0,4.0,top_decile_precision_improvement,-0.003128218661503368,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,4.0,log_loss_improvement,0.0007526080288153825,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,4.0,brier_improvement,8.895702097949654e-05,,,
draw,A_primary,low_transition,U1_minus_U0,4.0,log_loss_improvement,0.0061992143023881785,,,
draw,A_primary,low_transition,U1_minus_U0,4.0,brier_improvement,0.0021472161633556697,,,
draw,A_primary,low_transition,U1_minus_U0,4.0,auc_improvement,0.014461475349110686,,,
draw,A_primary,low_transition,U1_minus_U0,4.0,top_decile_precision_improvement,-0.04087095006978736,,,
draw,A_diagnostic,low_transition,R1_minus_R0,4.0,log_loss_improvement,9.609825441944664e-05,,,
draw,A_diagnostic,low_transition,R1_minus_R0,4.0,brier_improvement,-0.00017930810069693298,,,
draw,B,pooled,F1_minus_F0,4.0,multiclass_log_loss_improvement,0.00393322899616555,,,
draw,B,pooled,F1_minus_F0,4.0,multiclass_brier_improvement,-0.0003612087150492438,,,
draw,B,pooled,F1_minus_F0,4.0,top_two_accuracy_improvement,-0.0001009006315632055,,,
draw,A_primary,pooled,U1_minus_U0,5.0,log_loss_improvement,0.0031859029037225595,,,
draw,A_primary,pooled,U1_minus_U0,5.0,brier_improvement,0.0009066585193127918,,,
draw,A_primary,pooled,U1_minus_U0,5.0,auc_improvement,0.007333940520590332,,,
draw,A_primary,pooled,U1_minus_U0,5.0,top_decile_precision_improvement,0.01006284582879935,,,
draw,A_diagnostic,pooled,R1_minus_R0,5.0,log_loss_improvement,0.0010336103970060573,,,
draw,A_diagnostic,pooled,R1_minus_R0,5.0,brier_improvement,0.00028909372282019674,,,
draw,A_primary,ordinal_6,U1_minus_U0,5.0,log_loss_improvement,0.006869403090087101,,,
draw,A_primary,ordinal_6,U1_minus_U0,5.0,brier_improvement,0.0021946157024517743,,,
draw,A_primary,ordinal_6,U1_minus_U0,5.0,auc_improvement,0.014295474702411659,,,
draw,A_primary,ordinal_6,U1_minus_U0,5.0,top_decile_precision_improvement,0.04094852515905145,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,5.0,log_loss_improvement,-0.00043156121860582486,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,5.0,brier_improvement,-0.00010346797891318954,,,
draw,A_primary,ordinal_12,U1_minus_U0,5.0,log_loss_improvement,-0.0004975972826420927,,,
draw,A_primary,ordinal_12,U1_minus_U0,5.0,brier_improvement,-0.00038129866382621835,,,
draw,A_primary,ordinal_12,U1_minus_U0,5.0,auc_improvement,0.002048724968864657,,,
draw,A_primary,ordinal_12,U1_minus_U0,5.0,top_decile_precision_improvement,0.0036912112177098777,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,5.0,log_loss_improvement,0.0025776491117822653,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,5.0,brier_improvement,0.0007027861933514984,,,
draw,A_primary,low_transition,U1_minus_U0,5.0,log_loss_improvement,0.008587169637040759,,,
draw,A_primary,low_transition,U1_minus_U0,5.0,brier_improvement,0.0028567333066164546,,,
draw,A_primary,low_transition,U1_minus_U0,5.0,auc_improvement,0.01785911919158134,,,
draw,A_primary,low_transition,U1_minus_U0,5.0,top_decile_precision_improvement,0.003425038285113813,,,
draw,A_diagnostic,low_transition,R1_minus_R0,5.0,log_loss_improvement,0.0011698148557920396,,,
draw,A_diagnostic,low_transition,R1_minus_R0,5.0,brier_improvement,0.0003050474539058462,,,
draw,B,pooled,F1_minus_F0,5.0,multiclass_log_loss_improvement,0.0031022173328580926,,,
draw,B,pooled,F1_minus_F0,5.0,multiclass_brier_improvement,-0.0007849046260629544,,,
draw,B,pooled,F1_minus_F0,5.0,top_two_accuracy_improvement,-0.001220886551465017,,,
draw,A_primary,pooled,U1_minus_U0,6.0,log_loss_improvement,0.004056559821535521,,,
draw,A_primary,pooled,U1_minus_U0,6.0,brier_improvement,0.0013909966113855032,,,
draw,A_primary,pooled,U1_minus_U0,6.0,auc_improvement,0.009429674091290807,,,
draw,A_primary,pooled,U1_minus_U0,6.0,top_decile_precision_improvement,0.0069006431220560716,,,
draw,A_diagnostic,pooled,R1_minus_R0,6.0,log_loss_improvement,0.0003855895629767403,,,
draw,A_diagnostic,pooled,R1_minus_R0,6.0,brier_improvement,-1.306849776526453e-05,,,
draw,A_primary,ordinal_6,U1_minus_U0,6.0,log_loss_improvement,0.005612874142319979,,,
draw,A_primary,ordinal_6,U1_minus_U0,6.0,brier_improvement,0.00201350092040381,,,
draw,A_primary,ordinal_6,U1_minus_U0,6.0,auc_improvement,0.013961679117669101,,,
draw,A_primary,ordinal_6,U1_minus_U0,6.0,top_decile_precision_improvement,-0.017150365466634176,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,6.0,log_loss_improvement,-0.00012363980376003947,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,6.0,brier_improvement,-0.00017418059457786905,,,
draw,A_primary,ordinal_12,U1_minus_U0,6.0,log_loss_improvement,0.0025002455007512303,,,
draw,A_primary,ordinal_12,U1_minus_U0,6.0,brier_improvement,0.0007684923023672241,,,
draw,A_primary,ordinal_12,U1_minus_U0,6.0,auc_improvement,0.006002724261004344,,,
draw,A_primary,ordinal_12,U1_minus_U0,6.0,top_decile_precision_improvement,0.011485828766056194,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,6.0,log_loss_improvement,0.0009539677117275658,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,6.0,brier_improvement,0.0001667573357575225,,,
draw,A_primary,low_transition,U1_minus_U0,6.0,log_loss_improvement,0.007557279627131097,,,
draw,A_primary,low_transition,U1_minus_U0,6.0,brier_improvement,0.0028249190341337604,,,
draw,A_primary,low_transition,U1_minus_U0,6.0,auc_improvement,0.01694346014343373,,,
draw,A_primary,low_transition,U1_minus_U0,6.0,top_decile_precision_improvement,0.002222782951782132,,,
draw,A_diagnostic,low_transition,R1_minus_R0,6.0,log_loss_improvement,0.00042481949068695624,,,
draw,A_diagnostic,low_transition,R1_minus_R0,6.0,brier_improvement,-1.3497442659368697e-05,,,
draw,B,pooled,F1_minus_F0,6.0,multiclass_log_loss_improvement,0.0007836711243141004,,,
draw,B,pooled,F1_minus_F0,6.0,multiclass_brier_improvement,-0.0017127814638962513,,,
draw,B,pooled,F1_minus_F0,6.0,top_two_accuracy_improvement,-0.0012123360510458703,,,
draw,A_primary,pooled,U1_minus_U0,7.0,log_loss_improvement,0.003307202655755459,,,
draw,A_primary,pooled,U1_minus_U0,7.0,brier_improvement,0.0010153086474994633,,,
draw,A_primary,pooled,U1_minus_U0,7.0,auc_improvement,0.007115888750059085,,,
draw,A_primary,pooled,U1_minus_U0,7.0,top_decile_precision_improvement,0.028151898930063424,,,
draw,A_diagnostic,pooled,R1_minus_R0,7.0,log_loss_improvement,0.00021707417542368712,,,
draw,A_diagnostic,pooled,R1_minus_R0,7.0,brier_improvement,1.2297008068908044e-05,,,
draw,A_primary,ordinal_6,U1_minus_U0,7.0,log_loss_improvement,0.008860551055384747,,,
draw,A_primary,ordinal_6,U1_minus_U0,7.0,brier_improvement,0.003206515674330279,,,
draw,A_primary,ordinal_6,U1_minus_U0,7.0,auc_improvement,0.01817103583691393,,,
draw,A_primary,ordinal_6,U1_minus_U0,7.0,top_decile_precision_improvement,0.08939095575102768,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,7.0,log_loss_improvement,-0.0010754036026588698,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,7.0,brier_improvement,-0.0003233349359444068,,,
draw,A_primary,ordinal_12,U1_minus_U0,7.0,log_loss_improvement,-0.0022461457438737176,,,
draw,A_primary,ordinal_12,U1_minus_U0,7.0,brier_improvement,-0.001175898379331325,,,
draw,A_primary,ordinal_12,U1_minus_U0,7.0,auc_improvement,-0.0016872153152879266,,,
draw,A_primary,ordinal_12,U1_minus_U0,7.0,top_decile_precision_improvement,0.01701720463490508,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,7.0,log_loss_improvement,0.001603601619758671,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,7.0,brier_improvement,0.0003723518650741303,,,
draw,A_primary,low_transition,U1_minus_U0,7.0,log_loss_improvement,0.008542855424178097,,,
draw,A_primary,low_transition,U1_minus_U0,7.0,brier_improvement,0.003008718870523036,,,
draw,A_primary,low_transition,U1_minus_U0,7.0,auc_improvement,0.0164613297030608,,,
draw,A_primary,low_transition,U1_minus_U0,7.0,top_decile_precision_improvement,0.042385860887401594,,,
draw,A_diagnostic,low_transition,R1_minus_R0,7.0,log_loss_improvement,0.00047468837208483605,,,
draw,A_diagnostic,low_transition,R1_minus_R0,7.0,brier_improvement,5.998885123509323e-07,,,
draw,B,pooled,F1_minus_F0,7.0,multiclass_log_loss_improvement,0.0029485004249681923,,,
draw,B,pooled,F1_minus_F0,7.0,multiclass_brier_improvement,-0.00026089561722442145,,,
draw,B,pooled,F1_minus_F0,7.0,top_two_accuracy_improvement,-0.0012361533654275947,,,
draw,A_primary,pooled,U1_minus_U0,8.0,log_loss_improvement,0.005469625677018142,,,
draw,A_primary,pooled,U1_minus_U0,8.0,brier_improvement,0.002001827601735867,,,
draw,A_primary,pooled,U1_minus_U0,8.0,auc_improvement,0.01060861103630606,,,
draw,A_primary,pooled,U1_minus_U0,8.0,top_decile_precision_improvement,0.007655862130663493,,,
draw,A_diagnostic,pooled,R1_minus_R0,8.0,log_loss_improvement,0.0002563010106053365,,,
draw,A_diagnostic,pooled,R1_minus_R0,8.0,brier_improvement,-2.9686384444699287e-05,,,
draw,A_primary,ordinal_6,U1_minus_U0,8.0,log_loss_improvement,0.008031418973519888,,,
draw,A_primary,ordinal_6,U1_minus_U0,8.0,brier_improvement,0.002834188237431118,,,
draw,A_primary,ordinal_6,U1_minus_U0,8.0,auc_improvement,0.01876185527969154,,,
draw,A_primary,ordinal_6,U1_minus_U0,8.0,top_decile_precision_improvement,0.03161698283649511,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,8.0,log_loss_improvement,-0.0010984664402510502,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,8.0,brier_improvement,-0.00035600191979703183,,,
draw,A_primary,ordinal_12,U1_minus_U0,8.0,log_loss_improvement,0.0029078323805162842,,,
draw,A_primary,ordinal_12,U1_minus_U0,8.0,brier_improvement,0.0011694669660406165,,,
draw,A_primary,ordinal_12,U1_minus_U0,8.0,auc_improvement,0.00516018060583423,,,
draw,A_primary,ordinal_12,U1_minus_U0,8.0,top_decile_precision_improvement,0.0033863151658550805,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,8.0,log_loss_improvement,0.001719265964540806,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,8.0,brier_improvement,0.00032269010042242086,,,
draw,A_primary,low_transition,U1_minus_U0,8.0,log_loss_improvement,0.007899432956671615,,,
draw,A_primary,low_transition,U1_minus_U0,8.0,brier_improvement,0.0029036668245578656,,,
draw,A_primary,low_transition,U1_minus_U0,8.0,auc_improvement,0.018066874699510627,,,
draw,A_primary,low_transition,U1_minus_U0,8.0,top_decile_precision_improvement,-0.006392045454545525,,,
draw,A_diagnostic,low_transition,R1_minus_R0,8.0,log_loss_improvement,0.0009511559016249227,,,
draw,A_diagnostic,low_transition,R1_minus_R0,8.0,brier_improvement,0.00014683632505924082,,,
draw,B,pooled,F1_minus_F0,8.0,multiclass_log_loss_improvement,0.0036137281696063672,,,
draw,B,pooled,F1_minus_F0,8.0,multiclass_brier_improvement,0.0001514482010572249,,,
draw,B,pooled,F1_minus_F0,8.0,top_two_accuracy_improvement,-0.003050524308865432,,,
draw,A_primary,pooled,U1_minus_U0,9.0,log_loss_improvement,0.0041110785637406,,,
draw,A_primary,pooled,U1_minus_U0,9.0,brier_improvement,0.001509270280035141,,,
draw,A_primary,pooled,U1_minus_U0,9.0,auc_improvement,0.00781300342633362,,,
draw,A_primary,pooled,U1_minus_U0,9.0,top_decile_precision_improvement,0.021404481848520618,,,
draw,A_diagnostic,pooled,R1_minus_R0,9.0,log_loss_improvement,0.0003613623417086098,,,
draw,A_diagnostic,pooled,R1_minus_R0,9.0,brier_improvement,5.225974231522906e-05,,,
draw,A_primary,ordinal_6,U1_minus_U0,9.0,log_loss_improvement,0.006378763867874171,,,
draw,A_primary,ordinal_6,U1_minus_U0,9.0,brier_improvement,0.002406034640943605,,,
draw,A_primary,ordinal_6,U1_minus_U0,9.0,auc_improvement,0.012079963812820727,,,
draw,A_primary,ordinal_6,U1_minus_U0,9.0,top_decile_precision_improvement,0.07553366174055809,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,9.0,log_loss_improvement,-0.000684385387305142,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,9.0,brier_improvement,-0.0001292142766065249,,,
draw,A_primary,ordinal_12,U1_minus_U0,9.0,log_loss_improvement,0.001843393259606696,,,
draw,A_primary,ordinal_12,U1_minus_U0,9.0,brier_improvement,0.0006125059191267046,,,
draw,A_primary,ordinal_12,U1_minus_U0,9.0,auc_improvement,0.0038482192686923877,,,
draw,A_primary,ordinal_12,U1_minus_U0,9.0,top_decile_precision_improvement,0.010391774945903043,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,9.0,log_loss_improvement,0.001497711312676342,,,
draw,A_diagnostic,ordinal_12,R1_minus_R0,9.0,brier_improvement,0.00024945626394057285,,,
draw,A_primary,low_transition,U1_minus_U0,9.0,log_loss_improvement,0.0065362683580283965,,,
draw,A_primary,low_transition,U1_minus_U0,9.0,brier_improvement,0.002333489288422086,,,
draw,A_primary,low_transition,U1_minus_U0,9.0,auc_improvement,0.014353944917377182,,,
draw,A_primary,low_transition,U1_minus_U0,9.0,top_decile_precision_improvement,-0.01813088541029717,,,
draw,A_diagnostic,low_transition,R1_minus_R0,9.0,log_loss_improvement,0.0006944943567424589,,,
draw,A_diagnostic,low_transition,R1_minus_R0,9.0,brier_improvement,7.033884069290036e-05,,,
draw,B,pooled,F1_minus_F0,9.0,multiclass_log_loss_improvement,-0.001475362940448366,,,
draw,B,pooled,F1_minus_F0,9.0,multiclass_brier_improvement,-0.0037763088662425837,,,
draw,B,pooled,F1_minus_F0,9.0,top_two_accuracy_improvement,0.0005467996140240405,,,
draw,A_primary,pooled,U1_minus_U0,10.0,log_loss_improvement,0.004593065298736376,,,
draw,A_primary,pooled,U1_minus_U0,10.0,brier_improvement,0.0016614646724077975,,,
draw,A_primary,pooled,U1_minus_U0,10.0,auc_improvement,0.009944977421312395,,,
draw,A_primary,pooled,U1_minus_U0,10.0,top_decile_precision_improvement,0.009601255426796795,,,
draw,A_diagnostic,pooled,R1_minus_R0,10.0,log_loss_improvement,0.00019569228583746212,,,
draw,A_diagnostic,pooled,R1_minus_R0,10.0,brier_improvement,-0.00015704035026357227,,,
draw,A_primary,ordinal_6,U1_minus_U0,10.0,log_loss_improvement,0.006918878186915278,,,
draw,A_primary,ordinal_6,U1_minus_U0,10.0,brier_improvement,0.002620588211303121,,,
draw,A_primary,ordinal_6,U1_minus_U0,10.0,auc_improvement,0.016349806435841496,,,
draw,A_primary,ordinal_6,U1_minus_U0,10.0,top_decile_precision_improvement,-0.010398098633392694,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,10.0,log_loss_improvement,-0.00036779608360895666,,,
draw,A_diagnostic,ordinal_6,R1_minus_R0,10.0,brier_improvement,-0.00024031683585319652,,,
draw,A_primary,ordinal_12,U1_minus_U0,10.0,log_loss_improvement,0.0022672524105576963,,,
draw,A_primary,ordinal_12,U1_minus_U0,10.0,brier_improvement,0.0007023411335124741,,,
