period,mechanism,policy,evaluation_scope,eligible_episode_count,acted_episode_count,abstention_count,unique_session_count,unique_transition_event_count,stock_count,call_count,put_count,material_up_count,material_down_count,no_material_move_count,material_direction_accuracy,accuracy_counting_no_move_as_failure,material_prediction_following_rate,material_prediction_opposing_rate,material_following_minus_opposing_rate,mean_aligned_return,median_aligned_return,mean_raw_signed_return,positive_session_rate,positive_month_rate,maximum_stock_share,maximum_month_share,maximum_session_share,maximum_transition_event_share,status
stress,baseline,frozen_D2,all_severe_opening_episodes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,blocked_contaminated_or_unreproducible_lineage
stress,baseline,follow_vti_opening_transition,amplification_acted_episodes,69,69,0,13,13,19,45,24,11,28,30,0.1794871794871795,0.10144927536231885,0.1794871794871795,0.8205128205128205,-0.641025641025641,-0.011238809154258166,-0.008819764460364135,-0.009767697962254041,0.23076923076923078,0.25,0.11594202898550725,0.6231884057971014,0.17391304347826086,0.17391304347826086,evaluated
stress,baseline,oppose_vti_opening_transition,amplification_acted_episodes,69,69,0,13,13,19,24,45,11,28,30,0.8205128205128205,0.463768115942029,0.8205128205128205,0.1794871794871795,0.641025641025641,0.011238809154258166,0.008819764460364135,-0.009767697962254041,0.7692307692307693,0.75,0.11594202898550725,0.6231884057971014,0.17391304347826086,0.17391304347826086,evaluated
stress,baseline,recent_stock_5m_momentum,amplification_acted_episodes,69,68,1,13,13,19,46,22,10,28,30,0.21052631578947367,0.11764705882352941,0.21052631578947367,0.7894736842105263,-0.5789473684210527,-0.010276554634434071,-0.005841215621218971,-0.010213717615368352,0.3076923076923077,0.25,0.11764705882352941,0.6323529411764706,0.17647058823529413,0.17647058823529413,evaluated
stress,baseline,stock_opening_window_momentum,amplification_acted_episodes,69,69,0,13,13,19,45,24,11,28,30,0.1794871794871795,0.10144927536231885,0.1794871794871795,0.8205128205128205,-0.641025641025641,-0.011238809154258166,-0.008819764460364135,-0.009767697962254041,0.23076923076923078,0.25,0.11594202898550725,0.6231884057971014,0.17391304347826086,0.17391304347826086,evaluated
stress,baseline,frozen_A1,amplification_acted_episodes,69,27,42,10,10,15,13,14,4,9,14,0.5384615384615384,0.25925925925925924,0.5384615384615384,0.46153846153846156,0.07692307692307687,0.00030461940282404523,-0.0011894168242568284,-0.010196396744163864,0.5,0.6666666666666666,0.14814814814814814,0.5925925925925926,0.18518518518518517,0.18518518518518517,evaluated
stress,baseline,existing_clean_market_direction_baseline,amplification_acted_episodes,69,69,0,13,13,19,43,26,11,28,30,0.1794871794871795,0.10144927536231885,0.1794871794871795,0.8205128205128205,-0.641025641025641,-0.012285588538202294,-0.008819764460364135,-0.009767697962254041,0.23076923076923078,0.0,0.11594202898550725,0.6231884057971014,0.17391304347826086,0.17391304347826086,evaluated
stress,baseline,always_CALL,amplification_acted_episodes,69,69,0,13,13,19,69,0,11,28,30,0.28205128205128205,0.15942028985507245,0.28205128205128205,0.717948717948718,-0.4358974358974359,-0.009767697962254041,-0.0045275182431419305,-0.009767697962254041,0.3076923076923077,0.25,0.11594202898550725,0.6231884057971014,0.17391304347826086,0.17391304347826086,evaluated
stress,baseline,always_PUT,amplification_acted_episodes,69,69,0,13,13,19,0,69,11,28,30,0.717948717948718,0.4057971014492754,0.717948717948718,0.28205128205128205,0.4358974358974359,0.009767697962254041,0.0045275182431419305,-0.009767697962254041,0.6923076923076923,0.75,0.11594202898550725,0.6231884057971014,0.17391304347826086,0.17391304347826086,evaluated
stress,baseline,frozen_D2,amplification_acted_episodes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,blocked_contaminated_or_unreproducible_lineage
stress,baseline,follow_vti_opening_transition,resistance_acted_episodes,32,32,0,11,11,16,18,14,8,10,14,0.16666666666666666,0.09375,0.16666666666666666,0.8333333333333334,-0.6666666666666667,-0.008300109026633248,-0.007818338557359493,0.0004316676324017611,0.18181818181818182,0.0,0.125,0.46875,0.1875,0.1875,evaluated
stress,baseline,oppose_vti_opening_transition,resistance_acted_episodes,32,32,0,11,11,16,14,18,8,10,14,0.8333333333333334,0.46875,0.8333333333333334,0.16666666666666666,0.6666666666666667,0.008300109026633248,0.007818338557359493,0.0004316676324017611,0.8181818181818182,1.0,0.125,0.46875,0.1875,0.1875,evaluated
stress,baseline,recent_stock_5m_momentum,resistance_acted_episodes,32,32,0,11,11,16,17,15,8,10,14,0.3888888888888889,0.21875,0.3888888888888889,0.6111111111111112,-0.22222222222222227,-0.0007163731299746007,-0.0023257049768639283,0.0004316676324017611,0.5454545454545454,0.25,0.125,0.46875,0.1875,0.1875,evaluated
stress,baseline,stock_opening_window_momentum,resistance_acted_episodes,32,32,0,11,11,16,17,15,8,10,14,0.6666666666666666,0.375,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.005464219951773677,0.0060991185413786465,0.0004316676324017611,0.6363636363636364,1.0,0.125,0.46875,0.1875,0.1875,evaluated
stress,baseline,frozen_A1,resistance_acted_episodes,32,22,10,9,9,14,10,12,4,4,14,0.625,0.22727272727272727,0.625,0.375,0.25,0.0017532402473174563,0.004719393732422363,0.001667553345671153,0.6666666666666666,0.75,0.13636363636363635,0.5454545454545454,0.2727272727272727,0.2727272727272727,evaluated
stress,baseline,existing_clean_market_direction_baseline,resistance_acted_episodes,32,32,0,11,11,16,22,10,8,10,14,0.2777777777777778,0.15625,0.2777777777777778,0.7222222222222222,-0.4444444444444444,-0.004747223808497009,-0.004921642305008906,0.0004316676324017611,0.2727272727272727,0.25,0.125,0.46875,0.1875,0.1875,evaluated
stress,baseline,always_CALL,resistance_acted_episodes,32,32,0,11,11,16,32,0,8,10,14,0.4444444444444444,0.25,0.4444444444444444,0.5555555555555556,-0.11111111111111116,0.0004316676324017611,0.0016097666723708837,0.0004316676324017611,0.36363636363636365,0.5,0.125,0.46875,0.1875,0.1875,evaluated
stress,baseline,always_PUT,resistance_acted_episodes,32,32,0,11,11,16,0,32,8,10,14,0.5555555555555556,0.3125,0.5555555555555556,0.4444444444444444,0.11111111111111116,-0.0004316676324017611,-0.0016097666723708837,0.0004316676324017611,0.6363636363636364,0.5,0.125,0.46875,0.1875,0.1875,evaluated
stress,baseline,frozen_D2,resistance_acted_episodes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,blocked_contaminated_or_unreproducible_lineage
