period,mechanism,dependency,omitted_value,remaining_episode_count,remaining_session_count,remaining_transition_event_count,mean_aligned_return,material_direction_accuracy,accuracy_counting_no_move_as_failure
stress,market_following,stock,RIOT,96,13,13,-0.009998025989143434,0.18867924528301888,0.10416666666666667
stress,market_following,stock,RIVN,95,13,13,-0.011111569683219056,0.16071428571428573,0.09473684210526316
stress,market_following,stock,SMCI,100,13,13,-0.010113058964475922,0.17857142857142858,0.1
stress,market_following,stock,SOFI,95,13,13,-0.010717863827377756,0.18181818181818182,0.10526315789473684
stress,market_following,stock,WULF,96,13,13,-0.01052890760517941,0.16666666666666666,0.09375
stress,amplification_continuation,stock,AAL,66,13,13,-0.011735990780765454,0.1794871794871795,0.10606060606060606
stress,amplification_continuation,stock,AAOI,67,13,13,-0.010897420267496207,0.1891891891891892,0.1044776119402985
stress,amplification_continuation,stock,APLD,65,13,13,-0.010127782240917732,0.2,0.1076923076923077
stress,amplification_continuation,stock,ASTS,67,13,13,-0.011464122236260019,0.1794871794871795,0.1044776119402985
stress,amplification_continuation,stock,CIFR,61,13,13,-0.011745209720404732,0.17142857142857143,0.09836065573770492
stress,amplification_continuation,stock,HIMS,64,13,13,-0.011877606994734457,0.16666666666666666,0.09375
stress,amplification_continuation,stock,IONQ,63,13,13,-0.011045731794003682,0.19444444444444445,0.1111111111111111
stress,amplification_continuation,stock,IREN,66,13,13,-0.011261874563219164,0.16216216216216217,0.09090909090909091
stress,amplification_continuation,stock,MARA,66,13,13,-0.011210726726965306,0.1891891891891892,0.10606060606060606
stress,amplification_continuation,stock,MP,65,13,13,-0.012120455726467968,0.16216216216216217,0.09230769230769231
stress,amplification_continuation,stock,MRNA,68,13,13,-0.011472993962174265,0.1794871794871795,0.10294117647058823
stress,amplification_continuation,stock,MSTR,67,13,13,-0.01098782525339712,0.18421052631578946,0.1044776119402985
stress,amplification_continuation,stock,NVTS,64,13,13,-0.010639202229680225,0.17142857142857143,0.09375
stress,amplification_continuation,stock,QBTS,63,13,13,-0.010347302552643111,0.17647058823529413,0.09523809523809523
stress,amplification_continuation,stock,RGTI,67,13,13,-0.01070013827750787,0.18421052631578946,0.1044776119402985
stress,amplification_continuation,stock,RIOT,66,13,13,-0.011048883498834669,0.1891891891891892,0.10606060606060606
stress,amplification_continuation,stock,RIVN,67,13,13,-0.01174312107998122,0.1794871794871795,0.1044776119402985
stress,amplification_continuation,stock,SOFI,65,13,13,-0.01157482283919887,0.18421052631578946,0.1076923076923077
stress,amplification_continuation,stock,WULF,65,13,13,-0.011531450404615255,0.16666666666666666,0.09230769230769231
stress,resistance_reversal,stock,AAL,28,10,10,0.009263415656178522,0.875,0.5
stress,resistance_reversal,stock,ASTS,31,11,11,0.007492865953966165,0.8235294117647058,0.45161290322580644
stress,resistance_reversal,stock,CIFR,31,11,11,0.008042118918883626,0.8235294117647058,0.45161290322580644
stress,resistance_reversal,stock,IONQ,29,11,11,0.007963993322964392,0.8235294117647058,0.4827586206896552
stress,resistance_reversal,stock,IREN,29,10,10,0.007580981786526321,0.8235294117647058,0.4827586206896552
stress,resistance_reversal,stock,MARA,31,11,11,0.008828724044460678,0.8333333333333334,0.4838709677419355
stress,resistance_reversal,stock,MP,28,11,11,0.007663080994773365,0.8,0.42857142857142855
stress,resistance_reversal,stock,MSTR,31,11,11,0.008058678092328884,0.8235294117647058,0.45161290322580644
stress,resistance_reversal,stock,NVTS,30,11,11,0.00860665848241496,0.8235294117647058,0.4666666666666667
stress,resistance_reversal,stock,QBTS,31,11,11,0.008173000549309674,0.8235294117647058,0.45161290322580644
stress,resistance_reversal,stock,RGTI,31,11,11,0.009043957753112447,0.8823529411764706,0.4838709677419355
stress,resistance_reversal,stock,RIOT,30,11,11,0.007686139467822724,0.8125,0.43333333333333335
stress,resistance_reversal,stock,RIVN,28,10,10,0.009600357412395297,0.8823529411764706,0.5357142857142857
stress,resistance_reversal,stock,SMCI,31,11,11,0.007607356929154157,0.8235294117647058,0.45161290322580644
stress,resistance_reversal,stock,SOFI,30,11,11,0.00886111930176534,0.8235294117647058,0.4666666666666667
stress,resistance_reversal,stock,WULF,31,11,11,0.008426801735394576,0.8333333333333334,0.4838709677419355
