year_month,lookback_bars,precursor_type,events,observed_prevalence,mean_null_prevalence,enrichment
2025-06,6,any_prior_registered_completion,79,0.341772151898734,0.109367088607595,0.232405063291139
2025-06,6,hidden_5_6_5,79,0.0126582278481013,0.030379746835443,-0.0177215189873418
2025-06,6,hidden_2_3_2,79,0.0253164556962025,0.0683544303797468,-0.0430379746835443
2025-06,6,hidden_2_5_2,79,0,0.00810126582278481,-0.00810126582278481
2025-06,6,hidden_4_7_4,79,0,0.00607594936708861,-0.00607594936708861
2025-06,6,hidden_other_unregistered_family,79,0.341772151898734,0.217215189873418,0.124556962025316
2025-06,6,any_hidden_unregistered_completion,79,0.367088607594937,0.292151898734177,0.0749367088607595
2025-06,6,active_prefix_immediately_before_completion,79,1,0.820253164556962,0.179746835443038
2025-06,6,active_prefix_any,79,1,0.966582278481013,0.0334177215189873
2025-06,6,matching_prefix_any,79,1,0.643037974683544,0.356962025316456
2025-06,6,other_prefix_any,79,1,0.966582278481013,0.0334177215189873
2025-06,6,any_regime_transition,79,0.886075949367089,0.667341772151899,0.21873417721519
2025-06,6,no_identified_structural_precursor,79,0,0.0253164556962025,-0.0253164556962025
2025-06,12,same_registered_identity,79,0.30379746835443,0.0556962025316456,0.248101265822785
2025-06,12,same_registered_broad_family_different_identity,79,0.0506329113924051,0.079493670886076,-0.0288607594936709
2025-06,12,different_registered_broad_family,79,0.0632911392405063,0.0141772151898734,0.0491139240506329
2025-06,12,any_prior_registered_completion,79,0.417721518987342,0.14379746835443,0.273924050632911
2025-06,12,hidden_5_6_5,79,0.0253164556962025,0.0769620253164557,-0.0516455696202532
2025-06,12,hidden_2_3_2,79,0.0886075949367089,0.107848101265823,-0.0192405063291139
2025-06,12,hidden_2_5_2,79,0,0.0141772151898734,-0.0141772151898734
2025-06,12,hidden_4_7_4,79,0.0126582278481013,0.00911392405063291,0.00354430379746835
2025-06,12,hidden_other_unregistered_family,79,0.417721518987342,0.289113924050633,0.128607594936709
2025-06,12,any_hidden_unregistered_completion,79,0.455696202531646,0.413670886075949,0.0420253164556961
2025-06,12,active_prefix_immediately_before_completion,79,1,0.820253164556962,0.179746835443038
2025-06,12,active_prefix_any,79,1,0.997974683544304,0.00202531645569626
2025-06,12,matching_prefix_any,79,1,0.72253164556962,0.27746835443038
2025-06,12,other_prefix_any,79,1,0.997974683544304,0.00202531645569626
2025-06,12,any_regime_transition,79,0.974683544303797,0.887088607594937,0.0875949367088609
2025-06,12,no_identified_structural_precursor,79,0,0.0010126582278481,-0.0010126582278481
2025-07,3,same_registered_identity,88,0.159090909090909,0.0295454545454545,0.129545454545455
2025-07,3,same_registered_broad_family_different_identity,88,0.0113636363636364,0.0245454545454545,-0.0131818181818182
2025-07,3,different_registered_broad_family,88,0,0.000454545454545455,-0.000454545454545455
2025-07,3,any_prior_registered_completion,88,0.170454545454545,0.0540909090909091,0.116363636363636
2025-07,3,hidden_5_6_5,88,0.0340909090909091,0.00909090909090909,0.025
2025-07,3,hidden_2_3_2,88,0.0227272727272727,0.0695454545454545,-0.0468181818181818
2025-07,3,hidden_2_5_2,88,0,0.00727272727272727,-0.00727272727272727
2025-07,3,hidden_4_7_4,88,0,0.0113636363636364,-0.0113636363636364
2025-07,3,hidden_other_unregistered_family,88,0.25,0.198636363636364,0.0513636363636364
2025-07,3,any_hidden_unregistered_completion,88,0.272727272727273,0.259545454545455,0.0131818181818181
2025-07,3,active_prefix_immediately_before_completion,88,1,0.718181818181818,0.281818181818182
2025-07,3,active_prefix_any,88,1,0.840454545454545,0.159545454545455
2025-07,3,matching_prefix_any,88,1,0.484545454545455,0.515454545454545
2025-07,3,other_prefix_any,88,1,0.840454545454545,0.159545454545455
2025-07,3,any_regime_transition,88,0.761363636363636,0.515454545454545,0.245909090909091
2025-07,3,no_identified_structural_precursor,88,0,0.119090909090909,-0.119090909090909
2025-07,6,same_registered_identity,88,0.193181818181818,0.0386363636363636,0.154545454545455
2025-07,6,same_registered_broad_family_different_identity,88,0.0568181818181818,0.0559090909090909,0.000909090909090908
2025-07,6,different_registered_broad_family,88,0.0113636363636364,0.000454545454545455,0.0109090909090909
2025-07,6,any_prior_registered_completion,88,0.25,0.0922727272727273,0.157727272727273
2025-07,6,hidden_5_6_5,88,0.0454545454545455,0.0268181818181818,0.0186363636363636
2025-07,6,hidden_2_3_2,88,0.0795454545454545,0.112272727272727,-0.0327272727272727
2025-07,6,hidden_2_5_2,88,0,0.0140909090909091,-0.0140909090909091
2025-07,6,hidden_4_7_4,88,0,0.0145454545454545,-0.0145454545454545
2025-07,6,hidden_other_unregistered_family,88,0.340909090909091,0.292727272727273,0.0481818181818182
2025-07,6,any_hidden_unregistered_completion,88,0.397727272727273,0.386818181818182,0.0109090909090909
2025-07,6,active_prefix_immediately_before_completion,88,1,0.718181818181818,0.281818181818182
2025-07,6,active_prefix_any,88,1,0.933181818181818,0.0668181818181819
2025-07,6,matching_prefix_any,88,1,0.619090909090909,0.380909090909091
2025-07,6,other_prefix_any,88,1,0.933181818181818,0.0668181818181819
2025-07,6,any_regime_transition,88,0.897727272727273,0.757727272727273,0.14
2025-07,6,no_identified_structural_precursor,88,0,0.0454545454545454,-0.0454545454545454
2025-07,12,same_registered_identity,88,0.227272727272727,0.0427272727272727,0.184545454545455
2025-07,12,same_registered_broad_family_different_identity,88,0.102272727272727,0.0854545454545454,0.0168181818181818
2025-07,12,different_registered_broad_family,88,0.0113636363636364,0.000454545454545455,0.0109090909090909
2025-07,12,any_prior_registered_completion,88,0.318181818181818,0.124090909090909,0.194090909090909
2025-07,12,hidden_5_6_5,88,0.125,0.0768181818181818,0.0481818181818182
2025-07,12,hidden_2_3_2,88,0.125,0.149545454545455,-0.0245454545454545
