detector,period,deleted_symbol,rows,target_first_precision,precision_lift,dynamic_mean_net_bps
H5_activity_activated_downside_expansion_long,2026,MRNA,205,0.4195121951219512,0.02926829268292683,-13.780151555816701
H5_activity_activated_downside_expansion_long,2026,MSTR,208,0.4230769230769231,0.02403846153846154,-13.642251329383651
H5_activity_activated_downside_expansion_long,2026,NVTS,190,0.4105263157894737,-0.005263157894736842,-14.33545768343398
H5_activity_activated_downside_expansion_long,2026,QBTS,200,0.43,0.04,-13.426176669343896
H5_activity_activated_downside_expansion_long,2026,RGTI,200,0.42,0.02,-13.685086802427627
H5_activity_activated_downside_expansion_long,2026,RIOT,193,0.41968911917098445,0.02072538860103627,-13.711927220852706
H5_activity_activated_downside_expansion_long,2026,RIVN,209,0.42105263157894735,0.023923444976076555,-13.777284988239007
H5_activity_activated_downside_expansion_long,2026,SMCI,209,0.4258373205741627,0.028708133971291867,-13.539596967055369
H5_activity_activated_downside_expansion_long,2026,SOFI,210,0.4238095238095238,0.02857142857142857,-13.628240031917223
H5_activity_activated_downside_expansion_long,2026,WULF,199,0.4221105527638191,0.02512562814070352,-13.588151185479427
