record_type,draw,metric,null_value,real_value,null_q90,real_percentile
draw,9,behavioural_system_minus_predecessor_delayed_return_after_20bps,-14.229243322689651,-25.380983515043376,,
draw,10,behavioural_system_minus_predecessor_delayed_return_after_20bps,0.12694578422552394,-25.380983515043376,,
draw,11,behavioural_system_minus_predecessor_delayed_return_after_20bps,15.801539329058768,-25.380983515043376,,
draw,12,behavioural_system_minus_predecessor_delayed_return_after_20bps,10.450476654282761,-25.380983515043376,,
draw,13,behavioural_system_minus_predecessor_delayed_return_after_20bps,-15.872387217090289,-25.380983515043376,,
draw,14,behavioural_system_minus_predecessor_delayed_return_after_20bps,-3.6622211536877378,-25.380983515043376,,
draw,15,behavioural_system_minus_predecessor_delayed_return_after_20bps,-17.544235519184877,-25.380983515043376,,
draw,16,behavioural_system_minus_predecessor_delayed_return_after_20bps,-22.326467571266424,-25.380983515043376,,
draw,17,behavioural_system_minus_predecessor_delayed_return_after_20bps,-15.006084457739156,-25.380983515043376,,
draw,18,behavioural_system_minus_predecessor_delayed_return_after_20bps,-5.687722873393529,-25.380983515043376,,
draw,19,behavioural_system_minus_predecessor_delayed_return_after_20bps,-34.781778453449185,-25.380983515043376,,
draw,20,behavioural_system_minus_predecessor_delayed_return_after_20bps,-0.78251140364059035,-25.380983515043376,,
draw,21,behavioural_system_minus_predecessor_delayed_return_after_20bps,-37.774803481059053,-25.380983515043376,,
draw,22,behavioural_system_minus_predecessor_delayed_return_after_20bps,-26.687347272798313,-25.380983515043376,,
draw,23,behavioural_system_minus_predecessor_delayed_return_after_20bps,-14.112031306332602,-25.380983515043376,,
draw,24,behavioural_system_minus_predecessor_delayed_return_after_20bps,-16.559888400230918,-25.380983515043376,,
draw,25,behavioural_system_minus_predecessor_delayed_return_after_20bps,-17.318407370947099,-25.380983515043376,,
draw,26,behavioural_system_minus_predecessor_delayed_return_after_20bps,3.5071733050745149,-25.380983515043376,,
draw,27,behavioural_system_minus_predecessor_delayed_return_after_20bps,-20.780150518635775,-25.380983515043376,,
draw,28,behavioural_system_minus_predecessor_delayed_return_after_20bps,-13.569300392054165,-25.380983515043376,,
draw,29,behavioural_system_minus_predecessor_delayed_return_after_20bps,10.182578863273482,-25.380983515043376,,
draw,30,behavioural_system_minus_predecessor_delayed_return_after_20bps,-22.292822013261016,-25.380983515043376,,
draw,31,behavioural_system_minus_predecessor_delayed_return_after_20bps,9.6908606192871254,-25.380983515043376,,
draw,32,behavioural_system_minus_predecessor_delayed_return_after_20bps,5.9060192258771513,-25.380983515043376,,
draw,33,behavioural_system_minus_predecessor_delayed_return_after_20bps,15.166754953878078,-25.380983515043376,,
draw,34,behavioural_system_minus_predecessor_delayed_return_after_20bps,8.7409370340091144,-25.380983515043376,,
draw,35,behavioural_system_minus_predecessor_delayed_return_after_20bps,18.63286684367192,-25.380983515043376,,
draw,36,behavioural_system_minus_predecessor_delayed_return_after_20bps,-17.8900234621543,-25.380983515043376,,
draw,37,behavioural_system_minus_predecessor_delayed_return_after_20bps,-16.670976634717295,-25.380983515043376,,
draw,38,behavioural_system_minus_predecessor_delayed_return_after_20bps,-20.934961353942217,-25.380983515043376,,
draw,39,behavioural_system_minus_predecessor_delayed_return_after_20bps,-24.137946417934543,-25.380983515043376,,
draw,40,behavioural_system_minus_predecessor_delayed_return_after_20bps,-58.873178020094073,-25.380983515043376,,
draw,41,behavioural_system_minus_predecessor_delayed_return_after_20bps,1.7258660906136558,-25.380983515043376,,
draw,42,behavioural_system_minus_predecessor_delayed_return_after_20bps,-3.9035789249783539,-25.380983515043376,,
draw,43,behavioural_system_minus_predecessor_delayed_return_after_20bps,-12.07436482757849,-25.380983515043376,,
draw,44,behavioural_system_minus_predecessor_delayed_return_after_20bps,-2.223695123415335,-25.380983515043376,,
draw,45,behavioural_system_minus_predecessor_delayed_return_after_20bps,5.4481242656658209,-25.380983515043376,,
draw,46,behavioural_system_minus_predecessor_delayed_return_after_20bps,11.054165351524565,-25.380983515043376,,
draw,47,behavioural_system_minus_predecessor_delayed_return_after_20bps,11.892300440734669,-25.380983515043376,,
draw,48,behavioural_system_minus_predecessor_delayed_return_after_20bps,-7.6208973079316218,-25.380983515043376,,
draw,49,behavioural_system_minus_predecessor_delayed_return_after_20bps,-2.7957942266363203,-25.380983515043376,,
summary,-1,D2_minus_D1_brier_improvement,-0.0015956027639188741,-0.0033672559176859962,4.9887870357198671e-05,0.10000000000000001
summary,-1,D2_minus_D1_log_loss_improvement,-0.0035774886385143635,-0.0082053537481308059,-6.2702305723338908e-05,0.059999999999999998
summary,-1,D3_minus_D2_brier_improvement,-0.00064196392449899771,-0.0013928276662612538,0.0002265824536364869,0.20000000000000001
summary,-1,P2_minus_P1_brier_improvement,0.00097247991509123721,0.001245144215554439,0.0012779764029772684,0.85999999999999999
summary,-1,P2_minus_P1_log_loss_improvement,0.0030172663213484541,0.0058384321569830422,0.0038053202438248558,1
summary,-1,P3_minus_P2_brier_improvement,-5.7402955516009377e-05,-0.00038516517470746359,6.8876948408416806e-05,0
summary,-1,behavioural_system_minus_predecessor_delayed_return_after_20bps,-7.8843413733420622,-25.380983515043376,11.812533092803605,0.10000000000000001
