signature_id,direction,stage,condition_count,conditions,feature_support_rows,rejection_reasons,source,conditions_json,rows,sessions,stocks,months,long_count,short_count,neutral_count,long_rate,short_rate,neutral_rate,base_long_rate,base_short_rate,base_neutral_rate,long_lift,short_lift,directional_lift,opposite_direction_excess,mean_directional_net_bps,mean_opposite_net_bps,median_directional_net_bps,directional_economic_advantage_bps,total_net_bps,total_cost_bps,positive_payoff_rate,profit_factor,maximum_drawdown_bps,coverage,abstention,positive_month_fraction,top_stock_absolute_contribution_share,top_five_stock_absolute_contribution_share,stock_contribution_hhi,top_month_absolute_contribution_share,top_five_month_absolute_contribution_share,month_contribution_hhi,twice_cost_mean_net_bps,raw_p_value,neighbourhood_stability,discovery_score,fdr_q_value,discovery_supported_effect,discovery_eligible,rejection_reasons_json,tree_leaf_mean_directional_net_bps
short__previous_state__4.0__typical_price_distance_bin__below_minus_one_scale__62b8a7e55d,SHORT,pairwise,2,"[{'feature': 'previous_state', 'operator': '==', 'value': 4.0, 'family': 'structural_state'}, {'feature': 'typical_price_distance_bin', 'operator': '==', 'value': 'below_minus_one_scale', 'family': 'price_location'}]",508,['fdr_not_passed'],pairwise,"[{""family"":""structural_state"",""feature"":""previous_state"",""operator"":""=="",""value"":4.0},{""family"":""price_location"",""feature"":""typical_price_distance_bin"",""operator"":""=="",""value"":""below_minus_one_scale""}]",508,174,20,12,211,255,42,0.415354330709,0.501968503937,0.0826771653543,0.441206543967,0.461247443763,0.0975460122699,-0.0258522132586,0.0407210601742,0.0407210601742,-0.0258522132586,5.4744785778,-25.4744785778,10.7159994302,30.9489571556,2781.03511752,5080,0.517716535433,1.06568942384,3359.73280346,0.0519427402863,0.948057259714,0.583333333333,0.136537328791,0.509086921087,0.0791924005395,0.168850387323,0.638672694483,0.109550517068,-4.5255214222,0.647055518343,1,-0.116573756379,0.999955450325,True,False,"[""fdr_not_passed""]",
short__return_12_cross_sectional_rank_bin__middle_60__state_motif_2__6gt5__259817ea02,SHORT,pairwise,2,"[{'feature': 'return_12_cross_sectional_rank_bin', 'operator': '==', 'value': 'middle_60', 'family': 'cross_sectional'}, {'feature': 'state_motif_2', 'operator': '==', 'value': '6>5', 'family': 'state_history'}]",244,['fdr_not_passed'],pairwise,"[{""family"":""cross_sectional"",""feature"":""return_12_cross_sectional_rank_bin"",""operator"":""=="",""value"":""middle_60""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""6>5""}]",244,129,19,12,106,119,19,0.434426229508,0.487704918033,0.077868852459,0.441206543967,0.461247443763,0.0975460122699,-0.00678031445908,0.02645747427,0.02645747427,-0.00678031445908,5.99413514258,-25.9941351426,-2.09798967898,31.9882702852,1462.56897479,2440,0.495901639344,1.06108045641,3907.68942134,0.0249488752556,0.975051124744,0.583333333333,0.168951689164,0.555796248494,0.0852786983575,0.269516569552,0.734442013757,0.148575624001,-4.00586485742,0.0188908101635,1,-0.109737531684,0.999955450325,True,False,"[""fdr_not_passed""]",
short__state_motif_2__0gt3__c4ba041a93,SHORT,univariate,1,"[{'feature': 'state_motif_2', 'operator': '==', 'value': '0>3', 'family': 'state_history'}]",201,['fdr_not_passed'],univariate,"[{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""0>3""}]",201,113,17,12,83,98,20,0.412935323383,0.487562189055,0.0995024875622,0.441206543967,0.461247443763,0.0975460122699,-0.0282712205842,0.0263147452919,0.0263147452919,-0.0282712205842,1.229063874,-21.229063874,-10,22.458127748,247.041838674,2010,0.487562189055,1.02397121329,2767.07372228,0.0205521472393,0.979447852761,0.583333333333,0.191624897616,0.581135377523,0.0993428081648,0.21178430373,0.745666037808,0.135848760638,-8.770936126,0.701103495784,1,-0.098802035588,0.999955450325,True,False,"[""fdr_not_passed""]",
short__state_motif_2__2gt1__universe_breadth_bin__weak__35f52d9166,SHORT,pairwise,2,"[{'feature': 'state_motif_2', 'operator': '==', 'value': '2>1', 'family': 'state_history'}, {'feature': 'universe_breadth_bin', 'operator': '==', 'value': 'weak', 'family': 'cross_sectional_environment'}]",97,['fdr_not_passed'],pairwise,"[{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""2>1""},{""family"":""cross_sectional_environment"",""feature"":""universe_breadth_bin"",""operator"":""=="",""value"":""weak""}]",97,62,17,12,40,46,11,0.412371134021,0.474226804124,0.113402061856,0.441206543967,0.461247443763,0.0975460122699,-0.0288354099467,0.0129793603609,0.0129793603609,-0.0288354099467,9.6492690153,-29.6492690153,3.0369460427,39.2985380306,935.979094484,970,0.505154639175,1.18109154528,1237.11134934,0.009918200409,0.990081799591,0.583333333333,0.186404431207,0.565369002145,0.0936962423474,0.224402785504,0.69043961873,0.124896785011,-0.350730984699,0.512415105786,1,-0.0987290045937,0.999955450325,True,False,"[""fdr_not_passed""]",
short__realised_volatility_bin__middle__state_motif_3__2gt1gt3__6ea06b21bb,SHORT,pairwise,2,"[{'feature': 'realised_volatility_bin', 'operator': '==', 'value': 'middle', 'family': 'range'}, {'feature': 'state_motif_3', 'operator': '==', 'value': '2>1>3', 'family': 'state_history'}]",81,['fdr_not_passed'],pairwise,"[{""family"":""range"",""feature"":""realised_volatility_bin"",""operator"":""=="",""value"":""middle""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""2>1>3""}]",81,64,19,12,25,42,14,0.308641975309,0.518518518519,0.172839506173,0.441206543967,0.461247443763,0.0975460122699,-0.132564568659,0.0572710747557,0.0572710747557,-0.132564568659,9.70065088003,-29.70065088,11.4915579669,39.4013017601,785.752721282,810,0.555555555556,1.2734423679,685.959157013,0.00828220858896,0.991717791411,0.583333333333,0.152729729303,0.484127274033,0.0725357237835,0.226522117495,0.711588395102,0.126832902801,-0.299349119973,0.272911772658,1,-0.0986800527003,0.999955450325,True,False,"[""fdr_not_passed""]",
short__session_return_bin__minus_one_to_zero__state_motif_2__4gt6__068d98b17e,SHORT,pairwise,2,"[{'feature': 'session_return_bin', 'operator': '==', 'value': 'minus_one_to_zero', 'family': 'price_location'}, {'feature': 'state_motif_2', 'operator': '==', 'value': '4>6', 'family': 'state_history'}]",115,['fdr_not_passed'],pairwise,"[{""family"":""price_location"",""feature"":""session_return_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""4>6""}]",115,86,20,12,43,66,6,0.373913043478,0.573913043478,0.0521739130435,0.441206543967,0.461247443763,0.0975460122699,-0.067293500489,0.112665599715,0.112665599715,-0.067293500489,6.89446022725,-26.8944602272,31.1183529316,33.7889204545,792.862926133,1150,0.573913043478,1.07153485652,2497.00333516,0.0117586912065,0.988241308793,0.583333333333,0.175560918692,0.626087910116,0.0994442665397,0.213327318036,0.735840189944,0.129793177564,-3.10553977275,0.739267174193,1,-0.097681282739,0.999955450325,True,False,"[""fdr_not_passed""]",
short__current_state__3.0__6a38be7585,SHORT,univariate,1,"[{'feature': 'current_state', 'operator': '==', 'value': 3.0, 'family': 'structural_state'}]",1864,['fdr_not_passed'],univariate,"[{""family"":""structural_state"",""feature"":""current_state"",""operator"":""=="",""value"":3.0}]",1864,233,20,12,763,875,226,0.409334763948,0.469420600858,0.121244635193,0.441206543967,0.461247443763,0.0975460122699,-0.0318717800188,0.00817315709559,0.00817315709559,-0.0318717800188,2.97930436346,-22.9793043635,-0.233211313803,25.9586087269,5553.42333349,18640,0.49839055794,1.04937149358,6458.45953907,0.190593047035,0.809406952965,0.583333333333,0.14350341903,0.468182319087,0.0712432576942,0.184643426514,0.728435290899,0.12686119243,-7.02069563654,0.773208904653,1,-0.0583359477599,0.999955450325,True,False,"[""fdr_not_passed""]",
short__current_state__6.0__return_12_cross_sectional_rank_bin__bottom_20__36786198ef,SHORT,pairwise,2,"[{'feature': 'current_state', 'operator': '==', 'value': 6.0, 'family': 'structural_state'}, {'feature': 'return_12_cross_sectional_rank_bin', 'operator': '==', 'value': 'bottom_20', 'family': 'cross_sectional'}]",740,['fdr_not_passed'],pairwise,"[{""family"":""structural_state"",""feature"":""current_state"",""operator"":""=="",""value"":6.0},{""family"":""cross_sectional"",""feature"":""return_12_cross_sectional_rank_bin"",""operator"":""=="",""value"":""bottom_20""}]",740,220,20,12,300,387,53,0.405405405405,0.522972972973,0.0716216216216,0.441206543967,0.461247443763,0.0975460122699,-0.0358011385619,0.0617255292102,0.0617255292102,-0.0358011385619,9.164343635,-29.164343635,17.5419937281,38.32868727,6781.6142899,7400,0.545945945946,1.09159656137,4930.37115378,0.0756646216769,0.924335378323,0.583333333333,0.164076780479,0.502099455935,0.079949931163,0.157952733298,0.638479021468,0.105985312264,-0.835656365002,0.559737214483,1,0.00329991472673,0.999955450325,True,False,"[""fdr_not_passed""]",
short__current_state__6.0__97c90d6618,SHORT,univariate,1,"[{'feature': 'current_state', 'operator': '==', 'value': 6.0, 'family': 'structural_state'}]",1741,['fdr_not_passed'],univariate,"[{""family"":""structural_state"",""feature"":""current_state"",""operator"":""=="",""value"":6.0}]",1741,233,20,12,741,878,122,0.425617461229,0.504307869041,0.07007466973,0.441206543967,0.461247443763,0.0975460122699,-0.0155890827381,0.043060425278,0.043060425278,-0.0155890827381,4.62326430263,-24.6232643026,11.4982109639,29.2465286053,8049.10315087,17410,0.524985640437,1.04690095896,13362.9424152,0.178016359918,0.821983640082,0.583333333333,0.122193684313,0.516509178438,0.0751681757159,0.229977644683,0.790192112295,0.146589776607,-5.37673569737,0.750966729942,1,0.0099637902388,0.999955450325,True,False,"[""fdr_not_passed""]",
short__state_motif_2__4gt3__42aea10a80,SHORT,univariate,1,"[{'feature': 'state_motif_2', 'operator': '==', 'value': '4>3', 'family': 'state_history'}]",410,['fdr_not_passed'],univariate,"[{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""4>3""}]",410,168,20,12,174,190,46,0.424390243902,0.463414634146,0.112195121951,0.441206543967,0.461247443763,0.0975460122699,-0.0168163000648,0.00216719038356,0.00216719038356,-0.0168163000648,8.37510406702,-28.375104067,-1.84133917656,36.750208134,3433.79266748,4100,0.492682926829,1.12828931236,3360.97586273,0.0419222903885,0.958077709611,0.583333333333,0.178977273699,0.55103579484,0.0853519879966,0.210545804618,0.688332882327,0.116446645069,-1.62489593298,0.375082886363,1,0.0955380630118,0.999955450325,True,False,"[""fdr_not_passed""]",
short__state_motif_3__6gt4gt6__8966538a8a,SHORT,univariate,1,"[{'feature': 'state_motif_3', 'operator': '==', 'value': '6>4>6', 'family': 'state_history'}]",292,['fdr_not_passed'],univariate,"[{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""6>4>6""}]",292,131,19,12,121,154,17,0.414383561644,0.527397260274,0.0582191780822,0.441206543967,0.461247443763,0.0975460122699,-0.0268229823234,0.0661498165112,0.0661498165112,-0.0268229823234,8.25477778445,-28.2547777844,19.1590846541,36.5095555689,2410.39511306,2920,0.530821917808,1.08295690663,3096.36461002,0.0298568507157,0.970143149284,0.583333333333,0.199278618115,0.702500504991,0.12437564123,0.161027431682,0.668942007251,0.113672044835,-1.74522221555,0.5882433958,1,0.129351745011,0.999955450325,True,False,"[""fdr_not_passed""]",
short__state_motif_2__4gt6__486769d45f,SHORT,univariate,1,"[{'feature': 'state_motif_2', 'operator': '==', 'value': '4>6', 'family': 'state_history'}]",634,['fdr_not_passed'],univariate,"[{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""4>6""}]",634,190,20,12,261,336,37,0.41167192429,0.529968454259,0.0583596214511,0.441206543967,0.461247443763,0.0975460122699,-0.0295346196771,0.0687210104959,0.0687210104959,-0.0295346196771,8.4085920136,-28.4085920136,21.2388222622,36.8171840272,5331.04733662,6340,0.536277602524,1.08797900808,7309.42084258,0.0648261758691,0.935173824131,0.583333333333,0.18862455991,0.633863618574,0.109463428148,0.161062061641,0.62399162676,0.106597388459,-1.5914079864,0.545980148863,1,0.135337856519,0.999955450325,True,False,"[""fdr_not_passed""]",
short__state_motif_2__1gt3__b2e844bdad,SHORT,univariate,1,"[{'feature': 'state_motif_2', 'operator': '==', 'value': '1>3', 'family': 'state_history'}]",526,['fdr_not_passed'],univariate,"[{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""1>3""}]",526,166,20,12,195,257,74,0.37072243346,0.488593155894,0.140684410646,0.441206543967,0.461247443763,0.0975460122699,-0.0704841105072,0.0273457121308,0.0273457121308,-0.0704841105072,7.24608650991,-27.2460865099,5.20940866255,34.4921730198,3811.44150421,5260,0.530418250951,1.1419194415,2051.8201458,0.0537832310838,0.946216768916,0.75,0.139552991884,0.455667370033,0.0707215956281,0.348337052121,0.764771714784,0.177156675238,-2.75391349009,0.688136358086,1,0.14223752822,0.999955450325,True,False,"[""fdr_not_passed""]",
short__return_12_bin__zero_to_plus_one__state_motif_2__6gt5__f5b1ce5066,SHORT,pairwise,2,"[{'feature': 'return_12_bin', 'operator': '==', 'value': 'zero_to_plus_one', 'family': 'price_displacement'}, {'feature': 'state_motif_2', 'operator': '==', 'value': '6>5', 'family': 'state_history'}]",112,['fdr_not_passed'],pairwise,"[{""family"":""price_displacement"",""feature"":""return_12_bin"",""operator"":""=="",""value"":""zero_to_plus_one""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""6>5""}]",112,78,18,12,53,55,4,0.473214285714,0.491071428571,0.0357142857143,0.441206543967,0.461247443763,0.0975460122699,0.032007741747,0.0298239848086,0.0298239848086,0.032007741747,12.1014853237,-32.1014853237,-8.41220432748,44.2029706474,1355.36635625,1120,0.491071428571,1.11663318435,4160.39980543,0.0114519427403,0.98854805726,0.583333333333,0.139676738605,0.541015384203,0.0870620240905,0.159376735722,0.638137568222,0.105323046678,2.1014853237,0.262760483904,1,0.222292328745,0.999955450325,True,False,"[""fdr_not_passed""]",
short__close_location_bin__low__historical_activity_bin__middle__state_motif_2__1gt3__00743a402d,SHORT,three_condition,3,"[{'feature': 'close_location_bin', 'operator': '==', 'value': 'low', 'family': 'bar_shape'}, {'feature': 'historical_activity_bin', 'operator': '==', 'value': 'middle', 'family': 'liquidity_cost'}, {'feature': 'state_motif_2', 'operator': '==', 'value': '1>3', 'family': 'state_history'}]",104,['fdr_not_passed'],three_condition,"[{""family"":""bar_shape"",""feature"":""close_location_bin"",""operator"":""=="",""value"":""low""},{""family"":""liquidity_cost"",""feature"":""historical_activity_bin"",""operator"":""=="",""value"":""middle""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""1>3""}]",104,69,20,12,36,50,18,0.346153846154,0.480769230769,0.173076923077,0.441206543967,0.461247443763,0.0975460122699,-0.0950526978134,0.0195217870064,0.0195217870064,-0.0950526978134,16.0570876187,-36.0570876187,-0.429617762666,52.1141752374,1669.93711235,1040,0.5,1.39859838385,909.262425532,0.0106339468303,0.98936605317,0.583333333333,0.12683524555,0.477083364061,0.0699489622652,0.231453612723,0.717268291691,0.136720384899,6.05708761871,0.387347281072,1,0.241861202955,0.999955450325,True,False,"[""fdr_not_passed""]",
short__compatibility_entropy_bin__mixed__universe_breadth_bin__mixed__02ee71bf53,SHORT,pairwise,2,"[{'feature': 'compatibility_entropy_bin', 'operator': '==', 'value': 'mixed', 'family': 'loop'}, {'feature': 'universe_breadth_bin', 'operator': '==', 'value': 'mixed', 'family': 'cross_sectional_environment'}]",393,['fdr_not_passed'],pairwise,"[{""family"":""loop"",""feature"":""compatibility_entropy_bin"",""operator"":""=="",""value"":""mixed""},{""family"":""cross_sectional_environment"",""feature"":""universe_breadth_bin"",""operator"":""=="",""value"":""mixed""}]",393,95,20,12,149,194,50,0.379134860051,0.493638676845,0.127226463104,0.441206543967,0.461247443763,0.0975460122699,-0.0620716839164,0.032391233082,0.032391233082,-0.0620716839164,15.7319494099,-35.7319494099,7.00938988517,51.4638988198,6182.65611809,3930,0.519083969466,1.27901980175,1757.62132506,0.0401840490798,0.95981595092,0.666666666667,0.11646021632,0.451318240091,0.0676303043419,0.20675509577,0.797188035254,0.143206058118,5.7319494099,0.263831648693,0.5,0.245992469051,0.999955450325,True,False,"[""fdr_not_passed""]",
short__realised_volatility_bin__middle__state_motif_2__0gt1__05bc2be1a8,SHORT,pairwise,2,"[{'feature': 'realised_volatility_bin', 'operator': '==', 'value': 'middle', 'family': 'range'}, {'feature': 'state_motif_2', 'operator': '==', 'value': '0>1', 'family': 'state_history'}]",109,['fdr_not_passed'],pairwise,"[{""family"":""range"",""feature"":""realised_volatility_bin"",""operator"":""=="",""value"":""middle""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""0>1""}]",109,82,16,12,36,59,14,0.330275229358,0.54128440367,0.128440366972,0.441206543967,0.461247443763,0.0975460122699,-0.110931314609,0.0800369599069,0.0800369599069,-0.110931314609,12.1021501165,-32.1021501165,18.1007862851,44.2043002329,1319.13436269,1090,0.587155963303,1.30863622757,788.553065351,0.011145194274,0.988854805726,0.583333333333,0.188499248547,0.647406077812,0.108773033364,0.382004158387,0.71973532968,0.190261168185,2.10215011646,0.349733934231,1,0.258097988699,0.999955450325,True,False,"[""fdr_not_passed""]",
short__movement_permission__False__state_motif_2__5gt6__dc7fd7491f,SHORT,pairwise,2,"[{'feature': 'movement_permission', 'operator': '==', 'value': False, 'family': 'movement_permission'}, {'feature': 'state_motif_2', 'operator': '==', 'value': '5>6', 'family': 'state_history'}]",333,['fdr_not_passed'],pairwise,"[{""family"":""movement_permission"",""feature"":""movement_permission"",""operator"":""=="",""value"":false},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""5>6""}]",333,138,20,12,131,170,32,0.393393393393,0.510510510511,0.0960960960961,0.441206543967,0.461247443763,0.0975460122699,-0.0478131505739,0.0492630667477,0.0492630667477,-0.0478131505739,10.7622704366,-30.7622704366,11.6543958424,41.5245408733,3583.8360554,3330,0.546546546547,1.09810676725,6357.55073247,0.0340490797546,0.965950920245,0.583333333333,0.20712632273,0.600285406719,0.103705631001,0.217764699272,0.701452315316,0.127394636517,0.762270436627,0.441545781985,1,0.385272686676,0.999955450325,True,False,"[""fdr_not_passed""]",
short__state_motif_2__4gt3__wick_asymmetry_bin__balanced__a6d0fa97f4,SHORT,pairwise,2,"[{'feature': 'state_motif_2', 'operator': '==', 'value': '4>3', 'family': 'state_history'}, {'feature': 'wick_asymmetry_bin', 'operator': '==', 'value': 'balanced', 'family': 'bar_shape'}]",203,['fdr_not_passed'],pairwise,"[{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""4>3""},{""family"":""bar_shape"",""feature"":""wick_asymmetry_bin"",""operator"":""=="",""value"":""balanced""}]",203,125,20,12,90,99,14,0.443349753695,0.487684729064,0.0689655172414,0.441206543967,0.461247443763,0.0975460122699,0.0021432097273,0.0264372853013,0.0264372853013,0.0021432097273,11.5154246812,-31.5154246812,2.42298136646,43.0308493623,2337.63121027,2030,0.502463054187,1.17618487067,1380.85167131,0.0207566462168,0.979243353783,0.583333333333,0.107917686863,0.449641398287,0.069007393079,0.315484795233,0.723419167577,0.153788210456,1.51542468116,0.419790328366,1,0.400433396192,0.999955450325,True,False,"[""fdr_not_passed""]",
short__session_return_bin__minus_one_to_zero__wick_asymmetry_bin__lower_dominant__38a4543429,SHORT,pairwise,2,"[{'feature': 'session_return_bin', 'operator': '==', 'value': 'minus_one_to_zero', 'family': 'price_location'}, {'feature': 'wick_asymmetry_bin', 'operator': '==', 'value': 'lower_dominant', 'family': 'bar_shape'}]",262,['fdr_not_passed'],pairwise,"[{""family"":""price_location"",""feature"":""session_return_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""bar_shape"",""feature"":""wick_asymmetry_bin"",""operator"":""=="",""value"":""lower_dominant""}]",262,146,20,12,107,125,30,0.408396946565,0.477099236641,0.114503816794,0.441206543967,0.461247443763,0.0975460122699,-0.0328095974024,0.0158517928784,0.0158517928784,-0.0328095974024,11.822682584,-31.822682584,-0.613004701105,43.6453651681,3097.54283702,2620,0.496183206107,1.16490328408,2609.03617176,0.0267893660532,0.973210633947,0.583333333333,0.129709686968,0.525593327341,0.0782414653794,0.287028226,0.831422595514,0.175260965648,1.82268258404,0.23631984742,1,0.408150242427,0.999955450325,True,False,"[""fdr_not_passed""]",
short__cross_sectional_dispersion_bin__high__session_return_bin__minus_one_to_zero__stock_vs_market_return_bin__zero_to_plus_on__015042896a,SHORT,three_condition,3,"[{'feature': 'cross_sectional_dispersion_bin', 'operator': '==', 'value': 'high', 'family': 'cross_sectional_environment'}, {'feature': 'session_return_bin', 'operator': '==', 'value': 'minus_one_to_zero', 'family': 'price_location'}, {'feature': 'stock_vs_market_return_bin', 'operator': '==', 'value': 'zero_to_plus_one', 'family': 'cross_sectional'}]",259,['fdr_not_passed'],three_condition,"[{""family"":""cross_sectional_environment"",""feature"":""cross_sectional_dispersion_bin"",""operator"":""=="",""value"":""high""},{""family"":""price_location"",""feature"":""session_return_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""cross_sectional"",""feature"":""stock_vs_market_return_bin"",""operator"":""=="",""value"":""zero_to_plus_one""}]",259,144,20,12,105,135,19,0.405405405405,0.521235521236,0.0733590733591,0.441206543967,0.461247443763,0.0975460122699,-0.0358011385619,0.0599880774727,0.0599880774727,-0.0358011385619,13.0036985333,-33.0036985333,20.3336703741,46.0073970666,3367.95792012,2590,0.532818532819,1.15734179248,2838.39537395,0.0264826175869,0.973517382413,0.666666666667,0.219330648866,0.524376593304,0.0912675361669,0.242324342844,0.644810834303,0.122168792889,3.00369853329,0.39050434638,1,0.496897338849,0.999955450325,True,False,"[""fdr_not_passed""]",
short__body_to_range_bin__bullish__previous_state__5.0__ed9eedd0f0,SHORT,pairwise,2,"[{'feature': 'body_to_range_bin', 'operator': '==', 'value': 'bullish', 'family': 'bar_shape'}, {'feature': 'previous_state', 'operator': '==', 'value': 5.0, 'family': 'structural_state'}]",246,['fdr_not_passed'],pairwise,"[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""bullish""},{""family"":""structural_state"",""feature"":""previous_state"",""operator"":""=="",""value"":5.0}]",246,130,20,12,104,131,11,0.422764227642,0.532520325203,0.0447154471545,0.441206543967,0.461247443763,0.0975460122699,-0.018442316325,0.0712728814405,0.0712728814405,-0.018442316325,12.2567274419,-32.2567274419,21.1605021006,44.5134548839,3015.15495072,2460,0.548780487805,1.10288532227,5214.08660847,0.0251533742331,0.974846625767,0.583333333333,0.18177143982,0.631770803314,0.0993445775132,0.21440249754,0.677503571666,0.119294812573,2.25672744194,0.531177038844,1,0.498127462461,0.999955450325,True,False,"[""fdr_not_passed""]",
short__state_motif_2__1gt3__stock_vs_market_return_bin__below_minus_one_scale__8d97263318,SHORT,pairwise,2,"[{'feature': 'state_motif_2', 'operator': '==', 'value': '1>3', 'family': 'state_history'}, {'feature': 'stock_vs_market_return_bin', 'operator': '==', 'value': 'below_minus_one_scale', 'family': 'cross_sectional'}]",243,['fdr_not_passed'],pairwise,"[{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""1>3""},{""family"":""cross_sectional"",""feature"":""stock_vs_market_return_bin"",""operator"":""=="",""value"":""below_minus_one_scale""}]",243,124,20,12,89,122,32,0.366255144033,0.502057613169,0.131687242798,0.441206543967,0.461247443763,0.0975460122699,-0.0749513999344,0.0408101694059,0.0408101694059,-0.0749513999344,14.294594451,-34.294594451,10.0224971879,48.589188902,3473.58645159,2430,0.534979423868,1.30112198476,1383.9218958,0.0248466257669,0.975153374233,0.583333333333,0.190792440085,0.581357810712,0.0937314087086,0.292972245932,0.757828174424,0.157158557923,4.29459445099,0.35485680016,1,0.581463207281,0.999955450325,True,False,"[""fdr_not_passed""]",
short__state_motif_3__3gt4gt3__17a89f00d8,SHORT,univariate,1,"[{'feature': 'state_motif_3', 'operator': '==', 'value': '3>4>3', 'family': 'state_history'}]",111,['fdr_not_passed'],univariate,"[{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""3>4>3""}]",111,82,19,12,44,57,10,0.396396396396,0.513513513514,0.0900900900901,0.441206543967,0.461247443763,0.0975460122699,-0.0448101475709,0.0522660697507,0.0522660697507,-0.0448101475709,18.2521230095,-38.2521230095,11.4063503389,56.5042460189,2025.98565405,1110,0.540540540541,1.27574302621,1296.78788544,0.0113496932515,0.988650306748,0.583333333333,0.208091515861,0.59115213717,0.0968327623569,0.195589975345,0.78472433301,0.142417942886,8.25212300947,0.551627527759,1,0.688615883879,0.999955450325,True,False,"[""fdr_not_passed""]",
short__previous_state__4.0__rolling_high_low_location_bin__low__same_orientation_repeat_bin__1__3f08537718,SHORT,three_condition,3,"[{'feature': 'previous_state', 'operator': '==', 'value': 4.0, 'family': 'structural_state'}, {'feature': 'rolling_high_low_location_bin', 'operator': '==', 'value': 'low', 'family': 'price_location'}, {'feature': 'same_orientation_repeat_bin', 'operator': '==', 'value': '1', 'family': 'state_history'}]",217,['fdr_not_passed'],three_condition,"[{""family"":""structural_state"",""feature"":""previous_state"",""operator"":""=="",""value"":4.0},{""family"":""price_location"",""feature"":""rolling_high_low_location_bin"",""operator"":""=="",""value"":""low""},{""family"":""state_history"",""feature"":""same_orientation_repeat_bin"",""operator"":""=="",""value"":""1""}]",217,127,19,12,74,126,17,0.341013824885,0.58064516129,0.0783410138249,0.441206543967,0.461247443763,0.0975460122699,-0.100192719082,0.119397717528,0.119397717528,-0.100192719082,39.9213098299,-59.9213098299,51.8583292233,99.8426196597,8662.92423308,2170,0.594470046083,1.58428037145,952.20749212,0.0221881390593,0.977811860941,0.583333333333,0.188666692759,0.621172068722,0.101337429201,0.195494995348,0.694051478965,0.122286545271,29.9213098299,0.105029016193,0.5,0.784020205262,0.999955450325,True,False,"[""fdr_not_passed""]",
short__departure_probability_bin__middle__state_motif_3__2gt1gt3__129e353b54,SHORT,pairwise,2,"[{'feature': 'departure_probability_bin', 'operator': '==', 'value': 'middle', 'family': 'structural_state'}, {'feature': 'state_motif_3', 'operator': '==', 'value': '2>1>3', 'family': 'state_history'}]",94,['fdr_not_passed'],pairwise,"[{""family"":""structural_state"",""feature"":""departure_probability_bin"",""operator"":""=="",""value"":""middle""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""2>1>3""}]",94,68,19,12,30,50,14,0.31914893617,0.531914893617,0.148936170213,0.441206543967,0.461247443763,0.0975460122699,-0.122057607797,0.0706674498542,0.0706674498542,-0.122057607797,23.7833835548,-43.7833835548,12.4192738832,67.5667671095,2235.63805415,940,0.563829787234,1.59859848145,863.254351575,0.00961145194274,0.990388548057,0.666666666667,0.1112673506,0.475920641262,0.0738129077492,0.195883104181,0.750039671709,0.130977679269,13.7833835548,0.18979279719,1,0.851600636228,0.999955450325,True,False,"[""fdr_not_passed""]",
short__state_motif_2__5gt2__48dacba171,SHORT,univariate,1,"[{'feature': 'state_motif_2', 'operator': '==', 'value': '5>2', 'family': 'state_history'}]",107,['fdr_not_passed'],univariate,"[{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""5>2""}]",107,85,20,12,37,52,18,0.345794392523,0.485981308411,0.168224299065,0.441206543967,0.461247443763,0.0975460122699,-0.0954121514439,0.0247338646484,0.0247338646484,-0.0954121514439,23.0791200286,-43.0791200286,8.78647463995,66.1582400572,2469.46584306,1070,0.504672897196,1.4208587287,1459.69848208,0.0109406952965,0.989059304703,0.583333333333,0.244379127981,0.598367460116,0.107853605359,0.253878740962,0.753746633806,0.1419522187,13.0791200286,0.359522224411,1,0.855826862964,0.999955450325,True,False,"[""fdr_not_passed""]",
