signature_id,rejection_reasons_json
long__state_motif_3__1gt3gt1__typical_price_distance_bin__minus_one_to_zero__791c04b9ea,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__2gt1gt3__c1d3d1595a,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__2gt1gt3__stock_vs_universe_return_bin__minus_one_to_zero__top_loop_score_bin__middle__f11b5fce13,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions""]"
long__state_motif_3__2gt1gt3__top_loop_score_bin__high__beb305124e,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_3__3gt0gt3__6c334bb52c,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__3gt0gt3__stock_vs_universe_return_bin__above_plus_one_scale__a722ae888d,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__3gt1gt0__fb33cf1e92,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__3gt1gt0__top_second_margin_bin__middle__337da50ff0,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_3__3gt1gt3__a924f7d9e3,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__3gt4gt3__17a89f00d8,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__3gt4gt3__stock_vs_market_return_bin__minus_one_to_zero__39687c6fcc,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__3gt4gt3__stock_vs_universe_return_bin__minus_one_to_zero__top_loop_score_bin__middle__ae30a14f60,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__3gt4gt3__top_second_margin_bin__high__98798f5f96,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_3__3gt6gt3__7120a87ad6,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__3gt6gt3__stock_vs_market_return_bin__above_plus_one_scale__cf7fb5dd44,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
long__state_motif_3__3gt6gt3__top_loop_score_bin__middle__b7e63a599e,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__3gt6gt3__typical_price_distance_bin__above_plus_one_scale__2e09d88538,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""stock_concentration""]"
long__state_motif_3__4gt1gt3__19079a4be3,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__4gt1gt3__stock_vs_universe_return_bin__below_minus_one_scale__c6167fe624,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__4gt1gt3__stock_vs_universe_return_bin__zero_to_plus_one__5a9c8950fb,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__4gt1gt3__top_loop_score_bin__high__16a1dbb5bf,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_3__4gt2gt1__1b5318ca85,"[""chronology_not_consistent"",""fdr_not_passed""]"
long__state_motif_3__4gt2gt1__stock_vs_market_return_bin__below_minus_one_scale__968bb5118e,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_payoff""]"
long__state_motif_3__4gt2gt1__stock_vs_universe_return_bin__below_minus_one_scale__9f3c95dc30,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
long__state_motif_3__4gt2gt1__wick_asymmetry_bin__balanced__eefd7fab2c,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""stock_concentration""]"
long__state_motif_3__4gt2gt1__wick_asymmetry_bin__lower_dominant__08aa5f5776,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows""]"
long__state_motif_3__4gt2gt3__2c2038f256,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__4gt2gt4__427c3a9b1f,"[""fdr_not_passed""]"
long__state_motif_3__4gt2gt4__stock_vs_universe_return_bin__minus_one_to_zero__c76094a693,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__4gt2gt4__top_parent_loop__cycle_08__19261ce848,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_3__4gt3gt4__d8349c8f59,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__state_motif_3__4gt3gt4__top_loop_score_bin__high__dc3299c93c,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_3__4gt3gt4__typical_price_distance_bin__above_plus_one_scale__e6710aa229,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__4gt6gt3__b30e9c00cd,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__4gt6gt3__stock_vs_market_return_bin__above_plus_one_scale__typical_price_distance_bin__above_plus_one_sca__6c3e017426,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_3__4gt6gt3__top_parent_loop__cycle_02__ff53f516a0,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_3__4gt6gt3__top_parent_loop__cycle_03__a1dca5f654,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_3__4gt6gt4__18c1f8dc9b,"[""chronology_not_consistent"",""fdr_not_passed""]"
long__state_motif_3__4gt6gt4__wick_asymmetry_bin__upper_dominant__35d2320bfb,"[""chronology_not_consistent"",""fdr_not_passed""]"
long__state_motif_3__5gt6gt5__3f3f8e8262,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__state_motif_3__5gt6gt5__top_parent_loop__cycle_05__2f935a722e,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_3__5gt6gt5__top_parent_loop__cycle_11__945ce7d29e,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_3__5gt7gt5__258afe01a8,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__state_motif_3__5gt7gt5__stock_vs_market_return_bin__below_minus_one_scale__806cb354c2,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_payoff""]"
long__state_motif_3__5gt7gt5__stock_vs_market_return_bin__zero_to_plus_one__140477040c,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_payoff""]"
long__state_motif_3__5gt7gt5__top_parent_loop__cycle_09__0229582298,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_3__6gt3gt4__23d4712f68,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__6gt3gt4__top_parent_loop__cycle_07__345b0598aa,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_3__6gt3gt4__typical_price_distance_bin__below_minus_one_scale__cabb291904,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__6gt3gt4__typical_price_distance_bin__minus_one_to_zero__33c9a59ca8,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__6gt4gt2__f82a978025,"[""fdr_not_passed""]"
long__state_motif_3__6gt4gt2__stock_vs_universe_return_bin__above_plus_one_scale__cfff612836,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_payoff""]"
long__state_motif_3__6gt4gt3__db6175cb8a,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__6gt4gt3__wick_asymmetry_bin__balanced__57ebc53c49,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_payoff""]"
long__state_motif_3__6gt4gt6__8966538a8a,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__6gt4gt6__top_parent_loop__cycle_02__9ea437479f,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_3__6gt5gt6__2ec9c38456,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_3__7gt5gt7__a8f904db4a,"[""fdr_not_passed""]"
long__state_motif_3__7gt5gt7__typical_price_distance_bin__zero_to_plus_one__a389d9ff75,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_4__1gt3gt1gt3__c2a0d710d2,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_4__1gt3gt1gt3__universe_breadth_bin__mixed__79e4a8b02e,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_4__4gt6gt4gt6__b25cb56569,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_4__4gt6gt4gt6__top_parent_loop__cycle_08__3888c0f7b8,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_4__4gt6gt4gt6__universe_breadth_bin__mixed__28a133076c,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions""]"
long__state_motif_4__6gt4gt2gt4__991bf70c9a,"[""fdr_not_passed""]"
long__state_motif_4__6gt4gt2gt4__top_loop_score_bin__middle__d5ae807dd6,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions""]"
long__state_motif_4__6gt4gt2gt4__top_parent_loop__cycle_03__e6d7d43e83,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_4__6gt4gt6gt4__73261bdbda,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_4__6gt4gt6gt4__top_parent_loop__cycle_09__00c47c699f,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_4__6gt4gt6gt4__top_second_margin_bin__high__8b53b9cba9,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_4__6gt5gt6gt5__a90e6048da,"[""chronology_not_consistent"",""fdr_not_passed""]"
long__state_motif_4__6gt5gt6gt5__top_loop_orientation__bidirectional__89a7a8a991,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions""]"
long__state_motif_4__6gt5gt6gt5__top_parent_loop__cycle_11__fdfdb4546b,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""zero_discovery_support""]"
long__state_motif_4__7gt5gt7gt5__174f07559e,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__state_motif_4__7gt5gt7gt5__stock_vs_universe_return_bin__zero_to_plus_one__696f9f7962,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__state_motif_4__7gt5gt7gt5__top_loop_orientation__bidirectional__eff9e65496,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks""]"
long__stock_vs_market_return_bin__above_plus_one_scale__f8060f355e,"[""chronology_not_consistent"",""fdr_not_passed""]"
long__stock_vs_market_return_bin__above_plus_one_scale__typical_price_distance_bin__above_plus_one_scale__43810499a9,"[""fdr_not_passed""]"
long__stock_vs_market_return_bin__above_plus_one_scale__universe_breadth_bin__mixed__1e69e3ed04,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__stock_vs_market_return_bin__below_minus_one_scale__d9330297c8,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__stock_vs_market_return_bin__below_minus_one_scale__universe_breadth_bin__strong__6cfa9aa493,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__stock_vs_market_return_bin__minus_one_to_zero__c62d0eb77c,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__stock_vs_market_return_bin__minus_one_to_zero__top_parent_loop__cycle_03__87998c70c9,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]"
long__stock_vs_market_return_bin__zero_to_plus_one__ce7a5880b4,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__stock_vs_market_return_bin__zero_to_plus_one__top_loop_orientation__bidirectional__ebee016ae5,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__stock_vs_market_return_bin__zero_to_plus_one__top_loop_orientation__bidirectional__wick_asymmetry_bin__upper_dominant__15bb3a8124,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__stock_vs_market_return_bin__zero_to_plus_one__top_parent_loop__cycle_05__bc5897fe89,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__stock_vs_universe_return_bin__above_plus_one_scale__b03979b4f7,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__stock_vs_universe_return_bin__above_plus_one_scale__top_second_margin_bin__middle__f7f1122bce,"[""chronology_not_consistent"",""fdr_not_passed""]"
long__stock_vs_universe_return_bin__below_minus_one_scale__51ce14c07a,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__stock_vs_universe_return_bin__below_minus_one_scale__universe_breadth_bin__weak__f2b3d96834,"[""chronology_not_consistent"",""fdr_not_passed""]"
long__stock_vs_universe_return_bin__minus_one_to_zero__74587fa76b,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__stock_vs_universe_return_bin__minus_one_to_zero__top_loop_score_bin__middle__577a32936d,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__stock_vs_universe_return_bin__zero_to_plus_one__c192d525e8,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__stock_vs_universe_return_bin__zero_to_plus_one__top_parent_loop__cycle_11__30da764c27,"[""fdr_not_passed"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_payoff""]"
long__stock_vs_universe_return_bin__zero_to_plus_one__top_second_margin_bin__middle__d18c2372c9,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__top_loop_orientation__bidirectional__8b5935c57a,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__top_loop_score_bin__high__5797a9db4e,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__top_loop_score_bin__high__typical_price_distance_bin__minus_one_to_zero__d196c9497b,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__top_loop_score_bin__high__typical_price_distance_bin__minus_one_to_zero__universe_breadth_bin__strong__bfbdeab6d8,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__top_loop_score_bin__high__universe_breadth_bin__strong__758a0f93a5,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__top_loop_score_bin__middle__d1474b3b85,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__top_parent_loop__cycle_01__8a5d63788b,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__top_parent_loop__cycle_01__typical_price_distance_bin__minus_one_to_zero__5253f91b4a,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__top_parent_loop__cycle_02__d996ce088d,"[""fdr_not_passed""]"
long__top_parent_loop__cycle_03__aa128b2f14,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__top_parent_loop__cycle_04__547aaa46b7,"[""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__top_parent_loop__cycle_05__97da218462,"[""fdr_not_passed""]"
long__top_parent_loop__cycle_06__3959d79512,"[""fdr_not_passed""]"
long__top_parent_loop__cycle_07__4fd224b93f,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__top_parent_loop__cycle_07__typical_price_distance_bin__below_minus_one_scale__820ce88c3f,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_payoff""]"
long__top_parent_loop__cycle_08__4a13492291,"[""chronology_not_consistent"",""fdr_not_passed""]"
long__top_parent_loop__cycle_09__5be64d0f5d,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__top_parent_loop__cycle_11__af9c7f4dac,"[""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__top_parent_loop__cycle_11__universe_breadth_bin__weak__717613b552,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""stock_concentration""]"
long__top_parent_loop__cycle_11__wick_asymmetry_bin__lower_dominant__9ef8daa0b4,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__top_second_margin_bin__high__5a9bacb6f0,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__top_second_margin_bin__high__wick_asymmetry_bin__balanced__28a88258a9,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__top_second_margin_bin__low__ccd8ca281d,"[""chronology_not_consistent"",""fdr_not_passed""]"
long__top_second_margin_bin__low__typical_price_distance_bin__minus_one_to_zero__c3e088eaf6,"[""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_payoff""]"
long__top_second_margin_bin__low__wick_asymmetry_bin__upper_dominant__5fd45ee896,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__top_second_margin_bin__middle__4d9fb7e344,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__top_second_margin_bin__middle__universe_breadth_bin__weak__2afcb2e4b4,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__typical_price_distance_bin__above_plus_one_scale__a0a0d4c524,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__typical_price_distance_bin__below_minus_one_scale__b4b706ceaa,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__typical_price_distance_bin__minus_one_to_zero__059c5807d2,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__typical_price_distance_bin__zero_to_plus_one__fa6567b5df,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__universe_breadth_bin__mixed__8760722100,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__universe_breadth_bin__strong__97f6bf677f,"[""chronology_not_consistent"",""fdr_not_passed""]"
long__universe_breadth_bin__weak__ec67abfcb4,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
long__wick_asymmetry_bin__balanced__5c8b7d8e6e,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__wick_asymmetry_bin__lower_dominant__710407ffc5,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
long__wick_asymmetry_bin__upper_dominant__f376b7c0e8,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__body_to_range_bin__bearish__compatible_loop_count_bin__7_plus__6a1b4392ce,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__body_to_range_bin__bearish__compatible_loop_count_bin__7_plus__stock_vs_universe_return_bin__minus_one_to_zero__6bb6bec2e9,"[""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__body_to_range_bin__bearish__df0a869f09,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__body_to_range_bin__bearish__parent_loop_family__transition_length_2__e960be0570,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__body_to_range_bin__bearish__return_12_cross_sectional_rank_bin__bottom_20__9a91b58aa1,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__body_to_range_bin__bearish__return_12_cross_sectional_rank_bin__bottom_20__session_return_bin__minus_one_to_zero__777eeb50d7,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__body_to_range_bin__bearish__state_motif_2__3gt6__9ac5260357,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift""]"
short__body_to_range_bin__bearish__state_motif_2__4gt5__471efd3991,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__body_to_range_bin__bearish__stock_vs_market_return_bin__below_minus_one_scale__universe_breadth_bin__strong__8171d7634b,"[""fdr_not_passed""]"
short__body_to_range_bin__bearish__top_loop_score_bin__middle__fcb9ed391b,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__body_to_range_bin__bearish__top_parent_loop__cycle_04__cd3c1cc960,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__body_to_range_bin__bearish__top_second_margin_bin__low__56dd8d0ff7,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]"
short__body_to_range_bin__bullish__4bdedf51eb,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__body_to_range_bin__bullish__movement_permission__False__state_age_bin__2_3__f99138983a,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]"
short__body_to_range_bin__bullish__opening_range_position_bin__below_range__stock_vs_market_return_bin__minus_one_to_zero__d2409cb471,"[""fdr_not_passed"",""non_positive_discovery_payoff""]"
