signature_id,direction,period,stress,removed,rows,sessions,stocks,mean_directional_net_bps,median_directional_net_bps,directional_lift,positive_payoff_rate,profit_factor,maximum_drawdown_bps,positive_month_fraction,twice_cost_mean_net_bps,top_stock_absolute_contribution_share,top_month_absolute_contribution_share
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,MSTR,215,117,18,35.2701795747,23.4561737523,0.0699161752559,0.544186046512,1.28249541607,2953.85065639,0.5,25.2701795747,0.176195194444,0.320922863517
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,NVTS,192,113,18,43.8506075903,33.0437470392,0.0833752234138,0.557291666667,1.36491618377,2953.85065639,0.583333333333,33.8506075903,0.181535627877,0.340760486105
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,QBTS,185,112,18,28.4617059357,17.2186986643,0.0589555657352,0.535135135135,1.24082122019,2953.85065639,0.5,18.4617059357,0.199561528365,0.247451131041
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,RGTI,196,115,18,28.1220756444,23.3148917632,0.0649154556396,0.540816326531,1.22537134357,2898.69652239,0.416666666667,18.1220756444,0.196006463415,0.23808857532
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,RIOT,213,116,18,37.7619621537,23.1736097742,0.0672839235966,0.539906103286,1.30779963757,2898.69652239,0.416666666667,27.7619621537,0.184266212711,0.330459193155
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,RIVN,214,116,18,33.5263686439,20.1961542193,0.0632253811257,0.53738317757,1.2660356003,3176.95344785,0.416666666667,23.5263686439,0.174981111391,0.31997460942
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,SMCI,210,114,18,34.1106475833,23.3148917632,0.0677116387922,0.542857142857,1.27003633531,3116.07693392,0.416666666667,24.1106475833,0.175109975866,0.322271337874
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,SOFI,215,117,18,34.4231762458,23.1736097742,0.0646004255542,0.539534883721,1.27533034214,2898.69652239,0.416666666667,24.4231762458,0.174135191673,0.326455021228
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2025,leave_one_stock_out_recomputed,WULF,209,114,18,31.6681409049,10.7433444739,0.0557993128967,0.531100478469,1.25428491516,2898.69652239,0.416666666667,21.6681409049,0.181491190359,0.348703421793
long__cross_sectional_dispersion_bin__high__state_motif_2__5gt7__67592836f9,LONG,2026,leave_one_stock_out_recomputed,AAOI,45,32,17,31.664499114,38.5580780568,0.0431308155446,0.511111111111,1.27796463065,1625.36129127,0.5,21.664499114,0.194868575537,0.396506614002
