row_type,draw,interval_level,bound,metric,value,q1_minus_q0_log_loss_improvement,q1_minus_q0_brier_improvement,q1_minus_q0_auc_improvement,q1_selective_action_coverage,q1_selective_accuracy,q1_selective_balanced_accuracy,mean_aligned_ten_minute_return,median_aligned_ten_minute_return,positive_aligned_return_rate,mean_remaining_fraction,quiet_absorption_score_monotonic_slope,iv_excess_subgroup_accuracy,largest_movement_quartile_accuracy
interval,,0.8,lower,quiet_absorption_score_monotonic_slope,-0.00101021223307446,,,,,,,,,,,,,
interval,,0.8,upper,quiet_absorption_score_monotonic_slope,0.000633901560294435,,,,,,,,,,,,,
interval,,0.8,lower,iv_excess_subgroup_accuracy,0.346021220159151,,,,,,,,,,,,,
interval,,0.8,upper,iv_excess_subgroup_accuracy,0.541031941031941,,,,,,,,,,,,,
interval,,0.8,lower,largest_movement_quartile_accuracy,0.283809523809524,,,,,,,,,,,,,
interval,,0.8,upper,largest_movement_quartile_accuracy,0.583333333333333,,,,,,,,,,,,,
interval,,0.9,lower,q1_minus_q0_log_loss_improvement,-0.0156128488789961,,,,,,,,,,,,,
interval,,0.9,upper,q1_minus_q0_log_loss_improvement,0.00723040235518956,,,,,,,,,,,,,
interval,,0.9,lower,q1_minus_q0_brier_improvement,-0.0072290143525341,,,,,,,,,,,,,
interval,,0.9,upper,q1_minus_q0_brier_improvement,0.00368256278040998,,,,,,,,,,,,,
interval,,0.9,lower,q1_minus_q0_auc_improvement,-0.0313809414292385,,,,,,,,,,,,,
interval,,0.9,upper,q1_minus_q0_auc_improvement,0.0225497860004603,,,,,,,,,,,,,
interval,,0.9,lower,q1_selective_action_coverage,0.256906395287205,,,,,,,,,,,,,
interval,,0.9,upper,q1_selective_action_coverage,0.360522217607973,,,,,,,,,,,,,
interval,,0.9,lower,q1_selective_accuracy,0.355414987912973,,,,,,,,,,,,,
