comparison,draw,metric,improvement,sampled_session_count
A3_vs_A2,59,log_loss,0.0009992026103994279,157
A3_vs_A2,60,brier,0.00023043656713327569,157
A3_vs_A2,60,log_loss,0.0005959661631316127,157
A3_vs_A2,61,brier,-8.084122455711304e-05,157
A3_vs_A2,61,log_loss,4.0918570655965085e-05,157
A3_vs_A2,62,brier,0.00022901033794544531,157
A3_vs_A2,62,log_loss,0.0006420429797789561,157
A3_vs_A2,63,brier,0.00025303577496246744,157
A3_vs_A2,63,log_loss,0.0007987902274368716,157
A3_vs_A2,64,brier,0.00015925754232094428,157
A3_vs_A2,64,log_loss,0.0005937497027382623,157
A3_vs_A2,65,brier,6.60856570566826e-05,157
A3_vs_A2,65,log_loss,0.0004772082337727561,157
A3_vs_A2,66,brier,0.0001664293098147156,157
A3_vs_A2,66,log_loss,0.000589953942414339,157
A3_vs_A2,67,brier,0.00032181755289159314,157
A3_vs_A2,67,log_loss,0.0008350153538983422,157
A3_vs_A2,68,brier,0.00031806661049167543,157
A3_vs_A2,68,log_loss,0.0009141818010537485,157
A3_vs_A2,69,brier,0.00031759736341311164,157
A3_vs_A2,69,log_loss,0.0009150097343051636,157
A3_vs_A2,70,brier,0.00027364944617189874,157
A3_vs_A2,70,log_loss,0.0007790107914401064,157
A3_vs_A2,71,brier,5.920279793905386e-05,157
A3_vs_A2,71,log_loss,0.0005286742475426925,157
A3_vs_A2,72,brier,0.0002748896365202913,157
A3_vs_A2,72,log_loss,0.0009093519270133767,157
A3_vs_A2,73,brier,0.00018213838374669472,157
A3_vs_A2,73,log_loss,0.00047723597219126305,157
A3_vs_A2,74,brier,0.00024332974493179648,157
A3_vs_A2,74,log_loss,0.0006877279989566942,157
A3_vs_A2,75,brier,5.627338272540287e-05,157
A3_vs_A2,75,log_loss,0.00021848077855649503,157
A3_vs_A2,76,brier,0.00018968030558820723,157
A3_vs_A2,76,log_loss,0.000608848153659372,157
A3_vs_A2,77,brier,0.00032931141707165607,157
A3_vs_A2,77,log_loss,0.0009433916719407229,157
A3_vs_A2,78,brier,0.0003216505509419045,157
A3_vs_A2,78,log_loss,0.000954623254616821,157
A3_vs_A2,79,brier,-8.640968722349138e-05,157
A3_vs_A2,79,log_loss,2.8996239039102895e-05,157
A3_vs_A2,80,brier,0.00014060878434324394,157
A3_vs_A2,80,log_loss,0.000506734804274627,157
A3_vs_A2,81,brier,0.0003706295439165597,157
A3_vs_A2,81,log_loss,0.001111308648894717,157
A3_vs_A2,82,brier,0.0002585543224584715,157
A3_vs_A2,82,log_loss,0.0008307426092454641,157
A3_vs_A2,83,brier,0.0002501614758155116,157
A3_vs_A2,83,log_loss,0.0006435750964182862,157
A3_vs_A2,84,brier,0.0004246171064417052,157
A3_vs_A2,84,log_loss,0.001146213476486246,157
A3_vs_A2,85,brier,2.2520450907383925e-05,157
A3_vs_A2,85,log_loss,8.032219999668682e-05,157
A3_vs_A2,86,brier,0.0003966776224386555,157
A3_vs_A2,86,log_loss,0.0011715723597461314,157
A3_vs_A2,87,brier,0.0001836659322832865,157
A3_vs_A2,87,log_loss,0.0005212542365016105,157
A3_vs_A2,88,brier,0.00020301331501475166,157
A3_vs_A2,88,log_loss,0.0007153401672932206,157
A3_vs_A2,89,brier,0.0006846537709533168,157
A3_vs_A2,89,log_loss,0.0017242925821101698,157
A3_vs_A2,90,brier,0.00022945039785757064,157
A3_vs_A2,90,log_loss,0.0006851180012381768,157
A3_vs_A2,91,brier,9.23099805635613e-05,157
A3_vs_A2,91,log_loss,0.0003232003760361386,157
A3_vs_A2,92,brier,0.00038186947416894056,157
A3_vs_A2,92,log_loss,0.0010363622125835257,157
A3_vs_A2,93,brier,0.00028819647935080303,157
A3_vs_A2,93,log_loss,0.0009039055205965455,157
A3_vs_A2,94,brier,0.00014291514667138684,157
A3_vs_A2,94,log_loss,0.0005394956379531985,157
A3_vs_A2,95,brier,0.00017384945364774186,157
A3_vs_A2,95,log_loss,0.0005986533834902701,157
A3_vs_A2,96,brier,0.00020272126420652737,157
A3_vs_A2,96,log_loss,0.0005346364605454331,157
A3_vs_A2,97,brier,0.00014293047398903318,157
A3_vs_A2,97,log_loss,0.0004860967236986943,157
A3_vs_A2,98,brier,0.0002672836747608613,157
A3_vs_A2,98,log_loss,0.0007612337253328797,157
A3_vs_A2,99,brier,0.0001913225385447094,157
A3_vs_A2,99,log_loss,0.0005603213768264578,157
A3_vs_A2,100,brier,0.00038354774845183597,157
A3_vs_A2,100,log_loss,0.001106375465237977,157
A3_vs_A2,101,brier,0.00039495908368347525,157
A3_vs_A2,101,log_loss,0.0009398066984137077,157
A3_vs_A2,102,brier,0.0002563605332438113,157
A3_vs_A2,102,log_loss,0.0007414393652179324,157
A3_vs_A2,103,brier,0.0001609880737357281,157
A3_vs_A2,103,log_loss,0.0005298208872259044,157
A3_vs_A2,104,brier,0.00017464117419483706,157
A3_vs_A2,104,log_loss,0.0004967299514556508,157
A3_vs_A2,105,brier,0.00014838038121941832,157
A3_vs_A2,105,log_loss,0.0004483870321730154,157
A3_vs_A2,106,brier,0.0001197177620107162,157
A3_vs_A2,106,log_loss,0.0003884959124473266,157
A3_vs_A2,107,brier,0.00017902684217431798,157
A3_vs_A2,107,log_loss,0.0005659838213169098,157
A3_vs_A2,108,brier,0.0002824099784748161,157
A3_vs_A2,108,log_loss,0.0008548181506706512,157
A3_vs_A2,109,brier,0.00016879674100376277,157
A3_vs_A2,109,log_loss,0.000737206614145809,157
A3_vs_A2,110,brier,4.158706408277164e-05,157
A3_vs_A2,110,log_loss,0.00026965226621950087,157
A3_vs_A2,111,brier,0.0001928798646622496,157
A3_vs_A2,111,log_loss,0.0006190972149258613,157
A3_vs_A2,112,brier,0.0002654292040896133,157
A3_vs_A2,112,log_loss,0.0006765512649419219,157
A3_vs_A2,113,brier,-2.8197014562692643e-05,157
A3_vs_A2,113,log_loss,0.00013283614958104357,157
A3_vs_A2,114,brier,0.00018319501688717198,157
A3_vs_A2,114,log_loss,0.0004755453378484224,157
A3_vs_A2,115,brier,0.00022444510876783,157
A3_vs_A2,115,log_loss,0.0005608065844804033,157
A3_vs_A2,116,brier,0.0005610795027225042,157
A3_vs_A2,116,log_loss,0.0013941480163551583,157
A3_vs_A2,117,brier,0.00014842619875431434,157
A3_vs_A2,117,log_loss,0.00036185112521084636,157
A3_vs_A2,118,brier,0.00012363258731264308,157
A3_vs_A2,118,log_loss,0.0005654916419774737,157
A3_vs_A2,119,brier,-2.2808345941948647e-05,157
A3_vs_A2,119,log_loss,0.00013441883478986278,157
A3_vs_A2,120,brier,0.0001648984293699096,157
A3_vs_A2,120,log_loss,0.0004221050825331229,157
A3_vs_A2,121,brier,0.00012072580110784859,157
A3_vs_A2,121,log_loss,0.00036198947418620853,157
A3_vs_A2,122,brier,0.00048320448466211756,157
A3_vs_A2,122,log_loss,0.0012558299442066508,157
A3_vs_A2,123,brier,3.8277421045188426e-05,157
A3_vs_A2,123,log_loss,0.00042643355745172794,157
A3_vs_A2,124,brier,0.0004076688090459208,157
A3_vs_A2,124,log_loss,0.001117333236591315,157
A3_vs_A2,125,brier,0.00012807584745465068,157
A3_vs_A2,125,log_loss,0.00046919762759761816,157
A3_vs_A2,126,brier,0.00022798595479455922,157
A3_vs_A2,126,log_loss,0.0006867962720672148,157
A3_vs_A2,127,brier,0.00013790926516540596,157
A3_vs_A2,127,log_loss,0.00043709335248639716,157
A3_vs_A2,128,brier,0.0002290733294447884,157
A3_vs_A2,128,log_loss,0.000911682392343517,157
A3_vs_A2,129,brier,0.00017206890317715957,157
A3_vs_A2,129,log_loss,0.00047887425444509185,157
A3_vs_A2,130,brier,0.00012697928657949597,157
A3_vs_A2,130,log_loss,0.00048604351188846583,157
A3_vs_A2,131,brier,0.0003013340384865334,157
A3_vs_A2,131,log_loss,0.0008093678657923054,157
A3_vs_A2,132,brier,0.0004385895635125318,157
A3_vs_A2,132,log_loss,0.0012798316815223363,157
A3_vs_A2,133,brier,0.00040511669118324596,157
A3_vs_A2,133,log_loss,0.0010613299692023457,157
A3_vs_A2,134,brier,0.0005599762756358145,157
A3_vs_A2,134,log_loss,0.0014458265748333976,157
A3_vs_A2,135,brier,0.00036508049093104955,157
A3_vs_A2,135,log_loss,0.000883354754414553,157
A3_vs_A2,136,brier,5.028607709955168e-05,157
A3_vs_A2,136,log_loss,0.0003686102178532594,157
A3_vs_A2,137,brier,-2.082674057715314e-05,157
A3_vs_A2,137,log_loss,3.381886837528904e-05,157
A3_vs_A2,138,brier,0.00027111781025626483,157
A3_vs_A2,138,log_loss,0.0007583090598663744,157
A3_vs_A2,139,brier,-4.0487875703239917e-05,157
A3_vs_A2,139,log_loss,0.0002169562232919798,157
A3_vs_A2,140,brier,0.00023030774499058467,157
A3_vs_A2,140,log_loss,0.0007191217476655985,157
A3_vs_A2,141,brier,0.00026452824949055006,157
A3_vs_A2,141,log_loss,0.0007346652680212925,157
A3_vs_A2,142,brier,-4.2307566748710584e-05,157
A3_vs_A2,142,log_loss,-7.283810230532483e-06,157
A3_vs_A2,143,brier,0.0003296279902163391,157
A3_vs_A2,143,log_loss,0.0006585819785830433,157
A3_vs_A2,144,brier,0.0004608995633197806,157
A3_vs_A2,144,log_loss,0.0012213974664865301,157
A3_vs_A2,145,brier,0.0003524774890176756,157
A3_vs_A2,145,log_loss,0.0011729812707278583,157
A3_vs_A2,146,brier,0.0003982849324397761,157
A3_vs_A2,146,log_loss,0.0010255859671818737,157
A3_vs_A2,147,brier,0.00043145979470458304,157
A3_vs_A2,147,log_loss,0.0011770973435420334,157
A3_vs_A2,148,brier,9.042815919055666e-05,157
A3_vs_A2,148,log_loss,0.0005052653695248025,157
A3_vs_A2,149,brier,0.00040788503550422155,157
A3_vs_A2,149,log_loss,0.001146644516156495,157
A3_vs_A2,150,brier,0.0002923686668303755,157
A3_vs_A2,150,log_loss,0.0007875909948261628,157
A3_vs_A2,151,brier,0.0002233122307969859,157
A3_vs_A2,151,log_loss,0.0006028119042667513,157
A3_vs_A2,152,brier,0.0003158718046087879,157
A3_vs_A2,152,log_loss,0.0007623166366987566,157
A3_vs_A2,153,brier,-7.716325357686687e-06,157
A3_vs_A2,153,log_loss,-5.81753318169484e-05,157
A3_vs_A2,154,brier,5.5653507940472666e-05,157
A3_vs_A2,154,log_loss,0.0002338199201106651,157
A3_vs_A2,155,brier,0.000309856544882705,157
A3_vs_A2,155,log_loss,0.0009357145367510358,157
A3_vs_A2,156,brier,0.0005719290123088325,157
A3_vs_A2,156,log_loss,0.001584622158089236,157
A3_vs_A2,157,brier,0.0001791881531305174,157
A3_vs_A2,157,log_loss,0.00051494107280121,157
A3_vs_A2,158,brier,-0.0002349470192574484,157
A3_vs_A2,158,log_loss,-0.0004339374975117428,157
A3_vs_A2,159,brier,0.00028804885842666277,157
A3_vs_A2,159,log_loss,0.0009013742448376732,157
A3_vs_A2,160,brier,0.00019207257009170036,157
A3_vs_A2,160,log_loss,0.0006297254333322651,157
A3_vs_A2,161,brier,7.678844871193246e-05,157
A3_vs_A2,161,log_loss,0.0004106155196344215,157
A3_vs_A2,162,brier,0.0003129306439161609,157
A3_vs_A2,162,log_loss,0.0007793739461727011,157
A3_vs_A2,163,brier,0.00013388149781675486,157
A3_vs_A2,163,log_loss,0.0005146934855083589,157
A3_vs_A2,164,brier,-9.689713290261806e-05,157
A3_vs_A2,164,log_loss,-0.00014833258607446315,157
A3_vs_A2,165,brier,0.00019756097917454917,157
A3_vs_A2,165,log_loss,0.0006829005670119014,157
A3_vs_A2,166,brier,0.0003232051986726515,157
A3_vs_A2,166,log_loss,0.0009607233937174224,157
A3_vs_A2,167,brier,6.758389208163932e-05,157
A3_vs_A2,167,log_loss,0.0002612132824403484,157
A3_vs_A2,168,brier,0.00034947794191805836,157
A3_vs_A2,168,log_loss,0.0008568772335032728,157
A3_vs_A2,169,brier,0.00028515492216769125,157
A3_vs_A2,169,log_loss,0.0007387360177432724,157
A3_vs_A2,170,brier,8.063094724920299e-05,157
A3_vs_A2,170,log_loss,0.00016908574374376728,157
A3_vs_A2,171,brier,0.00019244961577118936,157
A3_vs_A2,171,log_loss,0.00046676733044069384,157
A3_vs_A2,172,brier,0.00047153025321393697,157
A3_vs_A2,172,log_loss,0.0010525967494208715,157
A3_vs_A2,173,brier,0.00016074818015244984,157
A3_vs_A2,173,log_loss,0.0005383479943571608,157
A3_vs_A2,174,brier,0.00031629103106774106,157
A3_vs_A2,174,log_loss,0.0009234627228790445,157
A3_vs_A2,175,brier,0.00011702785674762617,157
A3_vs_A2,175,log_loss,0.0004412778938733059,157
A3_vs_A2,176,brier,-3.8957661827440365e-05,157
A3_vs_A2,176,log_loss,3.489480399677982e-05,157
A3_vs_A2,177,brier,0.00026131359997960663,157
A3_vs_A2,177,log_loss,0.0008198740896988133,157
A3_vs_A2,178,brier,0.00012735471919519373,157
A3_vs_A2,178,log_loss,0.0004190949678262167,157
A3_vs_A2,179,brier,0.00023575485574135128,157
A3_vs_A2,179,log_loss,0.0007215410978331072,157
A3_vs_A2,180,brier,7.790911377541302e-05,157
A3_vs_A2,180,log_loss,0.0003881516069734607,157
A3_vs_A2,181,brier,4.710960118366068e-05,157
A3_vs_A2,181,log_loss,0.00020127381854926902,157
A3_vs_A2,182,brier,0.00012929982162229327,157
A3_vs_A2,182,log_loss,0.0005296050496450894,157
A3_vs_A2,183,brier,7.341032249682492e-05,157
A3_vs_A2,183,log_loss,0.0002989119913802309,157
A3_vs_A2,184,brier,0.000216442574756254,157
A3_vs_A2,184,log_loss,0.0006703087214064315,157
A3_vs_A2,185,brier,0.00021144642445007723,157
A3_vs_A2,185,log_loss,0.0006441651136094665,157
A3_vs_A2,186,brier,0.00033613548665406816,157
A3_vs_A2,186,log_loss,0.001047359780439019,157
A3_vs_A2,187,brier,0.00015108304744608627,157
A3_vs_A2,187,log_loss,0.0005939076281945764,157
A3_vs_A2,188,brier,0.0002051907775956261,157
A3_vs_A2,188,log_loss,0.0006298141599696553,157
A3_vs_A2,189,brier,0.0001742599907346837,157
A3_vs_A2,189,log_loss,0.0005961786360175132,157
A3_vs_A2,190,brier,7.828924563732722e-05,157
A3_vs_A2,190,log_loss,0.0003312022013690282,157
A3_vs_A2,191,brier,-6.169178208168941e-05,157
A3_vs_A2,191,log_loss,0.00024315687676326782,157
A3_vs_A2,192,brier,0.000424769047915422,157
A3_vs_A2,192,log_loss,0.0011397138884869328,157
A3_vs_A2,193,brier,0.0002851375949489434,157
A3_vs_A2,193,log_loss,0.000762320945654465,157
A3_vs_A2,194,brier,0.0002283500989579012,157
A3_vs_A2,194,log_loss,0.000629394073421456,157
A3_vs_A2,195,brier,0.0002925962565653641,157
A3_vs_A2,195,log_loss,0.0006815115261092206,157
A3_vs_A2,196,brier,6.087640466896567e-05,157
A3_vs_A2,196,log_loss,0.00030712762554710937,157
A3_vs_A2,197,brier,0.0005098626488347814,157
A3_vs_A2,197,log_loss,0.0014117277289353249,157
A3_vs_A2,198,brier,0.0001033430954130269,157
A3_vs_A2,198,log_loss,0.0005197188980053872,157
A3_vs_A2,199,brier,0.00024003481864068738,157
A3_vs_A2,199,log_loss,0.0006224740571672207,157
A3_vs_A2,200,brier,0.0002836792084866699,157
A3_vs_A2,200,log_loss,0.0007809338185077311,157
A3_vs_A2,201,brier,0.0002563773511755185,157
A3_vs_A2,201,log_loss,0.0006158715995781522,157
A3_vs_A2,202,brier,0.0004200552689594347,157
A3_vs_A2,202,log_loss,0.0011990730887083548,157
A3_vs_A2,203,brier,0.0002615337616543222,157
A3_vs_A2,203,log_loss,0.0006853160239804115,157
A3_vs_A2,204,brier,0.00026056645633572057,157
A3_vs_A2,204,log_loss,0.0010091172978202861,157
A3_vs_A2,205,brier,4.598933107956025e-05,157
A3_vs_A2,205,log_loss,0.0002036016728101617,157
A3_vs_A2,206,brier,0.0004483758205009034,157
A3_vs_A2,206,log_loss,0.001315745642528877,157
A3_vs_A2,207,brier,0.0001704629700120601,157
A3_vs_A2,207,log_loss,0.0006955185082946616,157
A3_vs_A2,208,brier,0.00032102663430813165,157
A3_vs_A2,208,log_loss,0.0007167460551049357,157
A3_vs_A2,209,brier,0.00011528301528342658,157
A3_vs_A2,209,log_loss,0.0005953673240984223,157
A3_vs_A2,210,brier,0.00039159559663468887,157
A3_vs_A2,210,log_loss,0.0010850664372656002,157
A3_vs_A2,211,brier,0.00018096476828122148,157
A3_vs_A2,211,log_loss,0.0006329888492136685,157
A3_vs_A2,212,brier,0.0003101619710985539,157
A3_vs_A2,212,log_loss,0.0009291561382887721,157
A3_vs_A2,213,brier,0.00020924103261833553,157
A3_vs_A2,213,log_loss,0.0005790553454376297,157
A3_vs_A2,214,brier,0.00018940742769535108,157
A3_vs_A2,214,log_loss,0.0008157924731954784,157
A3_vs_A2,215,brier,0.0003106451643183807,157
A3_vs_A2,215,log_loss,0.0008464752719141,157
A3_vs_A2,216,brier,0.0002291574577084596,157
A3_vs_A2,216,log_loss,0.00048773635294769674,157
A3_vs_A2,217,brier,0.00022519433482881182,157
A3_vs_A2,217,log_loss,0.0006561694423816232,157
A3_vs_A2,218,brier,1.953607682319951e-05,157
A3_vs_A2,218,log_loss,0.0003559611841946343,157
A3_vs_A2,219,brier,0.00014597056720209455,157
A3_vs_A2,219,log_loss,0.0005277359881350904,157
A3_vs_A2,220,brier,0.00020832498860887062,157
A3_vs_A2,220,log_loss,0.0006611881388133594,157
A3_vs_A2,221,brier,0.0002898892085510138,157
A3_vs_A2,221,log_loss,0.0009124289068478687,157
A3_vs_A2,222,brier,0.0004109674493220766,157
A3_vs_A2,222,log_loss,0.0011057260412134676,157
A3_vs_A2,223,brier,0.0002002523459925547,157
A3_vs_A2,223,log_loss,0.0006441730426944318,157
A3_vs_A2,224,brier,0.00026126065349793765,157
A3_vs_A2,224,log_loss,0.0007920985278023395,157
A3_vs_A2,225,brier,0.0002454025872825428,157
A3_vs_A2,225,log_loss,0.000721216869970927,157
A3_vs_A2,226,brier,0.0005294205940439156,157
A3_vs_A2,226,log_loss,0.0014968992369507304,157
A3_vs_A2,227,brier,0.0005235527050965429,157
A3_vs_A2,227,log_loss,0.0015297819500736769,157
A3_vs_A2,228,brier,-3.485199057401978e-05,157
A3_vs_A2,228,log_loss,0.00014280142095261073,157
A3_vs_A2,229,brier,0.00020992180675421496,157
A3_vs_A2,229,log_loss,0.0005517557129771977,157
A3_vs_A2,230,brier,0.0004895276084197704,157
A3_vs_A2,230,log_loss,0.0013978096337548557,157
A3_vs_A2,231,brier,0.0003490608993437936,157
A3_vs_A2,231,log_loss,0.0009503947726954965,157
A3_vs_A2,232,brier,0.0001763102566346268,157
A3_vs_A2,232,log_loss,0.000539045613247639,157
A3_vs_A2,233,brier,0.0005658403781468958,157
A3_vs_A2,233,log_loss,0.001511625755790724,157
A3_vs_A2,234,brier,-1.333472403676178e-06,157
A3_vs_A2,234,log_loss,0.0001832621767048121,157
A3_vs_A2,235,brier,4.574656386370696e-05,157
A3_vs_A2,235,log_loss,0.00019923868417497993,157
A3_vs_A2,236,brier,0.00017228755866061327,157
A3_vs_A2,236,log_loss,0.0005374142846996782,157
A3_vs_A2,237,brier,0.00035484669274941753,157
A3_vs_A2,237,log_loss,0.000879071630856838,157
A3_vs_A2,238,brier,0.0002347743074213288,157
A3_vs_A2,238,log_loss,0.0007289578679061085,157
A3_vs_A2,239,brier,2.4265755095377252e-05,157
A3_vs_A2,239,log_loss,0.00018832330616220454,157
A3_vs_A2,240,brier,-4.453387683883699e-07,157
A3_vs_A2,240,log_loss,0.00019582079419386983,157
A3_vs_A2,241,brier,-0.00019100627543460326,157
A3_vs_A2,241,log_loss,-0.00037407206805426056,157
A3_vs_A2,242,brier,0.0003471086975963258,157
A3_vs_A2,242,log_loss,0.0009261029052455181,157
A3_vs_A2,243,brier,0.0002855818563342202,157
A3_vs_A2,243,log_loss,0.0006744950350781336,157
A3_vs_A2,244,brier,0.00018773808354187056,157
A3_vs_A2,244,log_loss,0.0004563461238319845,157
A3_vs_A2,245,brier,0.0002880981612156045,157
A3_vs_A2,245,log_loss,0.0008802946536004278,157
A3_vs_A2,246,brier,0.0003979493139098944,157
A3_vs_A2,246,log_loss,0.0011340815763907191,157
A3_vs_A2,247,brier,0.0003069776046779356,157
A3_vs_A2,247,log_loss,0.0009364671223908371,157
A3_vs_A2,248,brier,5.854226846242385e-05,157
A3_vs_A2,248,log_loss,0.00023576414086315443,157
A3_vs_A2,249,brier,1.0249855603019647e-05,157
A3_vs_A2,249,log_loss,0.00015741691660050953,157
A3_vs_A2,250,brier,0.00019321287490799784,157
A3_vs_A2,250,log_loss,0.0008622181422667931,157
A3_vs_A2,251,brier,0.0001567322131815349,157
A3_vs_A2,251,log_loss,0.0004886567917140143,157
A3_vs_A2,252,brier,0.00015635872067180605,157
A3_vs_A2,252,log_loss,0.0007087031508656855,157
A3_vs_A2,253,brier,0.000251862149074573,157
A3_vs_A2,253,log_loss,0.0007201491318790065,157
A3_vs_A2,254,brier,0.000332012017517076,157
A3_vs_A2,254,log_loss,0.001005421984124996,157
A3_vs_A2,255,brier,0.0002793964622847508,157
A3_vs_A2,255,log_loss,0.0007574468272425399,157
A3_vs_A2,256,brier,0.00010262657154311739,157
A3_vs_A2,256,log_loss,0.000371912427084438,157
A3_vs_A2,257,brier,0.0005038569865961651,157
