period,analysis_level,exclusion_dimension,excluded,subgroup_type,subgroup,quantity,n,sessions,mean,median,status
assessment,fresh_high_tail_episode,stock,WULF,movement_consumed_bucket,HIGH,future_absolute_10m,385,124,0.009614738368374197,0.007017832111592937,descriptive_support_available
assessment,fresh_high_tail_episode,stock,WULF,movement_consumed_bucket,HIGH,future_absolute_15m,385,124,0.010751181187066675,0.007637945663136108,descriptive_support_available
assessment,fresh_high_tail_episode,stock,WULF,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,385,124,0.41628482593617555,0.41597748535101964,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,phase,FIRST_ENTRY,future_absolute_10m,351,51,0.010840699451888038,0.00908436479951725,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,phase,FIRST_ENTRY,future_absolute_15m,351,51,0.012903186320671466,0.009513354204658788,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,phase,FIRST_ENTRY,post_share_of_local_range_v1,351,51,0.4098427446382736,0.40720148025583525,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,phase,PERSISTENT,future_absolute_10m,472,45,0.010956332922552867,0.008870646945826281,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,phase,PERSISTENT,future_absolute_15m,472,45,0.013134125960852169,0.009862721021016853,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,phase,PERSISTENT,post_share_of_local_range_v1,472,45,0.4133793089107384,0.4032838658902537,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,phase,RE_ENTRY,future_absolute_10m,80,32,0.008254755410403283,0.00486722695203781,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,phase,RE_ENTRY,future_absolute_15m,80,32,0.009989610567131494,0.007828201365535827,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,phase,RE_ENTRY,post_share_of_local_range_v1,80,32,0.4126994815015685,0.41421709989694905,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,31,19,0.006095852612554657,0.005007911931657433,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,31,19,0.006483158026499203,0.005644923420865041,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,31,19,0.5053843792695386,0.5127060102042033,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,movement_consumed_bucket,HIGH,future_absolute_10m,872,51,0.010834728955161377,0.0088538946292138,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,movement_consumed_bucket,HIGH,future_absolute_15m,872,51,0.012989124769067604,0.00967827111091834,descriptive_support_available
stress,high_tail_checkpoint,month,2025-09,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,872,51,0.4086225687347159,0.4032459060251455,descriptive_support_available
stress,high_tail_checkpoint,month,2025-10,phase,FIRST_ENTRY,future_absolute_10m,343,48,0.01065952221891985,0.008414621225182817,descriptive_support_available
stress,high_tail_checkpoint,month,2025-10,phase,FIRST_ENTRY,future_absolute_15m,343,48,0.012546226394315425,0.008970820143920167,descriptive_support_available
stress,high_tail_checkpoint,month,2025-10,phase,FIRST_ENTRY,post_share_of_local_range_v1,343,48,0.4109701643861536,0.40668416203747293,descriptive_support_available
stress,high_tail_checkpoint,month,2025-10,phase,PERSISTENT,future_absolute_10m,405,39,0.010389008554321786,0.008060073215370282,descriptive_support_available
stress,high_tail_checkpoint,month,2025-10,phase,PERSISTENT,future_absolute_15m,405,39,0.012965398335138071,0.011019633321937684,descriptive_support_available
stress,high_tail_checkpoint,month,2025-10,phase,PERSISTENT,post_share_of_local_range_v1,405,39,0.40824340265963377,0.3995111334069912,descriptive_support_available
stress,high_tail_checkpoint,month,2025-10,phase,RE_ENTRY,future_absolute_10m,76,33,0.006944120182445027,0.004364381138840195,descriptive_support_available
stress,high_tail_checkpoint,month,2025-10,phase,RE_ENTRY,future_absolute_15m,76,33,0.007898337135478658,0.006055601574494602,descriptive_support_available
stress,high_tail_checkpoint,month,2025-10,phase,RE_ENTRY,post_share_of_local_range_v1,76,33,0.4022512151747755,0.410121437250011,descriptive_support_available
stress,high_tail_checkpoint,month,2025-10,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,20,14,0.006806830026447304,0.005719170632445296,blocked_insufficient_support
stress,high_tail_checkpoint,month,2025-10,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,20,14,0.008195154342535791,0.008846620553122415,blocked_insufficient_support
stress,high_tail_checkpoint,month,2025-10,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,20,14,0.5264051711915408,0.526336117214945,blocked_insufficient_support
stress,high_tail_checkpoint,month,2025-10,movement_consumed_bucket,HIGH,future_absolute_10m,804,48,0.010267886963839188,0.007945823876301723,descriptive_support_available
stress,high_tail_checkpoint,month,2025-10,movement_consumed_bucket,HIGH,future_absolute_15m,804,48,0.012426259346301954,0.009421086532593069,descriptive_support_available
stress,high_tail_checkpoint,month,2025-10,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,804,48,0.40590091217792845,0.40050170805836893,descriptive_support_available
stress,high_tail_checkpoint,month,2025-11,phase,FIRST_ENTRY,future_absolute_10m,316,52,0.010469271967807715,0.008630553253653347,descriptive_support_available
stress,high_tail_checkpoint,month,2025-11,phase,FIRST_ENTRY,future_absolute_15m,316,52,0.011981663762116493,0.009128895684716032,descriptive_support_available
stress,high_tail_checkpoint,month,2025-11,phase,FIRST_ENTRY,post_share_of_local_range_v1,316,52,0.4047528331077058,0.40158853761597657,descriptive_support_available
stress,high_tail_checkpoint,month,2025-11,phase,PERSISTENT,future_absolute_10m,360,42,0.010435953017212583,0.00794639766690675,descriptive_support_available
stress,high_tail_checkpoint,month,2025-11,phase,PERSISTENT,future_absolute_15m,360,42,0.012928182015620942,0.00948524157597048,descriptive_support_available
stress,high_tail_checkpoint,month,2025-11,phase,PERSISTENT,post_share_of_local_range_v1,360,42,0.40776826973438063,0.4049118738885171,descriptive_support_available
stress,high_tail_checkpoint,month,2025-11,phase,RE_ENTRY,future_absolute_10m,51,31,0.008224219630873325,0.005400179221754039,descriptive_support_available
stress,high_tail_checkpoint,month,2025-11,phase,RE_ENTRY,future_absolute_15m,51,31,0.009549703893621874,0.006604143049029894,descriptive_support_available
stress,high_tail_checkpoint,month,2025-11,phase,RE_ENTRY,post_share_of_local_range_v1,51,31,0.3836655496719192,0.37950266590397924,descriptive_support_available
stress,high_tail_checkpoint,month,2025-11,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,21,13,0.006758729563351493,0.006079168027609069,blocked_insufficient_support
stress,high_tail_checkpoint,month,2025-11,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,21,13,0.0072520567596242235,0.005644923420865041,blocked_insufficient_support
stress,high_tail_checkpoint,month,2025-11,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,21,13,0.5013781502180418,0.5148233676270675,blocked_insufficient_support
stress,high_tail_checkpoint,month,2025-11,movement_consumed_bucket,HIGH,future_absolute_10m,706,52,0.010400474374458818,0.0079780836208658,descriptive_support_available
stress,high_tail_checkpoint,month,2025-11,movement_consumed_bucket,HIGH,future_absolute_15m,706,52,0.012429310171494276,0.009230882896455869,descriptive_support_available
stress,high_tail_checkpoint,month,2025-11,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,706,52,0.4018930230100582,0.3991111032787369,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,phase,FIRST_ENTRY,future_absolute_10m,355,50,0.011167558600881892,0.009030449292583443,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,phase,FIRST_ENTRY,future_absolute_15m,355,50,0.013205741088139978,0.010010120965696524,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,phase,FIRST_ENTRY,post_share_of_local_range_v1,355,50,0.4057262875330131,0.4032664445601065,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,phase,PERSISTENT,future_absolute_10m,545,45,0.010719381199699353,0.00871736637686811,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,phase,PERSISTENT,future_absolute_15m,545,45,0.013232825558885556,0.010012184355229966,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,phase,PERSISTENT,post_share_of_local_range_v1,545,45,0.4099282754925778,0.40322536749018445,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,phase,RE_ENTRY,future_absolute_10m,84,33,0.008721521530320507,0.00562482958132743,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,phase,RE_ENTRY,future_absolute_15m,84,33,0.00968744441112675,0.00785096777734994,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,phase,RE_ENTRY,post_share_of_local_range_v1,84,33,0.40746444019740735,0.41119709697732065,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,33,20,0.006744629379823062,0.005687219839357399,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,33,20,0.007204809184388257,0.005709640307220173,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,33,20,0.5124212131707125,0.5148233676270675,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,movement_consumed_bucket,HIGH,future_absolute_10m,951,50,0.01084813995390324,0.008752791109594744,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,movement_consumed_bucket,HIGH,future_absolute_15m,951,50,0.013118732537678398,0.009856257875572075,descriptive_support_available
stress,high_tail_checkpoint,month,2025-12,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,951,50,0.40458554696069743,0.400551223961195,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,phase,FIRST_ENTRY,future_absolute_10m,428,67,0.011177623512000313,0.009303322692335227,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,phase,FIRST_ENTRY,future_absolute_15m,428,67,0.01315798066211722,0.010010262790162422,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,phase,FIRST_ENTRY,post_share_of_local_range_v1,428,67,0.408482655030023,0.406472813061724,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,phase,PERSISTENT,future_absolute_10m,581,55,0.010803803055646145,0.008786547950416668,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,phase,PERSISTENT,future_absolute_15m,581,55,0.013265339396467441,0.010308547393818307,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,phase,PERSISTENT,post_share_of_local_range_v1,581,55,0.4105128178174255,0.4025499288671526,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,phase,RE_ENTRY,future_absolute_10m,90,41,0.00826910336001636,0.00486722695203781,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,phase,RE_ENTRY,future_absolute_15m,90,41,0.009581031436594532,0.007308622388882168,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,phase,RE_ENTRY,post_share_of_local_range_v1,90,41,0.4045244071855472,0.410121437250011,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,33,21,0.006921375729031418,0.0057511214255331925,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,33,21,0.007452805429865276,0.006551467794125938,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,33,21,0.5120433229107167,0.5238603068904668,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,movement_consumed_bucket,HIGH,future_absolute_10m,1066,67,0.010860080996069398,0.008849483005990734,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,movement_consumed_bucket,HIGH,future_absolute_15m,1066,67,0.013091114599288658,0.009913349012925107,descriptive_support_available
stress,high_tail_checkpoint,stock,AAL,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,1066,67,0.4060490529975794,0.401080315125968,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,phase,FIRST_ENTRY,future_absolute_10m,441,67,0.010824313074286551,0.008752791109594744,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,phase,FIRST_ENTRY,future_absolute_15m,441,67,0.012690056961693051,0.00931029261779832,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,phase,FIRST_ENTRY,post_share_of_local_range_v1,441,67,0.4083095300065598,0.4063702482497562,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,phase,PERSISTENT,future_absolute_10m,582,57,0.010700674076635077,0.008597732805016616,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,phase,PERSISTENT,future_absolute_15m,582,57,0.013164282578895254,0.00993573546684435,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,phase,PERSISTENT,post_share_of_local_range_v1,582,57,0.4101826690724151,0.40315662101082883,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,phase,RE_ENTRY,future_absolute_10m,96,42,0.008096057068976075,0.004715928780165791,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,phase,RE_ENTRY,future_absolute_15m,96,42,0.009336346397537049,0.0069315709189767625,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,phase,RE_ENTRY,post_share_of_local_range_v1,96,42,0.40515288504537783,0.410121437250011,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,35,22,0.006567753541739836,0.005687219839357399,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,35,22,0.007189836959134404,0.005709640307220173,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,35,22,0.5107986701942753,0.5148233676270675,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,movement_consumed_bucket,HIGH,future_absolute_10m,1084,67,0.010653749523083757,0.00842706861383439,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,movement_consumed_bucket,HIGH,future_absolute_15m,1084,67,0.01282525142215639,0.009572148986128716,descriptive_support_available
stress,high_tail_checkpoint,stock,AAOI,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,1084,67,0.40572651258357484,0.40158853761597657,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,phase,FIRST_ENTRY,future_absolute_10m,443,67,0.010724856446953758,0.008752791109594744,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,phase,FIRST_ENTRY,future_absolute_15m,443,67,0.012460549567309336,0.009175079440679,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,phase,FIRST_ENTRY,post_share_of_local_range_v1,443,67,0.4084087327412202,0.4065753778736918,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,phase,PERSISTENT,future_absolute_10m,594,57,0.010649799912445539,0.008378776952818287,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,phase,PERSISTENT,future_absolute_15m,594,57,0.013084359839769534,0.00993573546684435,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,phase,PERSISTENT,post_share_of_local_range_v1,594,57,0.41002306348532663,0.4028189016993129,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,phase,RE_ENTRY,future_absolute_10m,96,43,0.007819761393484002,0.004605285193517598,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,phase,RE_ENTRY,future_absolute_15m,96,43,0.009040446164847555,0.006751754004716568,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,phase,RE_ENTRY,post_share_of_local_range_v1,96,43,0.40275535217519204,0.40603830643381983,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,35,22,0.006567753541739836,0.005687219839357399,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,35,22,0.007189836959134404,0.005709640307220173,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,35,22,0.5107986701942753,0.5148233676270675,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,movement_consumed_bucket,HIGH,future_absolute_10m,1098,67,0.01056276709818464,0.008293966953271264,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,movement_consumed_bucket,HIGH,future_absolute_15m,1098,67,0.012667005228958833,0.009493374075337069,descriptive_support_available
stress,high_tail_checkpoint,stock,APLD,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,1098,67,0.405523978749238,0.401080315125968,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,phase,FIRST_ENTRY,future_absolute_10m,436,67,0.010725818231316516,0.008499336057747185,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,phase,FIRST_ENTRY,future_absolute_15m,436,67,0.012618609321194003,0.009305439054763465,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,phase,FIRST_ENTRY,post_share_of_local_range_v1,436,67,0.4085783815083982,0.406472813061724,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,phase,PERSISTENT,future_absolute_10m,578,56,0.01049892519915798,0.008192907967029128,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,phase,PERSISTENT,future_absolute_15m,578,56,0.012941942405342868,0.009847991039156252,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,phase,PERSISTENT,post_share_of_local_range_v1,578,56,0.4103626550725123,0.4032838658902537,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,phase,RE_ENTRY,future_absolute_10m,96,42,0.008055209803047298,0.004605285193517598,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,phase,RE_ENTRY,future_absolute_15m,96,42,0.009228006166393203,0.006751754004716568,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,phase,RE_ENTRY,post_share_of_local_range_v1,96,42,0.4020867671048222,0.40603830643381983,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,35,22,0.006567753541739836,0.005687219839357399,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,35,22,0.007189836959134404,0.005709640307220173,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,35,22,0.5107986701942753,0.5148233676270675,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,movement_consumed_bucket,HIGH,future_absolute_10m,1075,67,0.010500710959161821,0.008060073215370282,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,movement_consumed_bucket,HIGH,future_absolute_15m,1075,67,0.012666419230449125,0.009513354204658788,descriptive_support_available
stress,high_tail_checkpoint,stock,ASTS,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,1075,67,0.40562992107426704,0.401984641023802,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,phase,FIRST_ENTRY,future_absolute_10m,420,67,0.010461934065630651,0.008533335966070543,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,phase,FIRST_ENTRY,future_absolute_15m,420,67,0.01222547196553019,0.009305439054763465,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,phase,FIRST_ENTRY,post_share_of_local_range_v1,420,67,0.40575655568229396,0.4026175241457586,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,phase,PERSISTENT,future_absolute_10m,523,56,0.01024228178367605,0.00819234494338547,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,phase,PERSISTENT,future_absolute_15m,523,56,0.012595008579270654,0.009675266860725621,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,phase,PERSISTENT,post_share_of_local_range_v1,523,56,0.4124640102373759,0.40483343862156,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,phase,RE_ENTRY,future_absolute_10m,82,38,0.007695329647292297,0.004567053525475704,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,phase,RE_ENTRY,future_absolute_15m,82,38,0.009002684242169854,0.006677902236866949,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,phase,RE_ENTRY,post_share_of_local_range_v1,82,38,0.3979374098055741,0.410121437250011,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,33,21,0.006064982281696351,0.005007911931657433,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,33,21,0.006807409197091683,0.005644923420865041,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,33,21,0.5098654469675651,0.5148233676270675,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,movement_consumed_bucket,HIGH,future_absolute_10m,992,67,0.010263707959888546,0.008052584881593734,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,movement_consumed_bucket,HIGH,future_absolute_15m,992,67,0.012334136408099935,0.009421086532593069,descriptive_support_available
stress,high_tail_checkpoint,stock,CIFR,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,992,67,0.4051832042286679,0.40057150609816206,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,phase,FIRST_ENTRY,future_absolute_10m,440,67,0.010840456599805922,0.008975733512496333,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,phase,FIRST_ENTRY,future_absolute_15m,440,67,0.01277675102303887,0.009383536930502184,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,phase,FIRST_ENTRY,post_share_of_local_range_v1,440,67,0.40903751128027865,0.40706179098178596,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,phase,PERSISTENT,future_absolute_10m,586,56,0.010710086003413933,0.008533935348220924,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,phase,PERSISTENT,future_absolute_15m,586,56,0.013094158201941257,0.010007235561228518,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,phase,PERSISTENT,post_share_of_local_range_v1,586,56,0.4108907081043227,0.4036657508362016,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,phase,RE_ENTRY,future_absolute_10m,96,42,0.008033867727741076,0.004605285193517598,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,phase,RE_ENTRY,future_absolute_15m,96,42,0.009330672472999273,0.0069315709189767625,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,phase,RE_ENTRY,post_share_of_local_range_v1,96,42,0.4045863317712654,0.410121437250011,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,35,22,0.006567753541739836,0.005687219839357399,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,35,22,0.007189836959134404,0.005709640307220173,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,35,22,0.5107986701942753,0.5148233676270675,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,movement_consumed_bucket,HIGH,future_absolute_10m,1087,67,0.01065988153617058,0.008439516002485964,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,movement_consumed_bucket,HIGH,future_absolute_15m,1087,67,0.012823410690260263,0.00961237425298834,descriptive_support_available
stress,high_tail_checkpoint,stock,HIMS,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,1087,67,0.4063668760861983,0.40275077218741867,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,phase,FIRST_ENTRY,future_absolute_10m,432,67,0.010824691049757784,0.008821305557262241,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,phase,FIRST_ENTRY,future_absolute_15m,432,67,0.012698526439731357,0.009310237261446176,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,phase,FIRST_ENTRY,post_share_of_local_range_v1,432,67,0.4071730640460459,0.40662976995558237,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,phase,PERSISTENT,future_absolute_10m,579,57,0.010723904209361671,0.008439516002485964,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,phase,PERSISTENT,future_absolute_15m,579,57,0.013158407648027321,0.01000228676722707,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,phase,PERSISTENT,post_share_of_local_range_v1,579,57,0.4097105729222253,0.402173276313911,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,phase,RE_ENTRY,future_absolute_10m,97,43,0.00804184390522181,0.0046356852968385265,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,phase,RE_ENTRY,future_absolute_15m,97,43,0.009279115796481994,0.006751846584729133,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,phase,RE_ENTRY,post_share_of_local_range_v1,97,43,0.4033711576744279,0.4087694151396106,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,35,22,0.006567753541739836,0.005687219839357399,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,35,22,0.007189836959134404,0.005709640307220173,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,35,22,0.5107986701942753,0.5148233676270675,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,movement_consumed_bucket,HIGH,future_absolute_10m,1073,67,0.010657590452526925,0.008358518440372586,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,movement_consumed_bucket,HIGH,future_absolute_15m,1073,67,0.01281725199334652,0.00956466077555431,descriptive_support_available
stress,high_tail_checkpoint,stock,IONQ,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,1073,67,0.40481848483455746,0.40059178823512903,descriptive_support_available
stress,high_tail_checkpoint,stock,IREN,phase,FIRST_ENTRY,future_absolute_10m,411,67,0.010665779164237315,0.008752791109594744,descriptive_support_available
stress,high_tail_checkpoint,stock,IREN,phase,FIRST_ENTRY,future_absolute_15m,411,67,0.012469893082667783,0.009175079440679,descriptive_support_available
stress,high_tail_checkpoint,stock,IREN,phase,FIRST_ENTRY,post_share_of_local_range_v1,411,67,0.40671571426654846,0.40275077218741867,descriptive_support_available
stress,high_tail_checkpoint,stock,IREN,phase,PERSISTENT,future_absolute_10m,538,55,0.01048790703539251,0.008099015089326863,descriptive_support_available
stress,high_tail_checkpoint,stock,IREN,phase,PERSISTENT,future_absolute_15m,538,55,0.012849749235368598,0.009616000687748412,descriptive_support_available
stress,high_tail_checkpoint,stock,IREN,phase,PERSISTENT,post_share_of_local_range_v1,538,55,0.40976794689868384,0.4028189016993129,descriptive_support_available
stress,high_tail_checkpoint,stock,IREN,phase,RE_ENTRY,future_absolute_10m,88,43,0.008023755108311128,0.004605285193517598,descriptive_support_available
stress,high_tail_checkpoint,stock,IREN,phase,RE_ENTRY,future_absolute_15m,88,43,0.009438473947629956,0.0069315709189767625,descriptive_support_available
stress,high_tail_checkpoint,stock,IREN,phase,RE_ENTRY,post_share_of_local_range_v1,88,43,0.40333874169346245,0.4108857321514159,descriptive_support_available
stress,high_tail_checkpoint,stock,IREN,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,34,22,0.006381063121351189,0.005347565885507416,descriptive_support_available
