period,analysis_level,exclusion_dimension,excluded,subgroup_type,subgroup,quantity,n,sessions,mean,median,status
stress,high_tail_checkpoint,stock,IREN,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,34,22,0.006933017056047046,0.005677281864042608,descriptive_support_available
stress,high_tail_checkpoint,stock,IREN,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,34,22,0.5071032468895416,0.5137646889156353,descriptive_support_available
stress,high_tail_checkpoint,stock,IREN,movement_consumed_bucket,HIGH,future_absolute_10m,1003,67,0.0104838120886821,0.008076654362784501,descriptive_support_available
stress,high_tail_checkpoint,stock,IREN,movement_consumed_bucket,HIGH,future_absolute_15m,1003,67,0.012595368168584847,0.00939562188974377,descriptive_support_available
stress,high_tail_checkpoint,stock,IREN,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,1003,67,0.4046536519140813,0.4004635588732309,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,phase,FIRST_ENTRY,future_absolute_10m,434,67,0.010859810642808478,0.00872898016846282,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,phase,FIRST_ENTRY,future_absolute_15m,434,67,0.012795717405253822,0.009305494411115608,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,phase,FIRST_ENTRY,post_share_of_local_range_v1,434,67,0.4088865689341379,0.406472813061724,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,phase,PERSISTENT,future_absolute_10m,593,57,0.010666556593798534,0.00839903546526399,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,phase,PERSISTENT,future_absolute_15m,593,57,0.013096101191448967,0.01000228676722707,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,phase,PERSISTENT,post_share_of_local_range_v1,593,57,0.4100668627023922,0.40308787453147316,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,phase,RE_ENTRY,future_absolute_10m,94,42,0.008250136901765784,0.00486722695203781,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,phase,RE_ENTRY,future_absolute_15m,94,42,0.009493816533762854,0.007308622388882168,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,phase,RE_ENTRY,post_share_of_local_range_v1,94,42,0.4043420789528353,0.410121437250011,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,35,22,0.006567753541739836,0.005687219839357399,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,35,22,0.007189836959134404,0.005709640307220173,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,35,22,0.5107986701942753,0.5148233676270675,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,movement_consumed_bucket,HIGH,future_absolute_10m,1086,67,0.010666728705254603,0.008366714025731784,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,movement_consumed_bucket,HIGH,future_absolute_15m,1086,67,0.012854607569993924,0.009581275745430926,descriptive_support_available
stress,high_tail_checkpoint,stock,MARA,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,1086,67,0.40585324352182434,0.40158853761597657,descriptive_support_available
stress,high_tail_checkpoint,stock,MP,phase,FIRST_ENTRY,future_absolute_10m,409,67,0.010940211855682705,0.00908436479951725,descriptive_support_available
stress,high_tail_checkpoint,stock,MP,phase,FIRST_ENTRY,future_absolute_15m,409,67,0.013035853989047948,0.009920905472828135,descriptive_support_available
stress,high_tail_checkpoint,stock,MP,phase,FIRST_ENTRY,post_share_of_local_range_v1,409,67,0.4070134873205451,0.4049408515468046,descriptive_support_available
stress,high_tail_checkpoint,stock,MP,phase,PERSISTENT,future_absolute_10m,453,51,0.011055080355151922,0.00871736637686811,descriptive_support_available
stress,high_tail_checkpoint,stock,MP,phase,PERSISTENT,future_absolute_15m,453,51,0.013731863583351505,0.010849645860603139,descriptive_support_available
stress,high_tail_checkpoint,stock,MP,phase,PERSISTENT,post_share_of_local_range_v1,453,51,0.40685962969045664,0.3995111334069912,descriptive_support_available
stress,high_tail_checkpoint,stock,MP,phase,RE_ENTRY,future_absolute_10m,83,40,0.008378460454476681,0.004796172263493055,descriptive_support_available
stress,high_tail_checkpoint,stock,MP,phase,RE_ENTRY,future_absolute_15m,83,40,0.009407661558175384,0.006535970979785449,descriptive_support_available
stress,high_tail_checkpoint,stock,MP,phase,RE_ENTRY,post_share_of_local_range_v1,83,40,0.40802861196425716,0.41147345936041135,descriptive_support_available
stress,high_tail_checkpoint,stock,MP,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,16,15,0.005928663633758994,0.0048850040648733516,blocked_insufficient_support
stress,high_tail_checkpoint,stock,MP,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,16,15,0.007366520841139573,0.005514362999267259,blocked_insufficient_support
stress,high_tail_checkpoint,stock,MP,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,16,15,0.5092172599122543,0.526336117214945,blocked_insufficient_support
stress,high_tail_checkpoint,stock,MP,movement_consumed_bucket,HIGH,future_absolute_10m,929,67,0.010853661624800287,0.0087051692273309,descriptive_support_available
stress,high_tail_checkpoint,stock,MP,movement_consumed_bucket,HIGH,future_absolute_15m,929,67,0.013148729882291888,0.010010120965696524,descriptive_support_available
stress,high_tail_checkpoint,stock,MP,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,929,67,0.4052689205579301,0.400551223961195,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,phase,FIRST_ENTRY,future_absolute_10m,444,67,0.010966620647540334,0.009013615801701421,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,phase,FIRST_ENTRY,future_absolute_15m,444,67,0.012853433663574741,0.009637410000673922,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,phase,FIRST_ENTRY,post_share_of_local_range_v1,444,67,0.40956210104338187,0.4069428211466541,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,phase,PERSISTENT,future_absolute_10m,589,57,0.0106859573991859,0.00839903546526399,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,phase,PERSISTENT,future_absolute_15m,589,57,0.013126309828972858,0.010012184355229966,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,phase,PERSISTENT,post_share_of_local_range_v1,589,57,0.4101997652064783,0.4025499288671526,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,phase,RE_ENTRY,future_absolute_10m,96,43,0.008114268792662284,0.004715928780165791,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,phase,RE_ENTRY,future_absolute_15m,96,43,0.009371408422685258,0.0069315709189767625,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,phase,RE_ENTRY,post_share_of_local_range_v1,96,43,0.40257620862039073,0.40603830643381983,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,33,22,0.006882229013979567,0.0057511214255331925,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,33,22,0.007574811123615345,0.006551467794125938,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,33,22,0.5186719283384758,0.5238603068904668,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,movement_consumed_bucket,HIGH,future_absolute_10m,1096,67,0.010688927666298044,0.008448709302576358,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,movement_consumed_bucket,HIGH,future_absolute_15m,1096,67,0.012854021420976894,0.009662176971031857,descriptive_support_available
stress,high_tail_checkpoint,stock,MRNA,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,1096,67,0.4060076432137455,0.40158853761597657,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,phase,FIRST_ENTRY,future_absolute_10m,447,67,0.010835935012078352,0.00877264049438756,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,phase,FIRST_ENTRY,future_absolute_15m,447,67,0.012679707421228007,0.00931029261779832,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,phase,FIRST_ENTRY,post_share_of_local_range_v1,447,67,0.4076086420159935,0.40562589683103883,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,phase,PERSISTENT,future_absolute_10m,591,57,0.010641094415011083,0.008358518440372586,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,phase,PERSISTENT,future_absolute_15m,591,57,0.013077756900139771,0.01000228676722707,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,phase,PERSISTENT,post_share_of_local_range_v1,591,57,0.41011935277528816,0.40308787453147316,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,phase,RE_ENTRY,future_absolute_10m,96,42,0.008098318042264269,0.004715928780165791,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,phase,RE_ENTRY,future_absolute_15m,96,42,0.00935998653838522,0.0069315709189767625,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,phase,RE_ENTRY,post_share_of_local_range_v1,96,42,0.403711596437543,0.410121437250011,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,35,22,0.006567753541739836,0.005687219839357399,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,35,22,0.007189836959134404,0.005709640307220173,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,35,22,0.5107986701942753,0.5148233676270675,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,movement_consumed_bucket,HIGH,future_absolute_10m,1099,67,0.010627949870579663,0.008358518440372586,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,movement_consumed_bucket,HIGH,future_absolute_15m,1099,67,0.012778615067685897,0.009579637196703121,descriptive_support_available
stress,high_tail_checkpoint,stock,MSTR,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,1099,67,0.4053320839604631,0.4009681960437848,descriptive_support_available
stress,high_tail_checkpoint,stock,NVTS,phase,FIRST_ENTRY,future_absolute_10m,415,67,0.010777951195758723,0.00877264049438756,descriptive_support_available
stress,high_tail_checkpoint,stock,NVTS,phase,FIRST_ENTRY,future_absolute_15m,415,67,0.012506752940994207,0.009300696204432897,descriptive_support_available
stress,high_tail_checkpoint,stock,NVTS,phase,FIRST_ENTRY,post_share_of_local_range_v1,415,67,0.408434680980676,0.40692210170773674,descriptive_support_available
stress,high_tail_checkpoint,stock,NVTS,phase,PERSISTENT,future_absolute_10m,479,57,0.010334038744736405,0.008100061896208594,descriptive_support_available
stress,high_tail_checkpoint,stock,NVTS,phase,PERSISTENT,future_absolute_15m,479,57,0.01257008247933008,0.009681275361111056,descriptive_support_available
stress,high_tail_checkpoint,stock,NVTS,phase,PERSISTENT,post_share_of_local_range_v1,479,57,0.4093962504422068,0.402173276313911,descriptive_support_available
stress,high_tail_checkpoint,stock,NVTS,phase,RE_ENTRY,future_absolute_10m,80,40,0.007533147009126137,0.004544141353599046,descriptive_support_available
stress,high_tail_checkpoint,stock,NVTS,phase,RE_ENTRY,future_absolute_15m,80,40,0.008671668297896628,0.006677902236866949,descriptive_support_available
stress,high_tail_checkpoint,stock,NVTS,phase,RE_ENTRY,post_share_of_local_range_v1,80,40,0.4028665555424428,0.40603830643381983,descriptive_support_available
stress,high_tail_checkpoint,stock,NVTS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,28,16,0.007247758174041999,0.006461672527457913,blocked_insufficient_support
stress,high_tail_checkpoint,stock,NVTS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,28,16,0.007481806528228082,0.0060981956074954895,blocked_insufficient_support
stress,high_tail_checkpoint,stock,NVTS,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,28,16,0.5109882604431542,0.5137646889156353,blocked_insufficient_support
stress,high_tail_checkpoint,stock,NVTS,movement_consumed_bucket,HIGH,future_absolute_10m,946,67,0.010383265155206682,0.008068363789077392,descriptive_support_available
stress,high_tail_checkpoint,stock,NVTS,movement_consumed_bucket,HIGH,future_absolute_15m,946,67,0.012363229238005336,0.009356762619358118,descriptive_support_available
stress,high_tail_checkpoint,stock,NVTS,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,946,67,0.40541527454522686,0.4012882146294655,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,phase,FIRST_ENTRY,future_absolute_10m,425,66,0.010550126854187165,0.008414621225182817,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,phase,FIRST_ENTRY,future_absolute_15m,425,66,0.012421202582200648,0.009175079440679,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,phase,FIRST_ENTRY,post_share_of_local_range_v1,425,66,0.4064450026444289,0.40562589683103883,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,phase,PERSISTENT,future_absolute_10m,573,55,0.0106564923621357,0.008342071317395273,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,phase,PERSISTENT,future_absolute_15m,573,55,0.013117883039673763,0.009856257875572075,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,phase,PERSISTENT,post_share_of_local_range_v1,573,55,0.41014979086751624,0.403342364290323,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,phase,RE_ENTRY,future_absolute_10m,96,42,0.008080123456387723,0.004715928780165791,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,phase,RE_ENTRY,future_absolute_15m,96,42,0.009272587913601367,0.006751754004716568,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,phase,RE_ENTRY,post_share_of_local_range_v1,96,42,0.40316492935425446,0.40603830643381983,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,35,22,0.006567753541739836,0.005687219839357399,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,35,22,0.007189836959134404,0.005709640307220173,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,35,22,0.5107986701942753,0.5148233676270675,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,movement_consumed_bucket,HIGH,future_absolute_10m,1059,66,0.01051538669913657,0.008076654362784501,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,movement_consumed_bucket,HIGH,future_absolute_15m,1059,66,0.0126856300522232,0.009488247901057546,descriptive_support_available
stress,high_tail_checkpoint,stock,QBTS,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,1059,66,0.40470333904832656,0.40059178823512903,descriptive_support_available
stress,high_tail_checkpoint,stock,RGTI,phase,FIRST_ENTRY,future_absolute_10m,444,67,0.01051790892823883,0.008585663082991033,descriptive_support_available
stress,high_tail_checkpoint,stock,RGTI,phase,FIRST_ENTRY,future_absolute_15m,444,67,0.012497569807896796,0.009293691278332818,descriptive_support_available
stress,high_tail_checkpoint,stock,RGTI,phase,FIRST_ENTRY,post_share_of_local_range_v1,444,67,0.4077085194100855,0.40599807254039755,descriptive_support_available
