period,analysis_level,subgroup_type,subgroup,metric,n,sessions,mean,median,q05,q10,q90,q95,status
assessment,fresh_high_tail_episode,phase,RE_ENTRY,future_10m_signed_underlying_return,46,33,-0.001283740935286074,-0.0006665518079772551,-0.02198262190670028,-0.01257731871298402,0.00843015106131827,0.011945647848246688,descriptive_support_available
assessment,fresh_high_tail_episode,phase,RE_ENTRY,future_15m_absolute_movement,46,33,0.006945919212859243,0.005223632419262844,0.0007715470795151918,0.0010565399959216928,0.013472185233798726,0.015406587253363475,descriptive_support_available
assessment,fresh_high_tail_episode,phase,RE_ENTRY,future_15m_iv_residual,46,33,-0.0018648119944700019,-0.0025673536575618813,-0.008734331574239432,-0.007642324117876207,0.00337104684308045,0.006816585364968292,descriptive_support_available
assessment,fresh_high_tail_episode,phase,RE_ENTRY,future_15m_exceed_iv_rate,46,33,0.30434782608695654,0.0,0.0,0.0,1.0,1.0,descriptive_support_available
assessment,fresh_high_tail_episode,phase,RE_ENTRY,post_share_of_local_range_v1,46,33,0.4041746851582374,0.41713056643566526,0.24566869317954868,0.2664953485545014,0.5301913342133688,0.5636834444548452,descriptive_support_available
assessment,fresh_high_tail_episode,phase,RE_ENTRY,maximum_up_excursion_10m,46,33,0.008558701475844288,0.0063080274543174525,0.00012211390555590354,0.001525019810597619,0.016484692692770593,0.0240227882181894,descriptive_support_available
assessment,fresh_high_tail_episode,phase,RE_ENTRY,maximum_down_excursion_10m,46,33,-0.00899409159981581,-0.006637641717221204,-0.02536307139205831,-0.022398994014186602,-0.0010416902818287323,-0.0006860298996433632,descriptive_support_available
assessment,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,future_10m_absolute_underlying_return,8,8,0.006557238740566365,0.004172831496079089,0.0011898881360876282,0.00198754244087328,0.012146223633134463,0.015536452585966826,blocked_insufficient_support
assessment,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,future_10m_signed_underlying_return,8,8,0.0034273624305124926,0.0011395061496937875,-0.004173284178813832,-0.0041722279190994326,0.012146223633134463,0.015536452585966826,blocked_insufficient_support
assessment,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,future_15m_absolute_movement,8,8,0.008455881334414366,0.006040720517473963,0.0011109550537413543,0.0011909820748429083,0.020218535225489942,0.020614171367288128,blocked_insufficient_support
assessment,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,future_15m_iv_residual,8,8,-0.0011464384607359553,-0.0026547994273923422,-0.00881209523649279,-0.008560863334123552,0.008887744884817613,0.010107417447395664,blocked_insufficient_support
assessment,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,future_15m_exceed_iv_rate,8,8,0.375,0.0,0.0,0.0,1.0,1.0,blocked_insufficient_support
assessment,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,8,8,0.548855426502512,0.5527587149623727,0.42351455324510934,0.4480121203614338,0.6665082659180719,0.6686047051770163,blocked_insufficient_support
assessment,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,maximum_up_excursion_10m,8,8,0.010308395182635717,0.01087545834100213,0.0038479152118302226,0.003923605569207959,0.016295007642959797,0.019172428531898857,blocked_insufficient_support
assessment,fresh_high_tail_episode,movement_consumed_bucket,LOW_OR_EQUAL,maximum_down_excursion_10m,8,8,-0.004979590622674477,-0.002419353718982134,-0.014141047791855715,-0.011991925583393646,-0.001366167986470863,-0.0012148112295562446,blocked_insufficient_support
assessment,fresh_high_tail_episode,movement_consumed_bucket,HIGH,future_10m_absolute_underlying_return,409,126,0.009788013850699597,0.00718688998833574,0.0004814838587326392,0.0010917986739540303,0.02266900363179925,0.027710517476468553,descriptive_support_available
assessment,fresh_high_tail_episode,movement_consumed_bucket,HIGH,future_10m_signed_underlying_return,409,126,0.001541927179499027,0.0005717062500220685,-0.0200086233397553,-0.013473207980723205,0.01727736157532319,0.023894394357952438,descriptive_support_available
assessment,fresh_high_tail_episode,movement_consumed_bucket,HIGH,future_15m_absolute_movement,409,126,0.01099488885194675,0.008100856789935081,0.0006466914949959032,0.0011474085063288694,0.024032552091872012,0.03076584882740468,descriptive_support_available
assessment,fresh_high_tail_episode,movement_consumed_bucket,HIGH,future_15m_iv_residual,409,126,0.002142378097244279,-0.00014167832164342295,-0.008653910810281986,-0.007705333586982982,0.01459028988386722,0.021850891942604776,descriptive_support_available
assessment,fresh_high_tail_episode,movement_consumed_bucket,HIGH,future_15m_exceed_iv_rate,409,126,0.4938875305623472,0.0,0.0,0.0,1.0,1.0,descriptive_support_available
assessment,fresh_high_tail_episode,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,409,126,0.4174592935925891,0.4174707168380464,0.25153522697638103,0.2736064439480983,0.5602026943451506,0.5972884453192294,descriptive_support_available
assessment,fresh_high_tail_episode,movement_consumed_bucket,HIGH,maximum_up_excursion_10m,409,126,0.011016874483152563,0.00790456299821465,0.00045305886869697714,0.001518504004239651,0.02287098009350383,0.029587052628554433,descriptive_support_available
assessment,fresh_high_tail_episode,movement_consumed_bucket,HIGH,maximum_down_excursion_10m,409,126,-0.008830685897626273,-0.006701550119916492,-0.025229758775456048,-0.02024552756297563,-0.000765953254394224,-1.8355799927065555e-05,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_10m_absolute_underlying_return,5,5,0.008366142987711562,0.00910016391269139,0.001148051575767571,0.001903869320233165,0.015052134164133636,0.016989407851466416,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_10m_signed_underlying_return,5,5,0.006540720433738792,0.00910016391269139,-0.0034155048091643525,-0.0026596870646987585,0.015052134164133636,0.016989407851466416,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_15m_absolute_movement,5,5,0.011792496834406904,0.009351767889361288,0.002362854867797249,0.003694781702954698,0.020557651918459815,0.020783729713773062,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_15m_iv_residual,5,5,0.0020006602446751764,0.0011436859780194833,-0.007499953488190823,-0.005936579837519617,0.009933178509884516,0.010630134259929116,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_15m_exceed_iv_rate,5,5,0.6,1.0,0.0,0.0,1.0,1.0,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,post_share_of_local_range_v1,5,5,0.6044083299588412,0.5811117574516663,0.5422254909154663,0.5492476402800707,0.66830521385431,0.6695031791451354,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,maximum_up_excursion_10m,5,5,0.013983787809648113,0.012289526064386339,0.010715426482537815,0.010822114388180691,0.018761368404907566,0.020405608912872745,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,maximum_down_excursion_10m,5,5,-0.004748123234219257,-0.002033656116939694,-0.013593146264459142,-0.0108961225286005,-0.0012573863876540184,-0.0011604204301478222,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_10m_absolute_underlying_return,366,126,0.009972083621657492,0.007377520761478951,0.000509355960945388,0.001118325354497322,0.02273381017084012,0.027609080332026702,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_10m_signed_underlying_return,366,126,0.0018699879691630261,0.0008119922711172631,-0.01995544612331948,-0.013325418133267592,0.017705376219629962,0.025042533767980248,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_15m_absolute_movement,366,126,0.011437382030486274,0.008538236582790836,0.0006448621256004547,0.0012021634370867214,0.0249027567227965,0.03259208365084947,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_15m_iv_residual,366,126,0.0025760633459269576,0.00034420115130880027,-0.008581850027349779,-0.007707188326344284,0.01479337883638555,0.023188721220302935,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,future_15m_exceed_iv_rate,366,126,0.5136612021857924,1.0,0.0,0.0,1.0,1.0,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,post_share_of_local_range_v1,366,126,0.41944704186971565,0.4175657660531348,0.25429199399198077,0.2769078615293228,0.5605920009732563,0.5973953154627447,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,maximum_up_excursion_10m,366,126,0.011269807699818052,0.008082853956171445,0.0005370682023313586,0.0015965891793891518,0.02350503814971918,0.029595081169740765,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,FIRST_ENTRY|HIGH,maximum_down_excursion_10m,366,126,-0.008781744337016168,-0.0066992219527188465,-0.024757919479546676,-0.01941344268949169,-0.0006903858908260164,-1.1472374954414993e-05,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_10m_absolute_underlying_return,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_10m_signed_underlying_return,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_15m_absolute_movement,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_15m_iv_residual,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,future_15m_exceed_iv_rate,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,post_share_of_local_range_v1,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,maximum_up_excursion_10m,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|LOW_OR_EQUAL,maximum_down_excursion_10m,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_10m_absolute_underlying_return,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_10m_signed_underlying_return,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_15m_absolute_movement,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_15m_iv_residual,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,future_15m_exceed_iv_rate,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,post_share_of_local_range_v1,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,maximum_up_excursion_10m,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,PERSISTENT|HIGH,maximum_down_excursion_10m,0,0,,,,,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_10m_absolute_underlying_return,3,3,0.003542398328657706,0.003781608416755335,0.0027822823592961302,0.0028933185879027085,0.004095794034173653,0.004135067236350942,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_10m_signed_underlying_return,3,3,-0.0017615675748646718,-0.003781608416755335,-0.004135067236350942,-0.004095794034173653,0.0013806752212005748,0.0020259606759450628,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_15m_absolute_movement,3,3,0.0028948555010934736,0.0030341110124010103,0.0014370300991627745,0.0016144835339670228,0.004119525263696909,0.004255202045108895,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_15m_iv_residual,3,3,-0.006391602969754508,-0.006766147236463496,-0.008187584256815561,-0.008029646810109776,-0.004603741422715645,-0.0043334406959971645,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,future_15m_exceed_iv_rate,3,3,0.0,0.0,0.0,0.0,0.0,0.0,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,post_share_of_local_range_v1,3,3,0.45626725407529634,0.469010035032569,0.4060162910191633,0.41301559590954173,0.4944217998581419,0.49759827046133853,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,maximum_up_excursion_10m,3,3,0.004182740804281729,0.003988483018388876,0.0037938506708461253,0.003815476487239764,0.0046277082356808346,0.004707611387842329,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|LOW_OR_EQUAL,maximum_down_excursion_10m,3,3,-0.005365369603433177,-0.0044503856274756915,-0.009579877312702541,-0.009009933792121779,-0.002086799005127567,-0.0017913506773340518,blocked_insufficient_support
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_10m_absolute_underlying_return,43,31,0.00822128045138354,0.005969850376272778,0.0005147168232372839,0.0009609850208619291,0.020590829832820932,0.028581870281007747,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_10m_signed_underlying_return,43,31,-0.0012504041929898933,-0.0004767580770522911,-0.022731728701542653,-0.013275577661699154,0.008828617185266004,0.012507834637906836,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_15m_absolute_movement,43,31,0.007228551564842903,0.005831010279308274,0.0007551986867679291,0.0010004121635323107,0.013563959622514304,0.015644254903580342,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_15m_iv_residual,43,31,-0.0015489893682873615,-0.0023203927909260305,-0.008780000269244373,-0.007250297110837621,0.0034972250080788293,0.006997503277817508,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,future_15m_exceed_iv_rate,43,31,0.32558139534883723,0.0,0.0,0.0,1.0,1.0,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,post_share_of_local_range_v1,43,31,0.4005403198849542,0.41597748535101964,0.244352520103557,0.2645011796838187,0.5353506033112249,0.5641130059169169,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,maximum_up_excursion_10m,43,31,0.00886400105758121,0.006763475024479842,4.884556222236146e-05,0.00138876211463922,0.01717726294134299,0.024408016406309217,descriptive_support_available
assessment,fresh_high_tail_episode,phase_x_movement_consumed_bucket,RE_ENTRY|HIGH,maximum_down_excursion_10m,43,31,-0.009247258250726227,-0.006771195465266032,-0.02567750827958572,-0.022768524963031143,-0.0009789126557118027,-0.000638923670022579,descriptive_support_available
stress,high_tail_checkpoint,overall,ALL,future_10m_absolute_underlying_return,1146,67,0.010486385949458993,0.008192907967029128,0.0008647050826878778,0.0014311145158018624,0.022452810174559412,0.0287961694724945,descriptive_support_available
stress,high_tail_checkpoint,overall,ALL,future_10m_signed_underlying_return,1146,67,-0.0013435228912690837,-0.0013768802925982488,-0.023937323756770858,-0.01853210032325903,0.015046017229666211,0.01979258971027403,descriptive_support_available
stress,high_tail_checkpoint,overall,ALL,future_15m_absolute_movement,1146,67,0.012601271034953447,0.009489471112250784,0.0009811457229411359,0.001870758379580376,0.02731823162416907,0.032515007877425596,descriptive_support_available
stress,high_tail_checkpoint,overall,ALL,future_15m_iv_residual,1146,67,0.0027499517239071907,0.00022786848244872853,-0.009298079083477302,-0.007582746066502482,0.017013605491242756,0.022582296245171975,descriptive_support_available
stress,high_tail_checkpoint,overall,ALL,future_15m_exceed_iv_rate,1146,67,0.5069808027923212,1.0,0.0,0.0,1.0,1.0,descriptive_support_available
stress,high_tail_checkpoint,overall,ALL,post_share_of_local_range_v1,1146,67,0.40860802882572717,0.40394020787495,0.2576822855039709,0.28690403017655075,0.5372707288798657,0.5687995989719384,descriptive_support_available
stress,high_tail_checkpoint,overall,ALL,maximum_up_excursion_10m,1146,67,0.009126153804936142,0.0064153640023757305,0.00025694778320496767,0.0008528148493250629,0.020170512363170384,0.026376947835610905,descriptive_support_available
stress,high_tail_checkpoint,overall,ALL,maximum_down_excursion_10m,1146,67,-0.011242679656224618,-0.008543820721485542,-0.030767472765870975,-0.025119700600294552,-0.001442050335305871,-0.0008580659947086807,descriptive_support_available
stress,high_tail_checkpoint,phase,FIRST_ENTRY,future_10m_absolute_underlying_return,455,67,0.010794194046771075,0.00877264049438756,0.0008586512195946281,0.0013179001913214588,0.02277500933561024,0.029591402258446448,descriptive_support_available
stress,high_tail_checkpoint,phase,FIRST_ENTRY,future_10m_signed_underlying_return,455,67,-0.0023831124663430555,-0.0013676926162039596,-0.0256616008999495,-0.020674634366281912,0.013920581563054684,0.018982254652012535,descriptive_support_available
stress,high_tail_checkpoint,phase,FIRST_ENTRY,future_15m_absolute_movement,455,67,0.012678840942801743,0.00931029261779832,0.0009553125137748268,0.0016682490861007794,0.027629668561053023,0.03310356520403183,descriptive_support_available
stress,high_tail_checkpoint,phase,FIRST_ENTRY,future_15m_iv_residual,455,67,0.0032526985106317067,0.0005805055859885548,-0.00851319781364031,-0.006975530485560952,0.017249582676214056,0.022685910925195212,descriptive_support_available
stress,high_tail_checkpoint,phase,FIRST_ENTRY,future_15m_exceed_iv_rate,455,67,0.5296703296703297,1.0,0.0,0.0,1.0,1.0,descriptive_support_available
stress,high_tail_checkpoint,phase,FIRST_ENTRY,post_share_of_local_range_v1,455,67,0.40787714072435116,0.4063702482497562,0.25791362667560325,0.2836349197663588,0.5372820651731043,0.563185291495321,descriptive_support_available
stress,high_tail_checkpoint,phase,FIRST_ENTRY,maximum_up_excursion_10m,455,67,0.008581490404926135,0.0060060512785019915,0.00014525941560477855,0.000615554042296905,0.01858132924997476,0.02588754940640767,descriptive_support_available
stress,high_tail_checkpoint,phase,FIRST_ENTRY,maximum_down_excursion_10m,455,67,-0.012314556693005452,-0.00966194898521941,-0.03362158354139816,-0.026276586118323488,-0.001656340749455541,-0.0010834456156979338,descriptive_support_available
stress,high_tail_checkpoint,phase,PERSISTENT,future_10m_absolute_underlying_return,594,57,0.010649799912445539,0.008378776952818287,0.0009080345128237569,0.0015557458637299694,0.022581759748072628,0.028748909319805067,descriptive_support_available
stress,high_tail_checkpoint,phase,PERSISTENT,future_10m_signed_underlying_return,594,57,-0.0006501922214717007,-0.0014452105266517194,-0.023033062346214554,-0.017291820778218087,0.01594779185023045,0.02149351334561635,descriptive_support_available
stress,high_tail_checkpoint,phase,PERSISTENT,future_15m_absolute_movement,594,57,0.013084359839769534,0.00993573546684435,0.0009839032878112856,0.002240379419283507,0.02790586789404072,0.03549188386093928,descriptive_support_available
stress,high_tail_checkpoint,phase,PERSISTENT,future_15m_iv_residual,594,57,0.002895584341193437,0.00023183966532354123,-0.009731130306311389,-0.007807845173773436,0.01763752630934645,0.023621875235622595,descriptive_support_available
stress,high_tail_checkpoint,phase,PERSISTENT,future_15m_exceed_iv_rate,594,57,0.5067340067340067,1.0,0.0,0.0,1.0,1.0,descriptive_support_available
stress,high_tail_checkpoint,phase,PERSISTENT,post_share_of_local_range_v1,594,57,0.41002306348532663,0.4028189016993129,0.26345309631322056,0.2894468412004228,0.5371848265400804,0.575526169147875,descriptive_support_available
stress,high_tail_checkpoint,phase,PERSISTENT,maximum_up_excursion_10m,594,57,0.00961173614685854,0.006737506317159111,0.00031491494302056904,0.0010652935793179614,0.02140507157497394,0.027946285703515362,descriptive_support_available
stress,high_tail_checkpoint,phase,PERSISTENT,maximum_down_excursion_10m,594,57,-0.010852489042152722,-0.008492458744664044,-0.0295044367231982,-0.02371044507663786,-0.0013961539921622523,-0.0007734665535688149,descriptive_support_available
stress,high_tail_checkpoint,phase,RE_ENTRY,future_10m_absolute_underlying_return,97,43,0.00804184390522181,0.0046356852968385265,0.0009754978018877566,0.001464997661527925,0.019421400617890536,0.0225606959564988,descriptive_support_available
stress,high_tail_checkpoint,phase,RE_ENTRY,future_10m_signed_underlying_return,97,43,-0.0007128544500421575,0.00015352103659975615,-0.022397553787186834,-0.01566629858443173,0.012166831924390194,0.01574783891272511,descriptive_support_available
stress,high_tail_checkpoint,phase,RE_ENTRY,future_15m_absolute_movement,97,43,0.009279115796481994,0.006751846584729133,0.0011413163731795438,0.0017346715967113003,0.018736642385015927,0.02495221446916031,descriptive_support_available
stress,high_tail_checkpoint,phase,RE_ENTRY,future_15m_iv_residual,97,43,-0.0005001056227699745,-0.0012987056394914084,-0.00934279603552426,-0.00843980763398197,0.008013020963507124,0.0129963298578405,descriptive_support_available
stress,high_tail_checkpoint,phase,RE_ENTRY,future_15m_exceed_iv_rate,97,43,0.4020618556701031,0.0,0.0,0.0,1.0,1.0,descriptive_support_available
stress,high_tail_checkpoint,phase,RE_ENTRY,post_share_of_local_range_v1,97,43,0.4033711576744279,0.4087694151396106,0.23454696332055053,0.2603168595959985,0.5319482831276304,0.5616333457514161,descriptive_support_available
stress,high_tail_checkpoint,phase,RE_ENTRY,maximum_up_excursion_10m,97,43,0.008707452113210867,0.006575058163754412,0.0006122158327175482,0.0011412241608175111,0.01998323514783193,0.023778755362956962,descriptive_support_available
stress,high_tail_checkpoint,phase,RE_ENTRY,maximum_down_excursion_10m,97,43,-0.008604217522445516,-0.006516427666019051,-0.02778477428244951,-0.022332498496346796,-0.00129567391827654,-0.0008384246934463644,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,future_10m_absolute_underlying_return,35,22,0.006567753541739836,0.005687219839357399,0.0008109012578950173,0.0010878048732133822,0.014728937350771635,0.015905272272218753,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,future_10m_signed_underlying_return,35,22,-0.002026039171710801,-0.0014872841420952685,-0.015474864369683178,-0.013392991237097697,0.0074257974575318705,0.010184720251629495,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,future_15m_absolute_movement,35,22,0.007189836959134404,0.005709640307220173,0.00036468061128008025,0.0005017971119133913,0.014702227260467575,0.01871021924085079,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,future_15m_iv_residual,35,22,-0.0033431054016896528,-0.00316427129067537,-0.012997001182373218,-0.01187906507011955,0.004756322892821281,0.0074938994000529535,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,future_15m_exceed_iv_rate,35,22,0.3142857142857143,0.0,0.0,0.0,1.0,1.0,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,35,22,0.5107986701942753,0.5148233676270675,0.3669971184987944,0.3955325532516462,0.6373697822012074,0.6554396055100332,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,maximum_up_excursion_10m,35,22,0.006275726903606805,0.0042104124883171916,0.00020975152573298814,0.0005137915780381516,0.014743339580602699,0.01876784295020878,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,LOW_OR_EQUAL,maximum_down_excursion_10m,35,22,-0.007726661762111106,-0.007679036475779194,-0.017451373384686067,-0.015049648215259028,-0.00207854392087838,-0.0010886564867421053,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,future_10m_absolute_underlying_return,1111,67,0.010609835215228725,0.008358518440372586,0.0008653471991124935,0.001439025270197634,0.022669855378903536,0.02891584165478711,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,future_10m_signed_underlying_return,1111,67,-0.001322021478293872,-0.0013688572078865275,-0.024007808090988084,-0.018987452702513594,0.015138223869405791,0.019940718800339263,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,future_15m_absolute_movement,1111,67,0.012771748256063859,0.00956466077555431,0.0010489703606610255,0.0020171969022969487,0.027640839458355212,0.03309633897501947,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,future_15m_iv_residual,1111,67,0.002941902218412942,0.00031584388652150866,-0.009025358491437947,-0.007458103710162592,0.017252481028814718,0.022689549141551205,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,future_15m_exceed_iv_rate,1111,67,0.513051305130513,1.0,0.0,0.0,1.0,1.0,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,1111,67,0.40538870168990426,0.4009681960437848,0.25717176199183056,0.28627454669997887,0.5293472202094465,0.5661613960419112,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,maximum_up_excursion_10m,1111,67,0.009215951232070729,0.006426995346109919,0.00028280586842447384,0.0008665945270798358,0.020228516185984754,0.026455313475767406,descriptive_support_available
stress,high_tail_checkpoint,movement_consumed_bucket,HIGH,maximum_down_excursion_10m,1111,67,-0.011353445296453216,-0.008554912672422837,-0.03100741525676723,-0.02522670893108769,-0.0014408936833399395,-0.0008605049919346047,descriptive_support_available
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_10m_absolute_underlying_return,5,4,0.0037261559912054364,0.0012194363991241556,0.0005205969334471315,0.0006621906121015305,0.008351387586905526,0.00910879410667101,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_10m_signed_underlying_return,5,4,-0.0008067142205121465,-0.0003790032547927324,-0.008110354830762143,-0.006354509035087789,0.004135275376215104,0.005107221701912085,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_15m_absolute_movement,5,4,0.004835412871154252,0.004589759486729629,0.0010207214793512649,0.001658814265866867,0.008315132992212508,0.009313815425845227,blocked_insufficient_support
stress,high_tail_checkpoint,phase_x_movement_consumed_bucket,FIRST_ENTRY|LOW_OR_EQUAL,future_15m_iv_residual,5,4,-0.002290448176675824,-0.002241663612727952,-0.004751373579579735,-0.004725137013773161,0.00024436173419722105,0.0005196250115030833,blocked_insufficient_support
