diagnostic_type,period,regime,rows,posterior_mass,hard_top_regime_rows,stocks,sessions,months,maximum_stock_share,maximum_month_share,entropy_mean,entropy_q10,entropy_q50,entropy_q90,margin_mean,margin_q10,margin_q50,margin_q90,mahalanobis_mean,mahalanobis_q90,mean_front_options_implied_tension,mean_front_options_premium_richness,mean_front_options_downside_asymmetry,mean_front_options_liquidity_stress,mean_front_options_positioning_concentration,mean_front_options_directional_positioning,mean_front_options_surface_disagreement,group,posterior_mass_regime_0,posterior_mass_regime_1,posterior_mass_regime_2,posterior_mass_regime_3,development_mean,assessment_mean,mean_difference
support_by_month,development,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05,0.576839754705067,0.16176470588235295,0.2613955394125801,0.0,,,
support_by_month,development,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06,0.4939688645068795,0.11304347826086956,0.39298765723225093,0.0,,,
support_by_month,development,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07,0.47427925754784794,0.13636363636363635,0.3893571060885157,0.0,,,
support_by_month,development,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08,0.5614216074751848,0.14465408805031446,0.29392430447450074,0.0,,,
support_by_month,development,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09,0.5887363447893097,0.18627450980392157,0.22498914540676873,0.0,,,
support_by_month,development,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10,0.6122728787050057,0.0873015873015873,0.30042553399340727,0.0,,,
support_by_month,development,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11,0.44008558134418013,0.09722222222222222,0.4626921964335977,0.0,,,
support_by_month,development,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12,0.6587604845750012,0.056338028169014086,0.2849014872559847,0.0,,,
development_assessment_dimension_drift,,,,,,,,,,,,,,,,,,,,,,,,,,,,front_options_implied_tension,,,,,0.019257915874536617,-0.10581923993880205,-0.12507715581333867
development_assessment_dimension_drift,,,,,,,,,,,,,,,,,,,,,,,,,,,,front_options_premium_richness,,,,,0.00868856602279946,-0.1242631824906144,-0.13295174851341385
development_assessment_dimension_drift,,,,,,,,,,,,,,,,,,,,,,,,,,,,front_options_downside_asymmetry,,,,,-0.2653359671165557,0.011078079152434297,0.27641404626899
development_assessment_dimension_drift,,,,,,,,,,,,,,,,,,,,,,,,,,,,front_options_liquidity_stress,,,,,0.3804411741536479,-0.09720467919580204,-0.47764585334945
development_assessment_dimension_drift,,,,,,,,,,,,,,,,,,,,,,,,,,,,front_options_positioning_concentration,,,,,0.14406819217113553,0.062459948832547706,-0.08160824333858782
development_assessment_dimension_drift,,,,,,,,,,,,,,,,,,,,,,,,,,,,front_options_directional_positioning,,,,,-0.018595665419290884,0.040226005549538126,0.05882167096882901
development_assessment_dimension_drift,,,,,,,,,,,,,,,,,,,,,,,,,,,,front_options_surface_disagreement,,,,,0.5815463632143643,0.12921011152699602,-0.45233625168736824
