# schema_version=1
# source=NASDAQ_TRADER_SYMBOL_DIRECTORY
# source_urls=https://www.nasdaqtrader.com/dynamic/SymDir/nasdaqlisted.txt,https://www.nasdaqtrader.com/dynamic/SymDir/otherlisted.txt
# retrieved_at=2026-09-02T11:33:17.375137+00:00
# nasdaq_source_updated_at=0902202607:00
# other_source_updated_at=0902202607:00
# universes=US_ALL,NASDAQ,NYSE
symbol,primary_exchange
SPFI,NASDAQ
SPG,NYSE
SPG$J,NYSE
SPGI,NYSE
SPH,NYSE
SPHL,NASDAQ
SPHR,NYSE
SPIR,NYSE
SPKL,NASDAQ
SPKLU,NASDAQ
SPKLW,NASDAQ
SPMA,NYSE
SPMC,NYSE
SPME,NYSE
SPNT,NYSE
SPOK,NASDAQ
SPOT,NYSE
SPPL,NASDAQ
SPRB,NASDAQ
SPRC,NASDAQ
SPRO,NASDAQ
SPRU,NYSE
SPRY,NASDAQ
SPSC,NASDAQ
SPT,NASDAQ
SPTX,NASDAQ
SPWH,NASDAQ
SPWR,NASDAQ
SPWRW,NASDAQ
SPXC,NYSE
SPXX,NYSE
SQFT,NASDAQ
SQFTP,NASDAQ
SQFTW,NASDAQ
SQM,NYSE
SQNS,NYSE
SR,NYSE
SRAD,NASDAQ
SRBK,NASDAQ
SRCE,NASDAQ
SRE,NYSE
SREA,NYSE
SRFM,NYSE
SRG,NYSE
SRG$A,NYSE
SRI,NYSE
SRJN,NYSE
SRL,NYSE
SRPT,NASDAQ
SRRK,NASDAQ
SRTA,NASDAQ
SRTS,NASDAQ
SRV,NYSE
SRXH,AMEX
SRZN,NASDAQ
SSAC,NASDAQ
SSACR,NASDAQ
SSACU,NASDAQ
SSACW,NASDAQ
SSB,NYSE
SSBI,NASDAQ
SSD,NYSE
SSEA,NASDAQ
SSEAR,NASDAQ
SSEAU,NASDAQ
SSII,NASDAQ
SSL,NYSE
SSM,NASDAQ
SSMR,NYSE
SSNC,NASDAQ
SSP,NASDAQ
SSRM,NASDAQ
SST,NYSE
SSTI,NASDAQ
SSTK,NYSE
SSYS,NASDAQ
ST,NYSE
STAA,NASDAQ
STAG,NYSE
STAK,NASDAQ
STBA,NASDAQ
STC,NYSE
STDN,NYSE
STE,NYSE
STEM,NYSE
STEP,NASDAQ
STEW,NYSE
STEX,NASDAQ
STFS,NASDAQ
STG,NYSE
STGW,NASDAQ
STHO,NASDAQ
STI,NASDAQ
STIM,NASDAQ
STK,NYSE
STKE,NASDAQ
STKH,NASDAQ
STKS,NASDAQ
STLA,NYSE
STLD,NASDAQ
STLN,NASDAQ
STLNW,NASDAQ
STM,NYSE
STN,NYSE
STNE,NASDAQ
STNG,NYSE
STOK,NASDAQ
STRA,NASDAQ
STRC,NASDAQ
STRD,NASDAQ
STRF,NASDAQ
STRK,NASDAQ
STRL,NASDAQ
STRO,NASDAQ
STRR,NASDAQ
STRRP,NASDAQ
STRT,NASDAQ
STRW,AMEX
STRZ,NASDAQ
STT,NYSE
STT$G,NYSE
STTK,NASDAQ
STUB,NYSE
STVN,NYSE
STWD,NYSE
STX,NASDAQ
STXS,AMEX
STZ,NYSE
SU,NYSE
SUGP,NASDAQ
SUI,NYSE
SUIG,NASDAQ
SUJA,NASDAQ
SUMA,NASDAQ
SUMAR,NASDAQ
SUMAU,NASDAQ
SUN,NYSE
SUNB,NYSE
SUNC,NYSE
SUNE,NASDAQ
SUNS,NASDAQ
SUPN,NASDAQ
SUPV,NYSE
SUPX,NASDAQ
SURG,NASDAQ
SUZ,NYSE
SVA,NASDAQ
SVAQ,NASDAQ
SVAQU,NASDAQ
SVAQW,NASDAQ
SVC,NASDAQ
SVCC,NASDAQ
SVCCU,NASDAQ
SVCCW,NASDAQ
SVCO,NASDAQ
SVIV,NASDAQ
SVIVU,NASDAQ
SVIVW,NASDAQ
SVM,AMEX
SVRA,NASDAQ
SVRE,NASDAQ
SVREW,NASDAQ
SVRN,NASDAQ
SVV,NYSE
SW,NYSE
SWAG,NASDAQ
SWAGW,NASDAQ
SWBI,NASDAQ
SWIM,NASDAQ
SWK,NYSE
SWKHL,NASDAQ
SWKS,NASDAQ
SWMR,NASDAQ
SWVL,NASDAQ
SWVLW,NASDAQ
SWX,NYSE
SWZ,NYSE
SXC,NYSE
SXI,NYSE
SXT,NYSE
SXTC,NASDAQ
SXTP,NASDAQ
SXTPW,NASDAQ
SY,NASDAQ
SYBT,NASDAQ
SYF,NYSE
SYF$A,NYSE
SYF$B,NYSE
SYK,NYSE
SYM,NASDAQ
SYNA,NASDAQ
SYNX,AMEX
SYPR,NASDAQ
SYRE,NASDAQ
SYY,NYSE
SZZL,NASDAQ
SZZLR,NASDAQ
SZZLU,NASDAQ
T,NYSE
T$A,NYSE
T$C,NYSE
TAC,NYSE
TACH,NASDAQ
TACHU,NASDAQ
TACHW,NASDAQ
TACO,NASDAQ
TACOU,NASDAQ
TACOW,NASDAQ
TACT,NASDAQ
TAK,NYSE
TAL,NYSE
TALO,NYSE
TANH,NASDAQ
TAOP,NASDAQ
TAOX,NASDAQ
TAP,NYSE
TAP.A,NYSE
TARA,NASDAQ
TARS,NASDAQ
TASK,NASDAQ
TATT,NASDAQ
TAVI,NASDAQ
TAVIR,NASDAQ
TAVIU,NASDAQ
TAYD,NASDAQ
TBB,NYSE
TBBB,NYSE
TBBK,NASDAQ
TBCH,NASDAQ
TBCVU,NASDAQ
TBI,NYSE
TBLA,NASDAQ
TBLD,NASDAQ
TBN,NYSE
TBPH,NASDAQ
TC,NASDAQ
TCBI,NASDAQ
TCBIO,NASDAQ
TCBK,NASDAQ
TCBS,NASDAQ
TCBX,NYSE
TCGX,NASDAQ
TCI,NYSE
TCMD,NASDAQ
TCOM,NASDAQ
TCPA,NYSE
TCPC,NASDAQ
TCRT,NASDAQ
TCRX,NASDAQ
TCX,NASDAQ
TD,NYSE
TDAC,NASDAQ
TDACU,NASDAQ
TDACW,NASDAQ
TDAY,NYSE
TDC,NYSE
TDF,NYSE
TDG,NYSE
TDIC,NASDAQ
TDOC,NYSE
TDS,NYSE
TDS$U,NYSE
TDS$V,NYSE
TDTH,NASDAQ
TDUP,NASDAQ
TDW,NYSE
TDWD,NASDAQ
TDWDR,NASDAQ
TDWDU,NASDAQ
TDY,NYSE
TE,NYSE
TEAD,NASDAQ
TEAM,NASDAQ
TECH,NASDAQ
TECK,NYSE
TECX,NASDAQ
TEI,NYSE
TEL,NYSE
TELA,NASDAQ
TELO,NASDAQ
TEM,NASDAQ
TEN,NYSE
TEN$E,NYSE
TEN$F,NYSE
TENB,NASDAQ
TENX,NASDAQ
TEO,NYSE
TER,NASDAQ
TEVA,NYSE
TEX,NYSE
TFC,NYSE
TFC$I,NYSE
TFC$O,NYSE
TFC$R,NYSE
TFII,NYSE
TFIN,NYSE
TFIN$,NYSE
TFPM,NYSE
TFSL,NASDAQ
TFX,NYSE
TG,NYSE
TGB,AMEX
TGE,NYSE
TGE.W,AMEX
TGEN,AMEX
TGHL,NASDAQ
TGL,NASDAQ
TGLS,NYSE
TGS,NYSE
TGT,NYSE
TGTX,NASDAQ
TH,NASDAQ
THC,NYSE
THCH,NASDAQ
THEO,NASDAQ
THEOR,NASDAQ
THEOU,NASDAQ
THFF,NASDAQ
THG,NYSE
THH,NASDAQ
THM,AMEX
THO,NYSE
THQ,NYSE
THRM,NASDAQ
THRY,NASDAQ
THW,NYSE
TIC,NYSE
TIGO,NASDAQ
TIGR,NASDAQ
TII,AMEX
TIL,NASDAQ
TILE,NASDAQ
TIMB,NYSE
TIPT,NASDAQ
TISI,NYSE
TITN,NASDAQ
TJGC,NASDAQ
TJX,NYSE
TK,NYSE
TKC,NYSE
TKLF,NASDAQ
TKNO,NASDAQ
TKO,NYSE
TKR,NYSE
TLACU,NASDAQ
TLF,NASDAQ
TLIH,NASDAQ
TLK,NYSE
TLN,NASDAQ
TLNC,NASDAQ
TLNCU,NASDAQ
TLNCW,NASDAQ
TLPH,NASDAQ
TLRY,NASDAQ
TLS,NASDAQ
TLSA,NASDAQ
TLSI,NASDAQ
TLSIW,NASDAQ
TLX,NASDAQ
TLYS,NYSE
TM,NYSE
TMC,NASDAQ
TMCI,NASDAQ
TMCR,NASDAQ
TMCWW,NASDAQ
TMDE,AMEX
TMDX,NASDAQ
TME,NYSE
TMO,NYSE
TMP,AMEX
TMQ,AMEX
TMS,NASDAQ
TMSWW,NASDAQ
TMTS,NASDAQ
TMTSU,NASDAQ
TMTSW,NASDAQ
TMUS,NASDAQ
TMUSI,NASDAQ
TMUSL,NASDAQ
TMUSZ,NASDAQ
TNC,NYSE
TNDM,NASDAQ
TNET,NYSE
TNGX,NASDAQ
TNK,NYSE
TNL,NYSE
TNMG,NASDAQ
TNON,NASDAQ
TNONW,NASDAQ
TNXP,NASDAQ
TNYA,NASDAQ
TOL,NYSE
TOMZ,NASDAQ
TONT,AMEX
TONT.U,AMEX
TONT.W,AMEX
TONX,NASDAQ
TOON,AMEX
TOP,NASDAQ
TOPP,AMEX
TOPS,AMEX
TORO,NASDAQ
TOST,NYSE
TOUR,NASDAQ
TOVX,AMEX
TOWN,NASDAQ
TOYO,NASDAQ
TP,AMEX
TPB,NYSE
TPC,NYSE
TPCS,NASDAQ
TPET,AMEX
TPG,NASDAQ
TPGXL,NASDAQ
TPL,NYSE
TPR,NYSE
TPST,NASDAQ
TPTS,NYSE
TPVG,NYSE
TR,NYSE
TRAD,NYSE
TRAD.R,NYSE
TRAD.U,NYSE
TRAK,NYSE
TRAW,NASDAQ
TRAX,NASDAQ
TRBG,NASDAQ
TRC,NYSE
TRDA,NASDAQ
TREE,NASDAQ
TREO,NASDAQ
TREX,NYSE
TRGP,NYSE
TRGS,NASDAQ
TRGSR,NASDAQ
TRGSU,NASDAQ
TRI,NASDAQ
TRIB,NASDAQ
TRIN,NYSE
TRIP,NASDAQ
TRLV,NYSE
TRMB,NASDAQ
TRMD,NASDAQ
TRMK,NASDAQ
TRN,NYSE
TRNI,NYSE
TRNO,NYSE
TRNR,NASDAQ
TRNS,NASDAQ
TRNZ,NYSE
TRON,NASDAQ
TROO,NASDAQ
TROW,NASDAQ
TROX,NYSE
TRP,NYSE
TRS,NASDAQ
TRSG,NASDAQ
TRST,NASDAQ
TRT,AMEX
TRTN$A,NYSE
TRTN$B,NYSE
TRTN$C,NYSE
TRTN$D,NYSE
TRTN$E,NYSE
TRTN$F,NYSE
TRTN$G,NYSE
TRTX,NYSE
TRTX$C,NYSE
TRU,NYSE
TRUG,NASDAQ
TRUP,NASDAQ
TRV,NYSE
TRVG,NASDAQ
TRVI,NASDAQ
TRX,AMEX
TS,NYSE
TSAT,NASDAQ
TSBK,NASDAQ
TSCO,NASDAQ
TSEM,NASDAQ
TSHA,NASDAQ
TSI,NYSE
TSLA,NASDAQ
TSLX,NYSE
TSM,NYSE
TSN,NYSE
TSQ,NYSE
TSSI,NASDAQ
TT,NYSE
TTAM,NYSE
TTAN,NASDAQ
TTC,NYSE
TTD,NASDAQ
TTE,NYSE
TTEC,NASDAQ
TTEK,NASDAQ
TTGT,NASDAQ
TTI,NYSE
TTMI,NASDAQ
TTRX,NASDAQ
TTWO,NASDAQ
TU,NYSE
TULP,NASDAQ
TURB,NASDAQ
TUSK,NASDAQ
TUYA,NYSE
TV,NYSE
TVA,NASDAQ
TVACU,NASDAQ
TVACW,NASDAQ
TVAI,NASDAQ
TVAIR,NASDAQ
TVAIU,NASDAQ
TVC,NYSE
TVE,NYSE
TVGN,NASDAQ
TVGNW,NASDAQ
TVIV,NASDAQ
TVIVU,NASDAQ
TVIVW,NASDAQ
TVRD,NASDAQ
TVTX,NASDAQ
TW,NASDAQ
TWAV,NASDAQ
TWFG,NASDAQ
TWG,NASDAQ
TWI,NYSE
TWIN,NASDAQ
TWLO,NYSE
TWLV,NASDAQ
TWLVR,NASDAQ
TWLVU,NASDAQ
TWN,NYSE
TWO$A,NYSE
TWO$B,NYSE
TWO$C,NYSE
TWOD,NYSE
TWST,NASDAQ
TX,NYSE
TXG,NASDAQ
TXMD,NASDAQ
TXN,NASDAQ
TXNM,NYSE
TXO,NYSE
TXRH,NASDAQ
TXT,NYSE
TY,NYSE
TY$,NYSE
TYG,NYSE
TYGO,NASDAQ
TYL,NYSE
TYRA,NASDAQ
TZOO,NASDAQ
U,NYSE
UA,NYSE
UAA,NYSE
UAC,AMEX
UAC.U,AMEX
UAC.W,AMEX
UAL,NASDAQ
UAMY,NYSE
UAN,NYSE
UAVS,AMEX
UBCP,NASDAQ
UBER,NYSE
UBS,NYSE
UBSI,NASDAQ
UCAR,NASDAQ
UCB,NYSE
UCFI,NASDAQ
UCFIW,NASDAQ
UCIB,ARCA
UCL,NASDAQ
UCTT,NASDAQ
UDR,NYSE
UE,NYSE
UEC,AMEX
UEIC,NASDAQ
UFCS,NASDAQ
UFG,NASDAQ
UFI,NYSE
UFPI,NASDAQ
UFPT,NASDAQ
UG,NASDAQ
UGI,NYSE
UGP,NYSE
UHAL,NYSE
UHAL.B,NYSE
UHS,NYSE
UHT,NYSE
UI,NYSE
UIS,NYSE
UK,NASDAQ
UL,NYSE
ULBI,NASDAQ
ULCC,NASDAQ
ULH,NASDAQ
ULS,NYSE
ULTA,NASDAQ
UMAC,AMEX
UMBF,NASDAQ
UMBFO,NASDAQ
UMC,NYSE
UMH,NYSE
UMH$D,NYSE
UNB,NASDAQ
UNCY,NASDAQ
UNF,NYSE
UNFI,NYSE
UNH,NYSE
UNIT,NASDAQ
UNM,NYSE
UNMA,NYSE
UNP,NYSE
UNTY,NASDAQ
UONE,NASDAQ
UONEK,NASDAQ
UP,NYSE
UPB,NASDAQ
UPBD,NASDAQ
UPC,NASDAQ
UPLD,NASDAQ
UPS,NYSE
UPST,NASDAQ
UPWK,NASDAQ
UPXI,NASDAQ
URBN,NASDAQ
URG,AMEX
URGN,NASDAQ
URI,NYSE
UROY,NASDAQ
USA,NYSE
USAC,NYSE
USAR,NASDAQ
USAS,AMEX
USAU,NASDAQ
USB,NYSE
USB$A,NYSE
USB$H,NYSE
USB$P,NYSE
USB$Q,NYSE
USB$R,NYSE
USB$S,NYSE
USBC,AMEX
USCB,NASDAQ
USDE,NASDAQ
USDEW,NASDAQ
USEA,NASDAQ
USFD,NYSE
USGO,NASDAQ
USIO,NASDAQ
USLM,NASDAQ
USNA,NYSE
USPH,NYSE
UTF,NYSE
UTG,AMEX
UTHR,NASDAQ
UTI,NYSE
UTL,NYSE
UTMD,NASDAQ
UTSI,NASDAQ
UTZ,NYSE
UUU,AMEX
UUUU,AMEX
UVE,NYSE
UVSP,NASDAQ
UVV,NYSE
UWMC,NYSE
UXIN,NASDAQ
UYSC,NASDAQ
UYSCR,NASDAQ
UYSCU,NASDAQ
UZD,NYSE
UZE,NYSE
UZF,NYSE
UZX,NASDAQ
V,NYSE
VABK,NASDAQ
VAC,NYSE
VACI,NYSE
VACI.U,NYSE
VACI.W,NYSE
VAI,NASDAQ
VAL,NYSE
VAL.W,NYSE
VALE,NYSE
VALN,NASDAQ
VALU,NASDAQ
VANI,NASDAQ
VATE,NYSE
VBF,NYSE
VBIO,NASDAQ
VBNK,NASDAQ
VC,NASDAQ
VCEL,NASDAQ
VCIG,NASDAQ
VCRE,NASDAQ
VCTR,NASDAQ
VCV,NYSE
VCX,NYSE
VCYT,NASDAQ
VECA,NYSE
VECA.R,NYSE
VECA.U,NYSE
VECO,NASDAQ
VEEA,NASDAQ
VEEAW,NASDAQ
VEEE,NASDAQ
VEEV,NYSE
VEL,NYSE
VELO,NASDAQ
VENU,AMEX
VEON,NASDAQ
VERA,NASDAQ
VERI,NASDAQ
VERU,NASDAQ
VERX,NASDAQ
VET,NYSE
VFC,NYSE
VFF,NASDAQ
VFS,NASDAQ
VFSWW,NASDAQ
VG,NYSE
VGAS,NASDAQ
VGASW,NASDAQ
VGI,NYSE
VGM,NYSE
VGNT,NYSE
VGZ,AMEX
VHC,NASDAQ
VHCP,NASDAQ
VHCPU,NASDAQ
VHCPW,NASDAQ
VHI,NYSE
VHUB,NASDAQ
VIA,NYSE
VIAV,NASDAQ
VICI,NYSE
VICR,NASDAQ
VIDA,AMEX
VII,NYSE
VII.U,NYSE
VII.W,NYSE
VIK,NYSE
VINP,NASDAQ
VIOT,NASDAQ
VIP,NASDAQ
VIPS,NYSE
VIR,NASDAQ
VIRC,NASDAQ
VIRT,NYSE
VISN,NASDAQ
VIST,NYSE
VITL,NASDAQ
VIV,NYSE
VIVK,NASDAQ
VIVO,NASDAQ
VIVS,NASDAQ
VKI,AMEX
VKQ,NYSE
VKTX,NASDAQ
VLGEA,NASDAQ
VLN,NYSE
VLO,NYSE
VLOS,NASDAQ
VLOSU,NASDAQ
VLOSW,NASDAQ
VLRS,NYSE
VLT,NYSE
VLTO,NYSE
VLY,NASDAQ
VLYPN,NASDAQ
VLYPO,NASDAQ
VLYPP,NASDAQ
VMAR,NASDAQ
VMC,NYSE
VMD,NASDAQ
VMET,NASDAQ
VMI,NYSE
VMO,NYSE
VMRK,NYSE
VNCE,NASDAQ
VNDA,NASDAQ
VNET,NASDAQ
VNME,NASDAQ
VNMEU,NASDAQ
VNMEW,NASDAQ
VNO,NYSE
VNO$L,NYSE
VNO$M,NYSE
VNO$N,NYSE
VNO$O,NYSE
VNOM,NASDAQ
VNRX,AMEX
VNT,NYSE
VNTG,AMEX
VOC,NYSE
VOD,NASDAQ
VOGX,NASDAQ
VOR,NASDAQ
VOXR,NASDAQ
VOYA,NYSE
VOYA$B,NYSE
VOYG,NYSE
VPG,NYSE
VPV,NYSE
VRA,NASDAQ
VRAX,NASDAQ
VRCA,NASDAQ
VRDN,NASDAQ
VREX,NASDAQ
VRM,NASDAQ
VRME,NASDAQ
VRNS,NASDAQ
VRRM,NASDAQ
VRSK,NASDAQ
VRSN,NASDAQ
VRT,NYSE
VRTS,NYSE
VRTX,NASDAQ
VRXA,NASDAQ
VRXAW,NASDAQ
VS,NASDAQ
VSA,NASDAQ
VSAT,NASDAQ
VSEC,NASDAQ
VSECU,NASDAQ
VSH,NYSE
VSME,NASDAQ
VSNT,NASDAQ
VST,NYSE
VSTM,NASDAQ
VSTS,NYSE
VSXY,NYSE
VTAK,AMEX
VTEX,NYSE
VTGN,NASDAQ
VTIX,NASDAQ
VTMX,NYSE
VTN,NYSE
VTOL,NYSE
VTR,NYSE
VTRS,NASDAQ
VTS,NYSE
VTSI,NASDAQ
VTVT,NASDAQ
VUZI,NASDAQ
VVOS,NASDAQ
VVR,NYSE
VVV,NYSE
VVX,NYSE
VWAV,NASDAQ
VWAVW,NASDAQ
VXX,BATS
VXZ,BATS
VYGR,NASDAQ
VYX,NYSE
VZ,NYSE
VZLA,AMEX
W,NYSE
WAB,NYSE
WABC,NASDAQ
WAFD,NASDAQ
WAFDP,NASDAQ
WAFU,NASDAQ
WAL,NYSE
WAL$A,NYSE
WALD,NASDAQ
WALDW,NASDAQ
WASH,NASDAQ
WAT,NYSE
WATR,NASDAQ
WATT,NASDAQ
WAVE,NASDAQ
WAY,NASDAQ
WB,NASDAQ
WBD,NASDAQ
WBI,NYSE
WBTN,NASDAQ
WBUY,NASDAQ
WBX,NYSE
WCC,NYSE
WCN,NYSE
WCT,NASDAQ
WD,NYSE
WDAY,NASDAQ
WDC,NASDAQ
WDFC,NASDAQ
WDH,NYSE
WDI,NYSE
WDS,NYSE
WEA,NYSE
WEAV,NYSE
WEC,NYSE
WELL,NYSE
WEN,NASDAQ
WENC,NYSE
WENC.R,NYSE
WENC.U,NYSE
WENN,NASDAQ
WENNU,NASDAQ
WENNW,NASDAQ
WERN,NASDAQ
WES,NYSE
WEST,NASDAQ
WETH,NASDAQ
WETO,NASDAQ
WEX,NYSE
WEYS,NASDAQ
WF,NYSE
WFC,NYSE
WFC$A,NYSE
WFC$C,NYSE
WFC$D,NYSE
WFC$L,NYSE
WFC$Y,NYSE
WFC$Z,NYSE
WFCF,NASDAQ
WFF,NASDAQ
WFG,NYSE
WFRD,NASDAQ
WGO,NYSE
WGS,NASDAQ
WH,NYSE
WHD,NYSE
WHF,NASDAQ
WHFCL,NASDAQ
WHG,NYSE
WHK,NYSE
WHLR,NASDAQ
WHLRD,NASDAQ
WHLRL,NASDAQ
WHLRP,NASDAQ
WHR,NYSE
WHR$A,NYSE
WHWK,NASDAQ
WIA,NYSE
WIMI,NASDAQ
WINA,NASDAQ
WING,NASDAQ
WIT,NYSE
WIW,NYSE
WIX,NASDAQ
WK,NYSE
WKC,NYSE
WKEY,NASDAQ
WKHS,NASDAQ
WKSP,NASDAQ
WLCO,NASDAQ
WLCOU,NASDAQ
WLCOW,NASDAQ
WLDN,NASDAQ
WLDS,NASDAQ
WLDSW,NASDAQ
WLFC,NASDAQ
WLII,NASDAQ
WLIIU,NASDAQ
WLIIW,NASDAQ
WLK,NYSE
WLKP,NYSE
WLTH,NASDAQ
WLY,NYSE
WLYB,NYSE
WM,NYSE
WMB,NYSE
WMG,NASDAQ
WMK,NYSE
WMS,NYSE
WMT,NASDAQ
WNC,NYSE
WNEB,NASDAQ
WNW,NASDAQ
WOK,NASDAQ
WOLF,NYSE
WOOF,NASDAQ
WOR,NYSE
WPAC,NYSE
WPAC.R,NYSE
WPAC.U,NYSE
WPC,NYSE
WPM,NYSE
WPP,NYSE
WPRT,NASDAQ
WRAP,NASDAQ
WRB,NYSE
WRB$E,NYSE
WRB$F,NYSE
WRB$G,NYSE
WRB$H,NYSE
WRBY,NYSE
WRD,NASDAQ
WRLD,NASDAQ
WRN,AMEX
WS,NYSE
WSBC,NASDAQ
WSBCO,NASDAQ
WSBF,NASDAQ
WSBK,NASDAQ
WSC,NASDAQ
WSE,NASDAQ
WSFS,NASDAQ
WSHP,NASDAQ
WSM,NYSE
WSO,NYSE
WSO.B,NYSE
WST,NYSE
WSTN,NASDAQ
WSTNR,NASDAQ
WSTNU,NASDAQ
WT,NYSE
WTBA,NASDAQ
WTF,NASDAQ
WTFC,NASDAQ
WTFCN,NASDAQ
WTG,NASDAQ
WTGUR,NASDAQ
WTGUU,NASDAQ
WTI,NYSE
WTM,NYSE
WTRG,NYSE
WTS,NYSE
WTTR,NYSE
WTW,NASDAQ
WU,NYSE
WULF,NASDAQ
WVE,NASDAQ
WVVI,NASDAQ
WVVIP,NASDAQ
WW,NASDAQ
WWD,NASDAQ
WWR,AMEX
WWW,NYSE
WXM,NASDAQ
WY,NYSE
WYFI,NASDAQ
WYHG,NASDAQ
WYNN,NASDAQ
WYY,AMEX
XAIR,NASDAQ
XBIO,NASDAQ
XBIT,NASDAQ
XBP,NASDAQ
XBPEW,NASDAQ
XCBE,NASDAQ
XCBEU,NASDAQ
XCBEW,NASDAQ
XCH,NASDAQ
XCUR,NASDAQ
XE,NASDAQ
XEL,NASDAQ
XELB,NASDAQ
XELLL,NASDAQ
XENE,NASDAQ
XERS,NASDAQ
XFLH,NYSE
XFLH.R,NYSE
XFLH.U,NYSE
XFLT,NYSE
XFOR,NASDAQ
XGN,NASDAQ
XHG,NASDAQ
XHLD,NASDAQ
XHR,NYSE
XIFR,NYSE
XIIIU,NASDAQ
XLAB,NASDAQ
XLABW,NASDAQ
XLO,NASDAQ
XMAX,NASDAQ
XMTR,NASDAQ
XNCR,NASDAQ
XNDU,NASDAQ
XNET,NASDAQ
XOM,NYSE
XOS,NASDAQ
XP,NASDAQ
XPEL,NASDAQ
XPER,NYSE
XPEV,NYSE
XPL,AMEX
XPO,NYSE
XPOF,NYSE
XPON,NASDAQ
XPRO,NYSE
XRAY,NASDAQ
XRN,NYSE
XRN$A,NYSE
XRN$B,NYSE
XRPN,NASDAQ
XRPNU,NASDAQ
XRPNW,NASDAQ
XRTX,NASDAQ
XRX,NASDAQ
XRXDW,NASDAQ
XSLL,NASDAQ
XSLLU,NASDAQ
XSLLW,NASDAQ
XTER,NASDAQ
XTERU,NASDAQ
XTERW,NASDAQ
XTIA,NASDAQ
XTLB,NASDAQ
XTNT,AMEX
XWEL,NASDAQ
XXI,NYSE
XXII,NASDAQ
XYF,NYSE
XYL,NYSE
XYZ,NYSE
XZO,NYSE
YAAS,NASDAQ
YALA,NYSE
YARW,NASDAQ
YB,NASDAQ
YCBD,AMEX
YCY,NYSE
YCY.U,NYSE
YCY.W,NYSE
YDDL,NASDAQ
YDES,NASDAQ
YDESW,NASDAQ
YDKG,NASDAQ
YELP,NYSE
YETI,NYSE
YEXT,NYSE
YFOR,NASDAQ
YHC,NASDAQ
YHGJ,NASDAQ
YHNA,NASDAQ
YHNAR,NASDAQ
YHNAU,NASDAQ
YI,NASDAQ
YIBO,NASDAQ
YICC,NASDAQ
YICCU,NASDAQ
YICCW,NASDAQ
YJ,NASDAQ
YMAT,NASDAQ
YMM,NYSE
YMT,NASDAQ
YORW,NASDAQ
YOU,NYSE
YOUL,NASDAQ
YPF,NYSE
YQ,NASDAQ
YRD,NYSE
YSG,NYSE
YSS,NYSE
YSWY,NASDAQ
YSXT,NASDAQ
YTRA,NASDAQ
YUM,NYSE
YUMC,NYSE
YXT,NASDAQ
YYAI,NASDAQ
Z,NASDAQ
ZBAO,NASDAQ
ZBH,NYSE
ZBIO,NASDAQ
ZBRA,NASDAQ
ZCMD,NASDAQ
ZD,NASDAQ
ZDAI,NASDAQ
ZDGE,AMEX
ZENA,NASDAQ
ZEO,NASDAQ
ZEOWW,NASDAQ
ZEPP,NYSE
ZETA,NYSE
ZG,NASDAQ
ZGN,NYSE
ZH,NYSE
ZIM,NYSE
ZION,NASDAQ
ZIONP,NASDAQ
ZIP,NYSE
ZJK,NASDAQ
ZJYL,NASDAQ
ZKH,NYSE
ZKIN,NASDAQ
ZKP,NASDAQ
ZKPU,NASDAQ
ZKPW,NASDAQ
ZLAB,NASDAQ
ZM,NASDAQ
ZNB,NASDAQ
ZNTL,NASDAQ
ZONE,AMEX
ZOOZ,NASDAQ
ZOOZW,NASDAQ
ZS,NASDAQ
ZSQR,NASDAQ
ZSTK,NASDAQ
ZTG,NASDAQ
ZTO,NYSE
ZTR,NYSE
ZTS,NYSE
ZUMZ,NASDAQ
ZURA,NASDAQ
ZVIA,NYSE
ZVRA,NASDAQ
ZWS,NYSE
ZYBT,NASDAQ
ZYME,NASDAQ
