period,horizon,selector,quarter,sessions,cumulative_return,annualized_return,annualized_volatility,descriptive_sharpe_zero_rate,maximum_drawdown,mean_daily_return
2025,6,loop_volatility,2025_q3,64,-0.04739927454458481,-0.17403489484958345,0.07214642609852191,-2.6137929340265513,-0.05411549388360648,-0.0007483167410777195
2025,6,loop_volatility,2025_q4,64,-0.00112627637895657,-0.004427382592447349,0.0295994426581322,-0.13533258729831282,-0.019106902478795762,-1.5895909355210635e-05
2025,6,loop_range,2025_q2,62,-0.03901803108303992,-0.1493599818863084,0.06279311533065829,-2.5444668952463227,-0.047612425454813145,-0.0006340277905089062
2025,6,loop_range,2025_q3,64,-0.02930712022323556,-0.11052292191441748,0.06959009803725578,-1.6484614312662096,-0.05692121816753315,-0.0004552245738589306
2025,6,loop_range,2025_q4,64,-0.010479905958617253,-0.040633757975054086,0.03184957752514117,-1.286621266121997,-0.027807257622162185,-0.00016261247524145962
2025,6,loop_session,2025_q2,62,0.030333973771330625,0.12914410834637313,0.07310964468566311,1.6975431534316856,-0.024268182022539553,0.0004924872094681374
2025,6,loop_session,2025_q3,64,-0.03556567459793458,-0.13289119746365252,0.0702913751511715,-1.993450912859067,-0.05740239426663141,-0.0005560412934969125
2025,6,loop_session,2025_q4,64,-0.039508428064723655,-0.14676554201310765,0.05466081215359999,-2.8757861194342267,-0.05123692435020988,-0.0006237809716997005
2025,6,loop_volume,2025_q2,62,-0.020509264885035794,-0.08077737342437963,0.06153184225142699,-1.3383390601816838,-0.02590129855203782,-0.0003267875711508826
2025,6,loop_volume,2025_q3,64,-0.028093157904554578,-0.1061348237857036,0.07240947576578374,-1.5136182736127932,-0.06065654886154215,-0.00043492184802306736
2025,6,loop_volume,2025_q4,64,-0.008670777882853753,-0.033708822736457034,0.0650165018842484,-0.49519446404924056,-0.03895962234248984,-0.00012776115795605882
2025,6,loop_joint_all,2025_q2,62,-0.027883808539646004,-0.10858419221409499,0.06974748857016272,-1.6133803971437757,-0.03801619693725555,-0.0004465445667028177
2025,6,loop_joint_all,2025_q3,64,-0.004915655708249922,-0.019216094064830935,0.07172916687453836,-0.2353222372959926,-0.03648977990125013,-6.698201598529351e-05
2025,6,loop_joint_all,2025_q4,64,-0.01705467516656467,-0.06548912328864853,0.05590938576379426,-1.1837205187958129,-0.039685675610240834,-0.0002626233615947372
2025,12,unfiltered,2025_q2,62,-0.0017087598338710874,-0.006927118718294656,0.22200385481452747,0.07705041353832354,-0.14114209671451405,6.787892389111619e-05
2025,12,unfiltered,2025_q3,64,-0.019165423996986064,-0.0733657836508349,0.16536949946620438,-0.3793963162957908,-0.10007286185687836,-0.00024897055129030426
2025,12,unfiltered,2025_q4,64,-0.004975691323952147,-0.019449066472878695,0.2008821543448618,0.0011173438810753505,-0.05438876164608841,8.906922459304186e-07
2025,12,loop_only,2025_q2,62,0.018697168344796955,0.07820026560867221,0.1475025941517786,0.5820013846486939,-0.08015440522825201,0.00034066156363337096
2025,12,loop_only,2025_q3,64,-0.012353888496000387,-0.04776783348466984,0.11590200293377051,-0.36545219009226937,-0.07499625344503336,-0.000168081907969155
2025,12,loop_only,2025_q4,64,-0.01160001122630483,-0.04490266897299,0.05897660486114432,-0.7498596550067913,-0.03980059887206877,-0.00017549276418511717
2025,12,loop_current_regime,2025_q2,62,-0.056511925568939025,-0.21056613684984093,0.15946744202345806,-1.4044383768246569,-0.1245288138261963,-0.0008887388707611328
2025,12,loop_current_regime,2025_q3,64,-0.025746404490303743,-0.09760627248239595,0.11899942072620914,-0.8044586963581629,-0.08184246578122945,-0.00037988142406659823
2025,12,loop_current_regime,2025_q4,64,-0.026312380319046924,-0.0996686678421661,0.0636646973709168,-1.6174311443146463,-0.03862849256969181,-0.0004086240647662207
2025,12,loop_previous_regime,2025_q2,62,0.00740394267631439,0.03043658999418475,0.14300511327661283,0.2792204655293889,-0.07509063507793301,0.00015845219961182073
2025,12,loop_previous_regime,2025_q3,64,-0.022119350186654452,-0.08430563000083946,0.11692809706922623,-0.6956866375680317,-0.07636269219029501,-0.0003227988678068191
2025,12,loop_previous_regime,2025_q4,64,-0.013416259135800246,-0.05179455801393651,0.06392466894553314,-0.8005243083733394,-0.03576622897369486,-0.0002030684579191175
2025,12,loop_regime_path,2025_q2,62,-0.011116697620847993,-0.04442021896113657,0.14695467723195976,-0.23762316533943487,-0.0881699939636632,-0.000138570776052751
2025,12,loop_regime_path,2025_q3,64,-0.01822073729975726,-0.06984665420790614,0.11865870763422913,-0.5518736006694045,-0.07831458720576079,-0.0002598595564796832
2025,12,loop_regime_path,2025_q4,64,-0.03261780058246999,-0.1224083420537917,0.07270161585665173,-1.75981216932479,-0.03923713454560118,-0.0005077031282306024
2025,12,loop_direction,2025_q2,62,-0.022690030046596088,-0.08906740700794269,0.15322925401788678,-0.53408489495243,-0.10342506467913415,-0.00032475170649119944
2025,12,loop_direction,2025_q3,64,-0.011256632677169587,-0.04359550454037331,0.10622215683652826,-0.36776286467614155,-0.05929200431223047,-0.00015501811385031756
2025,12,loop_direction,2025_q4,64,-0.01873550881680408,-0.07176550544650695,0.07767496462639173,-0.9204398374388542,-0.04729412399441435,-0.00028371084053089186
2025,12,loop_volatility,2025_q2,62,-0.028535500458938268,-0.11101061910343069,0.16094806831461736,-0.652668982630421,-0.10167632011403682,-0.0004168484603302889
2025,12,loop_volatility,2025_q3,64,-0.019650830010003784,-0.07517014117312715,0.11556278373881566,-0.619437850719431,-0.07650254459271799,-0.0002840633427870095
2025,12,loop_volatility,2025_q4,64,-0.015210531212470069,-0.05856656023900242,0.04980768790073291,-1.1870021801649737,-0.037933648557791355,-0.00023461045288550216
2025,12,loop_range,2025_q2,62,0.008758659707293726,0.036080367002632174,0.14899359850760271,0.3101365090587415,-0.08786488754747723,0.00018336648616368106
2025,12,loop_range,2025_q3,64,-0.014021594756314482,-0.05408328446743882,0.116511209420253,-0.4200205244501266,-0.07205128111380965,-0.00019419483843259204
2025,12,loop_range,2025_q4,64,-0.012876547198401589,-0.04975046802584748,0.061595343311459376,-0.7980409167923308,-0.03958102425328125,-0.0001950619216127595
2025,12,loop_session,2025_q2,62,0.04656513043282384,0.20320682226066666,0.15160154226835548,1.2943111663179188,-0.0715271972075282,0.0007786490832894858
2025,12,loop_session,2025_q3,64,-0.01932826689755518,-0.07397139786260787,0.11132842283647958,-0.6356844793741374,-0.07809600177032094,-0.000280832343295045
2025,12,loop_session,2025_q4,64,-0.0053992122088849515,-0.02109139619450373,0.07376580595154957,-0.2528070248066849,-0.03715203964409841,-7.400203942491465e-05
2025,12,loop_volume,2025_q2,62,-0.01925543889226311,-0.07598535765016745,0.1538045046804904,-0.43886837272289625,-0.10044104025142286,-0.0002678568757403885
2025,12,loop_volume,2025_q3,64,0.012231083096538642,0.04903190709857275,0.0949363418135706,0.5505003612656993,-0.039632819592542834,0.00020739083518101002
2025,12,loop_volume,2025_q4,64,0.0020948796607629383,0.008274002725577434,0.09312283927100157,0.1343298584105856,-0.04157611653686244,4.9639594500259355e-05
2025,12,loop_joint_all,2025_q2,62,-0.03763560021307255,-0.144375270360673,0.14422054827417874,-1.0104523304092283,-0.10764960368636345,-0.0005782856710180178
2025,12,loop_joint_all,2025_q3,64,0.04274377633724291,0.17916430848094222,0.09977600264616465,1.7009358200338214,-0.039818651880221156,0.0006734626066692492
2025,12,loop_joint_all,2025_q4,64,0.003585068628253918,0.014190709842050175,0.09223381014800322,0.19815922556969112,-0.04173574550236436,7.252769996138981e-05
2025,24,unfiltered,2025_q2,62,-0.09765701594403475,-0.34142182377555363,0.23467718296793283,-1.662254094801076,-0.15852818472897423,-0.0015479885251778874
2025,24,unfiltered,2025_q3,64,-0.07088090178916195,-0.2513461074795055,0.18491892893875578,-1.4737947286892308,-0.08908925351741614,-0.0010814783440666537
2025,24,unfiltered,2025_q4,64,0.0972288963677963,0.441021196203077,0.2361218153698649,1.664399196088388,-0.07344577076913095,0.0015595276177798965
2025,24,loop_only,2025_q2,62,0.018241246404517186,0.07624026663788896,0.11855976990019751,0.6779546139988123,-0.05953639703180036,0.000318960885073319
2025,24,loop_only,2025_q3,64,-0.05652452646522643,-0.20475344629658154,0.062220665980792476,-3.649732483153752,-0.058270846418338906,-0.0009011459752125312
2025,24,loop_only,2025_q4,64,-0.003271617560787643,-0.012820224428446436,0.12855237772241482,-0.036523151239338573,-0.07338105162251418,-1.8631499737033078e-05
2025,24,loop_current_regime,2025_q2,62,-0.017642150450791205,-0.06979182658186855,0.14658330712008558,-0.42115296828991944,-0.08987366899405547,-0.00024497617021974964
2025,24,loop_current_regime,2025_q3,64,0.011329361293238804,0.04535710555450834,0.06039558208927654,0.7642368672728398,-0.02163648360464898,0.0001831608351310648
2025,24,loop_current_regime,2025_q4,64,-0.0006501454984210175,-0.0025575044289619653,0.1292605943296679,0.04443621118676012,-0.06668462114951224,2.2793059792695436e-05
2025,24,loop_previous_regime,2025_q2,62,0.009843665221927367,0.040617303015728634,0.13502788292582002,0.361513699030915,-0.05452979742332109,0.00019370805328899413
2025,24,loop_previous_regime,2025_q3,64,-0.08585945457860289,-0.29775512753692057,0.07849518630462195,-4.461071256513947,-0.08612966464767247,-0.0013895738865010165
2025,24,loop_previous_regime,2025_q4,64,-0.000495579662639245,-0.0019499250261164613,0.15043143497641764,0.061459126049059426,-0.08149451893509285,3.668803382522436e-05
2025,24,loop_regime_path,2025_q2,62,-0.05468543679942428,-0.20433606235902002,0.16488293268056017,-1.3040919517068563,-0.10376570784574757,-0.0008532639106450076
2025,24,loop_regime_path,2025_q3,64,-0.012570734082701929,-0.048590781859704335,0.07546184612946208,-0.6229838993389079,-0.02930549847349928,-0.0001865536315597022
2025,24,loop_regime_path,2025_q4,64,0.025040028381256407,0.10228018153757645,0.13524541084028294,0.7871510652720126,-0.052689176018528294,0.0004224546397463481
2025,24,loop_direction,2025_q2,62,0.02994545152692618,0.12741451042592788,0.137361980595808,0.9406376465880409,-0.07705517693152375,0.0005127295641202896
2025,24,loop_direction,2025_q3,64,0.008646478362444698,0.03448028928002955,0.0838917097080826,0.4453547442999803,-0.02271750354042834,0.00014826020208702896
2025,24,loop_direction,2025_q4,64,-0.021378895460203995,-0.08157245944756619,0.13355864923753416,-0.570343574433685,-0.07833584807107508,-0.00030227903731218245
2025,24,loop_volatility,2025_q2,62,0.028520107148344076,0.12108635648141841,0.12135314644787232,1.0015847542118412,-0.0615140121369776,0.00048232325935645146
2025,24,loop_volatility,2025_q3,64,0.007461326459860418,0.02970248606715975,0.07184136675162447,0.4427096369031241,-0.025736671686069523,0.0001262097832906184
2025,24,loop_volatility,2025_q4,64,-0.04547008627608595,-0.16742891049383735,0.14162231201799586,-1.2226611608382514,-0.09153656564171386,-0.0006871273825893644
2025,24,loop_range,2025_q2,62,0.021167679460453392,0.08886778703160791,0.11868797567352671,0.7756613196936778,-0.05953639703180025,0.0003653240946138843
2025,24,loop_range,2025_q3,64,-0.08838163365849872,-0.30535334524472435,0.07843084792941675,-4.603267259326967,-0.08838163365849872,-0.001432691088868001
2025,24,loop_range,2025_q4,64,-0.013020290793581912,-0.05029519938399407,0.13091385519298873,-0.3291411421742474,-0.07549329852990971,-0.00017098863422481878
2025,24,loop_session,2025_q2,62,0.031179920530519212,0.13291695855267438,0.12136615281453476,1.0880627217221377,-0.059355950657989265,0.0005240237561759031
2025,24,loop_session,2025_q3,64,-0.09152217218227454,-0.3147284781777744,0.07719684275501189,-4.85387305823088,-0.09152217218227454,-0.0014869193461469756
2025,24,loop_session,2025_q4,64,-0.021173655865861285,-0.08081380185418396,0.1363344494222511,-0.5502471756803491,-0.08110571195816296,-0.00029768907040686135
2025,24,loop_volume,2025_q2,62,0.0223770833894692,0.09411883952094136,0.11872585565740508,0.8160012050550398,-0.05953639703180014,0.0003844461955858462
2025,24,loop_volume,2025_q3,64,-0.006499347119613641,-0.02534791188278429,0.11116224952834403,-0.17743309354642575,-0.04104669227427804,-7.826929293410233e-05
2025,24,loop_volume,2025_q4,64,0.04967136145004347,0.21031261283088654,0.14577026691748482,1.3815822249224063,-0.06045287623512996,0.0007991809908547289
2025,24,loop_joint_all,2025_q2,62,0.013008483733040865,0.05393654627581679,0.14203128873910317,0.4395752948800519,-0.0857389766660005,0.00024775176837176616
2025,24,loop_joint_all,2025_q3,64,-0.0033309016546678727,-0.013051399093676141,0.09289417187331961,-0.09602072616013237,-0.03562523129663753,-3.539589618777893e-05
2025,24,loop_joint_all,2025_q4,64,0.026332204514098123,0.10776165696514872,0.12704243292405687,0.8685368136693629,-0.05817402373525227,0.00043786122973279404
2023,6,unfiltered,2023_q1,2,0.011358879726444338,3.150178554224617,0.16413068555839772,8.736173893883448,-0.00162098478447259,0.005689977025239949
2023,6,unfiltered,2023_q2,62,0.001650064682360508,0.006723690532148385,0.13559681547665475,0.11595495881693323,-0.05667745050937156,6.239334585040792e-05
2023,6,unfiltered,2023_q3,63,-0.029690169892369833,-0.11357555366085259,0.17317416610649286,-0.6112090315138894,-0.09208051710505072,-0.00042002227916339253
2023,6,unfiltered,2023_q4,63,-0.02233377001145398,-0.08638660764473605,0.13000916601081783,-0.6308627683929854,-0.07361132053290809,-0.0003254680253414593
2023,6,loop_only,2023_q1,2,0.0,0.0,0.0,,0.0,0.0
2023,6,loop_only,2023_q2,62,-0.0031725705054066466,-0.01283241577569083,0.08170068275986272,-0.1180726180600309,-0.05128640561340625,-3.828021234424215e-05
2023,6,loop_only,2023_q3,63,-0.015336552796888614,-0.059949325986964896,0.13552545795585855,-0.38957685613314763,-0.07737527411135858,-0.00020951421363670015
2023,6,loop_only,2023_q4,63,-0.019885518063788354,-0.07720076654142083,0.056120690982489806,-1.403776996360588,-0.03710423470615032,-0.0003126227580201598
2023,6,loop_current_regime,2023_q1,2,0.003910120850011856,0.6351172605475635,0.043890997684876726,11.224972160321826,0.0,0.001955060425005916
2023,6,loop_current_regime,2023_q2,62,-0.016066643887573173,-0.06371318387303226,0.09093507561102704,-0.6792830273867875,-0.062159933258016165,-0.0002451216407012098
2023,6,loop_current_regime,2023_q3,63,-0.02994028531089088,-0.11448916993074443,0.11132574005081428,-1.037284132489403,-0.05822860759369164,-0.00045823977655694314
2023,6,loop_current_regime,2023_q4,63,0.01877057572847285,0.07722288821921608,0.08515648806795545,0.9155590919785542,-0.044328779904771465,0.0003093880829030947
2023,6,loop_previous_regime,2023_q1,2,0.0027512375734843886,0.41365696734451185,0.03562927420566174,9.73173778131773,-0.00021112244897958377,0.001375931563127649
2023,6,loop_previous_regime,2023_q2,62,-0.052816903571971774,-0.19792428922283545,0.09439547610231992,-2.2889844681776625,-0.07859211672312716,-0.0008574197566049445
2023,6,loop_previous_regime,2023_q3,63,0.0028813251748420754,0.011575208660318248,0.13150206187274543,0.15202165718518362,-0.057064142557964215,7.933000543318773e-05
2023,6,loop_previous_regime,2023_q4,63,0.0369940906425934,0.15639212692576865,0.08405682521218062,1.7704885044522145,-0.022735729071720834,0.0005905620744401383
2023,6,loop_regime_path,2023_q1,2,0.0027512375734843886,0.41365696734451185,0.03562927420566174,9.73173778131773,-0.00021112244897958377,0.001375931563127649
2023,6,loop_regime_path,2023_q2,62,-0.0385833173615705,-0.14779487577713368,0.09669561055761061,-1.6058645805535725,-0.06326341213251108,-0.000616190698767734
2023,6,loop_regime_path,2023_q3,63,-0.01975423475887228,-0.07670624277434568,0.1206833010787032,-0.6019701196505899,-0.04862398712553129,-0.0002882846872625997
2023,6,loop_regime_path,2023_q4,63,0.014985862499941494,0.061304418748097333,0.09348576094561481,0.6825309643495182,-0.0484099591716991,0.00025320208956809123
2023,6,loop_direction,2023_q1,2,0.0,0.0,0.0,,0.0,0.0
2023,6,loop_direction,2023_q2,62,0.01766378967785509,0.07376164951515252,0.09252728882857064,0.81465241852727,-0.03914146389091144,0.00029911737946018376
2023,6,loop_direction,2023_q3,63,0.014118969952380711,0.05768324962508409,0.1248686811173778,0.510497500470325,-0.06520889733933055,0.00025295694284701366
2023,6,loop_direction,2023_q4,63,-0.023476607510010683,-0.09065097630366348,0.0821523597683517,-1.1160488409712854,-0.07131243272442,-0.0003638335154862102
2023,6,loop_volatility,2023_q1,2,0.0,0.0,0.0,,0.0,0.0
2023,6,loop_volatility,2023_q2,62,-0.005094764493603243,-0.020546663518785313,0.08042604823390466,-0.21873690939660162,-0.0478302253278412,-6.981010010185046e-05
2023,6,loop_volatility,2023_q3,63,-0.044023144510360934,-0.1648018725137178,0.12352083761331875,-1.3966477580836216,-0.08317833323752599,-0.0006845837338462408
2023,6,loop_volatility,2023_q4,63,-0.016374487044493957,-0.06390669489222667,0.05957835207999152,-1.0790199046968767,-0.03386702950056486,-0.0002551040785053548
2023,6,loop_range,2023_q1,2,0.0,0.0,0.0,,0.0,0.0
2023,6,loop_range,2023_q2,62,-0.021496121320193184,-0.08453585732478963,0.08961237623513614,-0.9413938090006793,-0.06150923404607356,-0.0003347640325301458
2023,6,loop_range,2023_q3,63,-0.021671613318333338,-0.0839089928086918,0.13534079169820157,-0.5809954549275147,-0.0837260963634967,-0.0003120332731862961
2023,6,loop_range,2023_q4,63,-0.005452262338923375,-0.02163133380551474,0.0596629452068022,-0.3371861730073645,-0.03347517285078605,-7.983142922472108e-05
2023,6,loop_session,2023_q1,2,-0.0003005471127709436,-0.03716635434312998,0.0033736329737195673,-11.224972160321824,-0.0003005471127709436,-0.00015027355638549947
2023,6,loop_session,2023_q2,62,0.011075410710246647,0.04578596734243767,0.08998242753233206,0.5418347853556819,-0.05466033100647372,0.00019347464011017592
2023,6,loop_session,2023_q3,63,-0.019180955783720033,-0.07454446077915367,0.13780878187174667,-0.49441041460308777,-0.07587509137547954,-0.00027037340071887596
2023,6,loop_session,2023_q4,63,-0.005780869266067468,-0.022923738001398797,0.07042497317765355,-0.29463547092497466,-0.04721632406550058,-8.234006006776452e-05
2023,6,loop_volume,2023_q1,2,0.0,0.0,0.0,,0.0,0.0
2023,6,loop_volume,2023_q2,62,0.020832824993128662,0.08741726335580213,0.06779556823539003,1.2695936873672427,-0.02839150302253257,0.0003415588312028823
2023,6,loop_volume,2023_q3,63,-0.015784670153492608,-0.06165941503345229,0.10567458524512333,-0.5503244462147843,-0.05136458247229325,-0.00023077503017460122
2023,6,loop_volume,2023_q4,63,0.018784581535049583,0.07728212701900472,0.08703811989366074,0.8982159733324859,-0.04303568551946768,0.00031023424435442097
2023,6,loop_joint_all,2023_q1,2,0.0072580009860818695,1.4873188051153203,0.08147085900835671,11.224972160321824,0.0,0.003629000493040907
2023,6,loop_joint_all,2023_q2,62,0.0005439258516306555,0.0022126386405039167,0.08599915863923617,0.06803952860539454,-0.0535692072709778,2.321961196140545e-05
2023,6,loop_joint_all,2023_q3,63,-0.011048489936246741,-0.043466924783098104,0.11211742042419647,-0.34125819358648773,-0.05054807590767629,-0.00015182931890292883
2023,6,loop_joint_all,2023_q4,63,0.005069686222723524,0.020433477060444183,0.09000580442470589,0.2690789703473751,-0.06161511979473022,9.610583007891697e-05
2023,12,unfiltered,2023_q1,2,0.016097430303479987,6.479188571427053,0.20835635453275028,9.7474603536368,-0.0012216229119841326,0.00805930676681062
2023,12,unfiltered,2023_q2,62,0.018442183035525694,0.07710375767761324,0.16233084408965143,0.5372692195051796,-0.05869207313092639,0.000346092721847873
2023,12,unfiltered,2023_q3,63,-0.0544192079180732,-0.20054399943708767,0.18640559660966988,-1.1089818880533608,-0.10520705897336746,-0.0008203191685393049
2023,12,unfiltered,2023_q4,63,-0.04787947377717572,-0.17819701980538472,0.1529805951466397,-1.2071434183028302,-0.10237266554882485,-0.0007328155498385555
2023,12,loop_only,2023_q1,2,0.0,0.0,0.0,,0.0,0.0
2023,12,loop_only,2023_q2,62,-0.02081434816303185,-0.08194053582430372,0.08633172615550722,-0.9478169954575512,-0.05291772934795591,-0.00032470903689435287
2023,12,loop_only,2023_q3,63,-0.00395749179037419,-0.015736244393431353,0.14288148784329038,-0.04117284256830117,-0.07942859940031033,-2.3344591289271556e-05
2023,12,loop_only,2023_q4,63,-0.0505763916555757,-0.18746868689931073,0.06718702348511649,-3.0553865610217747,-0.05962631683095254,-0.0008146124152042828
2023,12,loop_current_regime,2023_q1,2,0.01479692467195437,5.36461218554496,0.16994611377602986,10.972499567881423,-0.0001702648250802019,0.0073997367459151375
2023,12,loop_current_regime,2023_q2,62,0.0007969987986375937,0.0032433726404366148,0.10343860171587106,0.08222985809166931,-0.0573645722152063,3.3752942620225315e-05
2023,12,loop_current_regime,2023_q3,63,-0.05667451778089294,-0.20814390280255812,0.10570770195459925,-2.154719941331448,-0.07573505355376431,-0.000903851164102763
2023,12,loop_current_regime,2023_q4,63,-0.06398634246897839,-0.23241099968922363,0.09388257223561962,-2.7695713951141503,-0.08210012675218115,-0.0010318035181091667
2023,12,loop_previous_regime,2023_q1,2,0.006258086806920415,1.1947362357861464,0.060589064131482115,13.009014709622479,0.0,0.0031277937560663114
2023,12,loop_previous_regime,2023_q2,62,-0.060229217047078176,-0.22313199523106875,0.10317382337423184,-2.395115845797766,-0.0922302434839456,-0.0009806081715681056
2023,12,loop_previous_regime,2023_q3,63,-0.022484021959028433,-0.08694811031586636,0.13321317574278643,-0.6176533263032339,-0.06960772483231836,-0.0003265061948609099
2023,12,loop_previous_regime,2023_q4,63,-0.07047834594987856,-0.2534858466481664,0.08024646200771772,-3.6013626001715777,-0.08233071750718257,-0.0011468119328201746
2023,12,loop_regime_path,2023_q1,2,0.006258086806920415,1.1947362357861464,0.060589064131482115,13.009014709622479,0.0,0.0031277937560663114
2023,12,loop_regime_path,2023_q2,62,-0.032333243613925644,-0.12505174210576198,0.10893396702017275,-1.172350765472065,-0.07722378439244382,-0.0005067810302460643
2023,12,loop_regime_path,2023_q3,63,-0.03814499373749536,-0.1440696245738341,0.09799797522442232,-1.5387647727787075,-0.06903423155824395,-0.0005983961590435777
2023,12,loop_regime_path,2023_q4,63,-0.08206701744543876,-0.2900236214293368,0.0913356765765497,-3.7025286827272113,-0.10378330265816127,-0.0013419561995276633
2023,12,loop_direction,2023_q1,2,0.011609740496918208,3.2819175537436296,0.11403543856810829,12.8191579654811,0.0,0.005800945637569429
2023,12,loop_direction,2023_q2,62,0.047437036447166125,0.20728632199358055,0.10992303886798944,1.7682050782210983,-0.032861484205991,0.0007712955378566432
2023,12,loop_direction,2023_q3,63,-0.009794868480979324,-0.03860758688530452,0.12755367476423657,-0.24602148691176023,-0.07020266979150358,-0.00012452755843871645
2023,12,loop_direction,2023_q4,63,-0.022655845457073998,-0.08758991019816054,0.10002142386134918,-0.8668714507073576,-0.0470045873599958,-0.0003440703047797749
2023,12,loop_volatility,2023_q1,2,0.0,0.0,0.0,,0.0,0.0
2023,12,loop_volatility,2023_q2,62,-0.007014278586328415,-0.028204712031452805,0.09024839522017146,-0.2727625066491762,-0.0408632730087477,-9.768404167190275e-05
2023,12,loop_volatility,2023_q3,63,-0.058533816726202614,-0.21436847785681967,0.09366233909186666,-2.528533673075435,-0.09182216076545102,-0.0009397951519555338
2023,12,loop_volatility,2023_q4,63,-0.011892611667066455,-0.046728549479699066,0.0930204321884687,-0.4686669643897426,-0.04589664500337698,-0.00017299842690472826
2023,12,loop_range,2023_q1,2,0.0,0.0,0.0,,0.0,0.0
2023,12,loop_range,2023_q2,62,-0.012660621591376708,-0.050469692584212855,0.08456516377240393,-0.5709228671186607,-0.045247955027158504,-0.00019158803872738073
2023,12,loop_range,2023_q3,63,-0.012666526105561182,-0.04971156229403162,0.142249246732022,-0.2888828554527031,-0.07994733122028064,-0.0001630689229442167
2023,12,loop_range,2023_q4,63,-0.04472570143634247,-0.16725434906969572,0.06757586418076698,-2.6740554483430294,-0.05530525951583232,-0.0007170698721788432
2023,12,loop_session,2023_q1,2,0.001988767498868782,0.2844567385243002,0.05062030238271824,4.960464378484676,-0.0012583780880773832,0.0009964293920539553
2023,12,loop_session,2023_q2,62,-0.04289939604231974,-0.16323825186917795,0.10336116036808776,-1.672735715208513,-0.06977610041727922,-0.0006860948591789487
2023,12,loop_session,2023_q3,63,-0.02815240929920748,-0.10794290983796495,0.13330778125376633,-0.7915149927993294,-0.0747535688658163,-0.0004187107441236881
2023,12,loop_session,2023_q4,63,-0.07177206128078151,-0.2576331945130428,0.08459933923280381,-3.4776807453484535,-0.08443284245787008,-0.0011674979885679517
2023,12,loop_volume,2023_q1,2,0.0021015045525418774,0.30279471082304155,0.023589330097071214,11.224972160321824,0.0,0.001050752276270897
2023,12,loop_volume,2023_q2,62,0.006604363625402954,0.0271164248888629,0.08076332257324445,0.37103157128918207,-0.03580961256585613,0.00011891167649557917
