stock,session,checkpoint,M1C_probability,m1_probability,episode_impact
SOFI,2024-07-17,6,0.5606039362064924,0.5400112963598644,shared
SOFI,2024-07-18,6,,0.5057991294843335,archived_M1_only
SOFI,2024-07-30,6,0.6379839282832382,0.5420493764460695,shared
SOFI,2024-08-02,6,0.4913752028271457,,M1C_only
SOFI,2024-08-05,6,0.5417072089445979,0.5253887147931597,shared
SOFI,2024-08-05,14,0.5046329681162262,0.500037269765834,shared
SOFI,2024-08-29,6,0.4909514123037419,0.5103803358350806,shared
SOFI,2024-08-29,14,,0.5071996353702939,archived_M1_only
SOFI,2024-11-14,14,0.4890719535008199,,M1C_only
SOFI,2024-12-06,6,0.588183379019354,0.513138589785589,shared
SOFI,2024-12-17,6,0.49651467010930367,,M1C_only
SOFI,2025-01-02,6,0.7217328957005098,0.5894253518362675,shared
SOFI,2025-01-02,14,0.535242732157922,,M1C_only
SOFI,2025-01-07,6,0.49253293690185035,,M1C_only
SOFI,2025-01-27,6,0.5972310593669329,0.5509945432168075,shared
SOFI,2025-02-18,6,0.569547824821677,0.544839487479539,shared
SOFI,2025-02-20,6,0.5779614060859327,,M1C_only
SOFI,2025-03-04,6,0.5565836193544301,,M1C_only
SOFI,2025-03-27,6,0.5594448757516115,0.5087366510306598,shared
SOFI,2025-03-31,6,0.5773966247886496,0.5192525353564562,shared
SOFI,2025-04-02,6,,0.5057631700205854,archived_M1_only
SOFI,2025-04-03,6,0.49772006311398975,,M1C_only
SOFI,2025-04-04,6,0.6539851403203546,0.5368410109005346,shared
SOFI,2025-04-04,14,0.5382347115530249,,M1C_only
SOFI,2025-04-11,10,0.5167739248414074,,M1C_only
SOFI,2025-05-12,6,0.5175515300291166,,M1C_only
SOFI,2025-05-14,6,0.5069869247958608,0.4964560709678212,shared
SOFI,2025-06-11,6,0.4894734857043249,0.5052399422813152,shared
SOFI,2025-07-14,6,0.5931364135739284,0.5100335388614311,shared
SOFI,2025-07-29,6,0.774588809192908,0.6661046248626818,shared
SOFI,2025-07-30,6,0.5156272813272696,0.5022949607538967,shared
SOFI,2025-07-30,14,0.5497146644264742,,M1C_only
SOFI,2025-08-01,6,0.5606974207129897,,M1C_only
WULF,2024-02-01,6,0.6569723623095252,0.6117916419026436,shared
WULF,2024-02-01,18,0.5050166071419735,,M1C_only
WULF,2024-02-02,6,0.5194127342821134,0.5285127576206463,shared
WULF,2024-02-05,6,0.5793379970814097,,M1C_only
WULF,2024-02-08,6,0.5000456486983762,0.5048444971412965,shared
WULF,2024-02-09,6,0.5368454530742455,,M1C_only
WULF,2024-02-29,6,0.5545560319703958,,M1C_only
WULF,2024-03-04,6,0.4957479341188813,,M1C_only
WULF,2024-04-11,6,0.553170912105297,,M1C_only
WULF,2024-04-18,6,,0.5079210846254534,archived_M1_only
WULF,2024-04-18,10,0.527246000339757,,M1C_only
WULF,2024-04-29,10,0.5780310293843574,0.514886666714346,shared
WULF,2024-05-16,6,0.5404729664877113,,M1C_only
WULF,2024-06-12,6,0.6997388588254989,0.6307148868603085,shared
WULF,2024-06-12,14,0.524024606861216,,M1C_only
WULF,2024-06-17,6,0.5567988449680163,,M1C_only
WULF,2024-06-18,6,0.5361982578072765,,M1C_only
WULF,2024-06-24,6,0.6256930933023619,0.6054064128062285,shared
WULF,2024-06-25,6,0.6926309887511205,0.6699280043834465,shared
WULF,2024-06-25,22,0.4933635389176742,,M1C_only
WULF,2024-06-27,6,0.5199896400225484,,M1C_only
WULF,2024-07-02,6,0.5639897882072774,0.5146301672129011,shared
WULF,2024-07-03,10,,0.5050788622936336,archived_M1_only
WULF,2024-07-05,6,0.636992504781196,0.573776826784581,shared
WULF,2024-07-11,6,0.5287790320081253,0.5042223947138034,shared
WULF,2024-07-19,6,0.5219996917244379,0.5384270535021972,shared
WULF,2024-07-22,6,0.5217662360458346,,M1C_only
WULF,2024-08-15,6,0.7175507898261374,0.6194435133670726,shared
WULF,2024-08-16,6,0.6316805684260358,0.6518889818283863,shared
WULF,2024-08-16,14,,0.5143151292276933,archived_M1_only
WULF,2024-08-20,6,0.5223503074489382,0.5191830072622249,shared
WULF,2024-08-27,6,0.5888666494098106,,M1C_only
WULF,2024-08-28,6,0.540794441041069,0.538284637001515,shared
WULF,2024-09-20,6,0.5812100678633625,0.5400155353948675,shared
WULF,2024-09-23,6,0.6545674942250382,0.5641970014122529,shared
WULF,2024-09-23,14,0.524352727307801,,M1C_only
WULF,2024-09-25,6,0.5139572606916311,,M1C_only
WULF,2024-10-11,6,0.5706260417090249,0.5647456206091898,shared
WULF,2024-10-24,6,0.6458829675921886,0.584057992560437,shared
WULF,2024-12-04,6,0.4972304031730246,,M1C_only
WULF,2024-12-05,6,0.49358898005161994,,M1C_only
WULF,2025-01-10,6,0.4927674707025274,,M1C_only
WULF,2025-01-13,6,0.5387584703902751,0.505875676148249,shared
WULF,2025-01-14,6,0.5233588007458169,,M1C_only
WULF,2025-02-12,6,,0.4968176128969084,archived_M1_only
WULF,2025-02-13,6,0.5640296667185046,0.49728234212712935,shared
WULF,2025-02-18,6,0.49993697930544034,,M1C_only
WULF,2025-03-21,6,0.4988965902040566,,M1C_only
WULF,2025-03-24,6,0.581811012687374,0.5202388257466413,shared
WULF,2025-03-25,6,0.6192811833534515,0.5054090512394774,shared
WULF,2025-04-15,6,0.6064716818969066,0.5125177473976477,shared
WULF,2025-05-05,6,0.5039731938028085,,M1C_only
WULF,2025-05-12,6,0.7317277911426,0.6812985088875869,shared
WULF,2025-05-13,6,0.5076922443707789,,M1C_only
WULF,2025-05-15,6,0.5143918618315145,,M1C_only
WULF,2025-05-16,6,0.6238869818355977,0.6029135156091592,shared
WULF,2025-05-19,6,0.5378738420148615,0.5186610086409936,shared
WULF,2025-06-03,6,0.49819438927656,,M1C_only
WULF,2025-06-11,6,0.5081136689780403,,M1C_only
WULF,2025-06-12,10,0.5552312538872715,0.5089079716345978,shared
WULF,2025-06-17,6,0.5004221862834842,,M1C_only
WULF,2025-06-20,6,0.5152757585195222,,M1C_only
WULF,2025-07-18,6,0.509805391776286,,M1C_only
WULF,2025-07-22,6,0.5640157926077028,,M1C_only
WULF,2025-07-25,6,0.4990309855078083,,M1C_only
WULF,2025-08-11,8,,0.5326804002727537,archived_M1_only
WULF,2025-08-14,6,0.7203741352715075,0.6144344530769612,shared
WULF,2025-08-15,6,0.650149087059588,0.5737578833764466,shared
WULF,2025-08-15,14,,0.525668653654936,archived_M1_only
