record_type,scope_type,scope_value,system,friction_bps,selection_count,mean_signed_gross_return_bps,mean_signed_cohort_relative_return_bps
system,month,2025-01,random_within_slate,10,40,26.07993735605633,82.610199017086217
system,month,2025-01,random_within_slate,20,40,16.07993735605633,72.610199017086217
system,month,2025-01,strongest_reversal,0,40,-262.32597125712948,-268.22644901221503
system,month,2025-01,strongest_reversal,10,40,-272.32597125712948,-278.22644901221503
system,month,2025-01,strongest_reversal,20,40,-282.32597125712948,-288.22644901221503
paired_difference,month,2025-01,behavioural_dimensions_minus_predecessor,0,40,-100.50689330162659,-113.64674957086045
paired_difference,month,2025-01,behavioural_dimensions_minus_predecessor,10,40,-100.50689330162659,-113.64674957086045
paired_difference,month,2025-01,behavioural_dimensions_minus_predecessor,20,40,-100.50689330162659,-113.64674957086045
paired_difference,month,2025-01,behavioural_conjunctions_minus_predecessor,0,40,-117.83050753428839,-145.37119029896769
paired_difference,month,2025-01,behavioural_conjunctions_minus_predecessor,10,40,-117.83050753428839,-145.37119029896769
paired_difference,month,2025-01,behavioural_conjunctions_minus_predecessor,20,40,-117.83050753428839,-145.37119029896769
paired_difference,month,2025-01,behavioural_conjunctions_minus_behavioural_dimensions,0,40,-17.323614232661768,-31.724440728107261
paired_difference,month,2025-01,behavioural_conjunctions_minus_behavioural_dimensions,10,40,-17.323614232661768,-31.724440728107261
paired_difference,month,2025-01,behavioural_conjunctions_minus_behavioural_dimensions,20,40,-17.323614232661768,-31.724440728107261
system,month,2025-02,behavioural_conjunctions,0,38,45.438449110328442,60.319013397035143
system,month,2025-02,behavioural_conjunctions,10,38,35.438449110328442,50.31901339703515
system,month,2025-02,behavioural_conjunctions,20,38,25.438449110328442,40.31901339703515
system,month,2025-02,behavioural_dimensions,0,38,15.11976026195182,63.42660204808432
system,month,2025-02,behavioural_dimensions,10,38,5.1197602619518223,53.426602048084312
system,month,2025-02,behavioural_dimensions,20,38,-4.8802397380481795,43.426602048084327
system,month,2025-02,highest_frozen_movement_probability,0,38,26.29656666903076,50.174263137777196
system,month,2025-02,highest_frozen_movement_probability,10,38,16.29656666903076,40.174263137777196
system,month,2025-02,highest_frozen_movement_probability,20,38,6.2965666690307591,30.174263137777189
system,month,2025-02,highest_open_to_decision_relative_momentum,0,38,-42.844548779056126,8.217114712965671
system,month,2025-02,highest_open_to_decision_relative_momentum,10,38,-52.84454877905614,-1.7828852870343108
system,month,2025-02,highest_open_to_decision_relative_momentum,20,38,-62.84454877905614,-11.782885287034311
system,month,2025-02,predecessor,0,38,72.907520347280027,119.05152467052953
system,month,2025-02,predecessor,10,38,62.907520347280013,109.05152467052953
system,month,2025-02,predecessor,20,38,52.907520347280013,99.051524670529531
system,month,2025-02,random_within_slate,0,38,55.83796718743249,73.288745038209754
system,month,2025-02,random_within_slate,10,38,45.83796718743249,63.288745038209754
system,month,2025-02,random_within_slate,20,38,35.83796718743249,53.288745038209768
system,month,2025-02,strongest_reversal,0,38,8.8139424753313911,-11.091361388827426
system,month,2025-02,strongest_reversal,10,38,-1.1860575246686096,-21.09136138882743
system,month,2025-02,strongest_reversal,20,38,-11.186057524668609,-31.091361388827433
paired_difference,month,2025-02,behavioural_dimensions_minus_predecessor,0,38,-57.787760085328216,-55.62492262244524
paired_difference,month,2025-02,behavioural_dimensions_minus_predecessor,10,38,-57.787760085328216,-55.62492262244524
paired_difference,month,2025-02,behavioural_dimensions_minus_predecessor,20,38,-57.787760085328216,-55.62492262244524
paired_difference,month,2025-02,behavioural_conjunctions_minus_predecessor,0,38,-27.469071236951603,-58.732511273494403
paired_difference,month,2025-02,behavioural_conjunctions_minus_predecessor,10,38,-27.469071236951603,-58.732511273494403
paired_difference,month,2025-02,behavioural_conjunctions_minus_predecessor,20,38,-27.469071236951603,-58.732511273494403
paired_difference,month,2025-02,behavioural_conjunctions_minus_behavioural_dimensions,0,38,30.31868884837661,-3.1075886510491633
paired_difference,month,2025-02,behavioural_conjunctions_minus_behavioural_dimensions,10,38,30.31868884837661,-3.1075886510491633
paired_difference,month,2025-02,behavioural_conjunctions_minus_behavioural_dimensions,20,38,30.31868884837661,-3.1075886510491633
system,month,2025-03,behavioural_conjunctions,0,42,28.856007901408052,15.364697513220371
system,month,2025-03,behavioural_conjunctions,10,42,18.856007901408052,5.3646975132203698
system,month,2025-03,behavioural_conjunctions,20,42,8.8560079014080539,-4.6353024867796293
system,month,2025-03,behavioural_dimensions,0,42,56.889174376134079,26.424414382624676
system,month,2025-03,behavioural_dimensions,10,42,46.889174376134079,16.424414382624676
system,month,2025-03,behavioural_dimensions,20,42,36.889174376134079,6.4244143826246773
system,month,2025-03,highest_frozen_movement_probability,0,42,34.121650690367446,41.441764230852229
system,month,2025-03,highest_frozen_movement_probability,10,42,24.121650690367442,31.441764230852225
system,month,2025-03,highest_frozen_movement_probability,20,42,14.12165069036744,21.441764230852225
system,month,2025-03,highest_open_to_decision_relative_momentum,0,42,105.71436544055834,109.67159905879187
system,month,2025-03,highest_open_to_decision_relative_momentum,10,42,95.714365440558325,99.67159905879187
system,month,2025-03,highest_open_to_decision_relative_momentum,20,42,85.714365440558325,89.67159905879187
system,month,2025-03,predecessor,0,42,-2.0481399848916286,5.8191497055315873
system,month,2025-03,predecessor,10,42,-12.048139984891639,-4.1808502944684145
system,month,2025-03,predecessor,20,42,-22.048139984891641,-14.180850294468414
system,month,2025-03,random_within_slate,0,42,-31.080661735584002,45.116210604089439
system,month,2025-03,random_within_slate,10,42,-41.080661735584002,35.116210604089432
system,month,2025-03,random_within_slate,20,42,-51.080661735584002,25.116210604089432
system,month,2025-03,strongest_reversal,0,42,-124.33820331937341,-100.3069502402989
system,month,2025-03,strongest_reversal,10,42,-134.33820331937341,-110.3069502402989
system,month,2025-03,strongest_reversal,20,42,-144.33820331937341,-120.3069502402989
paired_difference,month,2025-03,behavioural_dimensions_minus_predecessor,0,42,58.937314361025713,20.605264677093089
paired_difference,month,2025-03,behavioural_dimensions_minus_predecessor,10,42,58.937314361025713,20.605264677093089
paired_difference,month,2025-03,behavioural_dimensions_minus_predecessor,20,42,58.937314361025713,20.605264677093089
paired_difference,month,2025-03,behavioural_conjunctions_minus_predecessor,0,42,30.904147886299693,9.5455478076887932
paired_difference,month,2025-03,behavioural_conjunctions_minus_predecessor,10,42,30.904147886299693,9.5455478076887932
paired_difference,month,2025-03,behavioural_conjunctions_minus_predecessor,20,42,30.904147886299693,9.5455478076887932
paired_difference,month,2025-03,behavioural_conjunctions_minus_behavioural_dimensions,0,42,-28.033166474726016,-11.059716869404301
paired_difference,month,2025-03,behavioural_conjunctions_minus_behavioural_dimensions,10,42,-28.033166474726016,-11.059716869404301
paired_difference,month,2025-03,behavioural_conjunctions_minus_behavioural_dimensions,20,42,-28.033166474726016,-11.059716869404301
system,month,2025-04,behavioural_conjunctions,0,40,-120.31499700572128,-118.92289147296091
system,month,2025-04,behavioural_conjunctions,10,40,-130.3149970057213,-128.92289147296091
system,month,2025-04,behavioural_conjunctions,20,40,-140.3149970057213,-138.92289147296091
system,month,2025-04,behavioural_dimensions,0,40,-115.04624392628611,-103.30834813197207
system,month,2025-04,behavioural_dimensions,10,40,-125.04624392628611,-113.30834813197207
system,month,2025-04,behavioural_dimensions,20,40,-135.04624392628611,-123.30834813197207
system,month,2025-04,highest_frozen_movement_probability,0,40,34.588421028883523,-35.825861256095344
system,month,2025-04,highest_frozen_movement_probability,10,40,24.588421028883523,-45.825861256095344
system,month,2025-04,highest_frozen_movement_probability,20,40,14.588421028883522,-55.825861256095344
system,month,2025-04,highest_open_to_decision_relative_momentum,0,40,192.46468872823885,119.08680649622097
system,month,2025-04,highest_open_to_decision_relative_momentum,10,40,182.46468872823885,109.08680649622097
system,month,2025-04,highest_open_to_decision_relative_momentum,20,40,172.46468872823885,99.086806496220959
system,month,2025-04,predecessor,0,40,-90.522151193388339,-69.43145658965436
system,month,2025-04,predecessor,10,40,-100.52215119338834,-79.431456589654374
system,month,2025-04,predecessor,20,40,-110.52215119338834,-89.431456589654374
system,month,2025-04,random_within_slate,0,40,22.144954899492159,33.978439490027746
system,month,2025-04,random_within_slate,10,40,12.144954899492159,23.978439490027746
system,month,2025-04,random_within_slate,20,40,2.1449548994921601,13.978439490027744
system,month,2025-04,strongest_reversal,0,40,9.4404594681156588,-146.43363800170965
system,month,2025-04,strongest_reversal,10,40,-0.5595405318843405,-156.43363800170965
system,month,2025-04,strongest_reversal,20,40,-10.559540531884341,-166.43363800170965
paired_difference,month,2025-04,behavioural_dimensions_minus_predecessor,0,40,-24.524092732897749,-33.876891542317694
paired_difference,month,2025-04,behavioural_dimensions_minus_predecessor,10,40,-24.524092732897749,-33.876891542317694
paired_difference,month,2025-04,behavioural_dimensions_minus_predecessor,20,40,-24.524092732897749,-33.876891542317694
paired_difference,month,2025-04,behavioural_conjunctions_minus_predecessor,0,40,-29.792845812332938,-49.491434883306525
paired_difference,month,2025-04,behavioural_conjunctions_minus_predecessor,10,40,-29.792845812332938,-49.491434883306525
paired_difference,month,2025-04,behavioural_conjunctions_minus_predecessor,20,40,-29.792845812332938,-49.491434883306525
paired_difference,month,2025-04,behavioural_conjunctions_minus_behavioural_dimensions,0,40,-5.2687530794351911,-15.614543340988826
paired_difference,month,2025-04,behavioural_conjunctions_minus_behavioural_dimensions,10,40,-5.2687530794351911,-15.614543340988826
paired_difference,month,2025-04,behavioural_conjunctions_minus_behavioural_dimensions,20,40,-5.2687530794351911,-15.614543340988826
system,month,2025-05,behavioural_conjunctions,0,40,71.340008440865304,60.863759169715216
system,month,2025-05,behavioural_conjunctions,10,40,61.340008440865304,50.863759169715202
system,month,2025-05,behavioural_conjunctions,20,40,51.340008440865304,40.863759169715195
system,month,2025-05,behavioural_dimensions,0,40,165.56815234485939,167.30856867762481
system,month,2025-05,behavioural_dimensions,10,40,155.56815234485939,157.30856867762481
system,month,2025-05,behavioural_dimensions,20,40,145.56815234485939,147.30856867762481
system,month,2025-05,highest_frozen_movement_probability,0,40,307.10473181773267,270.83787328290077
system,month,2025-05,highest_frozen_movement_probability,10,40,297.10473181773267,260.83787328290077
system,month,2025-05,highest_frozen_movement_probability,20,40,287.10473181773267,250.83787328290077
system,month,2025-05,highest_open_to_decision_relative_momentum,0,40,292.95519162711179,283.8892019979412
system,month,2025-05,highest_open_to_decision_relative_momentum,10,40,282.95519162711179,273.8892019979412
system,month,2025-05,highest_open_to_decision_relative_momentum,20,40,272.95519162711179,263.8892019979412
system,month,2025-05,predecessor,0,40,244.78121709430351,214.42991309559147
system,month,2025-05,predecessor,10,40,234.78121709430351,204.42991309559144
system,month,2025-05,predecessor,20,40,224.78121709430351,194.42991309559144
system,month,2025-05,random_within_slate,0,40,18.847582263302623,-9.9009604858256726
system,month,2025-05,random_within_slate,10,40,8.8475822633026269,-19.900960485825671
system,month,2025-05,random_within_slate,20,40,-1.1524177366973702,-29.900960485825671
system,month,2025-05,strongest_reversal,0,40,-201.09843272037756,-163.83037880098215
system,month,2025-05,strongest_reversal,10,40,-211.09843272037756,-173.83037880098215
system,month,2025-05,strongest_reversal,20,40,-221.09843272037756,-183.83037880098215
paired_difference,month,2025-05,behavioural_dimensions_minus_predecessor,0,40,-79.213064749444158,-47.121344417966682
paired_difference,month,2025-05,behavioural_dimensions_minus_predecessor,10,40,-79.213064749444158,-47.121344417966682
paired_difference,month,2025-05,behavioural_dimensions_minus_predecessor,20,40,-79.213064749444158,-47.121344417966682
paired_difference,month,2025-05,behavioural_conjunctions_minus_predecessor,0,40,-173.44120865343822,-153.56615392587625
paired_difference,month,2025-05,behavioural_conjunctions_minus_predecessor,10,40,-173.44120865343822,-153.56615392587625
paired_difference,month,2025-05,behavioural_conjunctions_minus_predecessor,20,40,-173.44120865343822,-153.56615392587625
paired_difference,month,2025-05,behavioural_conjunctions_minus_behavioural_dimensions,0,40,-94.228143903994081,-106.4448095079096
paired_difference,month,2025-05,behavioural_conjunctions_minus_behavioural_dimensions,10,40,-94.228143903994081,-106.4448095079096
paired_difference,month,2025-05,behavioural_conjunctions_minus_behavioural_dimensions,20,40,-94.228143903994081,-106.4448095079096
system,month,2025-06,behavioural_conjunctions,0,40,-68.796316272486166,-78.97661700622794
system,month,2025-06,behavioural_conjunctions,10,40,-78.796316272486166,-88.97661700622794
system,month,2025-06,behavioural_conjunctions,20,40,-88.796316272486166,-98.97661700622794
system,month,2025-06,behavioural_dimensions,0,40,-60.351201373067568,-71.050795158318053
system,month,2025-06,behavioural_dimensions,10,40,-70.351201373067568,-81.050795158318067
system,month,2025-06,behavioural_dimensions,20,40,-80.351201373067568,-91.050795158318067
system,month,2025-06,highest_frozen_movement_probability,0,40,-14.461520202830695,-27.032007764910873
system,month,2025-06,highest_frozen_movement_probability,10,40,-24.461520202830695,-37.032007764910873
system,month,2025-06,highest_frozen_movement_probability,20,40,-34.461520202830698,-47.032007764910873
system,month,2025-06,highest_open_to_decision_relative_momentum,0,40,60.477680279957738,62.860081427333455
system,month,2025-06,highest_open_to_decision_relative_momentum,10,40,50.477680279957738,52.860081427333455
system,month,2025-06,highest_open_to_decision_relative_momentum,20,40,40.477680279957724,42.860081427333455
system,month,2025-06,predecessor,0,40,-51.997877423519881,-41.378943183243749
system,month,2025-06,predecessor,10,40,-61.997877423519881,-51.378943183243749
system,month,2025-06,predecessor,20,40,-71.997877423519881,-61.378943183243749
system,month,2025-06,random_within_slate,0,40,-33.790874588580984,-37.692509898756583
system,month,2025-06,random_within_slate,10,40,-43.790874588580984,-47.692509898756576
system,month,2025-06,random_within_slate,20,40,-53.790874588580984,-57.692509898756576
system,month,2025-06,strongest_reversal,0,40,-1.455670698415986,-13.078894339404485
system,month,2025-06,strongest_reversal,10,40,-11.455670698415986,-23.078894339404492
system,month,2025-06,strongest_reversal,20,40,-21.455670698415986,-33.078894339404492
paired_difference,month,2025-06,behavioural_dimensions_minus_predecessor,0,40,-8.3533239495476828,-29.671851975074297
paired_difference,month,2025-06,behavioural_dimensions_minus_predecessor,10,40,-8.3533239495476828,-29.671851975074297
paired_difference,month,2025-06,behavioural_dimensions_minus_predecessor,20,40,-8.3533239495476828,-29.671851975074297
paired_difference,month,2025-06,behavioural_conjunctions_minus_predecessor,0,40,-16.798438848966281,-37.597673822984177
paired_difference,month,2025-06,behavioural_conjunctions_minus_predecessor,10,40,-16.798438848966281,-37.597673822984177
paired_difference,month,2025-06,behavioural_conjunctions_minus_predecessor,20,40,-16.798438848966281,-37.597673822984177
paired_difference,month,2025-06,behavioural_conjunctions_minus_behavioural_dimensions,0,40,-8.4451148994186003,-7.9258218479098819
paired_difference,month,2025-06,behavioural_conjunctions_minus_behavioural_dimensions,10,40,-8.4451148994186003,-7.9258218479098819
paired_difference,month,2025-06,behavioural_conjunctions_minus_behavioural_dimensions,20,40,-8.4451148994186003,-7.9258218479098819
system,month,2025-07,behavioural_conjunctions,0,42,-14.238767686597395,-1.7820406908803297
system,month,2025-07,behavioural_conjunctions,10,42,-24.238767686597406,-11.782040690880319
system,month,2025-07,behavioural_conjunctions,20,42,-34.238767686597406,-21.782040690880319
system,month,2025-07,behavioural_dimensions,0,42,-16.502020617996784,10.043288405516986
system,month,2025-07,behavioural_dimensions,10,42,-26.502020617996795,0.043288405516986608
system,month,2025-07,behavioural_dimensions,20,42,-36.502020617996791,-9.9567115944830142
system,month,2025-07,highest_frozen_movement_probability,0,42,47.719853588422879,45.151161189830439
system,month,2025-07,highest_frozen_movement_probability,10,42,37.719853588422879,35.151161189830461
system,month,2025-07,highest_frozen_movement_probability,20,42,27.719853588422875,25.151161189830461
system,month,2025-07,highest_open_to_decision_relative_momentum,0,42,31.693436481654938,46.969542163164476
system,month,2025-07,highest_open_to_decision_relative_momentum,10,42,21.693436481654949,36.969542163164476
system,month,2025-07,highest_open_to_decision_relative_momentum,20,42,11.693436481654945,26.96954216316448
system,month,2025-07,predecessor,0,42,-27.234649099824416,-13.056148224709839
system,month,2025-07,predecessor,10,42,-37.234649099824438,-23.056148224709837
system,month,2025-07,predecessor,20,42,-47.234649099824438,-33.05614822470983
system,month,2025-07,random_within_slate,0,42,15.296976353791738,3.5471947637930712
system,month,2025-07,random_within_slate,10,42,5.2969763537917345,-6.4528052362069301
system,month,2025-07,random_within_slate,20,42,-4.7030236462082629,-16.452805236206927
system,month,2025-07,strongest_reversal,0,42,117.63308859389637,34.342299516075485
system,month,2025-07,strongest_reversal,10,42,107.63308859389637,24.342299516075496
system,month,2025-07,strongest_reversal,20,42,97.633088593896375,14.342299516075494
paired_difference,month,2025-07,behavioural_dimensions_minus_predecessor,0,42,10.732628481827636,23.099436630226808
paired_difference,month,2025-07,behavioural_dimensions_minus_predecessor,10,42,10.732628481827636,23.099436630226808
paired_difference,month,2025-07,behavioural_dimensions_minus_predecessor,20,42,10.732628481827636,23.099436630226808
paired_difference,month,2025-07,behavioural_conjunctions_minus_predecessor,0,42,12.995881413227023,11.27410753382952
paired_difference,month,2025-07,behavioural_conjunctions_minus_predecessor,10,42,12.995881413227023,11.27410753382952
paired_difference,month,2025-07,behavioural_conjunctions_minus_predecessor,20,42,12.995881413227023,11.27410753382952
paired_difference,month,2025-07,behavioural_conjunctions_minus_behavioural_dimensions,0,42,2.2632529313993928,-11.825329096397288
paired_difference,month,2025-07,behavioural_conjunctions_minus_behavioural_dimensions,10,42,2.2632529313993928,-11.825329096397288
paired_difference,month,2025-07,behavioural_conjunctions_minus_behavioural_dimensions,20,42,2.2632529313993928,-11.825329096397288
system,month,2025-08,behavioural_conjunctions,0,32,-20.506726819683429,-9.2189611408433159
system,month,2025-08,behavioural_conjunctions,10,32,-30.506726819683429,-19.218961140843319
system,month,2025-08,behavioural_conjunctions,20,32,-40.506726819683429,-29.218961140843316
system,month,2025-08,behavioural_dimensions,0,32,23.954282844210958,33.581025240315448
system,month,2025-08,behavioural_dimensions,10,32,13.954282844210958,23.581025240315441
system,month,2025-08,behavioural_dimensions,20,32,3.9542828442109617,13.581025240315441
system,month,2025-08,highest_frozen_movement_probability,0,32,-12.879338302657658,-39.603012215764323
system,month,2025-08,highest_frozen_movement_probability,10,32,-22.879338302657658,-49.603012215764323
system,month,2025-08,highest_frozen_movement_probability,20,32,-32.879338302657658,-59.603012215764323
system,month,2025-08,highest_open_to_decision_relative_momentum,0,32,-22.048858326166577,-41.034397587588863
