record_type,draw,metric,value,interval_90_lower,interval_90_upper,interval_95_lower,interval_95_upper
draw,166,P2_minus_P1_brier_improvement,0.00071108950200479693,,,,
draw,167,P2_minus_P1_brier_improvement,0.0011548796521934912,,,,
draw,168,P2_minus_P1_brier_improvement,0.0011137529493458476,,,,
draw,169,P2_minus_P1_brier_improvement,0.0010857447540891518,,,,
draw,170,P2_minus_P1_brier_improvement,0.00050746976918158992,,,,
draw,171,P2_minus_P1_brier_improvement,0.0014343494536547818,,,,
draw,172,P2_minus_P1_brier_improvement,0.0014042039747834412,,,,
draw,173,P2_minus_P1_brier_improvement,-4.4887596784087824e-05,,,,
draw,174,P2_minus_P1_brier_improvement,0.0017316242837477624,,,,
draw,175,P2_minus_P1_brier_improvement,0.00070017515863790569,,,,
draw,176,P2_minus_P1_brier_improvement,0.0020769980291769907,,,,
draw,177,P2_minus_P1_brier_improvement,0.0018439656403843041,,,,
draw,178,P2_minus_P1_brier_improvement,0.0016785850709880035,,,,
draw,179,P2_minus_P1_brier_improvement,0.0012776105188117837,,,,
draw,180,P2_minus_P1_brier_improvement,0.0010092489006879035,,,,
draw,181,P2_minus_P1_brier_improvement,0.0013108093724822634,,,,
draw,182,P2_minus_P1_brier_improvement,0.00064530364555084874,,,,
draw,183,P2_minus_P1_brier_improvement,0.0025313425958868874,,,,
draw,184,P2_minus_P1_brier_improvement,-0.0002394600743177433,,,,
draw,185,P2_minus_P1_brier_improvement,0.00067914589826495453,,,,
draw,186,P2_minus_P1_brier_improvement,0.00053533277667619505,,,,
draw,187,P2_minus_P1_brier_improvement,0.0019415332713184907,,,,
draw,188,P2_minus_P1_brier_improvement,0.00085603935650196972,,,,
draw,189,P2_minus_P1_brier_improvement,0.0010228970602552123,,,,
draw,190,P2_minus_P1_brier_improvement,0.00050395539235081888,,,,
draw,191,P2_minus_P1_brier_improvement,0.00028537500532307969,,,,
draw,192,P2_minus_P1_brier_improvement,0.0018953547932554216,,,,
draw,193,P2_minus_P1_brier_improvement,0.001632500271823295,,,,
draw,194,P2_minus_P1_brier_improvement,0.00016937432425548349,,,,
draw,195,P2_minus_P1_brier_improvement,0.00047746992133010369,,,,
draw,196,P2_minus_P1_brier_improvement,0.0013596528174334988,,,,
draw,197,P2_minus_P1_brier_improvement,0.0014311127286870673,,,,
draw,198,P2_minus_P1_brier_improvement,0.0016568048400511792,,,,
draw,199,P2_minus_P1_brier_improvement,0.0010325730992622184,,,,
draw,0,P2_minus_P1_log_loss_improvement,0.0062703895189631931,,,,
draw,1,P2_minus_P1_log_loss_improvement,0.0043112072844093685,,,,
draw,2,P2_minus_P1_log_loss_improvement,0.0049713562036513559,,,,
draw,3,P2_minus_P1_log_loss_improvement,0.0062989909653369813,,,,
draw,4,P2_minus_P1_log_loss_improvement,0.0095957597305650899,,,,
draw,5,P2_minus_P1_log_loss_improvement,0.0078340263172820834,,,,
draw,6,P2_minus_P1_log_loss_improvement,0.0066904818531992039,,,,
draw,7,P2_minus_P1_log_loss_improvement,0.0047816985659909772,,,,
draw,8,P2_minus_P1_log_loss_improvement,0.0063656559930027057,,,,
draw,9,P2_minus_P1_log_loss_improvement,0.0069735833295979655,,,,
draw,10,P2_minus_P1_log_loss_improvement,0.0044580022174608436,,,,
draw,11,P2_minus_P1_log_loss_improvement,0.0094462118206816714,,,,
draw,12,P2_minus_P1_log_loss_improvement,0.008297783297457062,,,,
draw,13,P2_minus_P1_log_loss_improvement,0.0068797152217635604,,,,
draw,14,P2_minus_P1_log_loss_improvement,0.0067790542498188944,,,,
draw,15,P2_minus_P1_log_loss_improvement,0.0050053705106679613,,,,
draw,16,P2_minus_P1_log_loss_improvement,0.0031175120840079007,,,,
draw,17,P2_minus_P1_log_loss_improvement,0.0047925231852932182,,,,
draw,18,P2_minus_P1_log_loss_improvement,0.0085753411607289443,,,,
draw,19,P2_minus_P1_log_loss_improvement,0.0012189519022914874,,,,
draw,20,P2_minus_P1_log_loss_improvement,0.006975446250483075,,,,
draw,21,P2_minus_P1_log_loss_improvement,0.0068072733930233387,,,,
draw,22,P2_minus_P1_log_loss_improvement,0.0086160100635494508,,,,
draw,23,P2_minus_P1_log_loss_improvement,0.0010465592413366198,,,,
draw,24,P2_minus_P1_log_loss_improvement,0.0085459075905714998,,,,
draw,25,P2_minus_P1_log_loss_improvement,0.0027282748436228133,,,,
draw,26,P2_minus_P1_log_loss_improvement,0.0070586228176191534,,,,
draw,27,P2_minus_P1_log_loss_improvement,0.0054914761637945286,,,,
draw,28,P2_minus_P1_log_loss_improvement,0.0042337857209473473,,,,
draw,29,P2_minus_P1_log_loss_improvement,0.0028997967137501801,,,,
draw,30,P2_minus_P1_log_loss_improvement,0.0059722197085315121,,,,
draw,31,P2_minus_P1_log_loss_improvement,0.0053678205600339313,,,,
draw,32,P2_minus_P1_log_loss_improvement,0.0016705372030899612,,,,
draw,33,P2_minus_P1_log_loss_improvement,0.0056246007289111888,,,,
draw,34,P2_minus_P1_log_loss_improvement,0.0081562482417887883,,,,
draw,35,P2_minus_P1_log_loss_improvement,0.0059213104511253722,,,,
draw,36,P2_minus_P1_log_loss_improvement,0.0040630604750865329,,,,
draw,37,P2_minus_P1_log_loss_improvement,0.0047304838185407427,,,,
draw,38,P2_minus_P1_log_loss_improvement,0.0052396407360635333,,,,
draw,39,P2_minus_P1_log_loss_improvement,0.0054496356891127196,,,,
draw,40,P2_minus_P1_log_loss_improvement,0.002153365530632112,,,,
draw,41,P2_minus_P1_log_loss_improvement,0.0056184186182262064,,,,
draw,42,P2_minus_P1_log_loss_improvement,0.010962153032965605,,,,
draw,43,P2_minus_P1_log_loss_improvement,0.0062541233512092842,,,,
draw,44,P2_minus_P1_log_loss_improvement,0.0063569103145830752,,,,
draw,45,P2_minus_P1_log_loss_improvement,0.0035521498938140827,,,,
draw,46,P2_minus_P1_log_loss_improvement,0.011343652159488404,,,,
draw,47,P2_minus_P1_log_loss_improvement,0.010279416686746867,,,,
draw,48,P2_minus_P1_log_loss_improvement,0.0061629735894577209,,,,
draw,49,P2_minus_P1_log_loss_improvement,0.0070886682716011506,,,,
draw,50,P2_minus_P1_log_loss_improvement,0.0074512816285002281,,,,
draw,51,P2_minus_P1_log_loss_improvement,0.0050867700789390957,,,,
draw,52,P2_minus_P1_log_loss_improvement,0.0021944867459088857,,,,
draw,53,P2_minus_P1_log_loss_improvement,0.0051058560606502268,,,,
draw,54,P2_minus_P1_log_loss_improvement,0.0045845739097802873,,,,
draw,55,P2_minus_P1_log_loss_improvement,0.0052888149151788522,,,,
draw,56,P2_minus_P1_log_loss_improvement,0.0044922768688090975,,,,
draw,57,P2_minus_P1_log_loss_improvement,0.0071248653812379104,,,,
draw,58,P2_minus_P1_log_loss_improvement,0.0053393799355163085,,,,
draw,59,P2_minus_P1_log_loss_improvement,0.0064286413897726158,,,,
draw,60,P2_minus_P1_log_loss_improvement,0.0014714675696937962,,,,
draw,61,P2_minus_P1_log_loss_improvement,0.0030566638574204275,,,,
draw,62,P2_minus_P1_log_loss_improvement,0.0087337073147951139,,,,
draw,63,P2_minus_P1_log_loss_improvement,0.0010882371851295147,,,,
draw,64,P2_minus_P1_log_loss_improvement,0.0059672362714206506,,,,
draw,65,P2_minus_P1_log_loss_improvement,0.0078194002244978966,,,,
draw,66,P2_minus_P1_log_loss_improvement,0.0038900203656946353,,,,
draw,67,P2_minus_P1_log_loss_improvement,0.0041607476193427084,,,,
draw,68,P2_minus_P1_log_loss_improvement,0.0054516410625292666,,,,
draw,69,P2_minus_P1_log_loss_improvement,0.0077151049129365878,,,,
draw,70,P2_minus_P1_log_loss_improvement,0.0050215520336178154,,,,
draw,71,P2_minus_P1_log_loss_improvement,0.009030900176464407,,,,
draw,72,P2_minus_P1_log_loss_improvement,0.0049824520919990456,,,,
draw,73,P2_minus_P1_log_loss_improvement,0.0085386473641263505,,,,
draw,74,P2_minus_P1_log_loss_improvement,0.0039389253735671037,,,,
draw,75,P2_minus_P1_log_loss_improvement,0.0065042111695409188,,,,
draw,76,P2_minus_P1_log_loss_improvement,0.0047228636031614313,,,,
draw,77,P2_minus_P1_log_loss_improvement,0.0095758326682920392,,,,
draw,78,P2_minus_P1_log_loss_improvement,0.0084386232223091495,,,,
draw,79,P2_minus_P1_log_loss_improvement,0.0066337073217839215,,,,
draw,80,P2_minus_P1_log_loss_improvement,0.0055001134893019055,,,,
draw,81,P2_minus_P1_log_loss_improvement,0.010143984636313108,,,,
draw,82,P2_minus_P1_log_loss_improvement,0.0053576172216422413,,,,
draw,83,P2_minus_P1_log_loss_improvement,0.0044066634202447053,,,,
draw,84,P2_minus_P1_log_loss_improvement,0.0053156265483031984,,,,
draw,85,P2_minus_P1_log_loss_improvement,0.0072400105840015883,,,,
draw,86,P2_minus_P1_log_loss_improvement,0.0053915660600447057,,,,
draw,87,P2_minus_P1_log_loss_improvement,0.004856965332824148,,,,
draw,88,P2_minus_P1_log_loss_improvement,0.0081355035162739009,,,,
draw,89,P2_minus_P1_log_loss_improvement,0.0050714490107385823,,,,
draw,90,P2_minus_P1_log_loss_improvement,0.0044682885963965857,,,,
draw,91,P2_minus_P1_log_loss_improvement,0.0064964844186934378,,,,
draw,92,P2_minus_P1_log_loss_improvement,0.0046786443735543082,,,,
draw,93,P2_minus_P1_log_loss_improvement,0.0053137576489529215,,,,
draw,94,P2_minus_P1_log_loss_improvement,0.0085525990411532415,,,,
draw,95,P2_minus_P1_log_loss_improvement,0.0065937351056375437,,,,
draw,96,P2_minus_P1_log_loss_improvement,0.0081477900551942817,,,,
draw,97,P2_minus_P1_log_loss_improvement,0.0038710708405892968,,,,
draw,98,P2_minus_P1_log_loss_improvement,0.0041746817505785572,,,,
draw,99,P2_minus_P1_log_loss_improvement,0.0058167748742492531,,,,
draw,100,P2_minus_P1_log_loss_improvement,0.0034160008169802913,,,,
draw,101,P2_minus_P1_log_loss_improvement,0.0042689993367610035,,,,
draw,102,P2_minus_P1_log_loss_improvement,0.0029511132705826171,,,,
draw,103,P2_minus_P1_log_loss_improvement,0.0013780325328309195,,,,
draw,104,P2_minus_P1_log_loss_improvement,0.007130856217446746,,,,
draw,105,P2_minus_P1_log_loss_improvement,0.0070019021915773694,,,,
draw,106,P2_minus_P1_log_loss_improvement,0.00033235239061962796,,,,
draw,107,P2_minus_P1_log_loss_improvement,0.0048468438313375439,,,,
draw,108,P2_minus_P1_log_loss_improvement,0.0042935081195821234,,,,
draw,109,P2_minus_P1_log_loss_improvement,0.0030866008131867906,,,,
draw,110,P2_minus_P1_log_loss_improvement,0.0068993703414410024,,,,
draw,111,P2_minus_P1_log_loss_improvement,0.0022683204054029793,,,,
draw,112,P2_minus_P1_log_loss_improvement,0.0041938361023123871,,,,
draw,113,P2_minus_P1_log_loss_improvement,0.0046144337459401163,,,,
draw,114,P2_minus_P1_log_loss_improvement,0.0069908831548828321,,,,
draw,115,P2_minus_P1_log_loss_improvement,0.0050857314123227138,,,,
draw,116,P2_minus_P1_log_loss_improvement,0.0022161528772969841,,,,
draw,117,P2_minus_P1_log_loss_improvement,0.0066918176244546435,,,,
draw,118,P2_minus_P1_log_loss_improvement,0.0058115558311858106,,,,
draw,119,P2_minus_P1_log_loss_improvement,0.0060464486972994225,,,,
draw,120,P2_minus_P1_log_loss_improvement,0.0057217570477495761,,,,
draw,121,P2_minus_P1_log_loss_improvement,0.0052659319050159525,,,,
draw,122,P2_minus_P1_log_loss_improvement,0.0043337934508350662,,,,
draw,123,P2_minus_P1_log_loss_improvement,0.0067100305493112966,,,,
draw,124,P2_minus_P1_log_loss_improvement,0.0050337451764809193,,,,
draw,125,P2_minus_P1_log_loss_improvement,0.0073868300505007256,,,,
draw,126,P2_minus_P1_log_loss_improvement,0.0099406413088963252,,,,
draw,127,P2_minus_P1_log_loss_improvement,0.0052333170809410468,,,,
draw,128,P2_minus_P1_log_loss_improvement,0.0064236812584311243,,,,
draw,129,P2_minus_P1_log_loss_improvement,0.004628440859312799,,,,
draw,130,P2_minus_P1_log_loss_improvement,0.005051110171165385,,,,
draw,131,P2_minus_P1_log_loss_improvement,0.0049965671000504752,,,,
draw,132,P2_minus_P1_log_loss_improvement,0.0060899157827890571,,,,
draw,133,P2_minus_P1_log_loss_improvement,0.0021434005712608895,,,,
draw,134,P2_minus_P1_log_loss_improvement,-0.00022861282822395079,,,,
draw,135,P2_minus_P1_log_loss_improvement,0.0024471625602269231,,,,
draw,136,P2_minus_P1_log_loss_improvement,0.0064855536878640763,,,,
draw,137,P2_minus_P1_log_loss_improvement,0.0040430312554305403,,,,
draw,138,P2_minus_P1_log_loss_improvement,0.0064766612908360721,,,,
draw,139,P2_minus_P1_log_loss_improvement,0.0090186755442391853,,,,
draw,140,P2_minus_P1_log_loss_improvement,0.0069002745929519493,,,,
draw,141,P2_minus_P1_log_loss_improvement,0.0018962216214070127,,,,
draw,142,P2_minus_P1_log_loss_improvement,0.0047266000628949922,,,,
draw,143,P2_minus_P1_log_loss_improvement,0.0055689531679413706,,,,
draw,144,P2_minus_P1_log_loss_improvement,0.00689233693635255,,,,
draw,145,P2_minus_P1_log_loss_improvement,0.0097130742671531767,,,,
draw,146,P2_minus_P1_log_loss_improvement,0.0032724657672826285,,,,
draw,147,P2_minus_P1_log_loss_improvement,0.0042464353141880018,,,,
draw,148,P2_minus_P1_log_loss_improvement,0.007963443474821752,,,,
draw,149,P2_minus_P1_log_loss_improvement,0.0069680119235933091,,,,
draw,150,P2_minus_P1_log_loss_improvement,0.0052716910527776384,,,,
draw,151,P2_minus_P1_log_loss_improvement,0.0059094257128282091,,,,
draw,152,P2_minus_P1_log_loss_improvement,0.0076333841492783328,,,,
draw,153,P2_minus_P1_log_loss_improvement,0.0074950639097884353,,,,
draw,154,P2_minus_P1_log_loss_improvement,0.0055783844911693192,,,,
draw,155,P2_minus_P1_log_loss_improvement,0.0049711675257023691,,,,
draw,156,P2_minus_P1_log_loss_improvement,0.0022984014708291034,,,,
draw,157,P2_minus_P1_log_loss_improvement,0.0094400394424078438,,,,
draw,158,P2_minus_P1_log_loss_improvement,0.0050350251725538309,,,,
draw,159,P2_minus_P1_log_loss_improvement,0.0068566666205320814,,,,
draw,160,P2_minus_P1_log_loss_improvement,0.0042741569549330505,,,,
draw,161,P2_minus_P1_log_loss_improvement,0.0032970337503696601,,,,
draw,162,P2_minus_P1_log_loss_improvement,0.0028455511966618552,,,,
draw,163,P2_minus_P1_log_loss_improvement,0.0053243845717081961,,,,
draw,164,P2_minus_P1_log_loss_improvement,0.0022599147089072957,,,,
draw,165,P2_minus_P1_log_loss_improvement,0.00538402284116557,,,,
draw,166,P2_minus_P1_log_loss_improvement,0.0051279449155166024,,,,
draw,167,P2_minus_P1_log_loss_improvement,0.0051103282273524675,,,,
draw,168,P2_minus_P1_log_loss_improvement,0.0052610053644089882,,,,
draw,169,P2_minus_P1_log_loss_improvement,0.0055518542642498114,,,,
draw,170,P2_minus_P1_log_loss_improvement,0.0041830108494488316,,,,
draw,171,P2_minus_P1_log_loss_improvement,0.0057662150124638267,,,,
draw,172,P2_minus_P1_log_loss_improvement,0.0062393632899676588,,,,
draw,173,P2_minus_P1_log_loss_improvement,0.0029506703824775382,,,,
draw,174,P2_minus_P1_log_loss_improvement,0.007330647763224396,,,,
draw,175,P2_minus_P1_log_loss_improvement,0.0045221033970559987,,,,
draw,176,P2_minus_P1_log_loss_improvement,0.0069730761185814449,,,,
draw,177,P2_minus_P1_log_loss_improvement,0.0074843962887606308,,,,
draw,178,P2_minus_P1_log_loss_improvement,0.0074086242080644849,,,,
draw,179,P2_minus_P1_log_loss_improvement,0.0053288165528013742,,,,
draw,180,P2_minus_P1_log_loss_improvement,0.006180030304040518,,,,
draw,181,P2_minus_P1_log_loss_improvement,0.0046666013673453688,,,,
draw,182,P2_minus_P1_log_loss_improvement,0.0037324486131813384,,,,
draw,183,P2_minus_P1_log_loss_improvement,0.010510319583288519,,,,
draw,184,P2_minus_P1_log_loss_improvement,0.0010932501814123752,,,,
draw,185,P2_minus_P1_log_loss_improvement,0.0053771157001520353,,,,
draw,186,P2_minus_P1_log_loss_improvement,0.002657276126321273,,,,
draw,187,P2_minus_P1_log_loss_improvement,0.0075331245835289495,,,,
draw,188,P2_minus_P1_log_loss_improvement,0.0042064096907048487,,,,
draw,189,P2_minus_P1_log_loss_improvement,0.0046417620240125079,,,,
draw,190,P2_minus_P1_log_loss_improvement,0.00259371507517836,,,,
draw,191,P2_minus_P1_log_loss_improvement,0.0037047935204533866,,,,
draw,192,P2_minus_P1_log_loss_improvement,0.0084650624713201728,,,,
draw,193,P2_minus_P1_log_loss_improvement,0.0068094142763452936,,,,
draw,194,P2_minus_P1_log_loss_improvement,0.0045542868225198485,,,,
draw,195,P2_minus_P1_log_loss_improvement,0.0025048772355585891,,,,
draw,196,P2_minus_P1_log_loss_improvement,0.0058617315403410863,,,,
draw,197,P2_minus_P1_log_loss_improvement,0.0051821143014037507,,,,
draw,198,P2_minus_P1_log_loss_improvement,0.0072735981671174232,,,,
draw,199,P2_minus_P1_log_loss_improvement,0.0056608330681219843,,,,
draw,0,P3_minus_P2_brier_improvement,-0.00040767468686464525,,,,
draw,1,P3_minus_P2_brier_improvement,-0.00058588333715423047,,,,
draw,2,P3_minus_P2_brier_improvement,-9.8377259395709959e-05,,,,
draw,3,P3_minus_P2_brier_improvement,-0.00037597403629380244,,,,
draw,4,P3_minus_P2_brier_improvement,-0.00025198308664056701,,,,
draw,5,P3_minus_P2_brier_improvement,-0.00027444291879616389,,,,
draw,6,P3_minus_P2_brier_improvement,-0.00045949772116141152,,,,
draw,7,P3_minus_P2_brier_improvement,-3.4064416112922213e-05,,,,
draw,8,P3_minus_P2_brier_improvement,-0.00050389382094953583,,,,
draw,9,P3_minus_P2_brier_improvement,-0.00028703798143639436,,,,
draw,10,P3_minus_P2_brier_improvement,-0.00075173102681533321,,,,
draw,11,P3_minus_P2_brier_improvement,-0.00044594264070313416,,,,
draw,12,P3_minus_P2_brier_improvement,-0.00063674637512531329,,,,
draw,13,P3_minus_P2_brier_improvement,-0.00016781207392013719,,,,
draw,14,P3_minus_P2_brier_improvement,-0.00071912538204180199,,,,
draw,15,P3_minus_P2_brier_improvement,-0.00029863655847450765,,,,
draw,16,P3_minus_P2_brier_improvement,-0.0007323625479128959,,,,
draw,17,P3_minus_P2_brier_improvement,-0.00054954897575432149,,,,
draw,18,P3_minus_P2_brier_improvement,-0.00066765827412346157,,,,
draw,19,P3_minus_P2_brier_improvement,-0.00046753601452464988,,,,
draw,20,P3_minus_P2_brier_improvement,-3.1542891012675822e-05,,,,
draw,21,P3_minus_P2_brier_improvement,-0.00050825787165678649,,,,
draw,22,P3_minus_P2_brier_improvement,-0.00033918542224473103,,,,
draw,23,P3_minus_P2_brier_improvement,-0.00030242073776576284,,,,
draw,24,P3_minus_P2_brier_improvement,-0.00041673085785251529,,,,
draw,25,P3_minus_P2_brier_improvement,-9.4929229864065823e-05,,,,
draw,26,P3_minus_P2_brier_improvement,-0.00045911754710040165,,,,
draw,27,P3_minus_P2_brier_improvement,-0.00030083298764257971,,,,
draw,28,P3_minus_P2_brier_improvement,-0.00036587939514393097,,,,
draw,29,P3_minus_P2_brier_improvement,-0.00039957708228163802,,,,
draw,30,P3_minus_P2_brier_improvement,-0.00012497875880490561,,,,
draw,31,P3_minus_P2_brier_improvement,-0.00013043395892228804,,,,
draw,32,P3_minus_P2_brier_improvement,-0.00016745311362223458,,,,
draw,33,P3_minus_P2_brier_improvement,-0.00014534199350405008,,,,
draw,34,P3_minus_P2_brier_improvement,-0.00059730116369616226,,,,
draw,35,P3_minus_P2_brier_improvement,-5.0977216510483814e-05,,,,
draw,36,P3_minus_P2_brier_improvement,-0.00045054057583526763,,,,
draw,37,P3_minus_P2_brier_improvement,-0.00047122075027850041,,,,
draw,38,P3_minus_P2_brier_improvement,-0.00085138706277806953,,,,
draw,39,P3_minus_P2_brier_improvement,-0.00059406598946232236,,,,
draw,40,P3_minus_P2_brier_improvement,0.0001484731426032726,,,,
draw,41,P3_minus_P2_brier_improvement,-0.00079503922012008621,,,,
draw,42,P3_minus_P2_brier_improvement,-0.00045580813989051783,,,,
draw,43,P3_minus_P2_brier_improvement,-7.6262806401855565e-05,,,,
draw,44,P3_minus_P2_brier_improvement,-0.000106336131904472,,,,
draw,45,P3_minus_P2_brier_improvement,-4.8304525287590216e-05,,,,
draw,46,P3_minus_P2_brier_improvement,-0.00110076485933705,,,,
draw,47,P3_minus_P2_brier_improvement,-0.00078952908769105989,,,,
draw,48,P3_minus_P2_brier_improvement,-0.0003273865695956335,,,,
draw,49,P3_minus_P2_brier_improvement,-0.0003389626685285918,,,,
draw,50,P3_minus_P2_brier_improvement,-0.00014854443876460843,,,,
draw,51,P3_minus_P2_brier_improvement,-8.0445328293099472e-05,,,,
draw,52,P3_minus_P2_brier_improvement,-0.00013811030112190203,,,,
draw,53,P3_minus_P2_brier_improvement,-3.8330781883505471e-05,,,,
draw,54,P3_minus_P2_brier_improvement,-0.00043414204179156868,,,,
draw,55,P3_minus_P2_brier_improvement,3.3726468179534619e-05,,,,
draw,56,P3_minus_P2_brier_improvement,-0.00070074854107587958,,,,
draw,57,P3_minus_P2_brier_improvement,-0.00043803369537193104,,,,
draw,58,P3_minus_P2_brier_improvement,-0.00062878228449844698,,,,
draw,59,P3_minus_P2_brier_improvement,0.00012086318713855349,,,,
draw,60,P3_minus_P2_brier_improvement,-0.00059849964690669721,,,,
draw,61,P3_minus_P2_brier_improvement,-0.00015041730063186654,,,,
draw,62,P3_minus_P2_brier_improvement,-0.00092208343896377221,,,,
draw,63,P3_minus_P2_brier_improvement,-0.00021578295051105645,,,,
draw,64,P3_minus_P2_brier_improvement,-1.5628113404470012e-05,,,,
draw,65,P3_minus_P2_brier_improvement,-0.00082790897213738668,,,,
draw,66,P3_minus_P2_brier_improvement,-0.00043210544463387346,,,,
draw,67,P3_minus_P2_brier_improvement,-0.00075240493788841789,,,,
draw,68,P3_minus_P2_brier_improvement,-0.00013590673200417069,,,,
draw,69,P3_minus_P2_brier_improvement,-0.00050385920274001461,,,,
draw,70,P3_minus_P2_brier_improvement,-3.1258728740102271e-05,,,,
draw,71,P3_minus_P2_brier_improvement,8.1153023735874852e-05,,,,
draw,72,P3_minus_P2_brier_improvement,-0.00018979185850628855,,,,
draw,73,P3_minus_P2_brier_improvement,-0.00063305564354598776,,,,
draw,74,P3_minus_P2_brier_improvement,-0.00024905707256950294,,,,
draw,75,P3_minus_P2_brier_improvement,4.5268838573725434e-05,,,,
draw,76,P3_minus_P2_brier_improvement,-0.00057600891385525821,,,,
draw,77,P3_minus_P2_brier_improvement,-0.0010988208021554258,,,,
draw,78,P3_minus_P2_brier_improvement,-0.00027877205094672952,,,,
draw,79,P3_minus_P2_brier_improvement,-0.00039182566153977971,,,,
draw,80,P3_minus_P2_brier_improvement,-0.00023172606150714814,,,,
draw,81,P3_minus_P2_brier_improvement,-0.00091454925155040612,,,,
draw,82,P3_minus_P2_brier_improvement,-0.00016145184450458427,,,,
draw,83,P3_minus_P2_brier_improvement,-0.00070970559757924101,,,,
draw,84,P3_minus_P2_brier_improvement,-0.0006834442430815324,,,,
draw,85,P3_minus_P2_brier_improvement,-0.00047488500928219435,,,,
draw,86,P3_minus_P2_brier_improvement,-0.00020782316450995708,,,,
draw,87,P3_minus_P2_brier_improvement,-0.00056570505605826882,,,,
draw,88,P3_minus_P2_brier_improvement,-0.00031750032896221692,,,,
draw,89,P3_minus_P2_brier_improvement,-0.0002741747421544094,,,,
draw,90,P3_minus_P2_brier_improvement,-0.00043150073307174353,,,,
draw,91,P3_minus_P2_brier_improvement,-0.00074468811998779083,,,,
draw,92,P3_minus_P2_brier_improvement,-0.00013213594302263765,,,,
draw,93,P3_minus_P2_brier_improvement,-0.00024444024392686337,,,,
draw,94,P3_minus_P2_brier_improvement,-0.00072856496665599235,,,,
draw,95,P3_minus_P2_brier_improvement,-0.00046737122616460902,,,,
draw,96,P3_minus_P2_brier_improvement,-0.0004735732713097851,,,,
draw,97,P3_minus_P2_brier_improvement,-0.00057111623026653846,,,,
draw,98,P3_minus_P2_brier_improvement,-9.8216607906098652e-06,,,,
draw,99,P3_minus_P2_brier_improvement,-0.00035969195149374023,,,,
draw,100,P3_minus_P2_brier_improvement,-1.475985650578604e-05,,,,
draw,101,P3_minus_P2_brier_improvement,-0.00032662635947788843,,,,
draw,102,P3_minus_P2_brier_improvement,-0.00017098518910374505,,,,
draw,103,P3_minus_P2_brier_improvement,-0.00023201268507913597,,,,
draw,104,P3_minus_P2_brier_improvement,-0.000901514733992137,,,,
draw,105,P3_minus_P2_brier_improvement,-0.00063978244704568366,,,,
draw,106,P3_minus_P2_brier_improvement,-0.00052150952480550794,,,,
draw,107,P3_minus_P2_brier_improvement,-0.00065509435656338488,,,,
draw,108,P3_minus_P2_brier_improvement,-0.0001789906754735282,,,,
draw,109,P3_minus_P2_brier_improvement,-0.00044544726585232786,,,,
draw,110,P3_minus_P2_brier_improvement,-0.00015173276126637103,,,,
draw,111,P3_minus_P2_brier_improvement,-0.00048653296548784031,,,,
draw,112,P3_minus_P2_brier_improvement,-3.8407191388034612e-05,,,,
draw,113,P3_minus_P2_brier_improvement,-0.00050015938226891099,,,,
draw,114,P3_minus_P2_brier_improvement,-0.00016947779414483444,,,,
draw,115,P3_minus_P2_brier_improvement,-0.00018824168339851011,,,,
draw,116,P3_minus_P2_brier_improvement,0.00013918938554544069,,,,
draw,117,P3_minus_P2_brier_improvement,-0.00064007902453189214,,,,
draw,118,P3_minus_P2_brier_improvement,-0.00023128980064202054,,,,
draw,119,P3_minus_P2_brier_improvement,-0.00063071854439891717,,,,
draw,120,P3_minus_P2_brier_improvement,-0.00027683999168096052,,,,
draw,121,P3_minus_P2_brier_improvement,-4.264702408862675e-05,,,,
draw,122,P3_minus_P2_brier_improvement,-0.00027703465193115728,,,,
draw,123,P3_minus_P2_brier_improvement,-0.00080488066911907352,,,,
draw,124,P3_minus_P2_brier_improvement,-0.0002412598646008568,,,,
draw,125,P3_minus_P2_brier_improvement,-0.00024589344591560702,,,,
draw,126,P3_minus_P2_brier_improvement,-0.00060288077968057019,,,,
draw,127,P3_minus_P2_brier_improvement,-0.00025461683449823358,,,,
draw,128,P3_minus_P2_brier_improvement,-3.2949714723701229e-05,,,,
draw,129,P3_minus_P2_brier_improvement,-0.00030270463352521926,,,,
draw,130,P3_minus_P2_brier_improvement,-0.00069763909105152733,,,,
draw,131,P3_minus_P2_brier_improvement,-0.00042125470116988195,,,,
draw,132,P3_minus_P2_brier_improvement,-0.00025926057056369078,,,,
draw,133,P3_minus_P2_brier_improvement,-0.00070079360030708693,,,,
draw,134,P3_minus_P2_brier_improvement,-0.00051130507601709896,,,,
draw,135,P3_minus_P2_brier_improvement,-0.00037401081313021001,,,,
draw,136,P3_minus_P2_brier_improvement,-0.00066491384356717753,,,,
draw,137,P3_minus_P2_brier_improvement,-0.00017117477736525166,,,,
draw,138,P3_minus_P2_brier_improvement,-0.00039917644172965394,,,,
draw,139,P3_minus_P2_brier_improvement,-0.00079870792221689579,,,,
draw,140,P3_minus_P2_brier_improvement,-0.00043875501431134278,,,,
draw,141,P3_minus_P2_brier_improvement,-0.00017080806682409633,,,,
draw,142,P3_minus_P2_brier_improvement,-0.00024326515949979477,,,,
draw,143,P3_minus_P2_brier_improvement,-0.0003574096753060918,,,,
draw,144,P3_minus_P2_brier_improvement,-0.0003435825734217357,,,,
draw,145,P3_minus_P2_brier_improvement,-0.00075398582554489502,,,,
draw,146,P3_minus_P2_brier_improvement,-0.00049357446370651425,,,,
draw,147,P3_minus_P2_brier_improvement,-0.00032469324762368634,,,,
