record_type,draw,comparison,metric,estimate,lower_90,upper_90,lower_95,upper_95,draws
draw,127,A1_minus_A0,brier,-0.00428672594308,,,,,200
draw,128,A1_minus_A0,brier,-0.00536425578983,,,,,200
draw,129,A1_minus_A0,brier,-0.00440187944066,,,,,200
draw,130,A1_minus_A0,brier,-0.0065095596438,,,,,200
draw,131,A1_minus_A0,brier,-0.00203635152376,,,,,200
draw,132,A1_minus_A0,brier,-0.00462722436331,,,,,200
draw,133,A1_minus_A0,brier,-0.00604306543683,,,,,200
draw,134,A1_minus_A0,brier,-0.00288727556839,,,,,200
draw,135,A1_minus_A0,brier,-0.00403386145649,,,,,200
draw,136,A1_minus_A0,brier,-0.00454144673211,,,,,200
draw,137,A1_minus_A0,brier,0.000498075237147,,,,,200
draw,138,A1_minus_A0,brier,-0.000520264657967,,,,,200
draw,139,A1_minus_A0,brier,-0.00366298512268,,,,,200
draw,140,A1_minus_A0,brier,-0.00303397364418,,,,,200
draw,141,A1_minus_A0,brier,-0.00684873575275,,,,,200
draw,142,A1_minus_A0,brier,-0.00405275425766,,,,,200
draw,143,A1_minus_A0,brier,-0.00524675465361,,,,,200
draw,144,A1_minus_A0,brier,-0.00401439636007,,,,,200
draw,145,A1_minus_A0,brier,-0.00508158127708,,,,,200
draw,146,A1_minus_A0,brier,-0.00355491767522,,,,,200
draw,147,A1_minus_A0,brier,-0.00499119412774,,,,,200
draw,148,A1_minus_A0,brier,-0.00404209775987,,,,,200
draw,149,A1_minus_A0,brier,-0.00406188397339,,,,,200
draw,150,A1_minus_A0,brier,-0.00120790942121,,,,,200
draw,151,A1_minus_A0,brier,-0.00108692286664,,,,,200
draw,152,A1_minus_A0,brier,-0.0033357124444,,,,,200
draw,153,A1_minus_A0,brier,0.000973840299933,,,,,200
draw,154,A1_minus_A0,brier,-0.00498233082935,,,,,200
draw,155,A1_minus_A0,brier,-0.00674026022081,,,,,200
draw,156,A1_minus_A0,brier,-0.00505983015152,,,,,200
draw,157,A1_minus_A0,brier,-0.000640010645632,,,,,200
draw,158,A1_minus_A0,brier,-0.00103751986362,,,,,200
draw,159,A1_minus_A0,brier,-0.00333547936477,,,,,200
draw,160,A1_minus_A0,brier,-0.000836791863951,,,,,200
draw,161,A1_minus_A0,brier,-0.00399620329167,,,,,200
draw,162,A1_minus_A0,brier,-0.00540936873034,,,,,200
draw,163,A1_minus_A0,brier,-0.00250083981046,,,,,200
draw,164,A1_minus_A0,brier,-0.00564442527156,,,,,200
draw,165,A1_minus_A0,brier,-0.00373431048808,,,,,200
draw,166,A1_minus_A0,brier,-0.00348694478139,,,,,200
draw,167,A1_minus_A0,brier,-0.00592723059676,,,,,200
draw,168,A1_minus_A0,brier,-0.00299233662822,,,,,200
draw,169,A1_minus_A0,brier,-0.00335956551892,,,,,200
draw,170,A1_minus_A0,brier,-0.00535635420243,,,,,200
draw,171,A1_minus_A0,brier,-0.00252249179704,,,,,200
draw,172,A1_minus_A0,brier,-0.00282653185074,,,,,200
draw,173,A1_minus_A0,brier,-0.0033663391514,,,,,200
draw,174,A1_minus_A0,brier,-0.00254293460761,,,,,200
draw,175,A1_minus_A0,brier,-0.00642138880028,,,,,200
draw,176,A1_minus_A0,brier,-0.00335991086605,,,,,200
draw,177,A1_minus_A0,brier,-0.00223903748291,,,,,200
draw,178,A1_minus_A0,brier,-0.00472450318462,,,,,200
draw,179,A1_minus_A0,brier,-0.00496372670207,,,,,200
draw,180,A1_minus_A0,brier,-0.00340811281776,,,,,200
draw,181,A1_minus_A0,brier,-0.00536466409829,,,,,200
draw,182,A1_minus_A0,brier,-0.00405666900796,,,,,200
draw,183,A1_minus_A0,brier,-0.00502647063637,,,,,200
draw,184,A1_minus_A0,brier,-0.000573494033534,,,,,200
draw,185,A1_minus_A0,brier,-0.000368162945409,,,,,200
draw,186,A1_minus_A0,brier,-0.00224489490102,,,,,200
draw,187,A1_minus_A0,brier,-0.00324204304883,,,,,200
draw,188,A1_minus_A0,brier,-0.00597007701366,,,,,200
draw,189,A1_minus_A0,brier,-0.00508395004772,,,,,200
draw,190,A1_minus_A0,brier,-0.00706073362394,,,,,200
draw,191,A1_minus_A0,brier,-0.00378988644237,,,,,200
draw,192,A1_minus_A0,brier,-0.00319010899271,,,,,200
draw,193,A1_minus_A0,brier,-0.00531574832745,,,,,200
draw,194,A1_minus_A0,brier,-0.00413492999116,,,,,200
draw,195,A1_minus_A0,brier,-0.00210561320203,,,,,200
draw,196,A1_minus_A0,brier,-0.00207640017147,,,,,200
draw,197,A1_minus_A0,brier,-0.00526304397219,,,,,200
draw,198,A1_minus_A0,brier,-0.0026145600124,,,,,200
draw,199,A1_minus_A0,brier,-0.00436318680154,,,,,200
draw,0,A1_minus_A0,log_loss,-0.0071821731494,,,,,200
draw,1,A1_minus_A0,log_loss,-0.0148225589168,,,,,200
draw,2,A1_minus_A0,log_loss,-0.0125172593264,,,,,200
draw,3,A1_minus_A0,log_loss,-0.0110417157002,,,,,200
draw,4,A1_minus_A0,log_loss,-0.00829029377084,,,,,200
draw,5,A1_minus_A0,log_loss,-0.00727514603153,,,,,200
draw,6,A1_minus_A0,log_loss,-0.00990553971009,,,,,200
draw,7,A1_minus_A0,log_loss,-0.00705665659152,,,,,200
draw,8,A1_minus_A0,log_loss,-0.00992622403214,,,,,200
draw,9,A1_minus_A0,log_loss,-0.00839363511408,,,,,200
draw,10,A1_minus_A0,log_loss,-0.00253324724581,,,,,200
draw,11,A1_minus_A0,log_loss,-0.00296125234111,,,,,200
draw,12,A1_minus_A0,log_loss,-0.0113831444143,,,,,200
draw,13,A1_minus_A0,log_loss,-0.0179862107364,,,,,200
draw,14,A1_minus_A0,log_loss,-0.00489625725641,,,,,200
draw,15,A1_minus_A0,log_loss,-0.0225936791198,,,,,200
draw,16,A1_minus_A0,log_loss,-0.00882553055445,,,,,200
draw,17,A1_minus_A0,log_loss,-0.0136027599883,,,,,200
draw,18,A1_minus_A0,log_loss,-0.00903113424964,,,,,200
draw,19,A1_minus_A0,log_loss,-0.0146122203016,,,,,200
draw,20,A1_minus_A0,log_loss,-0.0120978274958,,,,,200
draw,21,A1_minus_A0,log_loss,-0.0115425616169,,,,,200
draw,22,A1_minus_A0,log_loss,-0.0124602624109,,,,,200
draw,23,A1_minus_A0,log_loss,-0.00367708840518,,,,,200
draw,24,A1_minus_A0,log_loss,-0.00515816040146,,,,,200
draw,25,A1_minus_A0,log_loss,-0.00414590656393,,,,,200
draw,26,A1_minus_A0,log_loss,-0.0100226945668,,,,,200
draw,27,A1_minus_A0,log_loss,0.00342183796091,,,,,200
draw,28,A1_minus_A0,log_loss,-0.0187903394994,,,,,200
draw,29,A1_minus_A0,log_loss,-0.0119178934608,,,,,200
draw,30,A1_minus_A0,log_loss,-0.000529763548782,,,,,200
draw,31,A1_minus_A0,log_loss,-0.00860941059935,,,,,200
draw,32,A1_minus_A0,log_loss,-0.0174055599099,,,,,200
draw,33,A1_minus_A0,log_loss,-0.0110915879036,,,,,200
draw,34,A1_minus_A0,log_loss,-0.016572777258,,,,,200
draw,35,A1_minus_A0,log_loss,-0.00380136684075,,,,,200
draw,36,A1_minus_A0,log_loss,-0.000949736112742,,,,,200
draw,37,A1_minus_A0,log_loss,-0.0105513716032,,,,,200
draw,38,A1_minus_A0,log_loss,-0.00485348063352,,,,,200
draw,39,A1_minus_A0,log_loss,-0.00794919750606,,,,,200
draw,40,A1_minus_A0,log_loss,-0.01841964808,,,,,200
draw,41,A1_minus_A0,log_loss,-0.0124830013805,,,,,200
draw,42,A1_minus_A0,log_loss,-0.00644813437928,,,,,200
draw,43,A1_minus_A0,log_loss,-0.000899111178821,,,,,200
draw,44,A1_minus_A0,log_loss,-0.00566047168673,,,,,200
draw,45,A1_minus_A0,log_loss,-0.00546868691413,,,,,200
draw,46,A1_minus_A0,log_loss,-0.000388027475316,,,,,200
draw,47,A1_minus_A0,log_loss,-0.00861449349376,,,,,200
draw,48,A1_minus_A0,log_loss,-0.0152808301059,,,,,200
draw,49,A1_minus_A0,log_loss,0.00280332595736,,,,,200
draw,50,A1_minus_A0,log_loss,-0.0158320342168,,,,,200
draw,51,A1_minus_A0,log_loss,-0.0135036483979,,,,,200
draw,52,A1_minus_A0,log_loss,-0.00799427280414,,,,,200
draw,53,A1_minus_A0,log_loss,-0.0034345331744,,,,,200
draw,54,A1_minus_A0,log_loss,-0.00463849827055,,,,,200
draw,55,A1_minus_A0,log_loss,-0.00391027416336,,,,,200
draw,56,A1_minus_A0,log_loss,-0.00342386258624,,,,,200
draw,57,A1_minus_A0,log_loss,-0.000526095926331,,,,,200
draw,58,A1_minus_A0,log_loss,-0.00720323981513,,,,,200
draw,59,A1_minus_A0,log_loss,-0.0100174009656,,,,,200
draw,60,A1_minus_A0,log_loss,-0.00401574750478,,,,,200
draw,61,A1_minus_A0,log_loss,-0.00232295469917,,,,,200
draw,62,A1_minus_A0,log_loss,-0.0165143733217,,,,,200
draw,63,A1_minus_A0,log_loss,-0.00644404454927,,,,,200
draw,64,A1_minus_A0,log_loss,-0.0104688711429,,,,,200
draw,65,A1_minus_A0,log_loss,-0.00633875220232,,,,,200
draw,66,A1_minus_A0,log_loss,-0.00412069042101,,,,,200
draw,67,A1_minus_A0,log_loss,-0.00784267998143,,,,,200
draw,68,A1_minus_A0,log_loss,-0.00313658415359,,,,,200
draw,69,A1_minus_A0,log_loss,-0.00505550864802,,,,,200
draw,70,A1_minus_A0,log_loss,2.91639445206e-05,,,,,200
draw,71,A1_minus_A0,log_loss,-0.0117744975047,,,,,200
draw,72,A1_minus_A0,log_loss,-0.0103780067285,,,,,200
draw,73,A1_minus_A0,log_loss,-0.00716478822404,,,,,200
draw,74,A1_minus_A0,log_loss,-0.0189187936112,,,,,200
draw,75,A1_minus_A0,log_loss,-0.00778859752445,,,,,200
draw,76,A1_minus_A0,log_loss,-0.0130848056598,,,,,200
draw,77,A1_minus_A0,log_loss,-0.0164901047852,,,,,200
draw,78,A1_minus_A0,log_loss,-0.00771401511362,,,,,200
draw,79,A1_minus_A0,log_loss,-0.00578159357544,,,,,200
draw,80,A1_minus_A0,log_loss,-0.0062471811297,,,,,200
draw,81,A1_minus_A0,log_loss,-0.00688228823683,,,,,200
draw,82,A1_minus_A0,log_loss,-0.0056468537946,,,,,200
draw,83,A1_minus_A0,log_loss,-0.00931010062952,,,,,200
draw,84,A1_minus_A0,log_loss,-0.0123835758508,,,,,200
draw,85,A1_minus_A0,log_loss,-8.88624250678e-05,,,,,200
draw,86,A1_minus_A0,log_loss,-0.00965753831918,,,,,200
draw,87,A1_minus_A0,log_loss,-0.00993169161771,,,,,200
draw,88,A1_minus_A0,log_loss,-0.00985116112994,,,,,200
draw,89,A1_minus_A0,log_loss,-0.00425833382556,,,,,200
draw,90,A1_minus_A0,log_loss,-0.00704922712469,,,,,200
draw,91,A1_minus_A0,log_loss,-0.00160364735091,,,,,200
draw,92,A1_minus_A0,log_loss,-0.0102276465002,,,,,200
draw,93,A1_minus_A0,log_loss,-0.0138327311462,,,,,200
draw,94,A1_minus_A0,log_loss,-0.00280926717464,,,,,200
draw,95,A1_minus_A0,log_loss,-0.0041133587526,,,,,200
draw,96,A1_minus_A0,log_loss,-0.00955674290833,,,,,200
draw,97,A1_minus_A0,log_loss,-0.00959625556849,,,,,200
draw,98,A1_minus_A0,log_loss,-0.010416711074,,,,,200
draw,99,A1_minus_A0,log_loss,-0.0140998514051,,,,,200
draw,100,A1_minus_A0,log_loss,-0.0114941821335,,,,,200
draw,101,A1_minus_A0,log_loss,-0.0117502631051,,,,,200
draw,102,A1_minus_A0,log_loss,-0.00281193124749,,,,,200
draw,103,A1_minus_A0,log_loss,-0.0112750074799,,,,,200
draw,104,A1_minus_A0,log_loss,-0.0170101725649,,,,,200
draw,105,A1_minus_A0,log_loss,-0.0145150781236,,,,,200
draw,106,A1_minus_A0,log_loss,-0.00989838290533,,,,,200
draw,107,A1_minus_A0,log_loss,-0.0102494350289,,,,,200
draw,108,A1_minus_A0,log_loss,-0.00701540878649,,,,,200
draw,109,A1_minus_A0,log_loss,-0.0145134867584,,,,,200
draw,110,A1_minus_A0,log_loss,-0.00552255021994,,,,,200
draw,111,A1_minus_A0,log_loss,-0.00320067402408,,,,,200
draw,112,A1_minus_A0,log_loss,-0.00959450783712,,,,,200
draw,113,A1_minus_A0,log_loss,-0.00997510563256,,,,,200
draw,114,A1_minus_A0,log_loss,-0.0109574496797,,,,,200
draw,115,A1_minus_A0,log_loss,-0.00908738923258,,,,,200
draw,116,A1_minus_A0,log_loss,-0.00852896059926,,,,,200
draw,117,A1_minus_A0,log_loss,-0.00721760779308,,,,,200
draw,118,A1_minus_A0,log_loss,-0.00786833947093,,,,,200
draw,119,A1_minus_A0,log_loss,-0.00608643577382,,,,,200
draw,120,A1_minus_A0,log_loss,-0.0040562138284,,,,,200
draw,121,A1_minus_A0,log_loss,-0.0091899477519,,,,,200
draw,122,A1_minus_A0,log_loss,-0.0161337054168,,,,,200
draw,123,A1_minus_A0,log_loss,-0.0139579890474,,,,,200
draw,124,A1_minus_A0,log_loss,-0.00450019175178,,,,,200
draw,125,A1_minus_A0,log_loss,-0.00627366507651,,,,,200
draw,126,A1_minus_A0,log_loss,-0.0125475978102,,,,,200
draw,127,A1_minus_A0,log_loss,-0.00977339374093,,,,,200
draw,128,A1_minus_A0,log_loss,-0.0155082157901,,,,,200
draw,129,A1_minus_A0,log_loss,-0.0130680592624,,,,,200
draw,130,A1_minus_A0,log_loss,-0.0150613467071,,,,,200
draw,131,A1_minus_A0,log_loss,-0.00557764070796,,,,,200
draw,132,A1_minus_A0,log_loss,-0.0119110028079,,,,,200
draw,133,A1_minus_A0,log_loss,-0.0156742004925,,,,,200
draw,134,A1_minus_A0,log_loss,-0.00671447291338,,,,,200
draw,135,A1_minus_A0,log_loss,-0.00975660235981,,,,,200
draw,136,A1_minus_A0,log_loss,-0.0104044079903,,,,,200
draw,137,A1_minus_A0,log_loss,0.00163259608392,,,,,200
draw,138,A1_minus_A0,log_loss,-0.00381865434073,,,,,200
draw,139,A1_minus_A0,log_loss,-0.00930434638913,,,,,200
draw,140,A1_minus_A0,log_loss,-0.00502121047355,,,,,200
draw,141,A1_minus_A0,log_loss,-0.0135213861879,,,,,200
draw,142,A1_minus_A0,log_loss,-0.0128221105394,,,,,200
draw,143,A1_minus_A0,log_loss,-0.0132179405801,,,,,200
draw,144,A1_minus_A0,log_loss,-0.00878523459941,,,,,200
draw,145,A1_minus_A0,log_loss,-0.013932985214,,,,,200
draw,146,A1_minus_A0,log_loss,-0.00835105527107,,,,,200
draw,147,A1_minus_A0,log_loss,-0.0138239642237,,,,,200
draw,148,A1_minus_A0,log_loss,-0.00825890842099,,,,,200
draw,149,A1_minus_A0,log_loss,-0.00873157389655,,,,,200
draw,150,A1_minus_A0,log_loss,-0.00183982789441,,,,,200
draw,151,A1_minus_A0,log_loss,-0.00102397550068,,,,,200
draw,152,A1_minus_A0,log_loss,-0.0106606053499,,,,,200
draw,153,A1_minus_A0,log_loss,0.00262204040556,,,,,200
draw,154,A1_minus_A0,log_loss,-0.0122020110796,,,,,200
draw,155,A1_minus_A0,log_loss,-0.0165431539791,,,,,200
draw,156,A1_minus_A0,log_loss,-0.0135124703897,,,,,200
draw,157,A1_minus_A0,log_loss,-0.00208167368069,,,,,200
draw,158,A1_minus_A0,log_loss,-0.00209554247778,,,,,200
draw,159,A1_minus_A0,log_loss,-0.00847844401728,,,,,200
draw,160,A1_minus_A0,log_loss,-0.00162683896649,,,,,200
draw,161,A1_minus_A0,log_loss,-0.00905237232263,,,,,200
draw,162,A1_minus_A0,log_loss,-0.0147579684384,,,,,200
draw,163,A1_minus_A0,log_loss,-0.00559225766742,,,,,200
draw,164,A1_minus_A0,log_loss,-0.0140498598725,,,,,200
draw,165,A1_minus_A0,log_loss,-0.0100550977863,,,,,200
draw,166,A1_minus_A0,log_loss,-0.00789455837247,,,,,200
draw,167,A1_minus_A0,log_loss,-0.0160303214937,,,,,200
draw,168,A1_minus_A0,log_loss,-0.0078415091165,,,,,200
draw,169,A1_minus_A0,log_loss,-0.00917316748337,,,,,200
draw,170,A1_minus_A0,log_loss,-0.0129266367777,,,,,200
draw,171,A1_minus_A0,log_loss,-0.00555542483624,,,,,200
draw,172,A1_minus_A0,log_loss,-0.00609439683738,,,,,200
draw,173,A1_minus_A0,log_loss,-0.00725132602343,,,,,200
draw,174,A1_minus_A0,log_loss,-0.00646177047782,,,,,200
draw,175,A1_minus_A0,log_loss,-0.01474596029,,,,,200
draw,176,A1_minus_A0,log_loss,-0.00859272319707,,,,,200
draw,177,A1_minus_A0,log_loss,-0.00624958818035,,,,,200
draw,178,A1_minus_A0,log_loss,-0.0119779735852,,,,,200
draw,179,A1_minus_A0,log_loss,-0.014648051119,,,,,200
draw,180,A1_minus_A0,log_loss,-0.00776358954948,,,,,200
draw,181,A1_minus_A0,log_loss,-0.0137057255965,,,,,200
draw,182,A1_minus_A0,log_loss,-0.0116659900529,,,,,200
draw,183,A1_minus_A0,log_loss,-0.0112644314969,,,,,200
draw,184,A1_minus_A0,log_loss,-0.00194765372589,,,,,200
draw,185,A1_minus_A0,log_loss,-0.000814622411606,,,,,200
draw,186,A1_minus_A0,log_loss,-0.00775055384161,,,,,200
draw,187,A1_minus_A0,log_loss,-0.0084328016246,,,,,200
draw,188,A1_minus_A0,log_loss,-0.0137508073086,,,,,200
draw,189,A1_minus_A0,log_loss,-0.0118674152424,,,,,200
draw,190,A1_minus_A0,log_loss,-0.0182934641349,,,,,200
draw,191,A1_minus_A0,log_loss,-0.00940652861609,,,,,200
draw,192,A1_minus_A0,log_loss,-0.00907070410906,,,,,200
draw,193,A1_minus_A0,log_loss,-0.0120839736199,,,,,200
draw,194,A1_minus_A0,log_loss,-0.0082955610628,,,,,200
draw,195,A1_minus_A0,log_loss,-0.00852893746917,,,,,200
draw,196,A1_minus_A0,log_loss,-0.005354370653,,,,,200
draw,197,A1_minus_A0,log_loss,-0.01274401404,,,,,200
draw,198,A1_minus_A0,log_loss,-0.00832779528924,,,,,200
draw,199,A1_minus_A0,log_loss,-0.0115662429884,,,,,200
draw,0,A2_minus_A1,brier,-0.00319584968507,,,,,200
draw,1,A2_minus_A1,brier,-0.00382517323703,,,,,200
draw,2,A2_minus_A1,brier,-0.00229190365326,,,,,200
draw,3,A2_minus_A1,brier,-0.0023397130656,,,,,200
draw,4,A2_minus_A1,brier,-0.000943962164761,,,,,200
draw,5,A2_minus_A1,brier,-0.0015976492525,,,,,200
draw,6,A2_minus_A1,brier,-0.00374461614981,,,,,200
draw,7,A2_minus_A1,brier,-0.00412646035707,,,,,200
draw,8,A2_minus_A1,brier,-0.0012185420702,,,,,200
draw,9,A2_minus_A1,brier,-0.00115073556952,,,,,200
draw,10,A2_minus_A1,brier,-0.000633498819515,,,,,200
draw,11,A2_minus_A1,brier,-0.0028610592885,,,,,200
draw,12,A2_minus_A1,brier,-0.00268961784076,,,,,200
draw,13,A2_minus_A1,brier,-0.00163883821244,,,,,200
draw,14,A2_minus_A1,brier,-0.00233515780728,,,,,200
draw,15,A2_minus_A1,brier,-0.0040320675269,,,,,200
draw,16,A2_minus_A1,brier,-0.00353093317974,,,,,200
draw,17,A2_minus_A1,brier,-0.00167696487164,,,,,200
draw,18,A2_minus_A1,brier,-0.00514375024917,,,,,200
draw,19,A2_minus_A1,brier,-0.00213451610456,,,,,200
draw,20,A2_minus_A1,brier,-0.0028545540952,,,,,200
draw,21,A2_minus_A1,brier,-0.00168042237934,,,,,200
