stage,model,scope_type,scope_value,bin,mean_probability,outcome_rate,rows
onset,A2,slate_type,singleton,3,0.23660011429,0.2,10
onset,A2,slate_type,singleton,4,0.346502712296,0,6
onset,A2,slate_type,singleton,5,0.476307468415,1,1
onset,A2,slate_type,singleton,6,,,0
onset,A2,slate_type,singleton,7,0.648177078749,0,1
onset,A2,slate_type,singleton,8,,,0
onset,A2,slate_type,singleton,9,,,0
onset,A2,slate_type,singleton,10,0.927743588203,0.5,2
onset,A3,slate_type,singleton,1,0.0650004390077,0,3
onset,A3,slate_type,singleton,2,0.156908542239,0.214285714286,14
onset,A3,slate_type,singleton,3,0.257908405661,0.142857142857,7
onset,A3,slate_type,singleton,4,0.33342876959,0,4
onset,A3,slate_type,singleton,5,0.409513228235,0,1
onset,A3,slate_type,singleton,6,,,0
onset,A3,slate_type,singleton,7,0.613518002398,1,1
onset,A3,slate_type,singleton,8,0.790966769757,0,1
onset,A3,slate_type,singleton,9,,,0
onset,A3,slate_type,singleton,10,0.978688763304,0.5,2
