record_type,draw,metric,value,confidence_level,lower,upper
draw,19,movement_M3_minus_M2_brier_improvement,-0.00101459862007,,,
draw,19,direction_M2_minus_M1_brier_improvement,0.0002414628792,,,
draw,19,direction_M3_minus_M2_brier_improvement,-0.00375106491896,,,
draw,19,movement_M2_minus_M1_log_loss_improvement,-0.00320949380499,,,
draw,19,movement_M3_minus_M2_log_loss_improvement,-0.00310613212948,,,
draw,19,direction_M2_minus_M1_log_loss_improvement,-0.000742830583832,,,
draw,19,direction_M3_minus_M2_log_loss_improvement,-0.00924990633192,,,
draw,19,M3_minus_M1_top_one_cohort_relative_bps,-16.6512473099,,,
draw,20,movement_M2_minus_M1_brier_improvement,-0.00195635813003,,,
draw,20,movement_M3_minus_M2_brier_improvement,-0.000942809891396,,,
draw,20,direction_M2_minus_M1_brier_improvement,-0.0040821428447,,,
draw,20,direction_M3_minus_M2_brier_improvement,-0.00188827993892,,,
draw,20,movement_M2_minus_M1_log_loss_improvement,-0.0051680105307,,,
draw,20,movement_M3_minus_M2_log_loss_improvement,-0.00287696667703,,,
draw,20,direction_M2_minus_M1_log_loss_improvement,-0.0091381047856,,,
draw,20,direction_M3_minus_M2_log_loss_improvement,-0.00537569293396,,,
draw,20,M3_minus_M1_top_one_cohort_relative_bps,13.1994896914,,,
draw,21,movement_M2_minus_M1_brier_improvement,-0.00144191139765,,,
draw,21,movement_M3_minus_M2_brier_improvement,-0.000953508636129,,,
draw,21,direction_M2_minus_M1_brier_improvement,0.0015997255002,,,
draw,21,direction_M3_minus_M2_brier_improvement,-0.00122628926999,,,
draw,21,movement_M2_minus_M1_log_loss_improvement,-0.00337817306973,,,
draw,21,movement_M3_minus_M2_log_loss_improvement,-0.00286202958477,,,
draw,21,direction_M2_minus_M1_log_loss_improvement,0.00305244388563,,,
draw,21,direction_M3_minus_M2_log_loss_improvement,-0.0032892390228,,,
draw,21,M3_minus_M1_top_one_cohort_relative_bps,-28.7907056196,,,
draw,22,movement_M2_minus_M1_brier_improvement,-0.00132582648504,,,
draw,22,movement_M3_minus_M2_brier_improvement,-0.00103733059033,,,
draw,22,direction_M2_minus_M1_brier_improvement,0.000261437388875,,,
draw,22,direction_M3_minus_M2_brier_improvement,0.00318766746137,,,
draw,22,movement_M2_minus_M1_log_loss_improvement,-0.00253616586838,,,
draw,22,movement_M3_minus_M2_log_loss_improvement,-0.00330884347312,,,
draw,22,direction_M2_minus_M1_log_loss_improvement,-0.00119192965397,,,
draw,22,direction_M3_minus_M2_log_loss_improvement,0.00684379469665,,,
draw,22,M3_minus_M1_top_one_cohort_relative_bps,48.3518867805,,,
draw,23,movement_M2_minus_M1_brier_improvement,-0.00106685908738,,,
draw,23,movement_M3_minus_M2_brier_improvement,-0.000927155033158,,,
draw,23,direction_M2_minus_M1_brier_improvement,-0.000891258095051,,,
draw,23,direction_M3_minus_M2_brier_improvement,-0.00225384264673,,,
draw,23,movement_M2_minus_M1_log_loss_improvement,-0.00224664836613,,,
draw,23,movement_M3_minus_M2_log_loss_improvement,-0.00281284371898,,,
draw,23,direction_M2_minus_M1_log_loss_improvement,-0.00348791089288,,,
draw,23,direction_M3_minus_M2_log_loss_improvement,-0.00527805138302,,,
draw,23,M3_minus_M1_top_one_cohort_relative_bps,-16.0285093438,,,
draw,24,movement_M2_minus_M1_brier_improvement,-0.000819028287794,,,
draw,24,movement_M3_minus_M2_brier_improvement,-0.000549232740902,,,
draw,24,direction_M2_minus_M1_brier_improvement,0.00079407839146,,,
draw,24,direction_M3_minus_M2_brier_improvement,-0.00295105753859,,,
draw,24,movement_M2_minus_M1_log_loss_improvement,-0.00111846781787,,,
draw,24,movement_M3_minus_M2_log_loss_improvement,-0.00188330735484,,,
draw,24,direction_M2_minus_M1_log_loss_improvement,0.000770091807682,,,
draw,24,direction_M3_minus_M2_log_loss_improvement,-0.00737534285271,,,
draw,24,M3_minus_M1_top_one_cohort_relative_bps,15.1969823128,,,
draw,25,movement_M2_minus_M1_brier_improvement,-0.00120337142663,,,
draw,25,movement_M3_minus_M2_brier_improvement,-0.000635796480804,,,
draw,25,direction_M2_minus_M1_brier_improvement,0.000398246710442,,,
draw,25,direction_M3_minus_M2_brier_improvement,-0.00493951805693,,,
draw,25,movement_M2_minus_M1_log_loss_improvement,-0.00244661582497,,,
draw,25,movement_M3_minus_M2_log_loss_improvement,-0.00192873832246,,,
draw,25,direction_M2_minus_M1_log_loss_improvement,-0.00033432652086,,,
draw,25,direction_M3_minus_M2_log_loss_improvement,-0.0112384794004,,,
draw,25,M3_minus_M1_top_one_cohort_relative_bps,8.63486437379,,,
draw,26,movement_M2_minus_M1_brier_improvement,-0.000658562434721,,,
draw,26,movement_M3_minus_M2_brier_improvement,-0.000436065308899,,,
draw,26,direction_M2_minus_M1_brier_improvement,0.000142827060305,,,
draw,26,direction_M3_minus_M2_brier_improvement,-0.00160385800805,,,
draw,26,movement_M2_minus_M1_log_loss_improvement,-0.000259353383234,,,
draw,26,movement_M3_minus_M2_log_loss_improvement,-0.00181031145645,,,
draw,26,direction_M2_minus_M1_log_loss_improvement,-0.00132395465371,,,
draw,26,direction_M3_minus_M2_log_loss_improvement,-0.00353116982684,,,
draw,26,M3_minus_M1_top_one_cohort_relative_bps,-9.25584262205,,,
draw,27,movement_M2_minus_M1_brier_improvement,-0.00119115446944,,,
draw,27,movement_M3_minus_M2_brier_improvement,-0.000745354016621,,,
draw,27,direction_M2_minus_M1_brier_improvement,-0.00175866242273,,,
draw,27,direction_M3_minus_M2_brier_improvement,-0.00194151663573,,,
draw,27,movement_M2_minus_M1_log_loss_improvement,-0.00244347621691,,,
draw,27,movement_M3_minus_M2_log_loss_improvement,-0.00209935934907,,,
draw,27,direction_M2_minus_M1_log_loss_improvement,-0.00449441070482,,,
draw,27,direction_M3_minus_M2_log_loss_improvement,-0.00423874141974,,,
draw,27,M3_minus_M1_top_one_cohort_relative_bps,-4.03766514415,,,
draw,28,movement_M2_minus_M1_brier_improvement,-0.00143317770149,,,
draw,28,movement_M3_minus_M2_brier_improvement,-0.000687779232687,,,
draw,28,direction_M2_minus_M1_brier_improvement,-0.000840968200749,,,
draw,28,direction_M3_minus_M2_brier_improvement,-0.00291776706006,,,
draw,28,movement_M2_minus_M1_log_loss_improvement,-0.00308725443996,,,
draw,28,movement_M3_minus_M2_log_loss_improvement,-0.00176087784784,,,
draw,28,direction_M2_minus_M1_log_loss_improvement,-0.00347216821527,,,
draw,28,direction_M3_minus_M2_log_loss_improvement,-0.00634915397989,,,
draw,28,M3_minus_M1_top_one_cohort_relative_bps,3.81832802089,,,
draw,29,movement_M2_minus_M1_brier_improvement,-0.000628018732227,,,
draw,29,movement_M3_minus_M2_brier_improvement,-0.000526237145518,,,
draw,29,direction_M2_minus_M1_brier_improvement,0.00205976683723,,,
draw,29,direction_M3_minus_M2_brier_improvement,-0.00326323097528,,,
draw,29,movement_M2_minus_M1_log_loss_improvement,-5.92592189674e-05,,,
draw,29,movement_M3_minus_M2_log_loss_improvement,-0.00176075572947,,,
draw,29,direction_M2_minus_M1_log_loss_improvement,0.00353245389022,,,
draw,29,direction_M3_minus_M2_log_loss_improvement,-0.00771752443041,,,
draw,29,M3_minus_M1_top_one_cohort_relative_bps,13.5778438816,,,
draw,30,movement_M2_minus_M1_brier_improvement,-0.00126684266661,,,
draw,30,movement_M3_minus_M2_brier_improvement,-0.00084491724959,,,
draw,30,direction_M2_minus_M1_brier_improvement,0.00237304533064,,,
draw,30,direction_M3_minus_M2_brier_improvement,-0.00193788032905,,,
draw,30,movement_M2_minus_M1_log_loss_improvement,-0.00253513669027,,,
draw,30,movement_M3_minus_M2_log_loss_improvement,-0.00234770971523,,,
draw,30,direction_M2_minus_M1_log_loss_improvement,0.00360081915125,,,
draw,30,direction_M3_minus_M2_log_loss_improvement,-0.00512337143087,,,
draw,30,M3_minus_M1_top_one_cohort_relative_bps,-8.95365151121,,,
draw,31,movement_M2_minus_M1_brier_improvement,-0.000634718296496,,,
draw,31,movement_M3_minus_M2_brier_improvement,-0.000802380777635,,,
draw,31,direction_M2_minus_M1_brier_improvement,-0.00119367970542,,,
draw,31,direction_M3_minus_M2_brier_improvement,-0.00301428559238,,,
draw,31,movement_M2_minus_M1_log_loss_improvement,-0.000902445762194,,,
draw,31,movement_M3_minus_M2_log_loss_improvement,-0.00274270717938,,,
draw,31,direction_M2_minus_M1_log_loss_improvement,-0.00437408032651,,,
draw,31,direction_M3_minus_M2_log_loss_improvement,-0.00671311772812,,,
draw,31,M3_minus_M1_top_one_cohort_relative_bps,21.561421267,,,
draw,32,movement_M2_minus_M1_brier_improvement,-0.000497213969485,,,
draw,32,movement_M3_minus_M2_brier_improvement,-0.0013776921832,,,
draw,32,direction_M2_minus_M1_brier_improvement,-0.00100750873141,,,
draw,32,direction_M3_minus_M2_brier_improvement,-0.00201585953882,,,
draw,32,movement_M2_minus_M1_log_loss_improvement,-0.000373543029579,,,
draw,32,movement_M3_minus_M2_log_loss_improvement,-0.003836209568,,,
draw,32,direction_M2_minus_M1_log_loss_improvement,-0.00432205279311,,,
draw,32,direction_M3_minus_M2_log_loss_improvement,-0.00535427762914,,,
draw,32,M3_minus_M1_top_one_cohort_relative_bps,10.8666246974,,,
draw,33,movement_M2_minus_M1_brier_improvement,-0.00137407143894,,,
draw,33,movement_M3_minus_M2_brier_improvement,-0.00116729112787,,,
draw,33,direction_M2_minus_M1_brier_improvement,-0.000268675771028,,,
draw,33,direction_M3_minus_M2_brier_improvement,-0.00423352031792,,,
draw,33,movement_M2_minus_M1_log_loss_improvement,-0.00281960476334,,,
draw,33,movement_M3_minus_M2_log_loss_improvement,-0.00354776871484,,,
draw,33,direction_M2_minus_M1_log_loss_improvement,-0.00189588607978,,,
draw,33,direction_M3_minus_M2_log_loss_improvement,-0.00955530607058,,,
draw,33,M3_minus_M1_top_one_cohort_relative_bps,-6.23401749604,,,
draw,34,movement_M2_minus_M1_brier_improvement,-0.000751866900528,,,
draw,34,movement_M3_minus_M2_brier_improvement,-0.000946470244073,,,
draw,34,direction_M2_minus_M1_brier_improvement,0.0031255470425,,,
draw,34,direction_M3_minus_M2_brier_improvement,0.000134846831594,,,
draw,34,movement_M2_minus_M1_log_loss_improvement,0.000488811841576,,,
draw,34,movement_M3_minus_M2_log_loss_improvement,-0.00239895935635,,,
draw,34,direction_M2_minus_M1_log_loss_improvement,0.00456580034992,,,
draw,34,direction_M3_minus_M2_log_loss_improvement,0.000416123275152,,,
draw,34,M3_minus_M1_top_one_cohort_relative_bps,-13.4552771583,,,
draw,35,movement_M2_minus_M1_brier_improvement,-0.000194815374156,,,
draw,35,movement_M3_minus_M2_brier_improvement,-0.000804824598779,,,
draw,35,direction_M2_minus_M1_brier_improvement,0.00198813111247,,,
draw,35,direction_M3_minus_M2_brier_improvement,-0.00196105449246,,,
draw,35,movement_M2_minus_M1_log_loss_improvement,0.00178915295184,,,
draw,35,movement_M3_minus_M2_log_loss_improvement,-0.00252317544474,,,
draw,35,direction_M2_minus_M1_log_loss_improvement,0.00327580880406,,,
draw,35,direction_M3_minus_M2_log_loss_improvement,-0.00483909845719,,,
draw,35,M3_minus_M1_top_one_cohort_relative_bps,-21.5264591456,,,
draw,36,movement_M2_minus_M1_brier_improvement,8.94310856944e-05,,,
draw,36,movement_M3_minus_M2_brier_improvement,-0.000949720850535,,,
draw,36,direction_M2_minus_M1_brier_improvement,6.87716404891e-05,,,
draw,36,direction_M3_minus_M2_brier_improvement,-0.00181140800353,,,
draw,36,movement_M2_minus_M1_log_loss_improvement,0.00226525808148,,,
draw,36,movement_M3_minus_M2_log_loss_improvement,-0.00268231836364,,,
draw,36,direction_M2_minus_M1_log_loss_improvement,-0.00160196795042,,,
draw,36,direction_M3_minus_M2_log_loss_improvement,-0.00396256709274,,,
draw,36,M3_minus_M1_top_one_cohort_relative_bps,22.4451802227,,,
draw,37,movement_M2_minus_M1_brier_improvement,-0.000879716166537,,,
draw,37,movement_M3_minus_M2_brier_improvement,-0.000849311680134,,,
draw,37,direction_M2_minus_M1_brier_improvement,0.00255641279176,,,
draw,37,direction_M3_minus_M2_brier_improvement,-0.00328938737899,,,
draw,37,movement_M2_minus_M1_log_loss_improvement,-0.00190775192417,,,
draw,37,movement_M3_minus_M2_log_loss_improvement,-0.00260784137378,,,
draw,37,direction_M2_minus_M1_log_loss_improvement,0.00391529418005,,,
draw,37,direction_M3_minus_M2_log_loss_improvement,-0.00743744712194,,,
draw,37,M3_minus_M1_top_one_cohort_relative_bps,21.8737868261,,,
draw,38,movement_M2_minus_M1_brier_improvement,-0.00133167839062,,,
draw,38,movement_M3_minus_M2_brier_improvement,-0.000829241086269,,,
draw,38,direction_M2_minus_M1_brier_improvement,-0.001894425346,,,
draw,38,direction_M3_minus_M2_brier_improvement,-0.00185710580823,,,
draw,38,movement_M2_minus_M1_log_loss_improvement,-0.0029564938253,,,
draw,38,movement_M3_minus_M2_log_loss_improvement,-0.00275312853118,,,
draw,38,direction_M2_minus_M1_log_loss_improvement,-0.00596412722439,,,
draw,38,direction_M3_minus_M2_log_loss_improvement,-0.00456383365839,,,
draw,38,M3_minus_M1_top_one_cohort_relative_bps,11.1844589963,,,
draw,39,movement_M2_minus_M1_brier_improvement,0.000186192413276,,,
draw,39,movement_M3_minus_M2_brier_improvement,-0.000835578211116,,,
draw,39,direction_M2_minus_M1_brier_improvement,-0.00126703781762,,,
draw,39,direction_M3_minus_M2_brier_improvement,-0.0014019692511,,,
draw,39,movement_M2_minus_M1_log_loss_improvement,0.00238354851098,,,
draw,39,movement_M3_minus_M2_log_loss_improvement,-0.0021001621006,,,
draw,39,direction_M2_minus_M1_log_loss_improvement,-0.00332469065616,,,
draw,39,direction_M3_minus_M2_log_loss_improvement,-0.00329369361998,,,
draw,39,M3_minus_M1_top_one_cohort_relative_bps,29.3220965531,,,
draw,40,movement_M2_minus_M1_brier_improvement,-0.000509146417607,,,
draw,40,movement_M3_minus_M2_brier_improvement,-0.000950193268856,,,
draw,40,direction_M2_minus_M1_brier_improvement,0.000189521529706,,,
draw,40,direction_M3_minus_M2_brier_improvement,-0.00208297703127,,,
draw,40,movement_M2_minus_M1_log_loss_improvement,-0.000230799395911,,,
draw,40,movement_M3_minus_M2_log_loss_improvement,-0.00274547956682,,,
draw,40,direction_M2_minus_M1_log_loss_improvement,-0.000489039448989,,,
draw,40,direction_M3_minus_M2_log_loss_improvement,-0.00534907915561,,,
draw,40,M3_minus_M1_top_one_cohort_relative_bps,16.5202397084,,,
draw,41,movement_M2_minus_M1_brier_improvement,-0.00157476748164,,,
draw,41,movement_M3_minus_M2_brier_improvement,-0.0011471921705,,,
draw,41,direction_M2_minus_M1_brier_improvement,0.000184151291533,,,
draw,41,direction_M3_minus_M2_brier_improvement,-0.00106329676062,,,
draw,41,movement_M2_minus_M1_log_loss_improvement,-0.00363867390674,,,
draw,41,movement_M3_minus_M2_log_loss_improvement,-0.00396891537786,,,
draw,41,direction_M2_minus_M1_log_loss_improvement,-0.000675971104183,,,
