period,decision_clock,state_motif_2,state_motif_3,state_motif_4,rows
2025,clock_12,3>4,2>3>4,5>2>3>4,1
2025,clock_12,3>4,2>3>4,6>2>3>4,4
2025,clock_12,3>4,4>3>4,0>4>3>4,2
2025,clock_12,3>4,4>3>4,1>4>3>4,2
2025,clock_12,3>4,4>3>4,2>4>3>4,1
2025,clock_12,3>4,4>3>4,3>4>3>4,9
2025,clock_12,3>4,4>3>4,5>4>3>4,1
2025,clock_12,3>4,4>3>4,6>4>3>4,9
2025,clock_12,3>4,4>3>4,,11
2025,clock_12,3>4,6>3>4,0>6>3>4,2
2025,clock_12,3>4,6>3>4,3>6>3>4,6
2025,clock_12,3>4,6>3>4,4>6>3>4,18
2025,clock_12,3>4,6>3>4,5>6>3>4,1
2025,clock_12,3>4,6>3>4,,32
2025,clock_12,3>4,,,2
2025,clock_12,3>5,6>3>5,,1
2025,clock_12,3>6,0>3>6,,2
2025,clock_12,3>6,1>3>6,0>1>3>6,1
2025,clock_12,3>6,1>3>6,4>1>3>6,1
2025,clock_12,3>6,2>3>6,1>2>3>6,1
2025,clock_12,3>6,2>3>6,4>2>3>6,1
2025,clock_12,3>6,2>3>6,6>2>3>6,4
2025,clock_12,3>6,4>3>6,3>4>3>6,1
2025,clock_12,3>6,4>3>6,6>4>3>6,11
2025,clock_12,3>6,4>3>6,,8
2025,clock_12,3>6,6>3>6,0>6>3>6,3
2025,clock_12,3>6,6>3>6,3>6>3>6,4
2025,clock_12,3>6,6>3>6,4>6>3>6,11
2025,clock_12,3>6,6>3>6,5>6>3>6,2
2025,clock_12,3>6,6>3>6,,16
2025,clock_12,4>0,0>4>0,,3
2025,clock_12,4>0,1>4>0,3>1>4>0,1
2025,clock_12,4>0,2>4>0,4>2>4>0,3
2025,clock_12,4>0,6>4>0,,4
2025,clock_12,4>0,,,2
2025,clock_12,4>1,0>4>1,3>0>4>1,1
2025,clock_12,4>1,1>4>1,2>1>4>1,3
2025,clock_12,4>1,1>4>1,3>1>4>1,4
2025,clock_12,4>1,1>4>1,4>1>4>1,1
2025,clock_12,4>1,1>4>1,6>1>4>1,1
2025,clock_12,4>1,2>4>1,4>2>4>1,5
2025,clock_12,4>1,3>4>1,1>3>4>1,2
2025,clock_12,4>1,3>4>1,4>3>4>1,1
2025,clock_12,4>1,3>4>1,6>3>4>1,3
2025,clock_12,4>1,5>4>1,4>5>4>1,1
2025,clock_12,4>1,5>4>1,,2
2025,clock_12,4>1,6>4>1,4>6>4>1,4
2025,clock_12,4>1,6>4>1,,12
2025,clock_12,4>1,,,4
2025,clock_12,4>2,0>4>2,3>0>4>2,1
2025,clock_12,4>2,0>4>2,6>0>4>2,1
2025,clock_12,4>2,0>4>2,,2
2025,clock_12,4>2,1>4>2,0>1>4>2,1
2025,clock_12,4>2,1>4>2,3>1>4>2,1
2025,clock_12,4>2,1>4>2,4>1>4>2,5
2025,clock_12,4>2,1>4>2,5>1>4>2,1
2025,clock_12,4>2,2>4>2,1>2>4>2,3
2025,clock_12,4>2,2>4>2,3>2>4>2,1
2025,clock_12,4>2,2>4>2,4>2>4>2,16
2025,clock_12,4>2,2>4>2,5>2>4>2,2
2025,clock_12,4>2,3>4>2,0>3>4>2,1
2025,clock_12,4>2,3>4>2,1>3>4>2,1
2025,clock_12,4>2,3>4>2,4>3>4>2,2
2025,clock_12,4>2,3>4>2,6>3>4>2,6
2025,clock_12,4>2,3>4>2,,1
2025,clock_12,4>2,5>4>2,4>5>4>2,2
2025,clock_12,4>2,5>4>2,6>5>4>2,2
2025,clock_12,4>2,5>4>2,,4
2025,clock_12,4>2,6>4>2,0>6>4>2,4
2025,clock_12,4>2,6>4>2,3>6>4>2,1
2025,clock_12,4>2,6>4>2,4>6>4>2,17
2025,clock_12,4>2,6>4>2,5>6>4>2,2
2025,clock_12,4>2,6>4>2,,48
2025,clock_12,4>2,,,38
2025,clock_12,4>3,0>4>3,3>0>4>3,3
2025,clock_12,4>3,0>4>3,,5
2025,clock_12,4>3,1>4>3,3>1>4>3,3
2025,clock_12,4>3,1>4>3,4>1>4>3,4
2025,clock_12,4>3,2>4>3,1>2>4>3,2
2025,clock_12,4>3,2>4>3,4>2>4>3,16
2025,clock_12,4>3,2>4>3,6>2>4>3,4
2025,clock_12,4>3,3>4>3,0>3>4>3,1
2025,clock_12,4>3,3>4>3,1>3>4>3,1
2025,clock_12,4>3,3>4>3,2>3>4>3,3
2025,clock_12,4>3,3>4>3,4>3>4>3,2
2025,clock_12,4>3,3>4>3,6>3>4>3,13
2025,clock_12,4>3,3>4>3,,3
2025,clock_12,4>3,5>4>3,,3
2025,clock_12,4>3,6>4>3,0>6>4>3,1
2025,clock_12,4>3,6>4>3,3>6>4>3,2
2025,clock_12,4>3,6>4>3,4>6>4>3,16
2025,clock_12,4>3,6>4>3,5>6>4>3,1
2025,clock_12,4>3,6>4>3,,30
2025,clock_12,4>3,,,42
2025,clock_12,4>5,0>4>5,,8
2025,clock_12,4>5,1>4>5,6>1>4>5,1
2025,clock_12,4>5,2>4>5,0>2>4>5,1
2025,clock_12,4>5,2>4>5,1>2>4>5,1
2025,clock_12,4>5,2>4>5,3>2>4>5,1
2025,clock_12,4>5,2>4>5,4>2>4>5,3
2025,clock_12,4>5,2>4>5,5>2>4>5,1
2025,clock_12,4>5,2>4>5,6>2>4>5,1
2025,clock_12,4>5,3>4>5,6>3>4>5,1
2025,clock_12,4>5,5>4>5,2>5>4>5,1
2025,clock_12,4>5,5>4>5,4>5>4>5,13
2025,clock_12,4>5,5>4>5,6>5>4>5,6
2025,clock_12,4>5,5>4>5,,7
2025,clock_12,4>5,6>4>5,2>6>4>5,1
2025,clock_12,4>5,6>4>5,4>6>4>5,13
2025,clock_12,4>5,6>4>5,5>6>4>5,2
2025,clock_12,4>5,6>4>5,,29
2025,clock_12,4>5,,,55
2025,clock_12,4>6,0>4>6,,7
2025,clock_12,4>6,1>4>6,3>1>4>6,1
2025,clock_12,4>6,1>4>6,4>1>4>6,1
2025,clock_12,4>6,2>4>6,1>2>4>6,1
2025,clock_12,4>6,2>4>6,4>2>4>6,12
2025,clock_12,4>6,2>4>6,5>2>4>6,1
2025,clock_12,4>6,3>4>6,0>3>4>6,1
2025,clock_12,4>6,3>4>6,4>3>4>6,3
2025,clock_12,4>6,3>4>6,6>3>4>6,4
2025,clock_12,4>6,3>4>6,,1
2025,clock_12,4>6,5>4>6,4>5>4>6,14
2025,clock_12,4>6,5>4>6,6>5>4>6,8
2025,clock_12,4>6,5>4>6,7>5>4>6,2
2025,clock_12,4>6,5>4>6,,19
2025,clock_12,4>6,6>4>6,0>6>4>6,3
2025,clock_12,4>6,6>4>6,2>6>4>6,2
2025,clock_12,4>6,6>4>6,4>6>4>6,55
2025,clock_12,4>6,6>4>6,5>6>4>6,9
2025,clock_12,4>6,6>4>6,,109
2025,clock_12,4>6,7>4>6,,3
2025,clock_12,4>6,,,147
2025,clock_12,4>7,6>4>7,4>6>4>7,1
2025,clock_12,5>1,2>5>1,5>2>5>1,1
2025,clock_12,5>1,4>5>1,,1
2025,clock_12,5>2,1>5>2,4>1>5>2,1
2025,clock_12,5>2,2>5>2,5>2>5>2,2
2025,clock_12,5>2,3>5>2,1>3>5>2,1
2025,clock_12,5>2,4>5>2,0>4>5>2,1
2025,clock_12,5>2,4>5>2,2>4>5>2,1
2025,clock_12,5>2,4>5>2,3>4>5>2,1
2025,clock_12,5>2,4>5>2,5>4>5>2,3
2025,clock_12,5>2,4>5>2,6>4>5>2,6
2025,clock_12,5>2,4>5>2,,7
2025,clock_12,5>2,6>5>2,3>6>5>2,1
2025,clock_12,5>2,6>5>2,5>6>5>2,9
2025,clock_12,5>2,6>5>2,7>6>5>2,1
2025,clock_12,5>2,6>5>2,,14
2025,clock_12,5>2,7>5>2,6>7>5>2,1
2025,clock_12,5>2,7>5>2,,1
2025,clock_12,5>2,,,10
2025,clock_12,5>3,4>5>3,6>4>5>3,1
2025,clock_12,5>4,1>5>4,2>1>5>4,1
2025,clock_12,5>4,2>5>4,4>2>5>4,1
2025,clock_12,5>4,2>5>4,6>2>5>4,1
2025,clock_12,5>4,4>5>4,0>4>5>4,1
2025,clock_12,5>4,4>5>4,3>4>5>4,1
2025,clock_12,5>4,4>5>4,5>4>5>4,7
2025,clock_12,5>4,4>5>4,6>4>5>4,13
2025,clock_12,5>4,4>5>4,7>4>5>4,1
2025,clock_12,5>4,4>5>4,,11
2025,clock_12,5>4,6>5>4,0>6>5>4,1
2025,clock_12,5>4,6>5>4,3>6>5>4,1
2025,clock_12,5>4,6>5>4,4>6>5>4,8
2025,clock_12,5>4,6>5>4,5>6>5>4,6
2025,clock_12,5>4,6>5>4,,21
2025,clock_12,5>4,7>5>4,,3
2025,clock_12,5>4,,,17
2025,clock_12,5>6,0>5>6,,3
2025,clock_12,5>6,2>5>6,5>2>5>6,3
2025,clock_12,5>6,4>5>6,5>4>5>6,10
2025,clock_12,5>6,4>5>6,6>4>5>6,10
2025,clock_12,5>6,4>5>6,,29
2025,clock_12,5>6,6>5>6,0>6>5>6,1
2025,clock_12,5>6,6>5>6,4>6>5>6,8
2025,clock_12,5>6,6>5>6,5>6>5>6,39
2025,clock_12,5>6,6>5>6,7>6>5>6,9
2025,clock_12,5>6,6>5>6,,103
2025,clock_12,5>6,7>5>6,5>7>5>6,12
2025,clock_12,5>6,7>5>6,6>7>5>6,2
2025,clock_12,5>6,7>5>6,,37
2025,clock_12,5>6,,,127
2025,clock_12,5>7,4>5>7,,1
2025,clock_12,5>7,6>5>7,5>6>5>7,5
2025,clock_12,5>7,6>5>7,7>6>5>7,1
2025,clock_12,5>7,6>5>7,,3
2025,clock_12,5>7,7>5>7,5>7>5>7,11
2025,clock_12,5>7,7>5>7,6>7>5>7,2
2025,clock_12,5>7,7>5>7,,24
2025,clock_12,5>7,,,20
2025,clock_12,6>0,2>6>0,6>2>6>0,1
2025,clock_12,6>0,3>6>0,6>3>6>0,1
2025,clock_12,6>0,4>6>0,,1
2025,clock_12,6>0,,,2
2025,clock_12,6>1,4>6>1,6>4>6>1,1
2025,clock_12,6>1,4>6>1,,4
2025,clock_12,6>1,5>6>1,,2
2025,clock_12,6>1,,,6
2025,clock_12,6>2,0>6>2,,2
2025,clock_12,6>2,2>6>2,5>2>6>2,2
2025,clock_12,6>2,2>6>2,6>2>6>2,1
2025,clock_12,6>2,3>6>2,2>3>6>2,1
2025,clock_12,6>2,4>6>2,5>4>6>2,5
2025,clock_12,6>2,4>6>2,6>4>6>2,6
2025,clock_12,6>2,4>6>2,,6
2025,clock_12,6>2,5>6>2,4>5>6>2,3
2025,clock_12,6>2,5>6>2,6>5>6>2,8
2025,clock_12,6>2,5>6>2,,6
2025,clock_12,6>2,7>6>2,6>7>6>2,1
2025,clock_12,6>2,7>6>2,,1
2025,clock_12,6>2,,,20
2025,clock_12,6>3,0>6>3,4>0>6>3,1
2025,clock_12,6>3,0>6>3,,6
2025,clock_12,6>3,1>6>3,6>1>6>3,1
2025,clock_12,6>3,2>6>3,4>2>6>3,3
2025,clock_12,6>3,2>6>3,5>2>6>3,1
2025,clock_12,6>3,2>6>3,6>2>6>3,5
2025,clock_12,6>3,3>6>3,0>3>6>3,4
2025,clock_12,6>3,3>6>3,2>3>6>3,2
2025,clock_12,6>3,3>6>3,4>3>6>3,8
2025,clock_12,6>3,3>6>3,6>3>6>3,19
2025,clock_12,6>3,4>6>3,2>4>6>3,2
2025,clock_12,6>3,4>6>3,3>4>6>3,2
2025,clock_12,6>3,4>6>3,5>4>6>3,5
2025,clock_12,6>3,4>6>3,6>4>6>3,24
2025,clock_12,6>3,4>6>3,,33
2025,clock_12,6>3,5>6>3,4>5>6>3,2
2025,clock_12,6>3,5>6>3,6>5>6>3,1
2025,clock_12,6>3,5>6>3,,3
2025,clock_12,6>3,,,105
2025,clock_12,6>4,0>6>4,6>0>6>4,2
2025,clock_12,6>4,0>6>4,,4
2025,clock_12,6>4,2>6>4,1>2>6>4,1
2025,clock_12,6>4,2>6>4,4>2>6>4,2
2025,clock_12,6>4,2>6>4,6>2>6>4,3
2025,clock_12,6>4,3>6>4,0>3>6>4,1
2025,clock_12,6>4,3>6>4,2>3>6>4,1
2025,clock_12,6>4,3>6>4,4>3>6>4,5
2025,clock_12,6>4,3>6>4,6>3>6>4,9
2025,clock_12,6>4,3>6>4,,2
2025,clock_12,6>4,4>6>4,0>4>6>4,4
2025,clock_12,6>4,4>6>4,2>4>6>4,3
2025,clock_12,6>4,4>6>4,3>4>6>4,2
2025,clock_12,6>4,4>6>4,5>4>6>4,23
2025,clock_12,6>4,4>6>4,6>4>6>4,84
2025,clock_12,6>4,4>6>4,7>4>6>4,1
2025,clock_12,6>4,4>6>4,,106
2025,clock_12,6>4,5>6>4,2>5>6>4,1
2025,clock_12,6>4,5>6>4,4>5>6>4,4
2025,clock_12,6>4,5>6>4,6>5>6>4,10
2025,clock_12,6>4,5>6>4,7>5>6>4,2
2025,clock_12,6>4,5>6>4,,16
2025,clock_12,6>4,7>6>4,5>7>6>4,1
2025,clock_12,6>4,7>6>4,,1
2025,clock_12,6>4,,,304
2025,clock_12,6>5,0>6>5,,3
2025,clock_12,6>5,2>6>5,0>2>6>5,1
2025,clock_12,6>5,2>6>5,5>2>6>5,2
2025,clock_12,6>5,2>6>5,6>2>6>5,3
2025,clock_12,6>5,4>6>5,5>4>6>5,2
2025,clock_12,6>5,4>6>5,6>4>6>5,2
2025,clock_12,6>5,4>6>5,,25
2025,clock_12,6>5,5>6>5,4>5>6>5,13
2025,clock_12,6>5,5>6>5,6>5>6>5,33
2025,clock_12,6>5,5>6>5,7>5>6>5,22
2025,clock_12,6>5,5>6>5,,56
2025,clock_12,6>5,7>6>5,5>7>6>5,5
2025,clock_12,6>5,7>6>5,6>7>6>5,6
2025,clock_12,6>5,7>6>5,,31
2025,clock_12,6>5,,,224
2025,clock_12,6>7,2>6>7,6>2>6>7,1
2025,clock_12,6>7,5>6>7,7>5>6>7,2
2025,clock_12,6>7,5>6>7,,1
2025,clock_12,6>7,7>6>7,5>7>6>7,4
2025,clock_12,6>7,7>6>7,6>7>6>7,3
2025,clock_12,6>7,7>6>7,,4
2025,clock_12,6>7,,,6
2025,clock_12,7>4,,,1
2025,clock_12,7>5,5>7>5,4>5>7>5,3
2025,clock_12,7>5,5>7>5,6>5>7>5,11
2025,clock_12,7>5,5>7>5,7>5>7>5,33
2025,clock_12,7>5,5>7>5,,18
2025,clock_12,7>5,6>7>5,5>6>7>5,2
2025,clock_12,7>5,6>7>5,7>6>7>5,9
2025,clock_12,7>5,6>7>5,,9
2025,clock_12,7>5,,,109
2025,clock_12,7>6,5>7>6,6>5>7>6,1
2025,clock_12,7>6,5>7>6,,6
2025,clock_12,7>6,6>7>6,5>6>7>6,5
2025,clock_12,7>6,6>7>6,7>6>7>6,5
2025,clock_12,7>6,6>7>6,,6
2025,clock_12,7>6,,,24
2025,clock_12,,,,858
2025,clock_36,0>1,1>0>1,0>1>0>1,12
2025,clock_36,0>1,1>0>1,2>1>0>1,10
2025,clock_36,0>1,1>0>1,3>1>0>1,10
2025,clock_36,0>1,1>0>1,4>1>0>1,6
2025,clock_36,0>1,2>0>1,0>2>0>1,3
2025,clock_36,0>1,2>0>1,1>2>0>1,12
2025,clock_36,0>1,2>0>1,4>2>0>1,4
2025,clock_36,0>1,3>0>1,0>3>0>1,3
2025,clock_36,0>1,3>0>1,1>3>0>1,7
2025,clock_36,0>1,3>0>1,2>3>0>1,3
2025,clock_36,0>1,3>0>1,4>3>0>1,2
2025,clock_36,0>1,4>0>1,1>4>0>1,1
2025,clock_36,0>2,1>0>2,0>1>0>2,3
2025,clock_36,0>2,1>0>2,2>1>0>2,4
2025,clock_36,0>2,1>0>2,3>1>0>2,1
2025,clock_36,0>2,2>0>2,0>2>0>2,1
2025,clock_36,0>2,2>0>2,1>2>0>2,5
2025,clock_36,0>2,2>0>2,3>2>0>2,1
2025,clock_36,0>2,2>0>2,4>2>0>2,1
2025,clock_36,0>2,2>0>2,5>2>0>2,1
2025,clock_36,0>2,3>0>2,1>3>0>2,4
2025,clock_36,0>2,3>0>2,2>3>0>2,3
2025,clock_36,0>2,3>0>2,4>3>0>2,1
2025,clock_36,0>2,3>0>2,6>3>0>2,1
2025,clock_36,0>3,1>0>3,0>1>0>3,6
2025,clock_36,0>3,1>0>3,2>1>0>3,10
2025,clock_36,0>3,1>0>3,3>1>0>3,13
2025,clock_36,0>3,1>0>3,4>1>0>3,2
2025,clock_36,0>3,2>0>3,0>2>0>3,2
2025,clock_36,0>3,2>0>3,1>2>0>3,11
2025,clock_36,0>3,2>0>3,3>2>0>3,5
2025,clock_36,0>3,2>0>3,4>2>0>3,3
2025,clock_36,0>3,2>0>3,5>2>0>3,1
2025,clock_36,0>3,2>0>3,6>2>0>3,1
2025,clock_36,0>3,3>0>3,0>3>0>3,8
2025,clock_36,0>3,3>0>3,1>3>0>3,8
2025,clock_36,0>3,3>0>3,2>3>0>3,10
2025,clock_36,0>3,3>0>3,4>3>0>3,5
2025,clock_36,0>3,3>0>3,5>3>0>3,1
2025,clock_36,0>3,3>0>3,6>3>0>3,3
2025,clock_36,0>3,4>0>3,0>4>0>3,1
2025,clock_36,0>3,4>0>3,1>4>0>3,1
2025,clock_36,0>3,4>0>3,2>4>0>3,1
2025,clock_36,0>3,4>0>3,3>4>0>3,1
2025,clock_36,0>3,4>0>3,6>4>0>3,1
2025,clock_36,0>3,6>0>3,0>6>0>3,1
2025,clock_36,0>3,6>0>3,3>6>0>3,1
2025,clock_36,0>4,1>0>4,0>1>0>4,3
2025,clock_36,0>4,1>0>4,2>1>0>4,1
2025,clock_36,0>4,1>0>4,3>1>0>4,2
2025,clock_36,0>4,1>0>4,4>1>0>4,1
2025,clock_36,0>4,2>0>4,1>2>0>4,3
2025,clock_36,0>4,2>0>4,3>2>0>4,1
2025,clock_36,0>4,2>0>4,4>2>0>4,2
2025,clock_36,0>4,3>0>4,0>3>0>4,4
2025,clock_36,0>4,3>0>4,1>3>0>4,1
2025,clock_36,0>4,3>0>4,2>3>0>4,1
2025,clock_36,0>4,3>0>4,7>3>0>4,1
2025,clock_36,0>4,4>0>4,0>4>0>4,2
2025,clock_36,0>4,4>0>4,2>4>0>4,1
2025,clock_36,0>5,1>0>5,3>1>0>5,1
2025,clock_36,0>5,2>0>5,1>2>0>5,1
2025,clock_36,0>5,2>0>5,4>2>0>5,1
2025,clock_36,0>5,5>0>5,0>5>0>5,1
2025,clock_36,0>6,3>0>6,1>3>0>6,1
2025,clock_36,1>0,0>1>0,1>0>1>0,21
2025,clock_36,1>0,0>1>0,2>0>1>0,4
2025,clock_36,1>0,0>1>0,3>0>1>0,14
2025,clock_36,1>0,0>1>0,4>0>1>0,1
2025,clock_36,1>0,2>1>0,0>2>1>0,2
2025,clock_36,1>0,2>1>0,1>2>1>0,36
2025,clock_36,1>0,2>1>0,3>2>1>0,6
2025,clock_36,1>0,2>1>0,4>2>1>0,8
2025,clock_36,1>0,2>1>0,5>2>1>0,1
2025,clock_36,1>0,2>1>0,7>2>1>0,1
2025,clock_36,1>0,3>1>0,0>3>1>0,11
2025,clock_36,1>0,3>1>0,1>3>1>0,27
2025,clock_36,1>0,3>1>0,2>3>1>0,3
2025,clock_36,1>0,3>1>0,4>3>1>0,6
2025,clock_36,1>0,3>1>0,6>3>1>0,1
2025,clock_36,1>0,4>1>0,0>4>1>0,1
2025,clock_36,1>0,4>1>0,1>4>1>0,5
2025,clock_36,1>0,4>1>0,6>4>1>0,1
2025,clock_36,1>0,7>1>0,1>7>1>0,1
2025,clock_36,1>0,7>1>0,3>7>1>0,1
2025,clock_36,1>2,0>1>2,1>0>1>2,8
2025,clock_36,1>2,0>1>2,2>0>1>2,1
2025,clock_36,1>2,0>1>2,3>0>1>2,4
2025,clock_36,1>2,0>1>2,4>0>1>2,1
2025,clock_36,1>2,2>1>2,0>2>1>2,3
2025,clock_36,1>2,2>1>2,1>2>1>2,50
2025,clock_36,1>2,2>1>2,3>2>1>2,22
2025,clock_36,1>2,2>1>2,4>2>1>2,32
2025,clock_36,1>2,2>1>2,5>2>1>2,19
2025,clock_36,1>2,2>1>2,6>2>1>2,2
2025,clock_36,1>2,3>1>2,0>3>1>2,4
2025,clock_36,1>2,3>1>2,1>3>1>2,25
2025,clock_36,1>2,3>1>2,2>3>1>2,18
2025,clock_36,1>2,3>1>2,4>3>1>2,13
2025,clock_36,1>2,3>1>2,6>3>1>2,12
2025,clock_36,1>2,4>1>2,0>4>1>2,2
2025,clock_36,1>2,4>1>2,1>4>1>2,10
2025,clock_36,1>2,4>1>2,2>4>1>2,10
2025,clock_36,1>2,4>1>2,3>4>1>2,11
2025,clock_36,1>2,4>1>2,5>4>1>2,3
2025,clock_36,1>2,4>1>2,6>4>1>2,1
2025,clock_36,1>2,5>1>2,1>5>1>2,1
2025,clock_36,1>2,5>1>2,3>5>1>2,1
2025,clock_36,1>2,6>1>2,4>6>1>2,1
2025,clock_36,1>2,6>1>2,5>6>1>2,1
2025,clock_36,1>2,7>1>2,2>7>1>2,1
2025,clock_36,1>2,7>1>2,3>7>1>2,1
2025,clock_36,1>2,7>1>2,4>7>1>2,1
2025,clock_36,1>3,0>1>3,1>0>1>3,9
2025,clock_36,1>3,0>1>3,2>0>1>3,6
2025,clock_36,1>3,0>1>3,3>0>1>3,3
2025,clock_36,1>3,2>1>3,0>2>1>3,3
2025,clock_36,1>3,2>1>3,1>2>1>3,54
2025,clock_36,1>3,2>1>3,3>2>1>3,16
2025,clock_36,1>3,2>1>3,4>2>1>3,37
2025,clock_36,1>3,2>1>3,5>2>1>3,7
2025,clock_36,1>3,2>1>3,6>2>1>3,2
2025,clock_36,1>3,3>1>3,0>3>1>3,13
2025,clock_36,1>3,3>1>3,1>3>1>3,62
2025,clock_36,1>3,3>1>3,2>3>1>3,35
2025,clock_36,1>3,3>1>3,4>3>1>3,27
2025,clock_36,1>3,3>1>3,5>3>1>3,1
2025,clock_36,1>3,3>1>3,6>3>1>3,17
2025,clock_36,1>3,4>1>3,0>4>1>3,2
2025,clock_36,1>3,4>1>3,1>4>1>3,14
2025,clock_36,1>3,4>1>3,2>4>1>3,7
2025,clock_36,1>3,4>1>3,3>4>1>3,11
2025,clock_36,1>3,4>1>3,5>4>1>3,3
2025,clock_36,1>3,4>1>3,6>4>1>3,5
2025,clock_36,1>3,5>1>3,0>5>1>3,1
2025,clock_36,1>3,5>1>3,2>5>1>3,3
2025,clock_36,1>3,5>1>3,3>5>1>3,1
2025,clock_36,1>3,6>1>3,3>6>1>3,2
2025,clock_36,1>3,6>1>3,4>6>1>3,1
2025,clock_36,1>3,6>1>3,5>6>1>3,2
2025,clock_36,1>3,6>1>3,7>6>1>3,1
2025,clock_36,1>3,7>1>3,0>7>1>3,1
2025,clock_36,1>4,0>1>4,1>0>1>4,2
2025,clock_36,1>4,0>1>4,3>0>1>4,2
2025,clock_36,1>4,0>1>4,4>0>1>4,1
2025,clock_36,1>4,2>1>4,0>2>1>4,2
2025,clock_36,1>4,2>1>4,1>2>1>4,16
2025,clock_36,1>4,2>1>4,3>2>1>4,9
2025,clock_36,1>4,2>1>4,4>2>1>4,18
2025,clock_36,1>4,2>1>4,5>2>1>4,3
2025,clock_36,1>4,3>1>4,0>3>1>4,3
2025,clock_36,1>4,3>1>4,1>3>1>4,12
2025,clock_36,1>4,3>1>4,2>3>1>4,12
2025,clock_36,1>4,3>1>4,4>3>1>4,17
2025,clock_36,1>4,3>1>4,6>3>1>4,8
2025,clock_36,1>4,3>1>4,7>3>1>4,1
2025,clock_36,1>4,4>1>4,0>4>1>4,3
2025,clock_36,1>4,4>1>4,1>4>1>4,9
2025,clock_36,1>4,4>1>4,2>4>1>4,6
2025,clock_36,1>4,4>1>4,3>4>1>4,7
2025,clock_36,1>4,4>1>4,6>4>1>4,1
2025,clock_36,1>4,4>1>4,,1
2025,clock_36,1>4,6>1>4,3>6>1>4,1
2025,clock_36,1>4,6>1>4,5>6>1>4,1
2025,clock_36,1>5,0>1>5,2>0>1>5,1
2025,clock_36,1>5,2>1>5,1>2>1>5,3
2025,clock_36,1>5,2>1>5,3>2>1>5,3
2025,clock_36,1>5,2>1>5,4>2>1>5,2
2025,clock_36,1>5,2>1>5,5>2>1>5,2
2025,clock_36,1>5,3>1>5,1>3>1>5,1
2025,clock_36,1>5,3>1>5,2>3>1>5,1
2025,clock_36,1>5,3>1>5,5>3>1>5,1
2025,clock_36,1>5,4>1>5,2>4>1>5,1
2025,clock_36,1>5,4>1>5,3>4>1>5,1
2025,clock_36,1>5,4>1>5,5>4>1>5,1
2025,clock_36,1>5,5>1>5,2>5>1>5,1
2025,clock_36,1>5,5>1>5,6>5>1>5,1
2025,clock_36,1>5,6>1>5,5>6>1>5,1
2025,clock_36,1>5,6>1>5,7>6>1>5,1
2025,clock_36,1>6,3>1>6,4>3>1>6,1
2025,clock_36,1>7,2>1>7,3>2>1>7,1
2025,clock_36,1>7,3>1>7,2>3>1>7,1
2025,clock_36,1>7,4>1>7,3>4>1>7,1
2025,clock_36,2>0,0>2>0,1>0>2>0,3
2025,clock_36,2>0,0>2>0,3>0>2>0,2
2025,clock_36,2>0,0>2>0,4>0>2>0,1
2025,clock_36,2>0,1>2>0,0>1>2>0,3
2025,clock_36,2>0,1>2>0,2>1>2>0,25
2025,clock_36,2>0,1>2>0,3>1>2>0,12
2025,clock_36,2>0,1>2>0,4>1>2>0,9
2025,clock_36,2>0,3>2>0,2>3>2>0,3
2025,clock_36,2>0,3>2>0,4>3>2>0,2
2025,clock_36,2>0,3>2>0,5>3>2>0,1
2025,clock_36,2>0,3>2>0,6>3>2>0,1
2025,clock_36,2>0,4>2>0,0>4>2>0,3
2025,clock_36,2>0,4>2>0,1>4>2>0,1
2025,clock_36,2>0,4>2>0,2>4>2>0,2
2025,clock_36,2>0,4>2>0,3>4>2>0,3
2025,clock_36,2>0,5>2>0,2>5>2>0,4
2025,clock_36,2>0,5>2>0,3>5>2>0,1
2025,clock_36,2>0,7>2>0,5>7>2>0,1
2025,clock_36,2>1,0>2>1,1>0>2>1,3
2025,clock_36,2>1,0>2>1,2>0>2>1,1
2025,clock_36,2>1,0>2>1,3>0>2>1,1
2025,clock_36,2>1,0>2>1,4>0>2>1,1
2025,clock_36,2>1,0>2>1,7>0>2>1,1
2025,clock_36,2>1,1>2>1,0>1>2>1,16
2025,clock_36,2>1,1>2>1,2>1>2>1,44
2025,clock_36,2>1,1>2>1,3>1>2>1,26
2025,clock_36,2>1,1>2>1,4>1>2>1,14
2025,clock_36,2>1,3>2>1,1>3>2>1,4
2025,clock_36,2>1,3>2>1,2>3>2>1,5
2025,clock_36,2>1,3>2>1,4>3>2>1,4
2025,clock_36,2>1,3>2>1,5>3>2>1,1
2025,clock_36,2>1,3>2>1,6>3>2>1,8
2025,clock_36,2>1,4>2>1,0>4>2>1,5
2025,clock_36,2>1,4>2>1,1>4>2>1,9
2025,clock_36,2>1,4>2>1,2>4>2>1,11
2025,clock_36,2>1,4>2>1,3>4>2>1,10
2025,clock_36,2>1,4>2>1,5>4>2>1,1
2025,clock_36,2>1,4>2>1,6>4>2>1,2
2025,clock_36,2>1,5>2>1,0>5>2>1,2
2025,clock_36,2>1,5>2>1,2>5>2>1,4
2025,clock_36,2>1,5>2>1,4>5>2>1,1
2025,clock_36,2>1,5>2>1,6>5>2>1,2
2025,clock_36,2>1,6>2>1,5>6>2>1,2
2025,clock_36,2>1,6>2>1,7>6>2>1,1
2025,clock_36,2>1,7>2>1,2>7>2>1,1
2025,clock_36,2>1,7>2>1,5>7>2>1,1
2025,clock_36,2>3,0>2>3,1>0>2>3,1
