signature_id,direction,stage,condition_count,rows,sessions,stocks,mean_directional_net_bps,directional_lift,raw_p_value,fdr_q_value,discovery_score,discovery_supported_effect,discovery_eligible,rejection_reasons_json,conditions_json
long__body_to_range_bin__small__realised_volatility_bin__middle__6ad0570f6b,LONG,pairwise,2,729,228,20,-11.7506465904,0.0100966110396,0.989903389682,0.999955450325,-0.3,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""small""},{""family"":""range"",""feature"":""realised_volatility_bin"",""operator"":""=="",""value"":""middle""}]"
long__body_to_range_bin__small__state_motif_2__0gt4__63e4348f06,LONG,pairwise,2,18,17,10,-9.72665141791,-0.107873210634,1,1,-0.422125989634,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""small""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""0>4""}]"
long__body_to_range_bin__small__state_motif_2__2gt5__66d24c76e3,LONG,pairwise,2,22,18,14,-127.356454873,-0.16847927124,1,1,-0.475372120745,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""small""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""2>5""}]"
long__body_to_range_bin__small__state_motif_2__4gt2__6725f3fa22,LONG,pairwise,2,157,109,20,1.65451637987,0.00465332864418,0.310245548326,0.999955450325,-0.254839428804,True,False,"[""fdr_not_passed""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""small""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""4>2""}]"
long__body_to_range_bin__small__state_motif_2__6gt5__1d3c361b96,LONG,pairwise,2,152,105,20,-11.8004629343,-0.00699601765149,0.592100374908,0.999955450325,-0.345331503606,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""small""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""6>5""}]"
long__body_to_range_bin__small__state_motif_3__3gt0gt3__3412bf60d2,LONG,pairwise,2,16,15,9,-50.8071776956,-0.0662065439673,1,1,-0.714648488458,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""small""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""3>0>3""}]"
long__body_to_range_bin__small__state_motif_3__4gt3gt4__e75ffeb3cf,LONG,pairwise,2,40,34,13,-75.6440639859,-0.0162065439673,1,1,-0.397527516183,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""small""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""4>3>4""}]"
long__body_to_range_bin__small__state_motif_3__4gt6gt3__5bc0dbcfd7,LONG,pairwise,2,33,28,17,26.9412100116,0.0133389105782,1,1,-0.136053018217,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""insufficient_sessions""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""small""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""4>6>3""}]"
long__body_to_range_bin__small__universe_breadth_bin__strong__a051dc0676,LONG,pairwise,2,1313,163,20,2.30588537838,0.0287096784242,0.661068725312,0.999955450325,-0.239998355274,False,False,"[""chronology_not_consistent"",""fdr_not_passed""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""small""},{""family"":""cross_sectional_environment"",""feature"":""universe_breadth_bin"",""operator"":""=="",""value"":""strong""}]"
long__clock_phase__middle__compatibility_mass_bin__low__1f9f9b3a47,LONG,pairwise,2,203,132,19,13.2724674779,0.0514042934711,0.384185468411,0.999955450325,-0.3,False,False,"[""chronology_not_consistent"",""fdr_not_passed""]","[{""family"":""clock"",""feature"":""clock_phase"",""operator"":""=="",""value"":""middle""},{""family"":""loop"",""feature"":""compatibility_mass_bin"",""operator"":""=="",""value"":""low""}]"
long__clock_phase__middle__cross_sectional_dispersion_bin__middle__3377afa5d8,LONG,pairwise,2,158,8,20,39.1112229409,0.0841099117289,1,1,-0.0519632836858,False,False,"[""fdr_not_passed"",""insufficient_sessions""]","[{""family"":""clock"",""feature"":""clock_phase"",""operator"":""=="",""value"":""middle""},{""family"":""cross_sectional_environment"",""feature"":""cross_sectional_dispersion_bin"",""operator"":""=="",""value"":""middle""}]"
