population,scope_type,scope_value,target,model,bin,lower_bound_inclusive,upper_bound_exclusive_except_last,rows,mean_probability,observed_rate
secondary_all_rows,month,2025-02,up_given_onset,D3,7,0.6,0.7,32,0.651346353378,0.5625
secondary_all_rows,month,2025-02,up_given_onset,D3,8,0.7,0.8,23,0.750846970645,0.652173913043
secondary_all_rows,month,2025-02,up_given_onset,D3,9,0.8,0.9,21,0.836958290432,0.47619047619
secondary_all_rows,month,2025-02,up_given_onset,D3,10,0.9,1,1,0.92197542544,0
secondary_all_rows,month,2025-03,directional_onset,A0,1,0,0.1,0,,
secondary_all_rows,month,2025-03,directional_onset,A0,2,0.1,0.2,9,0.196351795868,0
secondary_all_rows,month,2025-03,directional_onset,A0,3,0.2,0.3,445,0.250933569794,0.132584269663
secondary_all_rows,month,2025-03,directional_onset,A0,4,0.3,0.4,236,0.341954621958,0.233050847458
secondary_all_rows,month,2025-03,directional_onset,A0,5,0.4,0.5,90,0.444412676648,0.366666666667
secondary_all_rows,month,2025-03,directional_onset,A0,6,0.5,0.6,24,0.550430498691,0.583333333333
secondary_all_rows,month,2025-03,directional_onset,A0,7,0.6,0.7,15,0.640117361386,0.6
secondary_all_rows,month,2025-03,directional_onset,A0,8,0.7,0.8,8,0.75053902255,0.5
secondary_all_rows,month,2025-03,directional_onset,A0,9,0.8,0.9,7,0.852593560551,0.714285714286
secondary_all_rows,month,2025-03,directional_onset,A0,10,0.9,1,3,0.940460386399,0.666666666667
secondary_all_rows,month,2025-03,directional_onset,A1,1,0,0.1,0,,
secondary_all_rows,month,2025-03,directional_onset,A1,2,0.1,0.2,89,0.185690801451,0.101123595506
secondary_all_rows,month,2025-03,directional_onset,A1,3,0.2,0.3,401,0.246835411238,0.149625935162
secondary_all_rows,month,2025-03,directional_onset,A1,4,0.3,0.4,183,0.339701094921,0.213114754098
secondary_all_rows,month,2025-03,directional_onset,A1,5,0.4,0.5,99,0.439761648175,0.353535353535
secondary_all_rows,month,2025-03,directional_onset,A1,6,0.5,0.6,30,0.53951432571,0.566666666667
secondary_all_rows,month,2025-03,directional_onset,A1,7,0.6,0.7,14,0.644265562563,0.571428571429
secondary_all_rows,month,2025-03,directional_onset,A1,8,0.7,0.8,9,0.745472248015,0.555555555556
secondary_all_rows,month,2025-03,directional_onset,A1,9,0.8,0.9,6,0.832708811084,0.666666666667
secondary_all_rows,month,2025-03,directional_onset,A1,10,0.9,1,6,0.939818394937,0.666666666667
secondary_all_rows,month,2025-03,directional_onset,A2,1,0,0.1,38,0.0863572840279,0.184210526316
secondary_all_rows,month,2025-03,directional_onset,A2,2,0.1,0.2,212,0.160866613044,0.13679245283
secondary_all_rows,month,2025-03,directional_onset,A2,3,0.2,0.3,260,0.245394845714,0.138461538462
secondary_all_rows,month,2025-03,directional_onset,A2,4,0.3,0.4,157,0.344226139026,0.216560509554
secondary_all_rows,month,2025-03,directional_onset,A2,5,0.4,0.5,97,0.444158024475,0.350515463918
secondary_all_rows,month,2025-03,directional_onset,A2,6,0.5,0.6,36,0.54318332788,0.5
secondary_all_rows,month,2025-03,directional_onset,A2,7,0.6,0.7,18,0.637896002891,0.611111111111
secondary_all_rows,month,2025-03,directional_onset,A2,8,0.7,0.8,9,0.738217573141,0.555555555556
secondary_all_rows,month,2025-03,directional_onset,A2,9,0.8,0.9,6,0.882224184817,0.666666666667
secondary_all_rows,month,2025-03,directional_onset,A2,10,0.9,1,4,0.940622310664,0.75
secondary_all_rows,month,2025-03,directional_onset,A3,1,0,0.1,39,0.0801071665822,0.128205128205
secondary_all_rows,month,2025-03,directional_onset,A3,2,0.1,0.2,211,0.156299080359,0.14691943128
secondary_all_rows,month,2025-03,directional_onset,A3,3,0.2,0.3,241,0.248721600477,0.128630705394
secondary_all_rows,month,2025-03,directional_onset,A3,4,0.3,0.4,148,0.347880057334,0.175675675676
secondary_all_rows,month,2025-03,directional_onset,A3,5,0.4,0.5,93,0.443652778216,0.408602150538
secondary_all_rows,month,2025-03,directional_onset,A3,6,0.5,0.6,57,0.543286913625,0.438596491228
secondary_all_rows,month,2025-03,directional_onset,A3,7,0.6,0.7,22,0.643452068087,0.5
secondary_all_rows,month,2025-03,directional_onset,A3,8,0.7,0.8,10,0.737330224077,0.3
secondary_all_rows,month,2025-03,directional_onset,A3,9,0.8,0.9,9,0.838916452291,0.666666666667
secondary_all_rows,month,2025-03,directional_onset,A3,10,0.9,1,7,0.935883038782,0.714285714286
secondary_all_rows,month,2025-03,up_given_onset,D0,1,0,0.1,0,,
secondary_all_rows,month,2025-03,up_given_onset,D0,2,0.1,0.2,0,,
secondary_all_rows,month,2025-03,up_given_onset,D0,3,0.2,0.3,0,,
secondary_all_rows,month,2025-03,up_given_onset,D0,4,0.3,0.4,0,,
secondary_all_rows,month,2025-03,up_given_onset,D0,5,0.4,0.5,97,0.469144517139,0.453608247423
secondary_all_rows,month,2025-03,up_given_onset,D0,6,0.5,0.6,84,0.515764164046,0.416666666667
secondary_all_rows,month,2025-03,up_given_onset,D0,7,0.6,0.7,0,,
secondary_all_rows,month,2025-03,up_given_onset,D0,8,0.7,0.8,0,,
secondary_all_rows,month,2025-03,up_given_onset,D0,9,0.8,0.9,0,,
secondary_all_rows,month,2025-03,up_given_onset,D0,10,0.9,1,0,,
secondary_all_rows,month,2025-03,up_given_onset,D1,1,0,0.1,0,,
secondary_all_rows,month,2025-03,up_given_onset,D1,2,0.1,0.2,0,,
secondary_all_rows,month,2025-03,up_given_onset,D1,3,0.2,0.3,0,,
secondary_all_rows,month,2025-03,up_given_onset,D1,4,0.3,0.4,12,0.38461387595,0.5
secondary_all_rows,month,2025-03,up_given_onset,D1,5,0.4,0.5,71,0.450300092868,0.408450704225
secondary_all_rows,month,2025-03,up_given_onset,D1,6,0.5,0.6,92,0.543655848503,0.45652173913
secondary_all_rows,month,2025-03,up_given_onset,D1,7,0.6,0.7,5,0.636117321612,0.4
secondary_all_rows,month,2025-03,up_given_onset,D1,8,0.7,0.8,1,0.748087075143,0
secondary_all_rows,month,2025-03,up_given_onset,D1,9,0.8,0.9,0,,
secondary_all_rows,month,2025-03,up_given_onset,D1,10,0.9,1,0,,
secondary_all_rows,month,2025-03,up_given_onset,D2,1,0,0.1,1,0.0752204646043,0
secondary_all_rows,month,2025-03,up_given_onset,D2,2,0.1,0.2,2,0.194990505471,1
secondary_all_rows,month,2025-03,up_given_onset,D2,3,0.2,0.3,17,0.254568233906,0.470588235294
secondary_all_rows,month,2025-03,up_given_onset,D2,4,0.3,0.4,32,0.347100824163,0.28125
secondary_all_rows,month,2025-03,up_given_onset,D2,5,0.4,0.5,40,0.45728414293,0.35
secondary_all_rows,month,2025-03,up_given_onset,D2,6,0.5,0.6,33,0.548796826887,0.575757575758
secondary_all_rows,month,2025-03,up_given_onset,D2,7,0.6,0.7,39,0.640401485547,0.487179487179
secondary_all_rows,month,2025-03,up_given_onset,D2,8,0.7,0.8,16,0.726850086653,0.4375
secondary_all_rows,month,2025-03,up_given_onset,D2,9,0.8,0.9,1,0.808356165251,1
secondary_all_rows,month,2025-03,up_given_onset,D2,10,0.9,1,0,,
secondary_all_rows,month,2025-03,up_given_onset,D3,1,0,0.1,1,0.0737354387986,0
secondary_all_rows,month,2025-03,up_given_onset,D3,2,0.1,0.2,11,0.171408658578,0.272727272727
secondary_all_rows,month,2025-03,up_given_onset,D3,3,0.2,0.3,12,0.255506325776,0.25
secondary_all_rows,month,2025-03,up_given_onset,D3,4,0.3,0.4,27,0.347055511858,0.555555555556
secondary_all_rows,month,2025-03,up_given_onset,D3,5,0.4,0.5,32,0.450421312929,0.3125
secondary_all_rows,month,2025-03,up_given_onset,D3,6,0.5,0.6,35,0.547072444979,0.457142857143
secondary_all_rows,month,2025-03,up_given_onset,D3,7,0.6,0.7,27,0.645110121027,0.37037037037
secondary_all_rows,month,2025-03,up_given_onset,D3,8,0.7,0.8,29,0.751486430546,0.586206896552
secondary_all_rows,month,2025-03,up_given_onset,D3,9,0.8,0.9,7,0.830568911415,0.714285714286
secondary_all_rows,month,2025-03,up_given_onset,D3,10,0.9,1,0,,
secondary_all_rows,month,2025-04,directional_onset,A0,1,0,0.1,0,,
secondary_all_rows,month,2025-04,directional_onset,A0,2,0.1,0.2,4,0.194671407941,0.25
secondary_all_rows,month,2025-04,directional_onset,A0,3,0.2,0.3,421,0.255044094236,0.125890736342
secondary_all_rows,month,2025-04,directional_onset,A0,4,0.3,0.4,218,0.34286477596,0.197247706422
secondary_all_rows,month,2025-04,directional_onset,A0,5,0.4,0.5,65,0.437510763082,0.338461538462
secondary_all_rows,month,2025-04,directional_onset,A0,6,0.5,0.6,22,0.539798039915,0.409090909091
secondary_all_rows,month,2025-04,directional_onset,A0,7,0.6,0.7,22,0.653372369137,0.454545454545
secondary_all_rows,month,2025-04,directional_onset,A0,8,0.7,0.8,18,0.743627551769,0.388888888889
secondary_all_rows,month,2025-04,directional_onset,A0,9,0.8,0.9,16,0.846297847969,0.25
secondary_all_rows,month,2025-04,directional_onset,A0,10,0.9,1,2,0.918560937241,0.5
secondary_all_rows,month,2025-04,directional_onset,A1,1,0,0.1,0,,
secondary_all_rows,month,2025-04,directional_onset,A1,2,0.1,0.2,74,0.184777510611,0.121621621622
secondary_all_rows,month,2025-04,directional_onset,A1,3,0.2,0.3,389,0.250520923039,0.131105398458
secondary_all_rows,month,2025-04,directional_onset,A1,4,0.3,0.4,186,0.343371122548,0.220430107527
secondary_all_rows,month,2025-04,directional_onset,A1,5,0.4,0.5,64,0.442138275815,0.328125
secondary_all_rows,month,2025-04,directional_onset,A1,6,0.5,0.6,23,0.553064670621,0.391304347826
secondary_all_rows,month,2025-04,directional_onset,A1,7,0.6,0.7,17,0.648831965661,0.411764705882
secondary_all_rows,month,2025-04,directional_onset,A1,8,0.7,0.8,18,0.749581873565,0.5
secondary_all_rows,month,2025-04,directional_onset,A1,9,0.8,0.9,13,0.851603985939,0.0769230769231
secondary_all_rows,month,2025-04,directional_onset,A1,10,0.9,1,4,0.928177788875,0.5
secondary_all_rows,month,2025-04,directional_onset,A2,1,0,0.1,12,0.0863532993481,0.0833333333333
secondary_all_rows,month,2025-04,directional_onset,A2,2,0.1,0.2,177,0.158355649848,0.101694915254
secondary_all_rows,month,2025-04,directional_onset,A2,3,0.2,0.3,267,0.245020056722,0.142322097378
secondary_all_rows,month,2025-04,directional_onset,A2,4,0.3,0.4,172,0.344664982231,0.226744186047
secondary_all_rows,month,2025-04,directional_onset,A2,5,0.4,0.5,63,0.444671075471,0.253968253968
secondary_all_rows,month,2025-04,directional_onset,A2,6,0.5,0.6,42,0.547668889287,0.380952380952
secondary_all_rows,month,2025-04,directional_onset,A2,7,0.6,0.7,22,0.654029990212,0.272727272727
secondary_all_rows,month,2025-04,directional_onset,A2,8,0.7,0.8,20,0.746697286639,0.55
secondary_all_rows,month,2025-04,directional_onset,A2,9,0.8,0.9,11,0.847363642778,0.363636363636
secondary_all_rows,month,2025-04,directional_onset,A2,10,0.9,1,2,0.921605788223,0.5
secondary_all_rows,month,2025-04,directional_onset,A3,1,0,0.1,23,0.080995227559,0.0869565217391
secondary_all_rows,month,2025-04,directional_onset,A3,2,0.1,0.2,184,0.156408483504,0.114130434783
secondary_all_rows,month,2025-04,directional_onset,A3,3,0.2,0.3,234,0.246017371551,0.15811965812
secondary_all_rows,month,2025-04,directional_onset,A3,4,0.3,0.4,145,0.346710287069,0.193103448276
secondary_all_rows,month,2025-04,directional_onset,A3,5,0.4,0.5,94,0.440040893825,0.212765957447
secondary_all_rows,month,2025-04,directional_onset,A3,6,0.5,0.6,41,0.540464797501,0.365853658537
secondary_all_rows,month,2025-04,directional_onset,A3,7,0.6,0.7,32,0.636881347991,0.34375
secondary_all_rows,month,2025-04,directional_onset,A3,8,0.7,0.8,19,0.746032251566,0.631578947368
secondary_all_rows,month,2025-04,directional_onset,A3,9,0.8,0.9,10,0.851494265497,0.1
secondary_all_rows,month,2025-04,directional_onset,A3,10,0.9,1,6,0.923641683522,0.5
secondary_all_rows,month,2025-04,up_given_onset,D0,1,0,0.1,0,,
secondary_all_rows,month,2025-04,up_given_onset,D0,2,0.1,0.2,0,,
secondary_all_rows,month,2025-04,up_given_onset,D0,3,0.2,0.3,0,,
secondary_all_rows,month,2025-04,up_given_onset,D0,4,0.3,0.4,0,,
secondary_all_rows,month,2025-04,up_given_onset,D0,5,0.4,0.5,73,0.469849526479,0.506849315068
secondary_all_rows,month,2025-04,up_given_onset,D0,6,0.5,0.6,77,0.516923750783,0.467532467532
secondary_all_rows,month,2025-04,up_given_onset,D0,7,0.6,0.7,0,,
secondary_all_rows,month,2025-04,up_given_onset,D0,8,0.7,0.8,0,,
secondary_all_rows,month,2025-04,up_given_onset,D0,9,0.8,0.9,0,,
secondary_all_rows,month,2025-04,up_given_onset,D0,10,0.9,1,0,,
secondary_all_rows,month,2025-04,up_given_onset,D1,1,0,0.1,0,,
secondary_all_rows,month,2025-04,up_given_onset,D1,2,0.1,0.2,0,,
secondary_all_rows,month,2025-04,up_given_onset,D1,3,0.2,0.3,0,,
secondary_all_rows,month,2025-04,up_given_onset,D1,4,0.3,0.4,8,0.378685238725,0.25
secondary_all_rows,month,2025-04,up_given_onset,D1,5,0.4,0.5,69,0.461112231368,0.507246376812
secondary_all_rows,month,2025-04,up_given_onset,D1,6,0.5,0.6,55,0.534577329868,0.472727272727
secondary_all_rows,month,2025-04,up_given_onset,D1,7,0.6,0.7,15,0.641512893062,0.533333333333
secondary_all_rows,month,2025-04,up_given_onset,D1,8,0.7,0.8,3,0.751211633317,0.666666666667
secondary_all_rows,month,2025-04,up_given_onset,D1,9,0.8,0.9,0,,
secondary_all_rows,month,2025-04,up_given_onset,D1,10,0.9,1,0,,
secondary_all_rows,month,2025-04,up_given_onset,D2,1,0,0.1,0,,
secondary_all_rows,month,2025-04,up_given_onset,D2,2,0.1,0.2,10,0.14188236594,0.3
secondary_all_rows,month,2025-04,up_given_onset,D2,3,0.2,0.3,12,0.266393244586,0.5
secondary_all_rows,month,2025-04,up_given_onset,D2,4,0.3,0.4,32,0.351965088268,0.46875
secondary_all_rows,month,2025-04,up_given_onset,D2,5,0.4,0.5,37,0.453429619866,0.513513513514
secondary_all_rows,month,2025-04,up_given_onset,D2,6,0.5,0.6,26,0.550257109518,0.5
secondary_all_rows,month,2025-04,up_given_onset,D2,7,0.6,0.7,19,0.645213677676,0.368421052632
secondary_all_rows,month,2025-04,up_given_onset,D2,8,0.7,0.8,11,0.746265651425,0.727272727273
secondary_all_rows,month,2025-04,up_given_onset,D2,9,0.8,0.9,3,0.86925553789,0.666666666667
secondary_all_rows,month,2025-04,up_given_onset,D2,10,0.9,1,0,,
secondary_all_rows,month,2025-04,up_given_onset,D3,1,0,0.1,1,0.0951172661428,0
secondary_all_rows,month,2025-04,up_given_onset,D3,2,0.1,0.2,9,0.138185582462,0.333333333333
secondary_all_rows,month,2025-04,up_given_onset,D3,3,0.2,0.3,16,0.265914772174,0.5625
secondary_all_rows,month,2025-04,up_given_onset,D3,4,0.3,0.4,32,0.359823997487,0.4375
secondary_all_rows,month,2025-04,up_given_onset,D3,5,0.4,0.5,39,0.444163425097,0.487179487179
secondary_all_rows,month,2025-04,up_given_onset,D3,6,0.5,0.6,20,0.546959572128,0.55
secondary_all_rows,month,2025-04,up_given_onset,D3,7,0.6,0.7,13,0.651885092963,0.384615384615
secondary_all_rows,month,2025-04,up_given_onset,D3,8,0.7,0.8,12,0.740439933236,0.5
secondary_all_rows,month,2025-04,up_given_onset,D3,9,0.8,0.9,7,0.841779003236,0.714285714286
secondary_all_rows,month,2025-04,up_given_onset,D3,10,0.9,1,1,0.925511817943,1
secondary_all_rows,month,2025-05,directional_onset,A0,1,0,0.1,0,,
secondary_all_rows,month,2025-05,directional_onset,A0,2,0.1,0.2,5,0.193075017225,0
secondary_all_rows,month,2025-05,directional_onset,A0,3,0.2,0.3,497,0.247142868138,0.0764587525151
secondary_all_rows,month,2025-05,directional_onset,A0,4,0.3,0.4,155,0.341822141375,0.251612903226
secondary_all_rows,month,2025-05,directional_onset,A0,5,0.4,0.5,50,0.445680706524,0.4
secondary_all_rows,month,2025-05,directional_onset,A0,6,0.5,0.6,38,0.5461641532,0.421052631579
secondary_all_rows,month,2025-05,directional_onset,A0,7,0.6,0.7,22,0.648337843961,0.545454545455
secondary_all_rows,month,2025-05,directional_onset,A0,8,0.7,0.8,14,0.747824691617,0.642857142857
secondary_all_rows,month,2025-05,directional_onset,A0,9,0.8,0.9,7,0.867396087903,0.714285714286
secondary_all_rows,month,2025-05,directional_onset,A0,10,0.9,1,8,0.92450765792,0.875
secondary_all_rows,month,2025-05,directional_onset,A1,1,0,0.1,0,,
secondary_all_rows,month,2025-05,directional_onset,A1,2,0.1,0.2,109,0.185409035662,0.0275229357798
secondary_all_rows,month,2025-05,directional_onset,A1,3,0.2,0.3,395,0.242655740159,0.103797468354
secondary_all_rows,month,2025-05,directional_onset,A1,4,0.3,0.4,141,0.340381907862,0.241134751773
secondary_all_rows,month,2025-05,directional_onset,A1,5,0.4,0.5,59,0.442129128863,0.322033898305
secondary_all_rows,month,2025-05,directional_onset,A1,6,0.5,0.6,29,0.542002514882,0.275862068966
secondary_all_rows,month,2025-05,directional_onset,A1,7,0.6,0.7,31,0.642411142083,0.58064516129
secondary_all_rows,month,2025-05,directional_onset,A1,8,0.7,0.8,11,0.746874159839,0.545454545455
secondary_all_rows,month,2025-05,directional_onset,A1,9,0.8,0.9,7,0.829485566172,0.714285714286
secondary_all_rows,month,2025-05,directional_onset,A1,10,0.9,1,14,0.941802627961,0.857142857143
secondary_all_rows,month,2025-05,directional_onset,A2,1,0,0.1,20,0.0851606411317,0.15
secondary_all_rows,month,2025-05,directional_onset,A2,2,0.1,0.2,224,0.156715100174,0.0848214285714
secondary_all_rows,month,2025-05,directional_onset,A2,3,0.2,0.3,257,0.245184377361,0.101167315175
secondary_all_rows,month,2025-05,directional_onset,A2,4,0.3,0.4,131,0.339493042167,0.198473282443
secondary_all_rows,month,2025-05,directional_onset,A2,5,0.4,0.5,62,0.446196656217,0.306451612903
secondary_all_rows,month,2025-05,directional_onset,A2,6,0.5,0.6,40,0.544921122457,0.325
secondary_all_rows,month,2025-05,directional_onset,A2,7,0.6,0.7,31,0.6392630736,0.483870967742
secondary_all_rows,month,2025-05,directional_onset,A2,8,0.7,0.8,14,0.752772244191,0.928571428571
secondary_all_rows,month,2025-05,directional_onset,A2,9,0.8,0.9,9,0.839261711851,0.555555555556
secondary_all_rows,month,2025-05,directional_onset,A2,10,0.9,1,8,0.954386899877,0.875
secondary_all_rows,month,2025-05,directional_onset,A3,1,0,0.1,24,0.0798568622582,0.125
secondary_all_rows,month,2025-05,directional_onset,A3,2,0.1,0.2,214,0.153865518958,0.0747663551402
secondary_all_rows,month,2025-05,directional_onset,A3,3,0.2,0.3,240,0.247792737124,0.1125
secondary_all_rows,month,2025-05,directional_onset,A3,4,0.3,0.4,140,0.341690477755,0.164285714286
secondary_all_rows,month,2025-05,directional_onset,A3,5,0.4,0.5,67,0.443342636734,0.238805970149
secondary_all_rows,month,2025-05,directional_onset,A3,6,0.5,0.6,41,0.550590185313,0.414634146341
secondary_all_rows,month,2025-05,directional_onset,A3,7,0.6,0.7,32,0.637347920043,0.5
secondary_all_rows,month,2025-05,directional_onset,A3,8,0.7,0.8,17,0.740622517819,0.647058823529
secondary_all_rows,month,2025-05,directional_onset,A3,9,0.8,0.9,14,0.835649845114,0.785714285714
secondary_all_rows,month,2025-05,directional_onset,A3,10,0.9,1,7,0.967690218407,0.857142857143
secondary_all_rows,month,2025-05,up_given_onset,D0,1,0,0.1,0,,
secondary_all_rows,month,2025-05,up_given_onset,D0,2,0.1,0.2,0,,
secondary_all_rows,month,2025-05,up_given_onset,D0,3,0.2,0.3,0,,
secondary_all_rows,month,2025-05,up_given_onset,D0,4,0.3,0.4,0,,
secondary_all_rows,month,2025-05,up_given_onset,D0,5,0.4,0.5,58,0.470548987642,0.620689655172
secondary_all_rows,month,2025-05,up_given_onset,D0,6,0.5,0.6,88,0.517514861405,0.465909090909
secondary_all_rows,month,2025-05,up_given_onset,D0,7,0.6,0.7,0,,
secondary_all_rows,month,2025-05,up_given_onset,D0,8,0.7,0.8,0,,
secondary_all_rows,month,2025-05,up_given_onset,D0,9,0.8,0.9,0,,
secondary_all_rows,month,2025-05,up_given_onset,D0,10,0.9,1,0,,
secondary_all_rows,month,2025-05,up_given_onset,D1,1,0,0.1,0,,
secondary_all_rows,month,2025-05,up_given_onset,D1,2,0.1,0.2,0,,
secondary_all_rows,month,2025-05,up_given_onset,D1,3,0.2,0.3,0,,
secondary_all_rows,month,2025-05,up_given_onset,D1,4,0.3,0.4,9,0.387408747988,0.666666666667
secondary_all_rows,month,2025-05,up_given_onset,D1,5,0.4,0.5,53,0.451731804428,0.547169811321
secondary_all_rows,month,2025-05,up_given_onset,D1,6,0.5,0.6,76,0.543660596968,0.526315789474
secondary_all_rows,month,2025-05,up_given_onset,D1,7,0.6,0.7,7,0.613460839893,0.142857142857
secondary_all_rows,month,2025-05,up_given_onset,D1,8,0.7,0.8,1,0.737323409543,1
secondary_all_rows,month,2025-05,up_given_onset,D1,9,0.8,0.9,0,,
secondary_all_rows,month,2025-05,up_given_onset,D1,10,0.9,1,0,,
secondary_all_rows,month,2025-05,up_given_onset,D2,1,0,0.1,1,0.0878190760147,1
secondary_all_rows,month,2025-05,up_given_onset,D2,2,0.1,0.2,3,0.185267041005,0.666666666667
secondary_all_rows,month,2025-05,up_given_onset,D2,3,0.2,0.3,10,0.26015235134,0.6
secondary_all_rows,month,2025-05,up_given_onset,D2,4,0.3,0.4,33,0.354691244792,0.545454545455
secondary_all_rows,month,2025-05,up_given_onset,D2,5,0.4,0.5,32,0.450787170823,0.5
secondary_all_rows,month,2025-05,up_given_onset,D2,6,0.5,0.6,37,0.552661873698,0.594594594595
secondary_all_rows,month,2025-05,up_given_onset,D2,7,0.6,0.7,21,0.647148652679,0.428571428571
secondary_all_rows,month,2025-05,up_given_onset,D2,8,0.7,0.8,9,0.748880687865,0.333333333333
secondary_all_rows,month,2025-05,up_given_onset,D2,9,0.8,0.9,0,,
secondary_all_rows,month,2025-05,up_given_onset,D2,10,0.9,1,0,,
secondary_all_rows,month,2025-05,up_given_onset,D3,1,0,0.1,1,0.022217457021,1
secondary_all_rows,month,2025-05,up_given_onset,D3,2,0.1,0.2,7,0.159849414628,0.714285714286
secondary_all_rows,month,2025-05,up_given_onset,D3,3,0.2,0.3,18,0.265467287413,0.555555555556
secondary_all_rows,month,2025-05,up_given_onset,D3,4,0.3,0.4,25,0.348478524125,0.52
secondary_all_rows,month,2025-05,up_given_onset,D3,5,0.4,0.5,25,0.436056448266,0.44
secondary_all_rows,month,2025-05,up_given_onset,D3,6,0.5,0.6,30,0.55411782231,0.633333333333
secondary_all_rows,month,2025-05,up_given_onset,D3,7,0.6,0.7,21,0.641662333848,0.571428571429
secondary_all_rows,month,2025-05,up_given_onset,D3,8,0.7,0.8,16,0.740628564247,0.25
secondary_all_rows,month,2025-05,up_given_onset,D3,9,0.8,0.9,3,0.814172431456,0.666666666667
secondary_all_rows,month,2025-05,up_given_onset,D3,10,0.9,1,0,,
secondary_all_rows,month,2025-06,directional_onset,A0,1,0,0.1,0,,
secondary_all_rows,month,2025-06,directional_onset,A0,2,0.1,0.2,10,0.195145288384,0.1
secondary_all_rows,month,2025-06,directional_onset,A0,3,0.2,0.3,474,0.245766798921,0.0738396624473
secondary_all_rows,month,2025-06,directional_onset,A0,4,0.3,0.4,172,0.342014282597,0.18023255814
secondary_all_rows,month,2025-06,directional_onset,A0,5,0.4,0.5,68,0.441660349496,0.338235294118
secondary_all_rows,month,2025-06,directional_onset,A0,6,0.5,0.6,38,0.541540981129,0.5
secondary_all_rows,month,2025-06,directional_onset,A0,7,0.6,0.7,12,0.651619795054,0.833333333333
secondary_all_rows,month,2025-06,directional_onset,A0,8,0.7,0.8,9,0.748220509296,0.777777777778
secondary_all_rows,month,2025-06,directional_onset,A0,9,0.8,0.9,12,0.841607384299,0.666666666667
secondary_all_rows,month,2025-06,directional_onset,A0,10,0.9,1,5,0.925932459897,1
secondary_all_rows,month,2025-06,directional_onset,A1,1,0,0.1,0,,
secondary_all_rows,month,2025-06,directional_onset,A1,2,0.1,0.2,122,0.183888734969,0.0327868852459
secondary_all_rows,month,2025-06,directional_onset,A1,3,0.2,0.3,354,0.242333921081,0.0988700564972
secondary_all_rows,month,2025-06,directional_onset,A1,4,0.3,0.4,155,0.345595270089,0.154838709677
secondary_all_rows,month,2025-06,directional_onset,A1,5,0.4,0.5,76,0.445210047415,0.289473684211
secondary_all_rows,month,2025-06,directional_onset,A1,6,0.5,0.6,40,0.548791447852,0.425
secondary_all_rows,month,2025-06,directional_onset,A1,7,0.6,0.7,23,0.648901504373,0.608695652174
secondary_all_rows,month,2025-06,directional_onset,A1,8,0.7,0.8,11,0.758486690578,0.818181818182
secondary_all_rows,month,2025-06,directional_onset,A1,9,0.8,0.9,8,0.855226159403,0.625
secondary_all_rows,month,2025-06,directional_onset,A1,10,0.9,1,11,0.936118525906,0.818181818182
secondary_all_rows,month,2025-06,directional_onset,A2,1,0,0.1,16,0.0855835469284,0
secondary_all_rows,month,2025-06,directional_onset,A2,2,0.1,0.2,184,0.157143212497,0.054347826087
secondary_all_rows,month,2025-06,directional_onset,A2,3,0.2,0.3,270,0.247795713953,0.111111111111
secondary_all_rows,month,2025-06,directional_onset,A2,4,0.3,0.4,157,0.347052997166,0.152866242038
secondary_all_rows,month,2025-06,directional_onset,A2,5,0.4,0.5,65,0.454146628618,0.338461538462
secondary_all_rows,month,2025-06,directional_onset,A2,6,0.5,0.6,51,0.539453156933,0.274509803922
secondary_all_rows,month,2025-06,directional_onset,A2,7,0.6,0.7,21,0.648864359407,0.619047619048
secondary_all_rows,month,2025-06,directional_onset,A2,8,0.7,0.8,19,0.74567023443,0.684210526316
secondary_all_rows,month,2025-06,directional_onset,A2,9,0.8,0.9,11,0.860841482455,0.636363636364
secondary_all_rows,month,2025-06,directional_onset,A2,10,0.9,1,6,0.946036338305,1
secondary_all_rows,month,2025-06,directional_onset,A3,1,0,0.1,31,0.0807740262624,0
secondary_all_rows,month,2025-06,directional_onset,A3,2,0.1,0.2,186,0.155228736982,0.0215053763441
secondary_all_rows,month,2025-06,directional_onset,A3,3,0.2,0.3,241,0.246811105504,0.132780082988
secondary_all_rows,month,2025-06,directional_onset,A3,4,0.3,0.4,145,0.345884067711,0.137931034483
secondary_all_rows,month,2025-06,directional_onset,A3,5,0.4,0.5,83,0.446598463058,0.325301204819
secondary_all_rows,month,2025-06,directional_onset,A3,6,0.5,0.6,51,0.545808708022,0.313725490196
secondary_all_rows,month,2025-06,directional_onset,A3,7,0.6,0.7,26,0.639440275293,0.461538461538
secondary_all_rows,month,2025-06,directional_onset,A3,8,0.7,0.8,20,0.742189491493,0.7
secondary_all_rows,month,2025-06,directional_onset,A3,9,0.8,0.9,8,0.857498361571,0.75
secondary_all_rows,month,2025-06,directional_onset,A3,10,0.9,1,9,0.941170332444,0.888888888889
secondary_all_rows,month,2025-06,up_given_onset,D0,1,0,0.1,0,,
secondary_all_rows,month,2025-06,up_given_onset,D0,2,0.1,0.2,0,,
secondary_all_rows,month,2025-06,up_given_onset,D0,3,0.2,0.3,0,,
secondary_all_rows,month,2025-06,up_given_onset,D0,4,0.3,0.4,0,,
secondary_all_rows,month,2025-06,up_given_onset,D0,5,0.4,0.5,73,0.469414434323,0.534246575342
secondary_all_rows,month,2025-06,up_given_onset,D0,6,0.5,0.6,66,0.518546938545,0.515151515152
secondary_all_rows,month,2025-06,up_given_onset,D0,7,0.6,0.7,0,,
