population,scope_type,scope_value,target,model,bin,lower_bound_inclusive,upper_bound_exclusive_except_last,rows,mean_probability,observed_rate
primary_high_movement,month,2025-06,up_given_onset,D0,3,0.2,0.3,0,,
primary_high_movement,month,2025-06,up_given_onset,D0,4,0.3,0.4,0,,
primary_high_movement,month,2025-06,up_given_onset,D0,5,0.4,0.5,42,0.474240646848,0.571428571429
primary_high_movement,month,2025-06,up_given_onset,D0,6,0.5,0.6,41,0.521679622669,0.439024390244
primary_high_movement,month,2025-06,up_given_onset,D0,7,0.6,0.7,0,,
primary_high_movement,month,2025-06,up_given_onset,D0,8,0.7,0.8,0,,
primary_high_movement,month,2025-06,up_given_onset,D0,9,0.8,0.9,0,,
primary_high_movement,month,2025-06,up_given_onset,D0,10,0.9,1,0,,
primary_high_movement,month,2025-06,up_given_onset,D1,1,0,0.1,0,,
primary_high_movement,month,2025-06,up_given_onset,D1,2,0.1,0.2,0,,
primary_high_movement,month,2025-06,up_given_onset,D1,3,0.2,0.3,0,,
primary_high_movement,month,2025-06,up_given_onset,D1,4,0.3,0.4,3,0.338685893226,1
primary_high_movement,month,2025-06,up_given_onset,D1,5,0.4,0.5,35,0.448445500023,0.571428571429
primary_high_movement,month,2025-06,up_given_onset,D1,6,0.5,0.6,36,0.54576108777,0.416666666667
primary_high_movement,month,2025-06,up_given_onset,D1,7,0.6,0.7,7,0.642681452216,0.428571428571
primary_high_movement,month,2025-06,up_given_onset,D1,8,0.7,0.8,1,0.707839125945,0
primary_high_movement,month,2025-06,up_given_onset,D1,9,0.8,0.9,1,0.829123893671,1
primary_high_movement,month,2025-06,up_given_onset,D1,10,0.9,1,0,,
primary_high_movement,month,2025-06,up_given_onset,D2,1,0,0.1,0,,
primary_high_movement,month,2025-06,up_given_onset,D2,2,0.1,0.2,0,,
primary_high_movement,month,2025-06,up_given_onset,D2,3,0.2,0.3,5,0.269417608002,0.6
primary_high_movement,month,2025-06,up_given_onset,D2,4,0.3,0.4,9,0.363799707303,0.666666666667
primary_high_movement,month,2025-06,up_given_onset,D2,5,0.4,0.5,23,0.457760374661,0.521739130435
primary_high_movement,month,2025-06,up_given_onset,D2,6,0.5,0.6,23,0.551062978748,0.391304347826
primary_high_movement,month,2025-06,up_given_onset,D2,7,0.6,0.7,14,0.66144099562,0.571428571429
primary_high_movement,month,2025-06,up_given_onset,D2,8,0.7,0.8,6,0.73092514244,0.333333333333
primary_high_movement,month,2025-06,up_given_onset,D2,9,0.8,0.9,3,0.836490739347,0.666666666667
primary_high_movement,month,2025-06,up_given_onset,D2,10,0.9,1,0,,
primary_high_movement,month,2025-06,up_given_onset,D3,1,0,0.1,0,,
primary_high_movement,month,2025-06,up_given_onset,D3,2,0.1,0.2,1,0.159593310819,0
primary_high_movement,month,2025-06,up_given_onset,D3,3,0.2,0.3,6,0.255540224864,0.833333333333
primary_high_movement,month,2025-06,up_given_onset,D3,4,0.3,0.4,12,0.366350005505,0.583333333333
primary_high_movement,month,2025-06,up_given_onset,D3,5,0.4,0.5,21,0.447475410208,0.428571428571
primary_high_movement,month,2025-06,up_given_onset,D3,6,0.5,0.6,15,0.560817608999,0.466666666667
primary_high_movement,month,2025-06,up_given_onset,D3,7,0.6,0.7,16,0.660212232637,0.5
primary_high_movement,month,2025-06,up_given_onset,D3,8,0.7,0.8,8,0.755853252377,0.5
primary_high_movement,month,2025-06,up_given_onset,D3,9,0.8,0.9,4,0.833793500102,0.5
primary_high_movement,month,2025-06,up_given_onset,D3,10,0.9,1,0,,
primary_high_movement,month,2025-07,directional_onset,A0,1,0,0.1,0,,
primary_high_movement,month,2025-07,directional_onset,A0,2,0.1,0.2,0,,
primary_high_movement,month,2025-07,directional_onset,A0,3,0.2,0.3,0,,
primary_high_movement,month,2025-07,directional_onset,A0,4,0.3,0.4,45,0.378990766464,0.244444444444
primary_high_movement,month,2025-07,directional_onset,A0,5,0.4,0.5,45,0.43605411705,0.288888888889
primary_high_movement,month,2025-07,directional_onset,A0,6,0.5,0.6,19,0.533928857966,0.473684210526
primary_high_movement,month,2025-07,directional_onset,A0,7,0.6,0.7,9,0.629766296805,0.444444444444
primary_high_movement,month,2025-07,directional_onset,A0,8,0.7,0.8,8,0.738590927469,0.375
primary_high_movement,month,2025-07,directional_onset,A0,9,0.8,0.9,3,0.877661671297,0.666666666667
primary_high_movement,month,2025-07,directional_onset,A0,10,0.9,1,5,0.933609976993,1
primary_high_movement,month,2025-07,directional_onset,A1,1,0,0.1,0,,
primary_high_movement,month,2025-07,directional_onset,A1,2,0.1,0.2,0,,
primary_high_movement,month,2025-07,directional_onset,A1,3,0.2,0.3,0,,
primary_high_movement,month,2025-07,directional_onset,A1,4,0.3,0.4,38,0.367078720344,0.236842105263
primary_high_movement,month,2025-07,directional_onset,A1,5,0.4,0.5,41,0.44460133631,0.146341463415
primary_high_movement,month,2025-07,directional_onset,A1,6,0.5,0.6,21,0.55065991236,0.666666666667
primary_high_movement,month,2025-07,directional_onset,A1,7,0.6,0.7,17,0.646947863315,0.352941176471
primary_high_movement,month,2025-07,directional_onset,A1,8,0.7,0.8,6,0.750128251262,0.5
primary_high_movement,month,2025-07,directional_onset,A1,9,0.8,0.9,3,0.828621821188,0.666666666667
primary_high_movement,month,2025-07,directional_onset,A1,10,0.9,1,8,0.940588946783,0.875
primary_high_movement,month,2025-07,directional_onset,A2,1,0,0.1,0,,
primary_high_movement,month,2025-07,directional_onset,A2,2,0.1,0.2,0,,
primary_high_movement,month,2025-07,directional_onset,A2,3,0.2,0.3,11,0.261976501804,0.181818181818
primary_high_movement,month,2025-07,directional_onset,A2,4,0.3,0.4,23,0.361697000639,0.304347826087
primary_high_movement,month,2025-07,directional_onset,A2,5,0.4,0.5,39,0.455978506988,0.230769230769
primary_high_movement,month,2025-07,directional_onset,A2,6,0.5,0.6,25,0.539199714594,0.28
primary_high_movement,month,2025-07,directional_onset,A2,7,0.6,0.7,17,0.647999957444,0.529411764706
primary_high_movement,month,2025-07,directional_onset,A2,8,0.7,0.8,9,0.741920318539,0.444444444444
primary_high_movement,month,2025-07,directional_onset,A2,9,0.8,0.9,8,0.851466273126,0.875
primary_high_movement,month,2025-07,directional_onset,A2,10,0.9,1,2,0.941055242904,1
primary_high_movement,month,2025-07,directional_onset,A3,1,0,0.1,0,,
primary_high_movement,month,2025-07,directional_onset,A3,2,0.1,0.2,1,0.18451168424,0
primary_high_movement,month,2025-07,directional_onset,A3,3,0.2,0.3,11,0.255036557076,0
primary_high_movement,month,2025-07,directional_onset,A3,4,0.3,0.4,23,0.355382178122,0.434782608696
primary_high_movement,month,2025-07,directional_onset,A3,5,0.4,0.5,33,0.452021789041,0.181818181818
primary_high_movement,month,2025-07,directional_onset,A3,6,0.5,0.6,32,0.546261328238,0.3125
primary_high_movement,month,2025-07,directional_onset,A3,7,0.6,0.7,16,0.664794222792,0.625
primary_high_movement,month,2025-07,directional_onset,A3,8,0.7,0.8,10,0.731335757922,0.4
primary_high_movement,month,2025-07,directional_onset,A3,9,0.8,0.9,7,0.86716973688,0.857142857143
primary_high_movement,month,2025-07,directional_onset,A3,10,0.9,1,1,0.957825163669,1
primary_high_movement,month,2025-07,up_given_onset,D0,1,0,0.1,0,,
primary_high_movement,month,2025-07,up_given_onset,D0,2,0.1,0.2,0,,
primary_high_movement,month,2025-07,up_given_onset,D0,3,0.2,0.3,0,,
primary_high_movement,month,2025-07,up_given_onset,D0,4,0.3,0.4,0,,
primary_high_movement,month,2025-07,up_given_onset,D0,5,0.4,0.5,25,0.472125374421,0.88
primary_high_movement,month,2025-07,up_given_onset,D0,6,0.5,0.6,22,0.517877099608,0.545454545455
primary_high_movement,month,2025-07,up_given_onset,D0,7,0.6,0.7,0,,
primary_high_movement,month,2025-07,up_given_onset,D0,8,0.7,0.8,0,,
primary_high_movement,month,2025-07,up_given_onset,D0,9,0.8,0.9,0,,
primary_high_movement,month,2025-07,up_given_onset,D0,10,0.9,1,0,,
primary_high_movement,month,2025-07,up_given_onset,D1,1,0,0.1,0,,
primary_high_movement,month,2025-07,up_given_onset,D1,2,0.1,0.2,0,,
primary_high_movement,month,2025-07,up_given_onset,D1,3,0.2,0.3,0,,
primary_high_movement,month,2025-07,up_given_onset,D1,4,0.3,0.4,3,0.345568360187,1
primary_high_movement,month,2025-07,up_given_onset,D1,5,0.4,0.5,22,0.46862290281,0.772727272727
primary_high_movement,month,2025-07,up_given_onset,D1,6,0.5,0.6,19,0.553719226829,0.631578947368
primary_high_movement,month,2025-07,up_given_onset,D1,7,0.6,0.7,3,0.637747614149,0.666666666667
primary_high_movement,month,2025-07,up_given_onset,D1,8,0.7,0.8,0,,
primary_high_movement,month,2025-07,up_given_onset,D1,9,0.8,0.9,0,,
primary_high_movement,month,2025-07,up_given_onset,D1,10,0.9,1,0,,
primary_high_movement,month,2025-07,up_given_onset,D2,1,0,0.1,0,,
primary_high_movement,month,2025-07,up_given_onset,D2,2,0.1,0.2,0,,
primary_high_movement,month,2025-07,up_given_onset,D2,3,0.2,0.3,2,0.281589978716,1
primary_high_movement,month,2025-07,up_given_onset,D2,4,0.3,0.4,7,0.358089812827,0.714285714286
primary_high_movement,month,2025-07,up_given_onset,D2,5,0.4,0.5,10,0.448329489731,0.6
primary_high_movement,month,2025-07,up_given_onset,D2,6,0.5,0.6,19,0.543943214604,0.736842105263
primary_high_movement,month,2025-07,up_given_onset,D2,7,0.6,0.7,4,0.643249452738,0.75
primary_high_movement,month,2025-07,up_given_onset,D2,8,0.7,0.8,5,0.755014242557,0.8
primary_high_movement,month,2025-07,up_given_onset,D2,9,0.8,0.9,0,,
primary_high_movement,month,2025-07,up_given_onset,D2,10,0.9,1,0,,
primary_high_movement,month,2025-07,up_given_onset,D3,1,0,0.1,0,,
primary_high_movement,month,2025-07,up_given_onset,D3,2,0.1,0.2,0,,
primary_high_movement,month,2025-07,up_given_onset,D3,3,0.2,0.3,4,0.249329593788,0.75
primary_high_movement,month,2025-07,up_given_onset,D3,4,0.3,0.4,7,0.364949121842,0.857142857143
primary_high_movement,month,2025-07,up_given_onset,D3,5,0.4,0.5,14,0.446528630049,0.5
primary_high_movement,month,2025-07,up_given_onset,D3,6,0.5,0.6,10,0.555650104206,0.8
primary_high_movement,month,2025-07,up_given_onset,D3,7,0.6,0.7,7,0.636460321009,0.857142857143
primary_high_movement,month,2025-07,up_given_onset,D3,8,0.7,0.8,4,0.744607756367,1
primary_high_movement,month,2025-07,up_given_onset,D3,9,0.8,0.9,1,0.877311147349,0
primary_high_movement,month,2025-07,up_given_onset,D3,10,0.9,1,0,,
primary_high_movement,month,2025-08,directional_onset,A0,1,0,0.1,0,,
primary_high_movement,month,2025-08,directional_onset,A0,2,0.1,0.2,0,,
primary_high_movement,month,2025-08,directional_onset,A0,3,0.2,0.3,0,,
primary_high_movement,month,2025-08,directional_onset,A0,4,0.3,0.4,29,0.375733275678,0.137931034483
primary_high_movement,month,2025-08,directional_onset,A0,5,0.4,0.5,32,0.443839942795,0.46875
primary_high_movement,month,2025-08,directional_onset,A0,6,0.5,0.6,13,0.547145128116,0.769230769231
primary_high_movement,month,2025-08,directional_onset,A0,7,0.6,0.7,8,0.644313558775,0.625
primary_high_movement,month,2025-08,directional_onset,A0,8,0.7,0.8,6,0.74505734119,0.833333333333
primary_high_movement,month,2025-08,directional_onset,A0,9,0.8,0.9,1,0.816004034103,1
primary_high_movement,month,2025-08,directional_onset,A0,10,0.9,1,2,0.936886618675,0.5
primary_high_movement,month,2025-08,directional_onset,A1,1,0,0.1,0,,
primary_high_movement,month,2025-08,directional_onset,A1,2,0.1,0.2,0,,
primary_high_movement,month,2025-08,directional_onset,A1,3,0.2,0.3,0,,
primary_high_movement,month,2025-08,directional_onset,A1,4,0.3,0.4,21,0.371284067118,0.238095238095
primary_high_movement,month,2025-08,directional_onset,A1,5,0.4,0.5,31,0.433395285543,0.290322580645
primary_high_movement,month,2025-08,directional_onset,A1,6,0.5,0.6,16,0.539429626442,0.5625
primary_high_movement,month,2025-08,directional_onset,A1,7,0.6,0.7,13,0.647593434231,0.769230769231
primary_high_movement,month,2025-08,directional_onset,A1,8,0.7,0.8,7,0.746559388336,0.857142857143
primary_high_movement,month,2025-08,directional_onset,A1,9,0.8,0.9,1,0.823341224226,1
primary_high_movement,month,2025-08,directional_onset,A1,10,0.9,1,2,0.957029321871,0.5
primary_high_movement,month,2025-08,directional_onset,A2,1,0,0.1,0,,
primary_high_movement,month,2025-08,directional_onset,A2,2,0.1,0.2,0,,
primary_high_movement,month,2025-08,directional_onset,A2,3,0.2,0.3,7,0.279540192048,0.285714285714
primary_high_movement,month,2025-08,directional_onset,A2,4,0.3,0.4,19,0.346983363644,0.0526315789474
primary_high_movement,month,2025-08,directional_onset,A2,5,0.4,0.5,24,0.440515146449,0.416666666667
primary_high_movement,month,2025-08,directional_onset,A2,6,0.5,0.6,22,0.547882742746,0.590909090909
primary_high_movement,month,2025-08,directional_onset,A2,7,0.6,0.7,6,0.652475834889,0.666666666667
primary_high_movement,month,2025-08,directional_onset,A2,8,0.7,0.8,10,0.759621737773,0.9
primary_high_movement,month,2025-08,directional_onset,A2,9,0.8,0.9,1,0.800594607172,1
primary_high_movement,month,2025-08,directional_onset,A2,10,0.9,1,2,0.934365953522,0.5
primary_high_movement,month,2025-08,directional_onset,A3,1,0,0.1,0,,
primary_high_movement,month,2025-08,directional_onset,A3,2,0.1,0.2,0,,
primary_high_movement,month,2025-08,directional_onset,A3,3,0.2,0.3,4,0.255057152779,0
primary_high_movement,month,2025-08,directional_onset,A3,4,0.3,0.4,23,0.350959552628,0.217391304348
primary_high_movement,month,2025-08,directional_onset,A3,5,0.4,0.5,22,0.449265541087,0.318181818182
primary_high_movement,month,2025-08,directional_onset,A3,6,0.5,0.6,18,0.551936687926,0.722222222222
primary_high_movement,month,2025-08,directional_onset,A3,7,0.6,0.7,11,0.642966415501,0.454545454545
primary_high_movement,month,2025-08,directional_onset,A3,8,0.7,0.8,8,0.761317517534,1
primary_high_movement,month,2025-08,directional_onset,A3,9,0.8,0.9,3,0.840650824726,0.666666666667
primary_high_movement,month,2025-08,directional_onset,A3,10,0.9,1,2,0.925362445298,0.5
primary_high_movement,month,2025-08,up_given_onset,D0,1,0,0.1,0,,
primary_high_movement,month,2025-08,up_given_onset,D0,2,0.1,0.2,0,,
primary_high_movement,month,2025-08,up_given_onset,D0,3,0.2,0.3,0,,
primary_high_movement,month,2025-08,up_given_onset,D0,4,0.3,0.4,0,,
primary_high_movement,month,2025-08,up_given_onset,D0,5,0.4,0.5,19,0.473994437488,0.684210526316
primary_high_movement,month,2025-08,up_given_onset,D0,6,0.5,0.6,22,0.517839424426,0.409090909091
primary_high_movement,month,2025-08,up_given_onset,D0,7,0.6,0.7,0,,
primary_high_movement,month,2025-08,up_given_onset,D0,8,0.7,0.8,0,,
primary_high_movement,month,2025-08,up_given_onset,D0,9,0.8,0.9,0,,
primary_high_movement,month,2025-08,up_given_onset,D0,10,0.9,1,0,,
primary_high_movement,month,2025-08,up_given_onset,D1,1,0,0.1,0,,
primary_high_movement,month,2025-08,up_given_onset,D1,2,0.1,0.2,0,,
primary_high_movement,month,2025-08,up_given_onset,D1,3,0.2,0.3,0,,
primary_high_movement,month,2025-08,up_given_onset,D1,4,0.3,0.4,0,,
primary_high_movement,month,2025-08,up_given_onset,D1,5,0.4,0.5,17,0.45576352422,0.588235294118
primary_high_movement,month,2025-08,up_given_onset,D1,6,0.5,0.6,21,0.544915797599,0.571428571429
primary_high_movement,month,2025-08,up_given_onset,D1,7,0.6,0.7,3,0.621183788657,0
primary_high_movement,month,2025-08,up_given_onset,D1,8,0.7,0.8,0,,
primary_high_movement,month,2025-08,up_given_onset,D1,9,0.8,0.9,0,,
primary_high_movement,month,2025-08,up_given_onset,D1,10,0.9,1,0,,
primary_high_movement,month,2025-08,up_given_onset,D2,1,0,0.1,0,,
primary_high_movement,month,2025-08,up_given_onset,D2,2,0.1,0.2,0,,
primary_high_movement,month,2025-08,up_given_onset,D2,3,0.2,0.3,1,0.279328260487,0
primary_high_movement,month,2025-08,up_given_onset,D2,4,0.3,0.4,3,0.313114304143,0.333333333333
primary_high_movement,month,2025-08,up_given_onset,D2,5,0.4,0.5,11,0.454985173821,0.636363636364
primary_high_movement,month,2025-08,up_given_onset,D2,6,0.5,0.6,13,0.558099935507,0.538461538462
primary_high_movement,month,2025-08,up_given_onset,D2,7,0.6,0.7,11,0.657000278972,0.545454545455
primary_high_movement,month,2025-08,up_given_onset,D2,8,0.7,0.8,2,0.776505919276,0.5
primary_high_movement,month,2025-08,up_given_onset,D2,9,0.8,0.9,0,,
primary_high_movement,month,2025-08,up_given_onset,D2,10,0.9,1,0,,
primary_high_movement,month,2025-08,up_given_onset,D3,1,0,0.1,0,,
primary_high_movement,month,2025-08,up_given_onset,D3,2,0.1,0.2,1,0.164874961438,0
primary_high_movement,month,2025-08,up_given_onset,D3,3,0.2,0.3,1,0.295858964863,1
primary_high_movement,month,2025-08,up_given_onset,D3,4,0.3,0.4,7,0.337995121019,0.428571428571
primary_high_movement,month,2025-08,up_given_onset,D3,5,0.4,0.5,9,0.437904375324,0.666666666667
primary_high_movement,month,2025-08,up_given_onset,D3,6,0.5,0.6,9,0.542440401875,0.666666666667
primary_high_movement,month,2025-08,up_given_onset,D3,7,0.6,0.7,9,0.661203794333,0.555555555556
primary_high_movement,month,2025-08,up_given_onset,D3,8,0.7,0.8,4,0.734053022734,0.25
primary_high_movement,month,2025-08,up_given_onset,D3,9,0.8,0.9,1,0.835693013168,0
primary_high_movement,month,2025-08,up_given_onset,D3,10,0.9,1,0,,
primary_high_movement,pooled,all,directional_onset,A0,1,0,0.1,0,,
primary_high_movement,pooled,all,directional_onset,A0,2,0.1,0.2,0,,
primary_high_movement,pooled,all,directional_onset,A0,3,0.2,0.3,0,,
primary_high_movement,pooled,all,directional_onset,A0,4,0.3,0.4,389,0.379562645871,0.269922879177
primary_high_movement,pooled,all,directional_onset,A0,5,0.4,0.5,545,0.440746959414,0.392660550459
primary_high_movement,pooled,all,directional_onset,A0,6,0.5,0.6,255,0.543361358154,0.498039215686
primary_high_movement,pooled,all,directional_onset,A0,7,0.6,0.7,150,0.647608447555,0.566666666667
primary_high_movement,pooled,all,directional_onset,A0,8,0.7,0.8,100,0.74176400843,0.62
primary_high_movement,pooled,all,directional_onset,A0,9,0.8,0.9,77,0.846937927739,0.623376623377
primary_high_movement,pooled,all,directional_onset,A0,10,0.9,1,44,0.926869792997,0.909090909091
primary_high_movement,pooled,all,directional_onset,A1,1,0,0.1,0,,
primary_high_movement,pooled,all,directional_onset,A1,2,0.1,0.2,0,,
primary_high_movement,pooled,all,directional_onset,A1,3,0.2,0.3,7,0.29369722175,0.428571428571
primary_high_movement,pooled,all,directional_onset,A1,4,0.3,0.4,367,0.365020004261,0.291553133515
primary_high_movement,pooled,all,directional_onset,A1,5,0.4,0.5,516,0.443939608527,0.360465116279
primary_high_movement,pooled,all,directional_onset,A1,6,0.5,0.6,241,0.54830689473,0.485477178423
primary_high_movement,pooled,all,directional_onset,A1,7,0.6,0.7,184,0.647409343045,0.554347826087
primary_high_movement,pooled,all,directional_onset,A1,8,0.7,0.8,108,0.745612586027,0.62962962963
primary_high_movement,pooled,all,directional_onset,A1,9,0.8,0.9,71,0.8478128853,0.605633802817
primary_high_movement,pooled,all,directional_onset,A1,10,0.9,1,66,0.939949297016,0.833333333333
primary_high_movement,pooled,all,directional_onset,A2,1,0,0.1,0,,
primary_high_movement,pooled,all,directional_onset,A2,2,0.1,0.2,1,0.189734473875,1
primary_high_movement,pooled,all,directional_onset,A2,3,0.2,0.3,70,0.269045334076,0.257142857143
primary_high_movement,pooled,all,directional_onset,A2,4,0.3,0.4,322,0.35522473676,0.285714285714
primary_high_movement,pooled,all,directional_onset,A2,5,0.4,0.5,411,0.449531868118,0.38199513382
primary_high_movement,pooled,all,directional_onset,A2,6,0.5,0.6,311,0.545420364933,0.427652733119
primary_high_movement,pooled,all,directional_onset,A2,7,0.6,0.7,190,0.64619700621,0.526315789474
primary_high_movement,pooled,all,directional_onset,A2,8,0.7,0.8,124,0.743901713836,0.677419354839
primary_high_movement,pooled,all,directional_onset,A2,9,0.8,0.9,80,0.852485801148,0.6375
primary_high_movement,pooled,all,directional_onset,A2,10,0.9,1,51,0.945648689142,0.882352941176
primary_high_movement,pooled,all,directional_onset,A3,1,0,0.1,0,,
primary_high_movement,pooled,all,directional_onset,A3,2,0.1,0.2,7,0.180945028291,0.142857142857
primary_high_movement,pooled,all,directional_onset,A3,3,0.2,0.3,105,0.264236131042,0.266666666667
primary_high_movement,pooled,all,directional_onset,A3,4,0.3,0.4,294,0.35323479599,0.275510204082
primary_high_movement,pooled,all,directional_onset,A3,5,0.4,0.5,348,0.451305936488,0.376436781609
primary_high_movement,pooled,all,directional_onset,A3,6,0.5,0.6,316,0.546694831631,0.433544303797
primary_high_movement,pooled,all,directional_onset,A3,7,0.6,0.7,210,0.644830134821,0.528571428571
primary_high_movement,pooled,all,directional_onset,A3,8,0.7,0.8,135,0.742513520757,0.637037037037
primary_high_movement,pooled,all,directional_onset,A3,9,0.8,0.9,79,0.848213160346,0.683544303797
primary_high_movement,pooled,all,directional_onset,A3,10,0.9,1,66,0.94332764789,0.787878787879
primary_high_movement,pooled,all,up_given_onset,D0,1,0,0.1,0,,
primary_high_movement,pooled,all,up_given_onset,D0,2,0.1,0.2,0,,
primary_high_movement,pooled,all,up_given_onset,D0,3,0.2,0.3,0,,
primary_high_movement,pooled,all,up_given_onset,D0,4,0.3,0.4,0,,
primary_high_movement,pooled,all,up_given_onset,D0,5,0.4,0.5,346,0.474282934098,0.552023121387
primary_high_movement,pooled,all,up_given_onset,D0,6,0.5,0.6,335,0.52142320911,0.459701492537
primary_high_movement,pooled,all,up_given_onset,D0,7,0.6,0.7,0,,
primary_high_movement,pooled,all,up_given_onset,D0,8,0.7,0.8,0,,
primary_high_movement,pooled,all,up_given_onset,D0,9,0.8,0.9,0,,
primary_high_movement,pooled,all,up_given_onset,D0,10,0.9,1,0,,
primary_high_movement,pooled,all,up_given_onset,D1,1,0,0.1,0,,
primary_high_movement,pooled,all,up_given_onset,D1,2,0.1,0.2,0,,
primary_high_movement,pooled,all,up_given_onset,D1,3,0.2,0.3,0,,
primary_high_movement,pooled,all,up_given_onset,D1,4,0.3,0.4,54,0.373939504044,0.518518518519
primary_high_movement,pooled,all,up_given_onset,D1,5,0.4,0.5,285,0.454040222878,0.519298245614
primary_high_movement,pooled,all,up_given_onset,D1,6,0.5,0.6,291,0.544499820215,0.501718213058
primary_high_movement,pooled,all,up_given_onset,D1,7,0.6,0.7,41,0.631662048467,0.439024390244
primary_high_movement,pooled,all,up_given_onset,D1,8,0.7,0.8,9,0.731596731342,0.444444444444
primary_high_movement,pooled,all,up_given_onset,D1,9,0.8,0.9,1,0.829123893671,1
primary_high_movement,pooled,all,up_given_onset,D1,10,0.9,1,0,,
primary_high_movement,pooled,all,up_given_onset,D2,1,0,0.1,1,0.0878190760147,1
primary_high_movement,pooled,all,up_given_onset,D2,2,0.1,0.2,12,0.15080202116,0.5
primary_high_movement,pooled,all,up_given_onset,D2,3,0.2,0.3,45,0.258644781821,0.6
primary_high_movement,pooled,all,up_given_onset,D2,4,0.3,0.4,114,0.355649839701,0.456140350877
primary_high_movement,pooled,all,up_given_onset,D2,5,0.4,0.5,161,0.453719433386,0.496894409938
primary_high_movement,pooled,all,up_given_onset,D2,6,0.5,0.6,153,0.551831522184,0.529411764706
primary_high_movement,pooled,all,up_given_onset,D2,7,0.6,0.7,124,0.64405153695,0.5
primary_high_movement,pooled,all,up_given_onset,D2,8,0.7,0.8,63,0.741707662073,0.492063492063
primary_high_movement,pooled,all,up_given_onset,D2,9,0.8,0.9,7,0.826098448655,0.714285714286
primary_high_movement,pooled,all,up_given_onset,D2,10,0.9,1,1,0.959695085488,0
primary_high_movement,pooled,all,up_given_onset,D3,1,0,0.1,2,0.0586673615819,0.5
primary_high_movement,pooled,all,up_given_onset,D3,2,0.1,0.2,23,0.155065471119,0.478260869565
primary_high_movement,pooled,all,up_given_onset,D3,3,0.2,0.3,56,0.260811237414,0.642857142857
primary_high_movement,pooled,all,up_given_onset,D3,4,0.3,0.4,108,0.356746048302,0.509259259259
primary_high_movement,pooled,all,up_given_onset,D3,5,0.4,0.5,152,0.442760193055,0.427631578947
primary_high_movement,pooled,all,up_given_onset,D3,6,0.5,0.6,134,0.550494874129,0.522388059701
primary_high_movement,pooled,all,up_given_onset,D3,7,0.6,0.7,100,0.650159444793,0.52
primary_high_movement,pooled,all,up_given_onset,D3,8,0.7,0.8,69,0.747320868661,0.521739130435
primary_high_movement,pooled,all,up_given_onset,D3,9,0.8,0.9,36,0.835492263882,0.527777777778
primary_high_movement,pooled,all,up_given_onset,D3,10,0.9,1,1,0.92197542544,0
secondary_all_rows,checkpoint,12,directional_onset,A0,1,0,0.1,0,,
secondary_all_rows,checkpoint,12,directional_onset,A0,2,0.1,0.2,32,0.195335355511,0.0625
secondary_all_rows,checkpoint,12,directional_onset,A0,3,0.2,0.3,1755,0.249448754462,0.0940170940171
secondary_all_rows,checkpoint,12,directional_onset,A0,4,0.3,0.4,775,0.340626418155,0.234838709677
secondary_all_rows,checkpoint,12,directional_onset,A0,5,0.4,0.5,273,0.440299520454,0.395604395604
secondary_all_rows,checkpoint,12,directional_onset,A0,6,0.5,0.6,121,0.543717843995,0.438016528926
secondary_all_rows,checkpoint,12,directional_onset,A0,7,0.6,0.7,71,0.648676752253,0.492957746479
secondary_all_rows,checkpoint,12,directional_onset,A0,8,0.7,0.8,34,0.740513962308,0.705882352941
secondary_all_rows,checkpoint,12,directional_onset,A0,9,0.8,0.9,43,0.845492049472,0.488372093023
secondary_all_rows,checkpoint,12,directional_onset,A0,10,0.9,1,17,0.924463390054,1
secondary_all_rows,checkpoint,12,directional_onset,A1,1,0,0.1,0,,
secondary_all_rows,checkpoint,12,directional_onset,A1,2,0.1,0.2,473,0.182909477357,0.0486257928118
secondary_all_rows,checkpoint,12,directional_onset,A1,3,0.2,0.3,1443,0.244832709705,0.128205128205
secondary_all_rows,checkpoint,12,directional_onset,A1,4,0.3,0.4,645,0.341316704195,0.231007751938
secondary_all_rows,checkpoint,12,directional_onset,A1,5,0.4,0.5,269,0.441440170071,0.353159851301
secondary_all_rows,checkpoint,12,directional_onset,A1,6,0.5,0.6,100,0.551985990302,0.43
secondary_all_rows,checkpoint,12,directional_onset,A1,7,0.6,0.7,82,0.649575586258,0.487804878049
secondary_all_rows,checkpoint,12,directional_onset,A1,8,0.7,0.8,44,0.746327633119,0.704545454545
secondary_all_rows,checkpoint,12,directional_onset,A1,9,0.8,0.9,38,0.850372565387,0.5
secondary_all_rows,checkpoint,12,directional_onset,A1,10,0.9,1,27,0.939679617342,0.814814814815
secondary_all_rows,checkpoint,12,directional_onset,A2,1,0,0.1,89,0.0848256926291,0.0898876404494
secondary_all_rows,checkpoint,12,directional_onset,A2,2,0.1,0.2,768,0.156826617382,0.0768229166667
secondary_all_rows,checkpoint,12,directional_onset,A2,3,0.2,0.3,979,0.247801144077,0.129724208376
secondary_all_rows,checkpoint,12,directional_onset,A2,4,0.3,0.4,634,0.343736551821,0.219242902208
secondary_all_rows,checkpoint,12,directional_onset,A2,5,0.4,0.5,299,0.443797921908,0.321070234114
secondary_all_rows,checkpoint,12,directional_onset,A2,6,0.5,0.6,156,0.54393149924,0.397435897436
secondary_all_rows,checkpoint,12,directional_onset,A2,7,0.6,0.7,82,0.647612282215,0.5
secondary_all_rows,checkpoint,12,directional_onset,A2,8,0.7,0.8,55,0.742000901926,0.654545454545
