scope,candidate,symbol,row_share,selection_share,passes
economic_selections,activity_system,SOFI,,0.0066889632107,True
economic_selections,activity_system,WULF,,0.0468227424749,True
economic_selections,highest_one_minute_relative_momentum,AAL,,0.0167224080268,True
economic_selections,highest_one_minute_relative_momentum,AAOI,,0.0969899665552,True
economic_selections,highest_one_minute_relative_momentum,APLD,,0.0635451505017,True
economic_selections,highest_one_minute_relative_momentum,ASTS,,0.0468227424749,True
economic_selections,highest_one_minute_relative_momentum,CIFR,,0.0468227424749,True
economic_selections,highest_one_minute_relative_momentum,HIMS,,0.107023411371,True
economic_selections,highest_one_minute_relative_momentum,IONQ,,0.056856187291,True
economic_selections,highest_one_minute_relative_momentum,IREN,,0.0267558528428,True
economic_selections,highest_one_minute_relative_momentum,MARA,,0.0133779264214,True
economic_selections,highest_one_minute_relative_momentum,MP,,0.0501672240803,True
economic_selections,highest_one_minute_relative_momentum,MRNA,,0.0133779264214,True
economic_selections,highest_one_minute_relative_momentum,MSTR,,0.0066889632107,True
economic_selections,highest_one_minute_relative_momentum,NVTS,,0.123745819398,True
economic_selections,highest_one_minute_relative_momentum,QBTS,,0.117056856187,True
economic_selections,highest_one_minute_relative_momentum,RGTI,,0.0969899665552,True
economic_selections,highest_one_minute_relative_momentum,RIOT,,0.0133779264214,True
economic_selections,highest_one_minute_relative_momentum,RIVN,,0.0066889632107,True
economic_selections,highest_one_minute_relative_momentum,SMCI,,0.0434782608696,True
economic_selections,highest_one_minute_relative_momentum,SOFI,,0.0133779264214,True
economic_selections,highest_one_minute_relative_momentum,WULF,,0.0401337792642,True
economic_selections,interaction_system,AAL,,0.00334448160535,True
economic_selections,interaction_system,AAOI,,0.0702341137124,True
economic_selections,interaction_system,APLD,,0.0936454849498,True
economic_selections,interaction_system,ASTS,,0.0535117056856,True
economic_selections,interaction_system,CIFR,,0.0334448160535,True
economic_selections,interaction_system,HIMS,,0.0969899665552,True
economic_selections,interaction_system,IONQ,,0.0602006688963,True
economic_selections,interaction_system,IREN,,0.0267558528428,True
economic_selections,interaction_system,MARA,,0,True
economic_selections,interaction_system,MP,,0.056856187291,True
economic_selections,interaction_system,MRNA,,0.0167224080268,True
economic_selections,interaction_system,MSTR,,0.00334448160535,True
economic_selections,interaction_system,NVTS,,0.130434782609,True
economic_selections,interaction_system,QBTS,,0.150501672241,True
economic_selections,interaction_system,RGTI,,0.110367892977,True
economic_selections,interaction_system,RIOT,,0.0100334448161,True
economic_selections,interaction_system,RIVN,,0.00334448160535,True
economic_selections,interaction_system,SMCI,,0.0267558528428,True
economic_selections,interaction_system,SOFI,,0.0100334448161,True
economic_selections,interaction_system,WULF,,0.0434782608696,True
economic_selections,price_system,AAL,,0.00334448160535,True
economic_selections,price_system,AAOI,,0.0802675585284,True
economic_selections,price_system,APLD,,0.0769230769231,True
economic_selections,price_system,ASTS,,0.0602006688963,True
economic_selections,price_system,CIFR,,0.0334448160535,True
economic_selections,price_system,HIMS,,0.107023411371,True
economic_selections,price_system,IONQ,,0.0535117056856,True
economic_selections,price_system,IREN,,0.0334448160535,True
economic_selections,price_system,MARA,,0.0100334448161,True
economic_selections,price_system,MP,,0.056856187291,True
economic_selections,price_system,MRNA,,0.0234113712375,True
economic_selections,price_system,MSTR,,0.00334448160535,True
economic_selections,price_system,NVTS,,0.120401337793,True
economic_selections,price_system,QBTS,,0.133779264214,True
economic_selections,price_system,RGTI,,0.0936454849498,True
economic_selections,price_system,RIOT,,0.0133779264214,True
economic_selections,price_system,RIVN,,0,True
economic_selections,price_system,SMCI,,0.0334448160535,True
economic_selections,price_system,SOFI,,0.0066889632107,True
economic_selections,price_system,WULF,,0.056856187291,True
economic_selections,random_admitted_stock,AAL,,0.0100334448161,True
economic_selections,random_admitted_stock,AAOI,,0.0836120401338,True
economic_selections,random_admitted_stock,APLD,,0.0769230769231,True
economic_selections,random_admitted_stock,ASTS,,0.0535117056856,True
economic_selections,random_admitted_stock,CIFR,,0.0468227424749,True
economic_selections,random_admitted_stock,HIMS,,0.0635451505017,True
economic_selections,random_admitted_stock,IONQ,,0.0769230769231,True
economic_selections,random_admitted_stock,IREN,,0.0367892976589,True
economic_selections,random_admitted_stock,MARA,,0.0234113712375,True
economic_selections,random_admitted_stock,MP,,0.056856187291,True
economic_selections,random_admitted_stock,MRNA,,0.0200668896321,True
economic_selections,random_admitted_stock,MSTR,,0,True
economic_selections,random_admitted_stock,NVTS,,0.0802675585284,True
economic_selections,random_admitted_stock,QBTS,,0.140468227425,True
economic_selections,random_admitted_stock,RGTI,,0.0903010033445,True
economic_selections,random_admitted_stock,RIOT,,0.0334448160535,True
economic_selections,random_admitted_stock,RIVN,,0.0066889632107,True
economic_selections,random_admitted_stock,SMCI,,0.0367892976589,True
economic_selections,random_admitted_stock,SOFI,,0.0167224080268,True
economic_selections,random_admitted_stock,WULF,,0.0468227424749,True
economic_selections,strongest_one_minute_reversal,AAL,,0.0100334448161,True
economic_selections,strongest_one_minute_reversal,AAOI,,0.113712374582,True
economic_selections,strongest_one_minute_reversal,APLD,,0.0735785953177,True
economic_selections,strongest_one_minute_reversal,ASTS,,0.0434782608696,True
economic_selections,strongest_one_minute_reversal,CIFR,,0.0501672240803,True
economic_selections,strongest_one_minute_reversal,HIMS,,0.113712374582,True
economic_selections,strongest_one_minute_reversal,IONQ,,0.0501672240803,True
economic_selections,strongest_one_minute_reversal,IREN,,0.0133779264214,True
economic_selections,strongest_one_minute_reversal,MARA,,0.0066889632107,True
economic_selections,strongest_one_minute_reversal,MP,,0.0535117056856,True
economic_selections,strongest_one_minute_reversal,MRNA,,0.0133779264214,True
economic_selections,strongest_one_minute_reversal,MSTR,,0,True
economic_selections,strongest_one_minute_reversal,NVTS,,0.113712374582,True
economic_selections,strongest_one_minute_reversal,QBTS,,0.150501672241,True
economic_selections,strongest_one_minute_reversal,RGTI,,0.0936454849498,True
economic_selections,strongest_one_minute_reversal,RIOT,,0.0066889632107,True
economic_selections,strongest_one_minute_reversal,RIVN,,0.0100334448161,True
economic_selections,strongest_one_minute_reversal,SMCI,,0.0367892976589,True
economic_selections,strongest_one_minute_reversal,SOFI,,0.0133779264214,True
economic_selections,strongest_one_minute_reversal,WULF,,0.0334448160535,True
