period,dimension,level,rows,sessions,stocks,months,positive_movement_exceeds_iv_outcomes,negative_movement_remains_below_iv_outcomes,maximum_stock_share,maximum_month_share,maximum_session_share,remains_below_iv_rate,movement_exceeds_iv_rate,mean_absolute_movement,median_absolute_movement,mean_iv_expectation,median_iv_expectation,mean_iv_residual,median_iv_residual,trimmed_mean_iv_residual_10_percent,mean_terminal_iv_ratio,median_terminal_iv_ratio,absolute_movement_p90,absolute_movement_p95,absolute_movement_p99,maximum_absolute_movement,mean_maximum_absolute_excursion,median_maximum_absolute_excursion,mean_excursion_sigma_ratio,terminal_above_1_0x_iv_expected_rate,excursion_above_1_0x_iv_sigma_rate,terminal_above_1_25x_iv_expected_rate,excursion_above_1_25x_iv_sigma_rate,terminal_above_1_5x_iv_expected_rate,excursion_above_1_5x_iv_sigma_rate,terminal_above_2_0x_iv_expected_rate,excursion_above_2_0x_iv_sigma_rate,surprise_1_5_sigma_rate,surprise_2_0_sigma_rate,npv_lift,relative_surprise_1_5_sigma_reduction,relative_surprise_2_0_sigma_reduction
assessment,option_dte_group,7-10 DTE,601,100,19,8,62,539,0.13477537437603992,0.2096505823627288,0.04326123128119801,0.8968386023294511,0.10316139767054908,0.004252910912849073,0.0030919261722198244,0.009701595411610526,0.009226329613325241,-0.005448684498761454,-0.005548959881122422,-0.005654164828998592,0.4625860735370528,0.34283797140231037,0.008821466036234502,0.01206458835357024,0.018967521915364438,0.033168144968806525,0.006797642915216605,0.0055613582055563495,0.5853167734596931,0.10316139767054908,0.09151414309484195,0.0615640599001664,0.05657237936772047,0.031613976705490855,0.03161397670549085,0.011647254575707157,0.013311148086522463,0.03161397670549085,0.013311148086522463,0.16582976922856796,0.7721887306750057,0.7508069666308981
assessment,option_dte_group,unsupported_DTE,87,15,17,6,8,79,0.1839080459770115,0.3333333333333333,0.25287356321839083,0.9080459770114943,0.09195402298850577,0.004108981901967696,0.0034488198473615252,0.011008741788655192,0.009491488017810766,-0.006899759886687494,-0.007199092580420388,-0.007166177288677256,0.4236198169760259,0.3066603759366612,0.00836345921833243,0.009905042250845448,0.01893226967322367,0.023173942565135948,0.005973511151410033,0.00526284152580872,0.4725341965360485,0.09195402298850577,0.06896551724137934,0.057471264367816105,0.03448275862068967,0.022988505747126443,0.011494252873563222,0.0,0.0,0.011494252873563222,0.0,0.18812645990887855,0.9228368706236706,1.0
assessment,market_up_down,down,334,63,19,8,33,301,0.12275449101796407,0.24550898203592814,0.08083832335329341,0.901197604790419,0.09880239520958085,0.004548879759223588,0.0034871831167106846,0.010196700590504388,0.00938059463303522,-0.005647820831280802,-0.005574590215654621,-0.005812332430567148,0.46933793536480506,0.3822224808082121,0.009556430609641547,0.012653078516197723,0.020405951430053762,0.033168144968806525,0.006954593080054221,0.005773386299339984,0.5707719395850416,0.09880239520958085,0.08383233532934133,0.05688622754491019,0.05988023952095809,0.03293413173652695,0.035928143712574856,0.014970059880239523,0.014970059880239521,0.035928143712574856,0.014970059880239521,0.17586698424108027,0.7563026812616804,0.7462832954780094
assessment,market_up_down,up,406,76,19,8,40,366,0.15270935960591134,0.19458128078817735,0.06403940886699508,0.9014778325123154,0.09852216748768475,0.003920876656226961,0.0028269539826947555,0.009468566409804943,0.00893455679649359,-0.005547689753577983,-0.0055764540747991,-0.005776389115713907,0.4449836982189616,0.3070500573982538,0.008403574233716035,0.01100737337187946,0.019167380411417398,0.023173942565135948,0.006457620722739574,0.005279057667737185,0.5730621745696642,0.09852216748768475,0.09113300492610839,0.06403940886699508,0.049261083743842374,0.029556650246305424,0.024630541871921183,0.007389162561576356,0.009852216748768475,0.024630541871921183,0.009852216748768475,0.1630339160815193,0.8114704331770062,0.7920562196424266
assessment,market_quiet_active,active,340,79,20,8,44,296,0.17941176470588235,0.20294117647058824,0.061764705882352944,0.8705882352941178,0.12941176470588237,0.004970386062191523,0.0036099993429849877,0.010780914257965644,0.010545714462410288,-0.0058105281957741214,-0.006053052392448154,-0.006091039394980362,0.4876829837023488,0.36990270838820777,0.011244212095936247,0.015287779088891302,0.022016203595916113,0.033168144968806525,0.007837311888426913,0.0064639616987372615,0.6120603200563915,0.12941176470588237,0.11176470588235295,0.07941176470588236,0.07058823529411766,0.04411764705882353,0.0411764705882353,0.01470588235294118,0.017647058823529415,0.0411764705882353,0.017647058823529415,0.1623925749746029,0.7410555032273713,0.7204561144571142
assessment,market_quiet_active,quiet,400,79,19,8,29,371,0.19,0.3525,0.0675,0.9275,0.07250000000000001,0.0035531762521592647,0.002811717800472683,0.008961062779752385,0.008525976281031696,-0.005407886527593119,-0.0053630801173811605,-0.005548439802738576,0.4290250935748617,0.3323328261160516,0.007373182554297276,0.008795421974740597,0.014142646205364312,0.021870737857788525,0.005699855150263066,0.004840148785041045,0.5380014046937862,0.07250000000000001,0.0675,0.04500000000000001,0.040000000000000015,0.02,0.02,0.0075000000000000015,0.0075000000000000015,0.02,0.0075000000000000015,0.15842374649120528,0.8132227032227033,0.7970505226480836
stress,checkpoint_group,early,12,9,4,3,0,12,0.4166666666666667,0.75,0.16666666666666666,1.0,0.0,0.004218144557536125,0.0034535690110276537,0.012860387975667792,0.01145430092833789,-0.008642243418131669,-0.007591471120006408,-0.008748255937600041,0.36188048685662794,0.297371890232862,0.00935170324890354,0.010881076927403139,0.011135972540486408,0.011135972540486408,0.007338586932632802,0.007336970288403402,0.4644495788143318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3528514337388059,1.0,1.0
stress,checkpoint_group,late,1277,63,20,4,113,1164,0.1331245105716523,0.346123727486296,0.04385277995301488,0.9115113547376664,0.0884886452623336,0.004010783429185988,0.003012698641936089,0.008822418333638221,0.007870966021624102,-0.004811634904452232,-0.004620180782765422,-0.00474815078485585,0.45949426658149584,0.37213111372428054,0.008708577527199142,0.010829908549080449,0.0176060787000627,0.034145251405821135,0.006309774871792539,0.005339040979420196,0.5796212029241418,0.0884886452623336,0.07674236491777604,0.03915426781519186,0.026624902114330464,0.014878621769772907,0.010963194988253721,0.003132341425215349,0.0023492560689115116,0.010963194988253721,0.0023492560689115116,0.10309516155584819,0.8226745715857411,0.853854821280085
stress,checkpoint_group,middle,137,32,15,4,8,129,0.18248175182481752,0.5693430656934306,0.10948905109489052,0.9416058394160584,0.05839416058394161,0.0048206892226266085,0.003401466814831338,0.010649261722556074,0.010158326904927701,-0.005828572499929466,-0.005987801734534912,-0.006044703038384046,0.4598552392475003,0.3748881527202796,0.009562175053154764,0.013889125237545224,0.025657287001725523,0.04082746771308721,0.007460877315500081,0.006411292634654581,0.5613598774094164,0.05839416058394161,0.06569343065693431,0.051094890510948905,0.043795620437956206,0.03649635036496351,0.021897810218978103,0.014598540145985403,0.007299270072992701,0.021897810218978103,0.007299270072992701,0.19084273978506205,0.8028364773761042,0.8120675125616571
stress,previous_close_atm_iv_group,high,595,49,17,4,39,556,0.14789915966386555,0.5966386554621849,0.1092436974789916,0.934453781512605,0.06554621848739496,0.00550725908103935,0.0042868538398020415,0.012486885043072047,0.0117625845380139,-0.006979625962032698,-0.007553069968751472,-0.007265492727644371,0.4392303506468609,0.36197221271965435,0.011270538662477694,0.014888932777800824,0.02165294546853564,0.04082746771308721,0.008555962922952076,0.007529490174586919,0.5462548523190501,0.06554621848739496,0.06386554621848739,0.033613445378151266,0.02689075630252101,0.013445378151260505,0.008403361344537816,0.0033613445378151263,0.0033613445378151263,0.008403361344537816,0.0033613445378151263,0.2137485373896395,0.943459886851612,0.9426962799212463
stress,previous_close_atm_iv_group,low,831,62,19,4,82,749,0.17448856799037304,0.36462093862815886,0.06738868832731648,0.9013237063778581,0.09867629362214202,0.003075816418823553,0.0024407536134845092,0.006558128908695951,0.006488002298601148,-0.0034823124898723983,-0.0038320511519573134,-0.0036573322008706406,0.47265325319960894,0.3843388280958153,0.00656099215014372,0.008260262946491013,0.010749908473990334,0.017610199686316722,0.00490612251207905,0.00441680838197596,0.5988379508485636,0.09867629362214202,0.08303249097472924,0.04452466907340554,0.028880866425992784,0.01925391095066186,0.014440433212996392,0.004813477737665464,0.002406738868832732,0.014440433212996392,0.002406738868832732,0.15430049749793884,0.8797439553438704,0.9455461593832595
stress,stock_local_volatility_group,high,153,43,14,4,16,137,0.19607843137254902,0.5032679738562091,0.0784313725490196,0.8954248366013072,0.10457516339869284,0.006676226515354202,0.0054386128532376505,0.013819944326968177,0.0146763698304273,-0.007143717811613973,-0.007553069968751475,-0.0075754352089859416,0.49200415668349795,0.398622010093212,0.014195425131079869,0.017495055573192655,0.022017909365664258,0.034145251405821135,0.010313292855034564,0.009039065706018676,0.6072675762156068,0.10457516339869284,0.11111111111111112,0.05228758169934641,0.03921568627450981,0.013071895424836602,0.019607843137254905,0.013071895424836602,0.013071895424836602,0.019607843137254905,0.013071895424836602,0.2333975256769376,0.9037721954013583,0.8456389052963181
stress,stock_local_volatility_group,low,1273,63,20,4,105,1168,0.14846818538884524,0.35506677140612725,0.05263157894736842,0.9175176747839748,0.08248232521602514,0.003779544336536993,0.002867436102627732,0.008456441666714904,0.007701422357789542,-0.0046768973301779095,-0.004535986567895601,-0.0046346469713131515,0.4547056371336858,0.3678207978691043,0.008227753469882667,0.009973500893399864,0.01608650771427584,0.04082746771308721,0.005962177486153879,0.005108828931287009,0.5732474745671667,0.08248232521602514,0.07069913589945012,0.038491751767478405,0.02670856245090338,0.017282010997643364,0.010997643362136687,0.003142183817753339,0.0015710919088766694,0.010997643362136687,0.0015710919088766694,0.11757993482340634,0.8434500899838829,0.9239165189656057
stress,market_volatility_group,high,389,39,20,4,44,345,0.13624678663239073,0.38303341902313626,0.08226221079691516,0.8868894601542416,0.11311053984575836,0.004888757340264501,0.00368149731841585,0.00985688567999297,0.009266744091332359,-0.004968128339728467,-0.004795902247223508,-0.004959142649436947,0.5008791239679301,0.43395927866195877,0.009914571378866659,0.013647842437835376,0.019061171218238655,0.031194088196472996,0.007472357227933581,0.006291061382169228,0.6145274644397438,0.11311053984575836,0.08997429305912598,0.04113110539845759,0.03341902313624679,0.017994858611825194,0.010282776349614397,0.0051413881748071984,0.0025706940874035992,0.010282776349614397,0.0025706940874035992,0.19961400441256172,0.9409570742426361,0.9632323882449318
stress,market_volatility_group,low,1037,53,20,4,77,960,0.13114754098360656,0.36644165863066536,0.06846673095467695,0.9257473481195756,0.07425265188042432,0.0037908350934405923,0.002856635882261343,0.008722442810257415,0.00789314469857926,-0.004931607716816822,-0.004696701758431145,-0.004861183251595018,0.44288807407929837,0.34612227204215257,0.008240702939644053,0.010218219545287056,0.017621424698634734,0.04082746771308721,0.006037645887201556,0.005160858188621448,0.5627818617337809,0.07425265188042432,0.06943105110896819,0.03953712632594022,0.02603664416586307,0.01639344262295082,0.012536162005785922,0.0038572806171648993,0.0028929604628736747,0.012536162005785922,0.0028929604628736747,0.13669921941961916,0.855296319733233,0.9007497132765806
stress,option_dte_group,7-10 DTE,1414,62,20,4,121,1293,0.12517680339462517,0.3741159830268741,0.05021216407355021,0.9144271570014144,0.08557284299858559,0.004091430187836188,0.0030275333723414374,0.009020487928733898,0.008227303431369567,-0.00492905774089771,-0.004698210652910131,-0.004875887179457134,0.4593605962864244,0.3719009348847525,0.008756998848694637,0.011107775232588614,0.01863080753067571,0.04082746771308721,0.00643777142447646,0.0054336084552428976,0.5782712903873223,0.08557284299858559,0.07567185289957568,0.04031117397454032,0.028288543140028297,0.016973125884016976,0.012022630834512025,0.004243281471004244,0.0028288543140028294,0.012022630834512025,0.0028288543140028294,0.17950412236699975,0.9097381141416028,0.9443451761739833
stress,option_dte_group,unsupported_DTE,12,1,1,1,0,12,1.0,1.0,1.0,1.0,0.0,0.003961692638367983,0.0034556249001848295,0.010377649377039331,0.010377649377039331,-0.006415956738671349,-0.006922024476854502,-0.006697660085087844,0.3817524078961003,0.33298724733343293,0.007102932416705419,0.00892904417128405,0.009233396130380492,0.009233396130380492,0.005398079373705069,0.004557877902538629,0.4150308064431155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,,
stress,market_up_down,down,690,38,20,4,64,626,0.11884057971014493,0.3681159420289855,0.10144927536231885,0.9072463768115944,0.09275362318840581,0.004274757831646133,0.00302343558933743,0.008614610274182376,0.0077541583229939134,-0.004339852442536245,-0.004314538063892379,-0.004358114955679447,0.48463342647577007,0.3984575702416354,0.00945007407125885,0.01249555348735215,0.019537120280787346,0.04082746771308721,0.006603000669300607,0.0055374104768969425,0.6062868293315786,0.09275362318840581,0.08260869565217394,0.04347826086956522,0.0318840579710145,0.02028985507246377,0.01739130434782609,0.008695652173913045,0.005797101449275363,0.01739130434782609,0.005797101449275363,0.1897251276128249,0.8850662573364219,0.9071050915117395
stress,market_up_down,up,736,34,20,4,57,679,0.1453804347826087,0.46195652173913043,0.09646739130434782,0.922554347826087,0.07744565217391304,0.003917445235631731,0.003044245103453664,0.009423125862185277,0.008903506648756436,-0.005505680626553544,-0.005269408273836171,-0.005423498610872746,0.43440196708624446,0.34849152255948207,0.008328852274121687,0.009918727993005234,0.015992872513754603,0.031194088196472996,0.0062659175066260295,0.005389700528781565,0.549345192997557,0.07744565217391304,0.06793478260869568,0.03668478260869566,0.02445652173913044,0.013586956521739134,0.006793478260869565,0.0,0.0,0.006793478260869565,0.0,0.16876192819531188,0.9401757229197314,1.0
stress,market_quiet_active,active,389,39,20,4,44,345,0.13624678663239073,0.38303341902313626,0.08226221079691516,0.8868894601542416,0.11311053984575836,0.004888757340264501,0.00368149731841585,0.00985688567999297,0.009266744091332359,-0.004968128339728467,-0.004795902247223508,-0.004959142649436947,0.5008791239679301,0.43395927866195877,0.009914571378866659,0.013647842437835376,0.019061171218238655,0.031194088196472996,0.007472357227933581,0.006291061382169228,0.6145274644397438,0.11311053984575836,0.08997429305912598,0.04113110539845759,0.03341902313624679,0.017994858611825194,0.010282776349614397,0.0051413881748071984,0.0025706940874035992,0.010282776349614397,0.0025706940874035992,0.19961400441256172,0.9409570742426361,0.9632323882449318
stress,market_quiet_active,quiet,1037,53,20,4,77,960,0.13114754098360656,0.36644165863066536,0.06846673095467695,0.9257473481195756,0.07425265188042432,0.0037908350934405923,0.002856635882261343,0.008722442810257415,0.00789314469857926,-0.004931607716816822,-0.004696701758431145,-0.004861183251595018,0.44288807407929837,0.34612227204215257,0.008240702939644053,0.010218219545287056,0.017621424698634734,0.04082746771308721,0.006037645887201556,0.005160858188621448,0.5627818617337809,0.07425265188042432,0.06943105110896819,0.03953712632594022,0.02603664416586307,0.01639344262295082,0.012536162005785922,0.0038572806171648993,0.0028929604628736747,0.012536162005785922,0.0028929604628736747,0.13669921941961916,0.855296319733233,0.9007497132765806
