period,horizon,selector,deleted_symbol,sessions,cumulative_return,annualized_return,annualized_volatility,descriptive_sharpe_zero_rate,maximum_drawdown,mean_daily_return
2025,24,loop_only,QBTS,190,0.0209357504962584,0.02786182324870845,0.10605343739950163,0.3119338920217089,-0.09899533877154187,0.00013127643448534605
2025,24,loop_only,RGTI,190,-0.052722338161299565,-0.06931767425288682,0.10765050951763494,-0.6135296150046897,-0.14461111517184522,-0.00026209037960084623
2025,24,loop_only,RIOT,190,-0.047902114981938415,-0.06303132854803184,0.10699218892279307,-0.5550825314000679,-0.13600427359462364,-0.00023567259947340587
2025,24,loop_only,RIVN,190,-0.061182598682885,-0.08032597439952516,0.11308479696993504,-0.683803455009215,-0.15493266424812835,-0.00030685624951213165
2025,24,loop_only,SMCI,190,-0.04285043168407565,-0.056431967629182345,0.10996110423723693,-0.47333269605165385,-0.13926761151150213,-0.00020654042035487416
2025,24,loop_only,SOFI,190,-0.03326136371993593,-0.043873852308805916,0.11200324098352726,-0.3445939813621554,-0.13801534373576385,-0.00015315731244435949
2025,24,loop_only,WULF,190,-0.04490018976428389,-0.059111081130668985,0.10470817147064755,-0.5296554562269412,-0.13083557057615824,-0.0002200764060752961
2025,24,loop_current_regime,AAL,190,-0.005109119947184215,-0.006770651278222961,0.12337949794449124,0.0066684046960347335,-0.10929955274486769,3.2648588233629092e-06
2025,24,loop_current_regime,AAOI,190,-0.0222266202633975,-0.029372072832630436,0.11754464357761002,-0.19484577146322551,-0.11728642306090586,-9.088522523511626e-05
2025,24,loop_current_regime,APLD,190,-0.06320159357930222,-0.0829482749377668,0.11478235544589808,-0.6968221237539485,-0.14284664442513217,-0.00031739239956861626
2025,24,loop_current_regime,ASTS,190,-0.006411691878826953,-0.008495019219257771,0.11662208131321912,-0.014857529270130586,-0.10243050523004349,-6.875857089899611e-06
2025,24,loop_current_regime,CIFR,190,-0.020259572158512595,-0.02678136190373226,0.11674657827200775,-0.17413267378124347,-0.11192756907215362,-8.067219773538068e-05
2025,24,loop_current_regime,HIMS,190,0.01646391162056382,0.02189478772205522,0.11515991319195379,0.24566635822467328,-0.0908702689925911,0.00011226554161641586
2025,24,loop_current_regime,IONQ,190,0.025007325099609234,0.033302186593590744,0.1157173026249513,0.34083305611518655,-0.08362092869277626,0.00015650905515503192
2025,24,loop_current_regime,IREN,190,-0.019748198688399055,-0.026107576652865783,0.1183891432944176,-0.16421123045076186,-0.12187661134448302,-7.714613846185665e-05
2025,24,loop_current_regime,MARA,190,-0.005819268224883545,-0.007710849623521754,0.12151739422047604,-0.002890975121944739,-0.10031707982821658,-1.3940625538688397e-06
2025,24,loop_current_regime,MP,190,-0.021379716662975334,-0.02825686232995439,0.12157653250180074,-0.1748795567923529,-0.1280579717786381,-8.437004015978571e-05
2025,24,loop_current_regime,MRNA,190,-0.0032682219051446415,-0.00433238120163737,0.12226978986488114,0.025652125743647492,-0.10647025856203118,1.2446349302632089e-05
2025,24,loop_current_regime,MSTR,190,0.011443149224926286,0.015205493525486835,0.12311115214923674,0.1840854185736828,-0.10796571465427873,8.99324125971452e-05
2025,24,loop_current_regime,NVTS,190,-0.013705165532769348,-0.018136605082961776,0.11618964107258233,-0.099236483183292,-0.12482737075139627,-4.57549657236986e-05
2025,24,loop_current_regime,QBTS,190,0.05186079604980587,0.06935917163347471,0.11548901705866536,0.6383228400352924,-0.07629098230727005,0.0002925368149276651
